layer_record_id	layer_membership	traversal_status	decision_id	integration_id	promotion_id	module	module_route	queue_key	regulator_symbol	raw_tf_symbol	target_symbol	species_scope	target_graph_modules	promotion_class	promotion_confidence	evidence_confidence_tier	evidence_weight_tier	evidence_weight_rank	evidence_tier_basis	independent_literature_support_status	independent_literature_source_count	exact_pair_status	effect_polarity	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	primary_citation	corroborating_citation	additional_corroborating_citation	primary_and_corroborating_citations	source_registry	source_record_id	source_registries	source_record_ids	tflink_source_database	tflink_detection_method	tflink_pubmed_id	tflink_source_url	tflink_raw_snapshot_path	tflink_raw_snapshot_sha256	source_review_file	review_notes	near_match_exclusions	source_exportable	module_stage_status	module_materialization_allowed	screening_decision	module_owner_review_status	materialization_status	regulator_role_class	canonical_role_status	sci_context_status	materialization_lane	mechanism_evidence_type	mechanism_evidence_definition	context_level_regulator	context_level_target	context_level_exact_pair	context_evidence_scope	context_evidence_basis	context_promotion_lane	candidate_for_later_materialization	canonical_materialization_allowed	decision_basis
PTF-SCREEN-PTF-MODULE-20B-000356	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000356	PTF-MODULE-20B-000356	public_tf_comprehensive_460	20B	20B_target_interaction	cpsf3/cpsf-73|adipor2|human	CPSF3/CPSF-73	CPSF3	ADIPOR2	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001181:4f962ea4f256	TFLink	tflink:human:001181:4f962ea4f256	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UKF6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UKF6_targets.tsv	aa3965489a97b65c28d9beeb6bc6065a3f23a71462061460f627cbe36a780516	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	non_sci_transferable_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human CPSF3 has HPA tissue/CNS expression context including spinal cord, establishing L3 regulator-component context. Human ADIPOR2 has direct HPA spinal-cord tissue context, establishing L3 target-component context. Targeted exact-pair searches found no direct contextual CPSF3-to-ADIPOR2 mechanism, so the exact pair remains L0.	sci_relevant_component_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-000357	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000357	PTF-MODULE-20B-000357	public_tf_comprehensive_461	20B	20B_target_interaction	cpsf3/cpsf-73|adm|human	CPSF3/CPSF-73	CPSF3	ADM	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001181:4f962ea4f256	TFLink	tflink:human:001181:4f962ea4f256	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q9UKF6.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q9UKF6_targets.tsv	aa3965489a97b65c28d9beeb6bc6065a3f23a71462061460f627cbe36a780516	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	non_sci_transferable_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human CPSF3 has HPA tissue/CNS expression context including spinal cord, establishing L3 regulator-component context. Human ADM has direct HPA spinal-cord tissue context, establishing L3 target-component context. Targeted exact-pair searches found no direct contextual CPSF3-to-ADM mechanism, so the exact pair remains L0.	sci_relevant_component_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-000358	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000358	PTF-MODULE-20B-000358	public_tf_comprehensive_462	20B	20B_target_interaction;23B_target_interaction	cshl1/csh1l|adgrl2|human	CSHL1/CSH1L	CSHL1	ADGRL2	human	20B;23B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/	TFLink	tflink:human:001396:828b4ce440d0	TFLink	tflink:human:001396:828b4ce440d0	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q14406.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q14406_targets.tsv	9f91c58ee5181da727c73a403ec8e5c2b48d6c5cd275cc319f045d75241a6c7b	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	non_sci_transferable_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human CSHL1 has HPA tissue evidence concentrated in non-CNS tissues, including placenta, while its spinal-cord RNA value is zero in the reviewed tissue resource; this establishes non-CNS regulator-component context, not spinal-cord context. Human ADGRL2 has direct HPA spinal-cord RNA-expression context. Exact CSHL1-to-ADGRL2 regulation and SCI-pair evidence were not established; the exact pair remains L0.	sci_relevant_component_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-000359	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000359	PTF-MODULE-20B-000359	public_tf_comprehensive_463	20B	20B_target_interaction	cshl1/csh1l|dcc|human	CSHL1/CSH1L	CSHL1	DCC	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/	TFLink	tflink:human:001396:828b4ce440d0	TFLink	tflink:human:001396:828b4ce440d0	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q14406.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q14406_targets.tsv	9f91c58ee5181da727c73a403ec8e5c2b48d6c5cd275cc319f045d75241a6c7b	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	non_sci_transferable_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L3_spinal_cord_tissue_context	L0_no_context_evidence	target_only	No authoritative CNS, spinal-cord-tissue, or SCI context was verified for human CSHL1 in this pass. Human DCC has direct HPA spinal-cord tissue context, establishing L3 target-component context. Targeted exact-pair searches found no direct contextual CSHL1-to-DCC mechanism, so the exact pair remains L0.	sci_relevant_component_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-000360	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000360	PTF-MODULE-20B-000360	public_tf_comprehensive_464	20B	20B_target_interaction	cshl1/csh1l|dll4|human	CSHL1/CSH1L	CSHL1	DLL4	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/	TFLink	tflink:human:001396:828b4ce440d0	TFLink	tflink:human:001396:828b4ce440d0	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q14406.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q14406_targets.tsv	9f91c58ee5181da727c73a403ec8e5c2b48d6c5cd275cc319f045d75241a6c7b	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	non_sci_transferable_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L0_no_context_evidence	L3_spinal_cord_tissue_context	L0_no_context_evidence	target_only	No authoritative CNS, spinal-cord-tissue, or SCI context was verified for human CSHL1 in this pass. Human DLL4 has direct HPA spinal-cord tissue context, establishing L3 target-component context. Targeted exact-pair searches found no direct contextual CSHL1-to-DLL4 mechanism, so the exact pair remains L0.	sci_relevant_component_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-000361	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000361	PTF-MODULE-20B-000361	public_tf_comprehensive_465	20B	20B_target_interaction;23B_target_interaction	cshl1/csh1l|egfr|human	CSHL1/CSH1L	CSHL1	EGFR	human	20B;23B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/	TFLink	tflink:human:001396:828b4ce440d0	TFLink	tflink:human:001396:828b4ce440d0	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_Q14406.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_Q14406_targets.tsv	9f91c58ee5181da727c73a403ec8e5c2b48d6c5cd275cc319f045d75241a6c7b	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	non_sci_transferable_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L1_non_CNS_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human CSHL1 has HPA tissue evidence concentrated in non-CNS tissues, including placenta, while its spinal-cord RNA value is zero in the reviewed tissue resource; this establishes non-CNS regulator-component context, not spinal-cord context. Human EGFR has direct HPA spinal-cord expression context. Mouse SCI studies establish EGFR injury relevance in mouse but are not species-matched to this human row; exact CSHL1-to-EGFR regulation and human SCI-pair evidence were not established, so the exact pair remains L0.	sci_relevant_component_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-000362	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000362	PTF-MODULE-20B-000362	public_tf_comprehensive_466	20B	20B_target_interaction	csnk2a1|ackr2|human	CSNK2A1	CSNK2A1	ACKR2	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/29126285/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001122:341bd435d6e4	TFLink	tflink:human:001122:341bd435d6e4	ReMap	chromatin immunoprecipitation assay	29126285	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P68400.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P68400_targets.tsv	7f2e6407ddd3728202ff3f7e72ef7349c4c8661ba60a71fa791355af7ba7bd29	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	non_sci_transferable_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human CSNK2A1 has direct HPA spinal-cord RNA context, establishing L3 regulator-component context. Human ACKR2 has HPA spinal-cord tissue context, establishing L3 target-component context. Targeted exact-pair searches found no direct contextual CSNK2A1-to-ACKR2 mechanism, so the exact pair remains L0.	sci_relevant_component_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-000363	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000363	PTF-MODULE-20B-000363	public_tf_comprehensive_467	20B	20B_target_interaction	csnk2a1|actr2|human	CSNK2A1	CSNK2A1	ACTR2	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=GTRD; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/27924024/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001122:341bd435d6e4	TFLink	tflink:human:001122:341bd435d6e4	GTRD	chromatin immunoprecipitation assay	27924024	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P68400.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P68400_targets.tsv	7f2e6407ddd3728202ff3f7e72ef7349c4c8661ba60a71fa791355af7ba7bd29	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	non_sci_transferable_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human CSNK2A1 has direct HPA spinal-cord RNA context, establishing L3 regulator-component context. Human ACTR2 has HPA spinal-cord tissue context, establishing L3 target-component context. Targeted exact-pair searches found no direct contextual CSNK2A1-to-ACTR2 mechanism, so the exact pair remains L0.	sci_relevant_component_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-000364	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000364	PTF-MODULE-20B-000364	public_tf_comprehensive_469	20B	20B_target_interaction	csnk2a1|acvr1c|human	CSNK2A1	CSNK2A1	ACVR1C	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/29126285/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001122:341bd435d6e4	TFLink	tflink:human:001122:341bd435d6e4	ReMap	chromatin immunoprecipitation assay	29126285	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P68400.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P68400_targets.tsv	7f2e6407ddd3728202ff3f7e72ef7349c4c8661ba60a71fa791355af7ba7bd29	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	non_sci_transferable_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human CSNK2A1 has direct HPA spinal-cord RNA context, establishing L3 regulator-component context. Human ACVR1C has direct HPA spinal-cord tissue context, establishing L3 target-component context. Targeted exact-pair searches found no direct contextual CSNK2A1-to-ACVR1C mechanism, so the exact pair remains L0.	sci_relevant_component_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-000365	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000365	PTF-MODULE-20B-000365	public_tf_comprehensive_468	20B	20B_target_interaction	csnk2a1|acvr1|human	CSNK2A1	CSNK2A1	ACVR1	human	20B	tflink_source_table_high_throughput_association	tflink_exact_high_throughput_binding_record_primary_source_metadata	C_tflink_source_table_only	C_tflink_source_table_only	1	promoted overlay evidence tier	not_identified_outside_tflink_source_table	0	tflink_source_table_exact_pair		Exact TFLink target-table row; detection_method=chromatin immunoprecipitation assay; source_database=ReMap; large-scale association record.	not_assessed_in_tflink_source_table	not_assessed	not_assessed	https://pubmed.ncbi.nlm.nih.gov/29126285/			https://tflink.net/download/#interaction-gmt	TFLink	tflink:human:001122:341bd435d6e4	TFLink	tflink:human:001122:341bd435d6e4	ReMap	chromatin immunoprecipitation assay	29126285	https://cdn.netbiol.org/tflink/proteinDownload_targets/TFLink_targets_of_P68400.tsv	data/raw/public_database_snapshots/tf_union_expansion_v1/tflink_protein_targets_v1/human_P68400_targets.tsv	7f2e6407ddd3728202ff3f7e72ef7349c4c8661ba60a71fa791355af7ba7bd29	data/processed/public_tf_union_expansion_v1/comprehensive_interaction_promotion_v1/tflink_database_profile_hold_source_audit.tsv	Recovered from the TFLink per-protein target table rather than GMT membership alone. The attached PubMed ID identifies the source database paper; the underlying experiment accession/original paper was not supplied in this TFLink row.	Exact TFLink organism match; no cross-species or reverse-direction inference. ChIP-seq association does not establish causal expression or activation direction.	true	staged_review_only	false	module_fit_candidate	pending_module_owner_approval	pending_module_owner_approval	unresolved_regulator_role	unresolved	non_sci_transferable_context	external_regulatory_evidence_candidate	expression_or_perturbation_association	Expression or perturbation changes associate the regulator and target, but the causal molecular bridge remains unresolved.	L3_spinal_cord_tissue_context	L3_spinal_cord_tissue_context	L0_no_context_evidence	pathway_or_component_only	Human CSNK2A1 has direct HPA spinal-cord RNA context, establishing L3 regulator-component context. Human ACVR1 has direct HPA spinal-cord context, establishing L3 target-component context. Targeted exact-pair searches found no direct contextual CSNK2A1-to-ACVR1 mechanism, so the exact pair remains L0.	sci_relevant_component_context	true	false	A/B/C evidence has an explicit target_graph_modules assignment; candidate remains pending module-owner approval.
PTF-SCREEN-PTF-MODULE-20B-000366	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000366	PTF-MODULE-20B-000366		20B	adjudicated_database_archive	cul4a|ackr1|human	CUL4A		ACKR1	human	20B			D_database_only_no_pair_evidence	D_database_only_no_pair_evidence	0	completed search found only database/profile/membership evidence			binding_profile_only_not_promotable									https://tflink.net/download/#interaction-gmt			TFLink	tflink:human:001221:fb8314ff0f9c								Retain the adjudicated database/profile-only provenance; do not promote or repeat the search unless a new traceable source is found.		false	staged_low_tier_screening_only	false	screen_out_low_tier	screened_out_low_tier	screened_out_low_tier	low_tier_role_unassigned	not_assigned_low_tier	not_assessed	screened_out_low_tier	unresolved_mechanism	The record supports a regulator-target relationship, but the available evidence does not resolve the molecular mechanism.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	screened_out_low_tier	false	false	Reviewed D/E evidence is retained for provenance/context but excluded from module support and materialization.
PTF-SCREEN-PTF-MODULE-20B-000367	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000367	PTF-MODULE-20B-000367		20B	adjudicated_database_archive	cul4a|ackr2|human	CUL4A		ACKR2	human	20B			D_database_only_no_pair_evidence	D_database_only_no_pair_evidence	0	completed search found only database/profile/membership evidence			binding_profile_only_not_promotable									https://tflink.net/download/#interaction-gmt			TFLink	tflink:human:001221:fb8314ff0f9c								Retain the adjudicated database/profile-only provenance; do not promote or repeat the search unless a new traceable source is found.		false	staged_low_tier_screening_only	false	screen_out_low_tier	screened_out_low_tier	screened_out_low_tier	low_tier_role_unassigned	not_assigned_low_tier	not_assessed	screened_out_low_tier	unresolved_mechanism	The record supports a regulator-target relationship, but the available evidence does not resolve the molecular mechanism.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	screened_out_low_tier	false	false	Reviewed D/E evidence is retained for provenance/context but excluded from module support and materialization.
PTF-SCREEN-PTF-MODULE-20B-000368	evidence_candidate	not_traversable	PTF-SCREEN-PTF-MODULE-20B-000368	PTF-MODULE-20B-000368		20B	resolved_unverifiable_archive	cul4a|acvr1|human	CUL4A		ACVR1	human	20B			E_reviewed_nonpromotable	E_reviewed_nonpromotable	0	completed search recorded literature, functional, or near-match evidence but not a promotable exact edge			complex_protein_association_near_match_not_promotable									https://thebiogrid.org/interaction/3585406;https://pubmed.ncbi.nlm.nih.gov/36688959/			TFLink	tflink:human:001221:fb8314ff0f9c								Retain the reviewed provenance and explicit limitation; do not promote or reopen unless new literal, source-backed evidence is found.		false	staged_low_tier_screening_only	false	screen_out_low_tier	screened_out_low_tier	screened_out_low_tier	low_tier_role_unassigned	not_assigned_low_tier	not_assessed	screened_out_low_tier	complex_or_architecture_association	The evidence concerns a multiprotein complex or genome-architecture relationship; the exact regulator-to-target mechanism remains unresolved.	L0_no_context_evidence	L0_no_context_evidence	L0_no_context_evidence	not_assessed	No graded CNS/spinal-cord context adjudication has been completed for this row; do not infer context from regulator or target identity alone.	screened_out_low_tier	false	false	Reviewed D/E evidence is retained for provenance/context but excluded from module support and materialization.
