node_id	role	role_source	role_evidence
NODE11193	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11194	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11195	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11196	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11197	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11198	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11199	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11200	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11201	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11202	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11203	receptor	register_ligand_receptor_layer	edge=M23B-E000917; evidence=M23B-EVID-001262
NODE11203	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11204	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11205	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11206	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11207	receptor	register_ligand_receptor_layer	edge=M20B-E002586; evidence=M20B-EVID-002586 || edge=M20B-E002619; evidence=M20B-EVID-002619 || edge=M20B-E004538; evidence=M20B-EVID-004538;M20B-EVID-004538-P2-DIRECT;M20B-EVID-004538-P2-FUNC;M20B-EVID-004538-P2-RELAY
NODE11207	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11208	receptor	register_ligand_receptor_layer	edge=M20B-E001840; evidence=M20B-EVID-001840 || edge=M20B-E001841; evidence=M20B-EVID-001841 || edge=M20B-E001843; evidence=M20B-EVID-001843;M20B-EVID-005254-P2-DIRECT;M20B-EVID-005255-P2-FUNC
NODE11208	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11209	receptor	register_ligand_receptor_layer	edge=M20B-E001778; evidence=M20B-EVID-001778 || edge=M20B-E001779; evidence=M20B-EVID-001779 || edge=M20B-E001780; evidence=M20B-EVID-001780;M20B-EVID-005344-P2-DIRECT;M20B-EVID-005345-P2-FUNC || edge=M20B-E001783; evidence=M20B-EVID-001783 || edge=M20B-E001788; evidence=M20B-EVID-001788 || edge=M20B-E001849; evidence=M20B-EVID-001849 || edge=M20B-E001852; evidence=M20B-EVID-001852 || edge=M20B-E002824; evidence=M20B-EVID-002824
NODE11209	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11210	receptor	register_ligand_receptor_layer	edge=M20B-E002478; evidence=M20B-EVID-002478
NODE11210	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11211	receptor	register_ligand_receptor_layer	edge=M20B-E001782; evidence=M20B-EVID-001782 || edge=M20B-E001785; evidence=M20B-EVID-001785 || edge=M20B-E001842; evidence=M20B-EVID-001842;M20B-EVID-005248-P2-DIRECT;M20B-EVID-005249-P2-RELAY;M20B-EVID-005250-P2-FUNC || edge=M20B-E001844; evidence=M20B-EVID-001844;M20B-EVID-005251-P2-DIRECT;M20B-EVID-005252-P2-RELAY;M20B-EVID-005253-P2-FUNC || edge=M20B-E001845; evidence=M20B-EVID-001845 || edge=M20B-E001846; evidence=M20B-EVID-001846 || edge=M20B-E001847; evidence=M20B-EVID-001847 || edge=M20B-E001848; evidence=M20B-EVID-001848 || edge=M20B-E002837; evidence=M20B-EVID-002837;M20B-EVID-005293-P2-DIRECT;M20B-EVID-005294-P2-RELAY
NODE11211	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11212	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11213	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11214	receptor	register_ligand_receptor_layer	edge=M20B-E002711; evidence=M20B-EVID-002711 || edge=M20B-E002742; evidence=M20B-EVID-002742 || edge=M20B-E003530; evidence=M20B-EVID-003530 || edge=M20B-E003541; evidence=M20B-EVID-003541
NODE11214	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11215	receptor	register_ligand_receptor_layer	edge=M20B-E002712; evidence=M20B-EVID-002712
NODE11215	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11216	receptor	register_ligand_receptor_layer	edge=M20B-E002544; evidence=M20B-EVID-002544
NODE11216	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11217	receptor	register_ligand_receptor_layer	edge=M20B-E005041; evidence=M20B-EVID-005041
NODE11217	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11218	receptor	register_ligand_receptor_layer	edge=M20B-E003532; evidence=M20B-EVID-003532 || edge=M20B-E003542; evidence=M20B-EVID-003542 || edge=M20B-E003555; evidence=M20B-EVID-003555 || edge=M20B-E004331; evidence=M20B-EVID-004331;M20B-EVID-004331-P2-DIRECT;M20B-EVID-004331-P2-FUNC;M20B-EVID-004331-P2-RELAY
NODE11218	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11219	receptor	register_ligand_receptor_layer	edge=M20B-E003533; evidence=M20B-EVID-003533 || edge=M20B-E003556; evidence=M20B-EVID-003556 || edge=M20B-E004333; evidence=M20B-EVID-004333;M20B-EVID-004333-P2-DIRECT;M20B-EVID-004333-P2-FUNC;M20B-EVID-004333-P2-RELAY
NODE11219	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11220	receptor	register_ligand_receptor_layer	edge=M20B-E004335; evidence=M20B-EVID-004335;M20B-EVID-004335-P2-DIRECT;M20B-EVID-004335-P2-FUNC;M20B-EVID-004335-P2-RELAY
NODE11220	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11221	receptor	register_ligand_receptor_layer	edge=M20B-E003543; evidence=M20B-EVID-003543
NODE11221	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11222	receptor	register_ligand_receptor_layer	edge=M20B-E003534; evidence=M20B-EVID-003534 || edge=M20B-E003557; evidence=M20B-EVID-003557
NODE11222	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11223	receptor	register_ligand_receptor_layer	edge=M20B-E003535; evidence=M20B-EVID-003535 || edge=M20B-E003558; evidence=M20B-EVID-003558
NODE11223	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11224	receptor	register_ligand_receptor_layer	edge=M20B-E003552; evidence=M20B-EVID-003552
NODE11224	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11225	receptor	register_ligand_receptor_layer	edge=M20B-E003560; evidence=M20B-EVID-003560 || edge=M20B-E003564; evidence=M20B-EVID-003564 || edge=M20B-E003568; evidence=M20B-EVID-003568
NODE11225	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11226	receptor	register_ligand_receptor_layer	edge=M20B-E003561; evidence=M20B-EVID-003561 || edge=M20B-E003565; evidence=M20B-EVID-003565 || edge=M20B-E003569; evidence=M20B-EVID-003569
NODE11226	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11227	receptor	register_ligand_receptor_layer	edge=M20B-E003553; evidence=M20B-EVID-003553
NODE11227	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11228	receptor	register_ligand_receptor_layer	edge=M20B-E003562; evidence=M20B-EVID-003562 || edge=M20B-E003566; evidence=M20B-EVID-003566 || edge=M20B-E003570; evidence=M20B-EVID-003570
NODE11228	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11229	receptor	register_ligand_receptor_layer	edge=M20B-E003563; evidence=M20B-EVID-003563 || edge=M20B-E003567; evidence=M20B-EVID-003567 || edge=M20B-E003571; evidence=M20B-EVID-003571
NODE11229	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11230	receptor	register_ligand_receptor_layer	edge=M20B-E003545; evidence=M20B-EVID-003545
NODE11230	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11231	receptor	register_ligand_receptor_layer	edge=M20B-E005043; evidence=M20B-EVID-005043
NODE11231	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11232	ligand	register_ligand_receptor_layer	edge=M20B-E002407; evidence=M20B-EVID-002407
NODE11232	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11233	ligand	register_ligand_receptor_layer	edge=M20B-E002428; evidence=M20B-EVID-002428 || edge=M23B-E000460; evidence=M23B-EVID-000640
NODE11233	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11234	ligand	register_ligand_receptor_layer	edge=M20B-E002437; evidence=M20B-EVID-002437
NODE11234	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11235	ligand	register_ligand_receptor_layer	edge=M20B-E002441; evidence=M20B-EVID-002441 || edge=M20B-E002443; evidence=M20B-EVID-002443 || edge=M20B-E002445; evidence=M20B-EVID-002445
NODE11235	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11236	receptor	register_ligand_receptor_layer	edge=M20B-E004134; evidence=M20B-EVID-004134 || edge=M20B-E004143; evidence=M20B-EVID-004143;M20B-EVID-004143-P2-DIRECT;M20B-EVID-004143-P2-FUNC;M20B-EVID-004143-P2-RELAY || edge=M23B-E000970; evidence=M23B-EVID-001315
NODE11236	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11237	receptor	register_ligand_receptor_layer	edge=M20B-E004135; evidence=M20B-EVID-004135;M20B-EVID-004135-P2-DIRECT;M20B-EVID-004135-P2-FUNC;M20B-EVID-004135-P2-RELAY || edge=M20B-E004138; evidence=M20B-EVID-004138;M20B-EVID-004138-P2-DIRECT;M20B-EVID-004138-P2-FUNC;M20B-EVID-004138-P2-RELAY || edge=M20B-E004140; evidence=M20B-EVID-004140;M20B-EVID-004140-P2-DIRECT;M20B-EVID-004140-P2-FUNC;M20B-EVID-004140-P2-RELAY || edge=M20B-E004144; evidence=M20B-EVID-004144;M20B-EVID-004144-P2-DIRECT;M20B-EVID-004144-P2-FUNC;M20B-EVID-004144-P2-RELAY
NODE11237	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11238	ligand	register_ligand_receptor_layer	edge=M20B-E002453; evidence=M20B-EVID-002453 || edge=M20B-E002454; evidence=M20B-EVID-002454 || edge=M20B-E002455; evidence=M20B-EVID-002455 || edge=M20B-E002456; evidence=M20B-EVID-002456
NODE11238	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11239	ligand	register_ligand_receptor_layer	edge=M20B-E002459; evidence=M20B-EVID-002459 || edge=M20B-E002470; evidence=M20B-EVID-002470 || edge=M20B-E002471; evidence=M20B-EVID-002471
NODE11239	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11240	receptor	register_ligand_receptor_layer	edge=M20B-E002459; evidence=M20B-EVID-002459 || edge=M20B-E005220; evidence=M20B-EVID-005220
NODE11240	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11241	receptor	register_ligand_receptor_layer	edge=M20B-E002291; evidence=M20B-EVID-002291 || edge=M20B-E002292; evidence=M20B-EVID-002292 || edge=M20B-E002293; evidence=M20B-EVID-002293 || edge=M20B-E002294; evidence=M20B-EVID-002294
NODE11241	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11242	receptor	register_ligand_receptor_layer	edge=M20B-E001461; evidence=M20B-EVID-001461 || edge=M20B-E001470; evidence=M20B-EVID-001470 || edge=M20B-E001479; evidence=M20B-EVID-001479 || edge=M23B-E000689; evidence=M23B-EVID-000920
NODE11242	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11243	receptor	register_ligand_receptor_layer	edge=M20B-E001724; evidence=M20B-EVID-001724 || edge=M23B-E000691; evidence=M23B-EVID-000923
NODE11243	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11244	receptor	register_ligand_receptor_layer	edge=M20B-E000475; evidence=M20B-EVID-000475 || edge=M23B-E000529; evidence=M23B-EVID-000720 || edge=M23B-E000693; evidence=M23B-EVID-000926
NODE11244	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11245	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11246	ligand	register_ligand_receptor_layer	edge=M20B-E002472; evidence=M20B-EVID-002472 || edge=M20B-E002473; evidence=M20B-EVID-002473
NODE11246	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11247	receptor	register_ligand_receptor_layer	edge=M20B-E002472; evidence=M20B-EVID-002472
NODE11247	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11248	receptor	register_ligand_receptor_layer	edge=M20B-E002473; evidence=M20B-EVID-002473
NODE11248	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11249	ligand	register_ligand_receptor_layer	edge=M20B-E002478; evidence=M20B-EVID-002478 || edge=M20B-E002483; evidence=M20B-EVID-002483 || edge=M20B-E002492; evidence=M20B-EVID-002492 || edge=M20B-E002493; evidence=M20B-EVID-002493
NODE11249	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11250	ligand	register_ligand_receptor_layer	edge=M20B-E002500; evidence=M20B-EVID-002500 || edge=M20B-E002505; evidence=M20B-EVID-002505 || edge=M20B-E002506; evidence=M20B-EVID-002506 || edge=M20B-E002507; evidence=M20B-EVID-002507
NODE11250	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11251	ligand	register_ligand_receptor_layer	edge=M20B-E002510; evidence=M20B-EVID-002510;M20B-EVID-005283-P2-DIRECT;M20B-EVID-005284-P2-RELAY || edge=M20B-E002511; evidence=M20B-EVID-002511 || edge=M20B-E002512; evidence=M20B-EVID-002512 || edge=M20B-E002513; evidence=M20B-EVID-002513;M20B-EVID-005285-P2-DIRECT;M20B-EVID-005286-P2-RELAY
NODE11251	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11252	receptor	register_ligand_receptor_layer	edge=M20B-E002510; evidence=M20B-EVID-002510;M20B-EVID-005283-P2-DIRECT;M20B-EVID-005284-P2-RELAY
NODE11252	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11253	receptor	register_ligand_receptor_layer	edge=M20B-E002511; evidence=M20B-EVID-002511
NODE11253	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11254	receptor	register_ligand_receptor_layer	edge=M20B-E002512; evidence=M20B-EVID-002512
NODE11254	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11255	receptor	register_ligand_receptor_layer	edge=M20B-E002513; evidence=M20B-EVID-002513;M20B-EVID-005285-P2-DIRECT;M20B-EVID-005286-P2-RELAY
NODE11255	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11256	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11257	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11258	ligand	register_ligand_receptor_layer	edge=M20B-E001922; evidence=M20B-EVID-001922 || edge=M20B-E002514; evidence=M20B-EVID-002514 || edge=M20B-E002518; evidence=M20B-EVID-002518;M20B-EVID-005277-P2-DIRECT;M20B-EVID-005278-P2-RELAY;M20B-EVID-005279-P2-FUNC || edge=M20B-E002519; evidence=M20B-EVID-002519;M20B-EVID-005280-P2-DIRECT;M20B-EVID-005281-P2-RELAY;M20B-EVID-005282-P2-FUNC || edge=M23B-E000021; evidence=M23B-EVID-000022 || edge=M23B-E000467; evidence=M23B-EVID-000647
NODE11258	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11259	ligand	register_ligand_receptor_layer	edge=M20B-E002521; evidence=M20B-EVID-002521 || edge=M20B-E002522; evidence=M20B-EVID-002522
NODE11259	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11260	receptor	register_ligand_receptor_layer	edge=M20B-E005079; evidence=M20B-EVID-005079;M20B-EVID-005079-P2-DIRECT;M20B-EVID-005079-P2-FUNC
NODE11260	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11261	ligand	register_ligand_receptor_layer	edge=M20B-E002534; evidence=M20B-EVID-002534
NODE11261	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11262	ligand	register_ligand_receptor_layer	edge=M20B-E002536; evidence=M20B-EVID-002536 || edge=M20B-E002537; evidence=M20B-EVID-002537;M20B-EVID-002537-P2-FUNC
NODE11262	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11263	ligand	register_ligand_receptor_layer	edge=M20B-E002538; evidence=M20B-EVID-002538;M20B-EVID-002538-P2-DIRECT;M20B-EVID-002538-P2-FUNC;M20B-EVID-002538-P2-RELAY || edge=M20B-E002539; evidence=M20B-EVID-002539 || edge=M23B-E000469; evidence=M23B-EVID-000649
NODE11263	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11264	receptor	register_ligand_receptor_layer	edge=M20B-E004218; evidence=M20B-EVID-004218;M20B-EVID-004218-P2-DIRECT;M20B-EVID-004218-P2-FUNC;M20B-EVID-004218-P2-RELAY || edge=M20B-E004659; evidence=M20B-EVID-004659;M20B-EVID-004659-P2-DIRECT;M20B-EVID-004659-P2-FUNC;M20B-EVID-004659-P2-RELAY || edge=M23B-E000975; evidence=M23B-EVID-001320
NODE11264	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11265	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11266	ligand	register_ligand_receptor_layer	edge=M20B-E002540; evidence=M20B-EVID-002540
NODE11266	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11267	ligand	register_ligand_receptor_layer	edge=M20B-E002541; evidence=M20B-EVID-002541 || edge=M20B-E002542; evidence=M20B-EVID-002542 || edge=M20B-E002543; evidence=M20B-EVID-002543 || edge=M23B-E000471; evidence=M23B-EVID-000651 || edge=M23B-E000473; evidence=M23B-EVID-000653 || edge=M23B-E000474; evidence=M23B-EVID-000654
NODE11267	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11268	receptor	register_ligand_receptor_layer	edge=M20B-E003719; evidence=M20B-EVID-003719
NODE11268	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11269	ligand	register_ligand_receptor_layer	edge=M20B-E001797; evidence=M20B-EVID-001797;M20B-EVID-005354-P2-RELAY;M20B-EVID-005355-P2-FUNC || edge=M20B-E001798; evidence=M20B-EVID-001798;M20B-EVID-005236-P2-RELAY || edge=M20B-E002544; evidence=M20B-EVID-002544
NODE11269	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE11270	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
