edge_source_id	edge_id	paper_id	observation_id	claim_id	support_kind	species_support	source_scope	confidence_tier	citation_note	notes
REGSRC00011	EDGE02391		REGISTER:M20B-EVID-001576		database_curated	mouse	direct_edge	medium		register_edge_id=M20B-E001576; register_evidence_id=M20B-EVID-001576; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001576; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_remaining_discovery
REGSRC00012	EDGE02391		REGISTER:M20B-EVID-005350-P2-RELAY		primary_experiment	human	contextual_support	high	PMID:15765187	register_edge_id=M20B-E001576; register_evidence_id=M20B-EVID-005350-P2-RELAY; source_kind=primary_recovery; source_locator=PMID:15765187; https://pubmed.ncbi.nlm.nih.gov/15765187/; source_locator_status=stable; register_evidence_id=M20B-EVID-005350-P2-RELAY; original_source_kind=primary_recovery; original_support_kind=validated_primary_receptor_proximal_assay; source_locator_status=stable; Primary osteoblast model and pharmacological agonist attribution; no purified PGD2-DP1 affinity or terminal TF is established.
REGSRC00013	EDGE02391		REGISTER:M20B-EVID-005351-P2-FUNC		primary_experiment	human	contextual_support	medium	PMID:15765187	register_edge_id=M20B-E001576; register_evidence_id=M20B-EVID-005351-P2-FUNC; source_kind=primary_recovery; source_locator=PMID:15765187; https://pubmed.ncbi.nlm.nih.gov/15765187/; source_locator_status=stable; register_evidence_id=M20B-EVID-005351-P2-FUNC; original_source_kind=primary_recovery; original_support_kind=validated_primary_function_or_program_assay; source_locator_status=stable; Functional output is osteoblast-specific and does not establish a terminal TF or SCI transfer.
REGSRC00014	EDGE02392		REGISTER:M20B-EVID-001577		database_curated	mouse	direct_edge	medium		register_edge_id=M20B-E001577; register_evidence_id=M20B-EVID-001577; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001577; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_remaining_discovery
REGSRC00015	EDGE02392		REGISTER:M20B-EVID-005352-P2-RELAY		primary_experiment	human	contextual_support	high	PMID:12466225; PMID:15765187	register_edge_id=M20B-E001577; register_evidence_id=M20B-EVID-005352-P2-RELAY; source_kind=primary_recovery; source_locator=PMID:12466225; PMID:15765187; https://pubmed.ncbi.nlm.nih.gov/12466225/; source_locator_status=stable; register_evidence_id=M20B-EVID-005352-P2-RELAY; original_source_kind=primary_recovery; original_support_kind=validated_primary_receptor_proximal_assay; source_locator_status=stable; Recombinant and primary-cell pharmacology; DP2/CRTH2 is distinct from DP1 and no terminal TF is established.
REGSRC00016	EDGE02392		REGISTER:M20B-EVID-005353-P2-FUNC		primary_experiment	human	contextual_support	medium	PMID:15765187	register_edge_id=M20B-E001577; register_evidence_id=M20B-EVID-005353-P2-FUNC; source_kind=primary_recovery; source_locator=PMID:15765187; https://pubmed.ncbi.nlm.nih.gov/15765187/; source_locator_status=stable; register_evidence_id=M20B-EVID-005353-P2-FUNC; original_source_kind=primary_recovery; original_support_kind=validated_primary_function_or_program_assay; source_locator_status=stable; Primary bone-cell output and pharmacological subtype attribution; no terminal TF or SCI transfer is established.
REGSRC00017	EDGE02393		REGISTER:M20B-EVID-001670		database_curated	mouse	direct_edge	medium		register_edge_id=M20B-E001670; register_evidence_id=M20B-EVID-001670; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001670; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_remaining_discovery
REGSRC00018	EDGE02394		REGISTER:M20B-EVID-001677		database_curated	mouse	direct_edge	medium		register_edge_id=M20B-E001677; register_evidence_id=M20B-EVID-001677; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001677; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_remaining_discovery
REGSRC00019	EDGE02395		REGISTER:M20B-EVID-001724		database_curated	mouse	direct_edge	medium		register_edge_id=M20B-E001724; register_evidence_id=M20B-EVID-001724; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001724; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_remaining_discovery
REGSRC00020	EDGE02396		REGISTER:M20B-EVID-001776		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-001;M20A-EXT1-EVID-002;M20A-EXT20-EVID-001	register_edge_id=M20B-E001776; register_evidence_id=M20B-EVID-001776; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001776; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00021	EDGE02397		REGISTER:M20B-EVID-001778		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-004;M20A-EXT1-EVID-014;M20A-EXT20-EVID-002	register_edge_id=M20B-E001778; register_evidence_id=M20B-EVID-001778; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001778; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00022	EDGE02398		REGISTER:M20B-EVID-001779		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-005;M20A-EXT1-EVID-015;M20A-EXT20-EVID-003	register_edge_id=M20B-E001779; register_evidence_id=M20B-EVID-001779; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001779; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00023	EDGE02399		REGISTER:M20B-EVID-001780		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-006;M20A-EXT1-EVID-016;M20A-EXT20-EVID-004	register_edge_id=M20B-E001780; register_evidence_id=M20B-EVID-001780; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001780; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00024	EDGE02399		REGISTER:M20B-EVID-005344-P2-DIRECT		primary_experiment	both	contextual_support	high	PMID:32415244; PMCID:PMC7229167	register_edge_id=M20B-E001780; register_evidence_id=M20B-EVID-005344-P2-DIRECT; source_kind=primary_recovery; source_locator=PMID:32415244; PMCID:PMC7229167; https://pubmed.ncbi.nlm.nih.gov/32415244/; source_locator_status=stable; register_evidence_id=M20B-EVID-005344-P2-DIRECT; original_source_kind=primary_recovery; original_support_kind=validated_primary_direct_or_interaction_assay; source_locator_status=stable; ACKR2 is an atypical scavenger receptor; the variant/heterologous-cell system does not establish canonical G-protein signaling.
REGSRC00025	EDGE02399		REGISTER:M20B-EVID-005345-P2-FUNC		primary_experiment	both	contextual_support	medium	PMID:29176798	register_edge_id=M20B-E001780; register_evidence_id=M20B-EVID-005345-P2-FUNC; source_kind=primary_recovery; source_locator=PMID:29176798; https://pubmed.ncbi.nlm.nih.gov/29176798/; source_locator_status=stable; register_evidence_id=M20B-EVID-005345-P2-FUNC; original_source_kind=primary_recovery; original_support_kind=validated_primary_function_or_program_assay; source_locator_status=stable; The in vivo model is traumatic brain injury, not SCI; the functional study does not isolate CCL2 as the only ACKR2 ligand or assign a terminal TF.
REGSRC00026	EDGE02400		REGISTER:M20B-EVID-001781		database_curated	mouse	direct_edge	high	M20A-EXT1-EVID-009;M20A-EXT1-EVID-010	register_edge_id=M20B-E001781; register_evidence_id=M20B-EVID-001781; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001781; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00027	EDGE02401		REGISTER:M20B-EVID-001782		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-011;M20A-EXT1-EVID-012;M20A-EXT20-EVID-005	register_edge_id=M20B-E001782; register_evidence_id=M20B-EVID-001782; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001782; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00028	EDGE02402		REGISTER:M20B-EVID-001783		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-007;M20A-EXT1-EVID-017;M20A-EXT20-EVID-006	register_edge_id=M20B-E001783; register_evidence_id=M20B-EVID-001783; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001783; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00029	EDGE02403		REGISTER:M20B-EVID-001785		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-014;M20A-EXT1-EVID-015;M20A-EXT20-EVID-007	register_edge_id=M20B-E001785; register_evidence_id=M20B-EVID-001785; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001785; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00030	EDGE02404		REGISTER:M20B-EVID-001786		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-016;M20A-EXT1-EVID-017;M20A-EXT20-EVID-008	register_edge_id=M20B-E001786; register_evidence_id=M20B-EVID-001786; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001786; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00031	EDGE02405		REGISTER:M20B-EVID-001788		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-008;M20A-EXT1-EVID-018;M20A-EXT20-EVID-009	register_edge_id=M20B-E001788; register_evidence_id=M20B-EVID-001788; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001788; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00032	EDGE02406		REGISTER:M20B-EVID-001789		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-019;M20A-EXT1-EVID-020;M20A-EXT20-EVID-010	register_edge_id=M20B-E001789; register_evidence_id=M20B-EVID-001789; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001789; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00033	EDGE02407		REGISTER:M20B-EVID-001790		database_curated	mouse	direct_edge	high	M20A-EXT1-EVID-021;M20A-EXT1-EVID-022	register_edge_id=M20B-E001790; register_evidence_id=M20B-EVID-001790; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001790; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00034	EDGE02408		REGISTER:M20B-EVID-001791		database_curated	mouse	direct_edge	high	M20A-EXT1-EVID-023	register_edge_id=M20B-E001791; register_evidence_id=M20B-EVID-001791; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001791; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00035	EDGE02408		REGISTER:M20B-EVID-005346-P2-RELAY		primary_experiment	mouse	contextual_support	high	PMID:32807784; PMCID:PMC7463137	register_edge_id=M20B-E001791; register_evidence_id=M20B-EVID-005346-P2-RELAY; source_kind=primary_recovery; source_locator=PMID:32807784; https://pubmed.ncbi.nlm.nih.gov/32807784/; source_locator_status=stable; register_evidence_id=M20B-EVID-005346-P2-RELAY; original_source_kind=primary_recovery; original_support_kind=validated_primary_receptor_proximal_assay; source_locator_status=stable; The study uses macrophage and cancer-cell models and does not establish a terminal TF or SCI receiver-cell output.
REGSRC00036	EDGE02408		REGISTER:M20B-EVID-005347-P2-FUNC		primary_experiment	both	contextual_support	medium	PMID:31242633; PMID:32824848	register_edge_id=M20B-E001791; register_evidence_id=M20B-EVID-005347-P2-FUNC; source_kind=primary_recovery; source_locator=PMID:31242633; PMID:32824848; https://pubmed.ncbi.nlm.nih.gov/32824848/; source_locator_status=stable; register_evidence_id=M20B-EVID-005347-P2-FUNC; original_source_kind=primary_recovery; original_support_kind=validated_primary_function_or_program_assay; source_locator_status=stable; Cancer-specific study; downstream TGF-beta/Smad association is pathway/function evidence and not a direct SLIT2-ROBO1-to-TF molecular edge.
REGSRC00037	EDGE02409		REGISTER:M20B-EVID-001792		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-024;M20A-EXT20-EVID-011	register_edge_id=M20B-E001792; register_evidence_id=M20B-EVID-001792; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001792; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00038	EDGE02409		REGISTER:M20B-EVID-005348-P2-RELAY		primary_experiment	mouse	contextual_support	high	PMID:27882344	register_edge_id=M20B-E001792; register_evidence_id=M20B-EVID-005348-P2-RELAY; source_kind=primary_recovery; source_locator=PMID:27882344; https://pubmed.ncbi.nlm.nih.gov/27882344/; source_locator_status=stable; register_evidence_id=M20B-EVID-005348-P2-RELAY; original_source_kind=primary_recovery; original_support_kind=validated_primary_receptor_proximal_assay; source_locator_status=stable; The model is renal podocyte adhesion; the molecular relay is ROBO2/SRGAP1/NMIIA rather than a terminal TF.
REGSRC00039	EDGE02409		REGISTER:M20B-EVID-005349-P2-FUNC		primary_experiment	mouse	contextual_support	medium	PMID:34341180	register_edge_id=M20B-E001792; register_evidence_id=M20B-EVID-005349-P2-FUNC; source_kind=primary_recovery; source_locator=PMID:34341180; https://pubmed.ncbi.nlm.nih.gov/34341180/; source_locator_status=stable; register_evidence_id=M20B-EVID-005349-P2-FUNC; original_source_kind=primary_recovery; original_support_kind=validated_primary_function_or_program_assay; source_locator_status=stable; The study tests both Robo1 and Robo2 and a developmental renal model; it does not isolate every output to ROBO2 alone or assign a terminal TF.
REGSRC00040	EDGE02410		REGISTER:M20B-EVID-001793		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-025;M20A-EXT20-EVID-012	register_edge_id=M20B-E001793; register_evidence_id=M20B-EVID-001793; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001793; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00041	EDGE02411		REGISTER:M20B-EVID-001794		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-026;M20A-EXT20-EVID-013	register_edge_id=M20B-E001794; register_evidence_id=M20B-EVID-001794; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001794; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00042	EDGE02412		REGISTER:M20B-EVID-001795		database_curated	mouse	direct_edge	medium	M20A-EXT10-EVID-003;M20A-EXT20-EVID-014	register_edge_id=M20B-E001795; register_evidence_id=M20B-EVID-001795; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001795; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00043	EDGE02413		REGISTER:M20B-EVID-001796		database_curated	mouse	direct_edge	high	M20A-EXT1-EVID-028;M20A-EXT1-EVID-029	register_edge_id=M20B-E001796; register_evidence_id=M20B-EVID-001796; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001796; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cross_source_secreted_simple
REGSRC00044	EDGE02414		REGISTER:M20B-EVID-001797		database_curated	mouse	direct_edge	medium	M20A-EXTC-EVID-0001;M20A-EXTLR01-EVID-0001	register_edge_id=M20B-E001797; register_evidence_id=M20B-EVID-001797; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001797; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_secreted_signaling
REGSRC00045	EDGE02414		REGISTER:M20B-EVID-005354-P2-RELAY		primary_experiment	human	contextual_support	high	PMID:24312319; PMCID:PMC3892417	register_edge_id=M20B-E001797; register_evidence_id=M20B-EVID-005354-P2-RELAY; source_kind=primary_recovery; source_locator=PMID:24312319; PMCID:PMC3892417; https://pubmed.ncbi.nlm.nih.gov/24312319/; source_locator_status=stable; register_evidence_id=M20B-EVID-005354-P2-RELAY; original_source_kind=primary_recovery; original_support_kind=validated_primary_receptor_proximal_assay; source_locator_status=stable; Granulosa-cell model and receptor-complex recruitment evidence; no direct binary AMH-BMPR1A interaction is inferred.
REGSRC00046	EDGE02414		REGISTER:M20B-EVID-005355-P2-FUNC		primary_experiment	mouse	contextual_support	high	PMID:12368913; PMID:24312319	register_edge_id=M20B-E001797; register_evidence_id=M20B-EVID-005355-P2-FUNC; source_kind=primary_recovery; source_locator=PMID:12368913; PMID:24312319; https://pubmed.ncbi.nlm.nih.gov/12368913/; source_locator_status=stable; register_evidence_id=M20B-EVID-005355-P2-FUNC; original_source_kind=primary_recovery; original_support_kind=validated_primary_function_or_program_assay; source_locator_status=stable; Developmental and reproductive models; no terminal TF occupancy or SCI transfer is established.
REGSRC00047	EDGE02415		REGISTER:M20B-EVID-001798		database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-033;M20A-EXT20-EVID-015	register_edge_id=M20B-E001798; register_evidence_id=M20B-EVID-001798; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001798; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_secreted_signaling
REGSRC00048	EDGE02415		REGISTER:M20B-EVID-005236-P2-RELAY		primary_experiment	mixed	contextual_support	high	PMID:10854429; DOI:10.1074/JBC.M002704200	register_edge_id=M20B-E001798; register_evidence_id=M20B-EVID-005236-P2-RELAY; source_kind=primary_recovery; source_locator=PMID:10854429; DOI:10.1074/JBC.M002704200; https://pubmed.ncbi.nlm.nih.gov/10854429/; source_locator_status=stable; register_evidence_id=M20B-EVID-005236-P2-RELAY; original_source_kind=primary_recovery; original_support_kind=validated_primary_receptor_proximal_assay; source_locator_status=stable; The primary study supports a ligand-dependent AMHR2/BMPR1B complex and receptor-proximal Smad1 signaling in reproductive/developmental models. It does not establish SCI transfer or a terminal TF; the separate queued AMHR2:ACVR1 graph label remains a component-mismatch issue.
REGSRC00049	EDGE02416		REGISTER:M20B-EVID-001799		database_curated	mouse	direct_edge	medium	M20A-EXT11-EVID-001;M20A-EXT20-EVID-016	register_edge_id=M20B-E001799; register_evidence_id=M20B-EVID-001799; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001799; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_secreted_signaling
REGSRC00050	EDGE02417		REGISTER:M20B-EVID-001800		database_curated	mouse	direct_edge	medium	M20A-EXT8-EVID-003;M20A-EXT-PILOT001-EVID-001	register_edge_id=M20B-E001800; register_evidence_id=M20B-EVID-001800; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001800; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_secreted_signaling
REGSRC00051	EDGE02418		REGISTER:M20B-EVID-001801		database_curated	mouse	direct_edge	high	M20A-EXT8-EVID-002	register_edge_id=M20B-E001801; register_evidence_id=M20B-EVID-001801; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001801; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_secreted_signaling
REGSRC00052	EDGE02419		REGISTER:M20B-EVID-001802		database_curated	mouse	direct_edge	high	M20A-EXT8-EVID-004	register_edge_id=M20B-E001802; register_evidence_id=M20B-EVID-001802; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001802; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_secreted_signaling
REGSRC00053	EDGE02420		REGISTER:M20B-EVID-001803		database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-001;M20A-EXT20-EVID-017	register_edge_id=M20B-E001803; register_evidence_id=M20B-EVID-001803; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001803; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_secreted_signaling
REGSRC00054	EDGE02421		REGISTER:M20B-EVID-001804		database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-002;M20A-EXT20-EVID-018	register_edge_id=M20B-E001804; register_evidence_id=M20B-EVID-001804; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001804; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_secreted_signaling
REGSRC00055	EDGE02422		REGISTER:M20B-EVID-001805		database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-003;M20A-EXT20-EVID-019	register_edge_id=M20B-E001805; register_evidence_id=M20B-EVID-001805; source_kind=frozen_module20a_lr_release; source_locator=; source_locator_status=local_only_or_unresolved; register_evidence_id=M20B-EVID-001805; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved; cellchat_secreted_signaling
