evidence_id	edge_id	source_kind	source_locator	support_kind	species_support	source_species_detail	source_scope	assay_or_perturbation	relation_type	pathway_or_branch	confidence_tier	citation_note	evidence_summary	limitations
M24A-B003-EVID-018	M24A-E018	primary_research_paper	PMID:30622226; DOI:10.14348/molcells.2018.0028	ligand_receptor_pharmacology	rat	Rat contusion SCI; spinal pain and sensory compartments	purinergic receptor and pain relay	P2X4 expression; ATP-evoked calcium; dehydrocorybulbine; P2X agonist challenge	ligand_receptor_activation	ATP-P2X4R calcium signaling and neuropathic pain	medium-high	Primary SCI purinergic pharmacology	ATP-evoked P2X4-associated calcium signaling was linked to neuropathic pain after contusion SCI.	Pharmacologic rather than purified binding evidence; receptor selectivity remains bounded.
M24A-B003-EVID-019	M24A-E019	primary_research_paper	PMID:12111830; DOI:10.1002/jnr.10269	receptor_functional_output	mouse	Mouse thoracic contusion SCI; monocyte/macrophage and myelin compartments	chemokine receptor functional output	CCR2 knockout; monocyte recruitment and myelin-removal assays	functional_output	CCL2/CCR2-dependent monocyte recruitment and myelin clearance	high	Primary genetic SCI receptor study	CCR2 loss altered monocyte/macrophage recruitment and myelin removal after contusion SCI.	Genetic receptor evidence without purified ligand-binding assay; likely overlaps a frozen Module 20A LR classification and is retained here only as downstream function.
M24A-B003-EVID-020	M24A-E020	primary_research_paper	PMID:31557129; DOI:10.18632/aging.102239	receptor_functional_output	mouse	Mouse SCI; Treg recruitment and lesion-recovery compartments	chemokine receptor functional output	CCL28/CCR10 neutralization; recombinant CCL28; transwell recruitment; locomotion	functional_output	CCL28-CCR10-associated Treg recruitment and recovery	high	Primary SCI chemokine receptor-function study	CCL28/CCR10 neutralization and recombinant CCL28 experiments linked the axis to Treg recruitment and improved recovery.	Neutralization and recruitment evidence, not purified binding; likely overlaps a frozen Module 20A LR classification and is retained here only as downstream function.
M24A-B003-EVID-021	M24A-E021	primary_research_paper	PMID:33246483; PMID:21332278	downstream_pathway_context	mouse; rat	Mouse and rat contusion SCI; injured cord inflammatory compartment	chemokine receptor context	Expression profiling; CCL3 knockout; pain and locomotor assays	functional_output	CCL3-associated secondary damage with CCR1 co-expression context	medium	Primary SCI expression and knockout studies	CCL3 and CCR1 were co-induced in injured cord, while CCL3 loss reduced secondary damage and pain-associated outcomes.	CCR1 was not directly blocked or activated; retain as context, not a direct CCL3-CCR1 edge.
M24A-B003-EVID-022	M24A-E022	primary_research_paper	PMID:26899371; PMCID:PMC4761922	downstream_pathway_context	mouse	Mouse T10 contusion explants; lesion alarmin and inflammatory compartments	ECM-DAMP/TLR boundary pathway context	Tenascin-C release profiling; pooled alarmin/TLR4 inhibition	pathway_context	Tenascin-C-containing alarmin milieu and TLR4-associated IL-1/NF-kB program	medium	Primary SCI tenascin-C alarmin study	Tenascin-C-containing alarmin conditions were associated with TLR4-linked inflammatory signaling after SCI.	Tenascin-C-specific receptor perturbation was not performed; do not promote direct TNC-TLR4 binding.
M24A-B003-EVID-023	M24A-E023	primary_research_paper	PMID:16629625; DOI:10.1089/neu.2006.23.397	protease_adjacent_function	rat	Rat SCI; adult spinal-cord microglia and extracellular matrix compartment	extracellular protease adjacency	Recombinant decorin infusion; plasminogen/plasmin protein and mRNA assays	functional_output	Decorin-associated plasminogen/plasmin activity and CSPG remodeling/axon-growth permissiveness	medium	Primary decorin SCI study	Decorin altered plasminogen/plasmin-associated protease activity and CSPG remodeling in a manner associated with axon-growth permissiveness.	Supports protease adjacency, not decorin-TLR2 signaling or a direct decorin-receptor edge.
M24A-B003-EVID-024	M24A-E024	primary_research_paper	PMID:38326029	reverse_direction_pathway_context	mouse	Mouse chronic contusion SCI; lesion ECM compartment	reverse-direction DAMP-ECM pathway context	TLR4 deletion; MMP9 expression and ECM assays	pathway_context	TLR4 signaling upstream of MMP9 and ECM remodeling	medium	Primary chronic SCI TLR4/MMP9 study	TLR4 deletion altered MMP9 expression and ECM remodeling, supporting a reverse-direction pathway context for the MMP9-TLR4 candidate.	Evidence does not support MMP9 activating TLR4; retain direction explicitly as TLR4-to-MMP9 pathway context.
M24A-B001-NE-001		search_boundary	local:modules/Module_24A_TRACKER.md; local:work/module24a/module24a_extraction_queue.tsv; PMID:30580020; DOI:10.1016/j.lfs.2018.12.034; DOI:10.1021/acschemneuro.1c00054	no_evidence_boundary	unresolved	No exact local primary record for bradykinin/kallikrein/BDKRB1/BDKRB2	Module 24A targeted inventory and bounded source audit	targeted local source and registry search	no_qualifying_exact_primary_evidence	kinin signaling	unresolved	Module 24A boundary narrowed by saturation batch 007	External SCII evidence now supports bradykinin/B2R pharmacology, B1R/B2R receptor induction, and downstream neuroprotective function; exact endogenous kallikrein processing and purified BDKRB1/BDKRB2 binding remain unresolved.	This remains a search boundary for direct molecular processing/binding and does not negate the new pathway/function records.
M24A-B001-NE-002		search_boundary	local:modules/Module_24A_TRACKER.md; local:work/module24a/module24a_extraction_queue.tsv	no_evidence_boundary	unresolved	No exact local primary PAR1/PAR2/PAR3/PAR4 activation record	Module 24A targeted inventory and bounded source audit	targeted local source and registry search	no_qualifying_exact_primary_evidence	coagulation-PAR signaling	unresolved	Module 24A bounded negative search	No exact PAR activation edge was found in the inspected local corpus; coagulation-related material was comparator or adjacency evidence.	This is a search boundary, not evidence that PAR signaling is absent in SCI; direct thrombin/factor-Xa/PAR searches remain required.
M24A-B001-NE-003		search_boundary	local:modules/Module_24A_TRACKER.md; local:work/module24a/module24a_extraction_queue.tsv	no_evidence_boundary	unresolved	No exact local protease-to-PAR relay record	Module 24A targeted inventory and bounded source audit	targeted local source and registry search	no_qualifying_exact_primary_evidence	protease-PAR signaling	unresolved	Module 24A bounded negative search	Protease, sheddase, matrix-remodeling, and uPA entries were found, but no exact qualifying protease-to-PAR relay was validated locally.	Protease processing and PAR cleavage are cell-, species-, dose-, and cleavage-state dependent; no direct edge is inferred.
M24A-B002-NE-004		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:16936276; PMCID:PMC1698827	no_evidence_boundary	unresolved	Queue target M24A-Q0068; intact C3-to-endogenous CR2	Module 24A Batch 002 complement review	exact endogenous ligand-receptor activation assay not located	no_direct_molecular_edge	intact C3 to endogenous CR2	unresolved	Batch 002 bounded complement search	No evidence was validated that intact precursor C3 directly activates endogenous CR2 in traumatic SCI.	CR2-Crry evidence concerns engineered targeting by C3 breakdown fragments; C3b, iC3b, C3d, and C3dg must remain distinct from intact C3.
M24A-B002-NE-005		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:16936276; PMCID:PMC1698827	no_evidence_boundary	unresolved	Queue target M24A-Q0069; intact C3-to-CR3	Module 24A Batch 002 complement review	exact endogenous ligand-receptor activation assay not located	no_direct_molecular_edge	intact C3 to CR3	unresolved	Batch 002 bounded complement search	No qualifying SCI evidence was validated for intact C3 binding or activating CR3.	Canonical CR3 ligand assignment requires complement fragments, especially iC3b; ITGAM alone does not denote the complete alphaM-beta2 complex.
M24A-B002-NE-006		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:16936276; PMCID:PMC1698827; PMID:22393018; PMCID:PMC3311339	no_evidence_boundary	unresolved	Queue target M24A-Q0070; intact C3-to-CR4	Module 24A Batch 002 plus Batch 009 complement review	exact endogenous ligand-receptor activation assay not located	no_direct_molecular_edge	intact C3 to CR4	unresolved	Batch 002 plus Batch 009 bounded primary search	A primary human iC3b-CR4 comparator is supported by M24A-E150, but no qualifying SCI evidence was validated for intact C3 binding or activating CR4.	Canonical CR4 ligand assignment requires complement fragments, especially iC3b; ITGAX alone does not denote the complete alphaX-beta2 complex, and the processed-fragment comparator does not establish endogenous SCI ligand identity.
M24A-B002-NE-007		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:16936276; PMCID:PMC1698827	no_evidence_boundary	unresolved	Queue target M24A-Q0071; C4b-to-CR2	Module 24A Batch 002 complement review	exact endogenous ligand-receptor activation assay not located	no_direct_molecular_edge	C4b to endogenous CR2	unresolved	Batch 002 bounded complement search	No qualifying SCI evidence was validated for C4b binding to endogenous CR2.	The cited SCI evidence concerns C3 breakdown-fragment targeting by engineered CR2-Crry, not C4b-CR2 signaling.
M24A-B003-NE-008		search_boundary	local:work/module24a/module24a_extraction_queue.tsv	no_evidence_boundary	unresolved	Queue targets M24A-Q0101-Q0116, M24A-Q0118-Q0119, M24A-Q0121-Q0122, and M24A-Q0124-Q0129	Module 24A Batch 003 DAMP and noncanonical receptor review	exact-pair PubMed/PMC search	no_direct_molecular_edge	unresolved DAMP/TLR candidate pairs	unresolved	Batch 003 bounded primary search	No qualifying exact SCI pair was validated for the listed Pcdhgc5, Pianp, Ptprd, Unc5, Anxa2, CIRBP, Cxcl10, Defb, Fcna, Hspa4, Lgals9, S100A8-AGER/TLR2, S100A9, S100B, SAA1, or SAA3 candidates.	Related DAMP/TLR biology was not substituted for exact ligand-receptor evidence; absence is search-bounded.
M24A-B003-NE-009		search_boundary	local:work/module24a/module24a_extraction_queue.tsv	no_evidence_boundary	unresolved	Queue targets M24A-Q0131-Q0136, M24A-Q0138-Q0140, M24A-Q0142, and M24A-Q0144-Q0150	Module 24A Batch 003 purinergic and chemokine boundary review	exact-pair PubMed/PMC search	no_direct_molecular_edge	unresolved purinergic and chemokine candidate pairs	unresolved	Batch 003 bounded primary search	No qualifying exact SCI pair was validated for Vcan-TLR2, ATP-KCNJ8, ATP-TRPM4, CCL11-CCR2/CCR3, CCL2-CCR3, CCL24-CCR3, CCL27-CCR10, CCL28-CCR3, or the listed CCL4/5/7/8 receptor substitutions.	Validated CCL2-CCR2 and CCL28-CCR10 function was not generalized to adjacent receptor candidates.
M24A-B004-EVID-025	M24A-E025	primary_research_paper	PMID:9115216	ligand_receptor_pharmacology	human	human peripheral-blood monocytes	CCL8/CCR2B comparator pharmacology	radioiodinated MCP-2 binding and chemotaxis	ligand_receptor_activation	CCL8/MCP-2 uses CCR2B as a functional receptor	high molecular; low SCI relevance	Primary chemokine receptor pharmacology study	CCL8/MCP-2 bound and functionally engaged CCR2B in human monocytes.	Queue specifies mouse; no SCI model; retained as comparator-only context.
M24A-B004-EVID-026	M24A-E026	primary_research_paper	PMID:29281969; PMCID:PMC5745793; DOI:10.1186/s12865-017-0237-5	ligand_receptor_pharmacology	human	human CCR3-transfected cells	CCL8/CCR3 comparator pharmacology	QCM binding; receptor internalization; transwell chemotaxis	ligand_receptor_activation	CCL8 binds and activates CCR3	high molecular; low SCI relevance	Primary chemokine receptor pharmacology study	CCL8 bound and activated CCR3 in a recombinant human receptor system.	No mouse SCI context; retained as comparator-only context.
M24A-B004-EVID-027	M24A-E027	primary_research_paper	PMID:40075472	receptor_functional_output	mouse	Mouse SCI; lesion microglia	CX3CL1/CX3CR1 repair context	exogenous CX3CL1; CX3CR1-deficient mice; migration and recovery assays	functional_output	CX3CL1/CX3CR1 promotes centripetal microglial migration, wound repair, and axon preservation	high	Primary SCI receptor-function study	CX3CL1/CX3CR1 supported microglial migration, wound repair, and axon preservation after SCI.	No purified binding assay; genetic receptor evidence is functional rather than biochemical.
M24A-B004-EVID-028	M24A-E028	primary_research_paper	PMID:31045582; PMCID:PMC6538362	receptor_proximal_relay	mouse	Mouse traumatic SCI; bone-marrow neutrophils	CXCL1/CXCR2 neutrophil relay	recombinant CXCL1 migration; CXCR2 antagonist; C3aR1 coactivation	receptor_proximal_activation	CXCL1/CXCR2 drives neutrophil mobilization and is restrained by C3aR1/PTEN	high	Primary SCI receptor pharmacology study	CXCL1/CXCR2 promoted neutrophil mobilization in a C3aR1/PTEN-modulated inflammatory relay.	Receptor pharmacology and migration, not purified binding.
M24A-B004-EVID-029	M24A-E029	primary_research_paper	PMID:30257241; DOI:10.1159/000493825	receptor_proximal_relay	rat	Rat spinal cord ischemia-reperfusion injury	CXCL10/CXCR3 injury relay	recombinant CXCL10; CXCR3 antagonist AMD487; glial and cytokine assays	receptor_proximal_activation	CXCL10/CXCR3 contributes to sequential microglial-astrocyte activation and inflammatory pain	medium-high	Primary spinal ischemia-reperfusion receptor study	CXCL10/CXCR3 pharmacologic blockade altered sequential glial activation and inflammatory pain.	Ischemia-reperfusion rather than contusion; no purified binding.
M24A-B004-EVID-030	M24A-E030	primary_research_paper	PMID:41146716; PMCID:PMC12554141	downstream_pathway_context	mouse	Mouse contusion SCI; damage-associated microglia	CXCL2/CXCR2 inflammatory-program context	scRNA-seq; expression validation; treatment-associated pathway analysis	pathway_context	CXCL2/CXCR2-associated granulocyte recruitment in the SCI inflammatory program	medium	Primary SCI transcriptomic/context study	CXCL2/CXCR2 was associated with granulocyte recruitment in an inflammatory microglial program after contusion SCI.	No CXCL2 or CXCR2 perturbation specific to this edge; retain as pathway context, not direct receptor proof.
M24A-B004-EVID-031	M24A-E031	primary_research_paper	PMID:41407981; DOI:10.1007/s12035-025-05477-1	receptor_functional_output	mouse	Mouse traumatic SCI; macrophage-fibroblast scar model	CXCL3/CXCR2 scar relay	CXCL3 administration; CXCR2 inhibitor; photobiomodulation and conditioned-medium assays	receptor_proximal_activation	CXCL3/CXCR2-associated macrophage-fibroblast crosstalk promotes fibrous scar formation	medium-high	Primary SCI scar relay study	CXCL3/CXCR2-associated signaling promoted macrophage-fibroblast crosstalk and fibrous scar formation.	No purified binding; inhibitor specificity and administration route limit causality.
M24A-B004-EVID-032	M24A-E032	primary_research_paper	PMID:27717828; DOI:10.1016/j.neulet.2016.10.004	receptor_pharmacology_and_function	rat	Rat sciatic-nerve chronic constriction injury	CXCL5/CXCR2 comparator pain relay	Intrathecal CXCL5; neutralizing antibody; CXCR2 antagonist SB225002; GSK-3beta assays	functional_output	CXCL5/CXCR2 drives spinal neuropathic pain through GSK-3beta activity	medium-high	Primary peripheral-nerve injury comparator	CXCL5/CXCR2 signaling contributed to neuropathic pain through GSK-3beta in a chronic nerve-injury comparator.	Not traumatic SCI; rat comparator retained separately from SCI evidence.
M24A-B004-EVID-033	M24A-E033	primary_research_paper	PMID:36618360	receptor_functional_output	mouse	Mouse peripheral-nerve injury	XCL1/XCR1 comparator pain context	XCL1 administration or neutralization; XCR1 blockade	functional_output	XCL1/XCR1 contributes to neuropathic pain after nerve injury	medium	Primary peripheral-nerve injury comparator	XCL1/XCR1 blockade and ligand manipulation implicated the axis in neuropathic pain after peripheral nerve injury.	No traumatic SCI model; ITGA9 was also implicated, so receptor attribution is not exclusive.
M24A-B004-EVID-034	M24A-E034	primary_research_paper	PMID:41407858; PMCID:PMC12823418; DOI:10.1038/s41586-025-09887-y	direct_binding	mouse	Mouse incomplete SCI; lesion-remote astrocytes and microglia	CCN1/SDC4 repair axis	Astrocyte-specific Ccn1 deletion; recombinant CCN1; binding and relay validation	ligand_receptor_binding	CCN1 binds microglial SDC4 and augments lipid storage/debris-buffering repair	high	Primary SCI CCN1/SDC4 study	CCN1 binding to microglial SDC4 was supported in an incomplete-SCI repair context.	Downstream lipid buffering is context dependent; direct binding details should remain as reported by the primary paper.
M24A-B004-EVID-035	M24A-E035	primary_research_paper	PMID:41407858; PMCID:PMC12823418	receptor_proximal_relay	mouse	Mouse incomplete SCI; lesion-remote astrocytes and microglia	CCN1/SDC4 debris-repair function	Astrocyte Ccn1 depletion; debris clearance and neurologic recovery assays	downstream_pathway_or_cellular_function	CCN1-SDC4 relay supports microglial debris processing and neurologic recovery	high	Primary SCI CCN1/SDC4 study	Causal Ccn1 depletion linked the CCN1-SDC4 axis to microglial debris processing and neurologic recovery.	Causal depletion establishes relay/function and is not an independent purified binding experiment.
M24A-B004-EVID-036	M24A-E008	primary_research_paper	PMCID:PMC9713475	receptor_proximal_relay	rat; human comparator	Rat T10 contusion SCI; human serum comparator	LL37/P2X7R extracellular-trap relay	Co-immunoprecipitation; DNase I intervention; NF-kB assays	receptor_proximal_activation	Trap-associated LL37 associates with P2X7R and tracks NF-kB inflammatory polarization	medium-high	Primary SCI MET/P2X7 study	The batch-004 queue target is supported by the existing LL37/P2X7R evidence record and edge.	Co-IP is not purified binding; no receptor knockout or isolated LL37 necessity experiment.
