route_evidence_id	route_status	route_tier	path_expression	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_queue_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id	evidence_contract_version	evidence_polarity	negative_evidence_status	evidence_directness	output_class	species_context	cell_type_context	compartment_context	injury_context	context_scope	assay_or_perturbation	effect_polarity	source_scope
ROUTE:00013	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				FGFRL1-pY471-pY475-SHP1	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001016	M21B-DOWNSTREAM:02421	M21B-DOWNSTREAM-EVID:003791	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02421	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	mouse	Mouse pancreatic islets and betaTC3 cells expressing wild-type, deletion and Y471A/Y475A FGFRL1 constructs; SHP1 co-immunoprecipitation/confocal association, knockdown and ERK1/2 assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00014	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				KIT-pY568-CBL	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001038	M21B-DOWNSTREAM:02424	M21B-DOWNSTREAM-EVID:003794	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02424	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	as stated in primary model/assay	SCF-stimulated COS-1, PAE and Ba/F3 c-Kit systems with pY568/pY936 phosphopeptides, receptor mutants, CBL binding, ubiquitination and internalization assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00015	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				KIT-pY568-SOCS6	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001040	M21B-DOWNSTREAM:02425	M21B-DOWNSTREAM-EVID:003795	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02425	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	human	Human c-KIT pY568 peptide/SOCS6 SH2 crystal and ITC assays with SCF-stimulated receptor ubiquitination/turnover and Ba/F3, MEF or COS-7 functional systems	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00016	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				RET-pY1096-GRB2	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001050	M21B-DOWNSTREAM:02428	M21B-DOWNSTREAM-EVID:003798	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02428	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	as stated in primary model/assay	RET/PTC2 long-isoform Y620 (proto-RET Y1096) phosphopeptide, Y620F mutagenesis and co-immunoprecipitation with Grb2 in transformed-cell assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00017	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				MET-pY1356-SHIP1-negative-morphogenesis	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001126	M21B-DOWNSTREAM:02432	M21B-DOWNSTREAM-EVID:003802	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02432	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	as stated in primary model/assay	MDCK cells with MET pY1356 binding and SHIP1-mutant assays; HGF-induced branching morphogenesis readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00018	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				MET-pY1356-SHIP2-morphogenesis	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001127	M21B-DOWNSTREAM:02433	M21B-DOWNSTREAM-EVID:003803	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02433	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	human	Human MET pY1356 peptide/SHIP2 SH2 binding and HGF-induced spreading/lamellipodia assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00019	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL4R-pY713-SHP1-inhibitory	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001129	M21B-DOWNSTREAM:02434	M21B-DOWNSTREAM-EVID:003804	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02434	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	as stated in primary model/assay	IL4Ralpha phospho-ITIM peptide/tail assays and Y713F functional comparisons in IL-4 receptor signaling systems	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00020	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CSF2RB-pY577-SHC1	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001135	M21B-DOWNSTREAM:02435	M21B-DOWNSTREAM-EVID:003805	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02435	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	as stated in primary model/assay	GM-CSFRbeta phosphopeptide/PTB binding and hematopoietic receptor assays with SHC association and signaling readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00021	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD72-pY7-SHP1-BCR-inhibition	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001148	M21B-DOWNSTREAM:02436	M21B-DOWNSTREAM-EVID:003806	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02436	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	mouse	Murine transformed B cells with CD72-null rescue and CD72 Y7F/Y39F mutants; BCR crosslinking, SHP1 association, Grb2 binding and growth-inhibition readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00022	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD72-pY39-GRB2-BCR-modulation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001149	M21B-DOWNSTREAM:02437	M21B-DOWNSTREAM-EVID:003807	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02437	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	mouse	Murine transformed B cells with CD72-null rescue and CD72 Y7F/Y39F mutants; BCR crosslinking, Grb2 association and growth-inhibition readouts	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00023	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				HFE-TFRC-competitive-regulation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001176	M21B-DOWNSTREAM:02440	M21B-DOWNSTREAM-EVID:003810	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02440	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	as stated in primary model/assay	Soluble HFE-beta2M and TfR assays; receptor-complex association and competition with diferric transferrin	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00024	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				STAB1-GGA-sorting	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001208	M21B-DOWNSTREAM:02441	M21B-DOWNSTREAM-EVID:003811	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02441	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	as stated in primary model/assay	Stabilin-1 cytoplasmic-tail GST pulldowns with GGA adaptors; CHO cells carrying DDSLL/EDDADDD deletion mutants and SI-CLP sorting assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00025	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				Dectin1-pY15-SHIP1-negative-relay	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001224	M21B-DOWNSTREAM:02444	M21B-DOWNSTREAM-EVID:003814	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02444	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	as stated in primary model/assay	Dectin-1 phosphopeptide/SH2 binding, Y15F mutants, primary dendritic-cell phagosome assays and SHIP1-deficient ROS systems	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00026	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CASPR1-4.1B-paranodal-adaptor	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001231	M21B-DOWNSTREAM:02445	M21B-DOWNSTREAM-EVID:003815	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02445	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	mouse	Caspr cytoplasmic-domain GST pull-downs, 4.1B interaction assays and Caspr/4.1B-null or mutant mouse paranodal studies	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00027	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD46-Cyt1-GOPC-autophagy	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001238	M21B-DOWNSTREAM:02448	M21B-DOWNSTREAM-EVID:003818	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02448	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	as stated in primary model/assay	Yeast two-hybrid and HEK293T copurification with FTSL/PDZ mutagenesis; HeLa GFP-LC3 autophagy and siRNA assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00028	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL36Ra-IL36R-antagonist	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001682	M21B-DOWNSTREAM:02550	M21B-DOWNSTREAM-EVID:003920	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02550	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	human	Purified human IL-36Ra, IL-36α, IL1RL2/IL-36R, and IL1RAP/IL-1RAcP ectodomains; SPR competition and receptor-complex binding assays, with HaCaT antagonist-response validation	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	inhibitory	direct_edge
ROUTE:00029	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD300E-dual-DAP12-myeloid-adaptor-assembly	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001880	M21B-DOWNSTREAM:02557	M21B-DOWNSTREAM-EVID:003927	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02557	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	human; mouse	Mouse CD300E-transduced bone-marrow-derived mast cells and CD115-positive monocytes; human CD300E comparator monocytes; DAP12/FcRgamma-deficient systems, co-immunoprecipitation, sphingomyelin binding and cytokine assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00030	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD300E-dual-FcRgamma-myeloid-adaptor-assembly	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001881	M21B-DOWNSTREAM:02558	M21B-DOWNSTREAM-EVID:003928	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02558	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	human; mouse	Mouse CD300E-transduced bone-marrow-derived mast cells and CD115-positive monocytes; human CD300E comparator monocytes; DAP12/FcRgamma-deficient systems, co-immunoprecipitation, sphingomyelin binding and cytokine assays	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
ROUTE:00031	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD200R3-DAP12-mast-cell-adaptor-assembly	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001886	M21B-DOWNSTREAM:02559	M21B-DOWNSTREAM-EVID:003929	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02559	mechanism_evidence_v1	supports	not_evaluated	unresolved	unknown	mouse	Mouse mast cells and basophils, CD200R3 monoclonal-antibody cross-linking, receptor/adaptor association, degranulation, IL-4 production and CD200R3-dependent anaphylaxis models	extracellular ligand to plasma-membrane receptor or receptor complex	no SCI transfer inferred; primary model context only	review-guided primary evidence; exact topology/layer bounded	not_reported	unknown	direct_edge
