b_edge_id	source_entity	relation_type	target_entity	pathway_name	evidence_layer	source_a_edge_id	edge_status	context_scope	cell_type_context	compartment_context	species_context	injury_context	confidence_tier	export_priority	exportable	consolidation_note
M20B-E000011	5-HT-DOPA-DDC	engages	Drd1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	M20A-CELLCHAT-REMAINING-0011	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	uncertain	exclude	false	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E000012	5-HT-DOPA-DDC	engages	Drd2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	M20A-CELLCHAT-REMAINING-0012	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	uncertain	exclude	false	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E000013	5-HT-DOPA-DDC	engages	Drd3	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	M20A-CELLCHAT-REMAINING-0013	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	uncertain	exclude	false	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E000014	5-HT-DOPA-DDC	engages	Drd4	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	M20A-CELLCHAT-REMAINING-0014	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	uncertain	exclude	false	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E000015	5-HT-DOPA-DDC	engages	Drd5	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	M20A-CELLCHAT-REMAINING-0015	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	uncertain	exclude	false	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
M20B-E000016	5-HT-DOPA-DDC	engages	Htr1a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0016	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000017	5-HT-DOPA-DDC	engages	Htr1b	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0017	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000018	5-HT-DOPA-DDC	engages	Htr1d	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0018	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000019	5-HT-DOPA-DDC	engages	Htr1f	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0019	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000020	5-HT-DOPA-DDC	engages	Htr2a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0020	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000021	5-HT-DOPA-DDC	engages	Htr2b	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0021	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000022	5-HT-DOPA-DDC	engages	Htr2c	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0022	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000023	5-HT-DOPA-DDC	engages	Htr3a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0023	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000024	5-HT-DOPA-DDC	engages	Htr3b	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0024	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000025	5-HT-DOPA-DDC	engages	Htr4	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0025	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000026	5-HT-DOPA-DDC	engages	Htr5a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0026	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000027	5-HT-DOPA-DDC	engages	Htr6	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0027	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000028	5-HT-DOPA-DDC	engages	Htr7	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0028	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000029	5-HT-TPH1_SLC18A1	engages	Htr1a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0029	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000030	5-HT-TPH1_SLC18A1	engages	Htr1b	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0030	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000031	5-HT-TPH1_SLC18A1	engages	Htr1d	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0031	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000032	5-HT-TPH1_SLC18A1	engages	Htr1e	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0032	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000033	5-HT-TPH1_SLC18A1	engages	Htr1f	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0033	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000034	5-HT-TPH1_SLC18A1	engages	Htr2a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0034	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000035	5-HT-TPH1_SLC18A1	engages	Htr2b	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0035	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000036	5-HT-TPH1_SLC18A1	engages	Htr2c	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0036	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000037	5-HT-TPH1_SLC18A1	engages	HTR3_complex	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0037	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000038	5-HT-TPH1_SLC18A1	engages	Htr4	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0038	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000039	5-HT-TPH1_SLC18A1	engages	Htr5a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0039	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000040	5-HT-TPH1_SLC18A1	engages	Htr6	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0040	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000041	5-HT-TPH1_SLC18A1	engages	Htr7	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0041	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000042	5-HT-TPH1_SLC18A2	engages	Htr1a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0042	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000043	5-HT-TPH1_SLC18A2	engages	Htr1b	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0043	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000044	5-HT-TPH1_SLC18A2	engages	Htr1d	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0044	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000045	5-HT-TPH1_SLC18A2	engages	Htr1e	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0045	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000046	5-HT-TPH1_SLC18A2	engages	Htr1f	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0046	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000047	5-HT-TPH1_SLC18A2	engages	Htr2a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0047	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000048	5-HT-TPH1_SLC18A2	engages	Htr2b	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0048	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000049	5-HT-TPH1_SLC18A2	engages	Htr2c	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0049	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000050	5-HT-TPH1_SLC18A2	engages	HTR3_complex	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0050	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000051	5-HT-TPH1_SLC18A2	engages	Htr4	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0051	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000052	5-HT-TPH1_SLC18A2	engages	Htr5a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0052	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000053	5-HT-TPH1_SLC18A2	engages	Htr6	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0053	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000054	5-HT-TPH1_SLC18A2	engages	Htr7	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0054	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000055	5-HT-TPH1_SLC6A4	engages	Htr1a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0055	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000056	5-HT-TPH1_SLC6A4	engages	Htr1b	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0056	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000057	5-HT-TPH1_SLC6A4	engages	Htr1d	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0057	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000058	5-HT-TPH1_SLC6A4	engages	Htr1e	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0058	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000059	5-HT-TPH1_SLC6A4	engages	Htr1f	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0059	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000060	5-HT-TPH1_SLC6A4	engages	Htr2a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0060	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000061	5-HT-TPH1_SLC6A4	engages	Htr2b	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0061	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000062	5-HT-TPH1_SLC6A4	engages	Htr2c	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0062	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000063	5-HT-TPH1_SLC6A4	engages	HTR3_complex	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0063	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000064	5-HT-TPH1_SLC6A4	engages	Htr4	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0064	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000065	5-HT-TPH1_SLC6A4	engages	Htr5a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0065	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000066	5-HT-TPH1_SLC6A4	engages	Htr6	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0066	no_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: no_evidence; source LR manifest preserved.
M20B-E000067	5-HT-TPH1_SLC6A4	engages	Htr7	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0067	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000068	5-HT-TPH2_SLC18A1	engages	Htr1a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0068	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000069	5-HT-TPH2_SLC18A1	engages	Htr1b	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0069	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000070	5-HT-TPH2_SLC18A1	engages	Htr1d	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0070	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000071	5-HT-TPH2_SLC18A1	engages	Htr1e	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0071	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000072	5-HT-TPH2_SLC18A1	engages	Htr1f	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0072	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000073	5-HT-TPH2_SLC18A1	engages	Htr2a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0073	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000074	5-HT-TPH2_SLC18A1	engages	Htr2b	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0074	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000075	5-HT-TPH2_SLC18A1	engages	Htr2c	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0075	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000076	5-HT-TPH2_SLC18A1	engages	HTR3_complex	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0076	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000077	5-HT-TPH2_SLC18A1	engages	Htr4	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0077	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000078	5-HT-TPH2_SLC18A1	engages	Htr5a	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0078	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000079	5-HT-TPH2_SLC18A1	engages	Htr6	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0079	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
M20B-E000080	5-HT-TPH2_SLC18A1	engages	Htr7	module20a_frozen_ligand_receptor	boundary	M20A-CELLCHAT-REMAINING-0080	low_evidence	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	low	exclude	false	Frozen Module 20A classification: low_evidence; source LR manifest preserved.
