review_id	pair_key	pair_label_canonical	b_edge_id	b_primary_evidence_id	a_evidence_id	previous_edge_confidence	previous_edge_exportable	previous_frozen_evidence_confidence	new_edge_confidence	new_frozen_evidence_confidence	decision_basis
M20A-EXT-2455	mdk sdc4	Mdk Sdc4	M20B-E004230	M20B-EVID-004230-P2-DIRECT	M20A-MEDHIGH003-EVID-0013	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2463	mfge8 itgb3	Mfge8 Itgb3	M20B-E004238	M20B-EVID-004238-P2-DIRECT	M20A-MEDHIGH003-EVID-0014	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2464	mfge8 itgb5	Mfge8 Itgb5	M20B-E004239	M20B-EVID-004239-P2-DIRECT	M20A-MEDHIGH003-EVID-0015	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2465	mfge8 pdgfrb	Mfge8 Pdgfrb	M20B-E004240	M20B-EVID-004240-P2-DIRECT	M20A-MEDHIGH003-EVID-0016	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2493	mmrn2 cd248	Mmrn2 Cd248	M20B-E004268	M20B-EVID-004268-P2-DIRECT	M20A-MEDHIGH003-EVID-0017	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2494	mmrn2 cd93	Mmrn2 Cd93	M20B-E004269	M20B-EVID-004269-P2-DIRECT	M20A-MEDHIGH003-EVID-0018	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2498	mst1 mst1r	Mst1 Mst1r	M20B-E004273	M20B-EVID-004273-P2-DIRECT	M20A-MEDHIGH003-EVID-0019	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2515	ncam1 gfra1	Ncam1 Gfra1	M20B-E004290	M20B-EVID-004290-P2-DIRECT	M20A-MEDHIGH003-EVID-0020	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2521	ncan sdc3	Ncan Sdc3	M20B-E004296	M20B-EVID-004296-P2-DIRECT	M20A-MEDHIGH003-EVID-0021	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2522	ndp lgr4	Ndp Lgr4	M20B-E004297	M20B-EVID-004297-P2-DIRECT	M20A-MEDHIGH003-EVID-0022	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2523	nell2 robo3	Nell2 Robo3	M20B-E004298	M20B-EVID-004298-P2-DIRECT	M20A-MEDHIGH003-EVID-0023	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2529	ngf sorcs3	Ngf Sorcs3	M20B-E004304	M20B-EVID-004304-P2-DIRECT	M20A-MEDHIGH003-EVID-0024	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2537	nlgn1 nrxn1	Nlgn1 Nrxn1	M20B-E004312	M20B-EVID-004312-P2-DIRECT	M20A-MEDHIGH003-EVID-0025	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2538	nlgn1 nrxn2	Nlgn1 Nrxn2	M20B-E004313	M20B-EVID-004313-P2-DIRECT	M20A-MEDHIGH003-EVID-0026	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2539	nlgn2 nrxn1	Nlgn2 Nrxn1	M20B-E004314	M20B-EVID-004314-P2-DIRECT	M20A-MEDHIGH003-EVID-0027	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2541	nlgn3 nrxn1	Nlgn3 Nrxn1	M20B-E004316	M20B-EVID-004316-P2-DIRECT	M20A-MEDHIGH003-EVID-0028	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2587	nptx1 nptxr	Nptx1 Nptxr	M20B-E004362	M20B-EVID-004362-P2-DIRECT	M20A-MEDHIGH003-EVID-0029	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2588	nptx2 nptxr	Nptx2 Nptxr	M20B-E004363	M20B-EVID-004363-P2-DIRECT	M20A-MEDHIGH003-EVID-0030	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2634	ntn1 mcam	Ntn1 Mcam	M20B-E004409	M20B-EVID-004409-P2-DIRECT	M20A-MEDHIGH003-EVID-0031	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2635	ntn1 neo1	Ntn1 Neo1	M20B-E004410	M20B-EVID-004410-P2-DIRECT	M20A-MEDHIGH003-EVID-0032	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; adhesion, co-receptor, sorting, proteoglycan, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
