review_id	pair_key	pair_label_canonical	b_edge_id	b_primary_evidence_id	a_evidence_id	previous_edge_confidence	previous_edge_exportable	previous_frozen_evidence_confidence	new_edge_confidence	new_frozen_evidence_confidence	decision_basis
M20A-EXT-2160	il18 il18_il18r1_il18rap	Il18 Il18_Il18r1_Il18rap	M20B-E003935	M20B-EVID-003935-P2-DIRECT	M20A-MEDHIGH002-EVID-0011	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2162	il18 il18r1_il18rap	Il18 IL18R1_IL18RAP	M20B-E003937	M20B-EVID-003937-P2-DIRECT	M20A-MEDHIGH002-EVID-0012	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2185	il2 il2ra_il2rb_il2rg	Il2 Il2ra_Il2rb_Il2rg	M20B-E003960	M20B-EVID-003960-P2-DIRECT	M20A-MEDHIGH002-EVID-0013	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2186	il2 il2rb_il2rg	Il2 IL2RB_IL2RG	M20B-E003961	M20B-EVID-003961-P2-DIRECT	M20A-MEDHIGH002-EVID-0014	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2188	il20 il20rb_il22ra1	Il20 Il20rb_Il22ra1	M20B-E003963	M20B-EVID-003963-P2-DIRECT	M20A-MEDHIGH002-EVID-0015	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2189	il21 il21r_il2rg	Il21 IL21R_IL2RG	M20B-E003964	M20B-EVID-003964-P2-DIRECT	M20A-MEDHIGH002-EVID-0016	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2198	il24 il20rb_il22ra1	Il24 Il20rb_Il22ra1	M20B-E003973	M20B-EVID-003973-P2-DIRECT	M20A-MEDHIGH002-EVID-0017	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2200	il33 il1rap_il1rl1	Il33 Il1rap_Il1rl1	M20B-E003975	M20B-EVID-003975-P2-DIRECT	M20A-MEDHIGH002-EVID-0018	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2207	il4 il2rg_il4ra	Il4 Il2rg_Il4ra	M20B-E003982	M20B-EVID-003982-P2-DIRECT	M20A-MEDHIGH002-EVID-0019	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2209	il5 csf2rb_il5ra	Il5 Csf2rb_Il5ra	M20B-E003984	M20B-EVID-003984-P2-DIRECT	M20A-MEDHIGH002-EVID-0020	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2215	il7 il2rg_il7r	Il7 Il2rg_Il7r	M20B-E003990	M20B-EVID-003990-P2-DIRECT	M20A-MEDHIGH002-EVID-0021	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2216	il9 il2rg_il9r	Il9 Il2rg_Il9r	M20B-E003991	M20B-EVID-003991-P2-DIRECT	M20A-MEDHIGH002-EVID-0022	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2228	inhba eng	Inhba Eng	M20B-E004003	M20B-EVID-004003-P2-DIRECT	M20A-MEDHIGH002-EVID-0023	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2238	ins2 igf1r	Ins2 Igf1r	M20B-E004013	M20B-EVID-004014-P2-DIRECT	M20A-MEDHIGH002-EVID-0024	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2250	insl3 rxfp2	Insl3 Rxfp2	M20B-E004025	M20B-EVID-004025-P2-DIRECT	M20A-MEDHIGH002-EVID-0025	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2261	insl5 rxfp4	Insl5 Rxfp4	M20B-E004036	M20B-EVID-004036-P2-DIRECT	M20A-MEDHIGH002-EVID-0026	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2281	kitl kit	Kitl Kit	M20B-E004056	M20B-EVID-004056-P2-DIRECT	M20A-MEDHIGH002-EVID-0027	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2381	lif il6st_lifr	Lif Il6st_Lifr	M20B-E004156	M20B-EVID-004156-P2-DIRECT	M20A-MEDHIGH002-EVID-0028	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2418	lta_ltb ltbr	Lta_Ltb Ltbr	M20B-E004193	M20B-EVID-004193-P2-DIRECT	M20A-MEDHIGH002-EVID-0029	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2437	matn1 itga1	Matn1 Itga1	M20B-E004212	M20B-EVID-004212-P2-DIRECT	M20A-MEDHIGH002-EVID-0030	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2444	mdk gpc2	Mdk Gpc2	M20B-E004219	M20B-EVID-004219-P2-DIRECT	M20A-MEDHIGH002-EVID-0031	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2447	mdk lrp1	Mdk Lrp1	M20B-E004222	M20B-EVID-004222-P2-DIRECT	M20A-MEDHIGH002-EVID-0032	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies to the ligand-receptor or explicitly preserved receptor-complex claim only; receptor topology, cofactor, isoform, ligand-form, species, assay, and non-SCI limitations remain explicit. No relay, TF/program, cellular-output, or SCI context is inferred.
