review_id	pair_key	pair_label_canonical	b_edge_id	b_primary_evidence_id	a_evidence_id	previous_edge_confidence	previous_edge_exportable	previous_frozen_evidence_confidence	new_edge_confidence	new_frozen_evidence_confidence	decision_basis
M20A-EXT-2626	nrxn2 nlgn2	Nrxn2 Nlgn2	M20B-E004401	M20B-EVID-004401-P2-DIRECT	M20A-MEDHIGH004-EVID-0011	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2641	ntng1 lrrc4c	Ntng1 Lrrc4c	M20B-E004416	M20B-EVID-004416-P2-DIRECT	M20A-MEDHIGH004-EVID-0012	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2642	ntng2 lrrc4	Ntng2 Lrrc4	M20B-E004417	M20B-EVID-004417-P2-DIRECT	M20A-MEDHIGH004-EVID-0013	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2649	nts sort1	Nts Sort1	M20B-E004424	M20B-EVID-004424-P2-DIRECT	M20A-MEDHIGH004-EVID-0014	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2666	ostn npr3	Ostn Npr3	M20B-E004441	M20B-EVID-004441-P2-DIRECT	M20A-MEDHIGH004-EVID-0015	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2675	pcsk9 aplp2	Pcsk9 Aplp2	M20B-E004450	M20B-EVID-004450-P2-DIRECT	M20A-MEDHIGH004-EVID-0016	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2678	pcsk9 ldlr	Pcsk9 Ldlr	M20B-E004453	M20B-EVID-004453-P2-DIRECT	M20A-MEDHIGH004-EVID-0017	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2697	pdpn clec1b	Pdpn Clec1b	M20B-E004472	M20B-EVID-004472-P2-DIRECT	M20A-MEDHIGH004-EVID-0018	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2727	pglyrp1 trem1	Pglyrp1 Trem1	M20B-E004502	M20B-EVID-004502-P2-DIRECT	M20A-MEDHIGH004-EVID-0019	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2731	pigf flt1	Pigf Flt1	M20B-E004506	M20B-EVID-004506-P2-DIRECT	M20A-MEDHIGH004-EVID-0020	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2735	pla2g10 pla2r1	Pla2g10 Pla2r1	M20B-E004510	M20B-EVID-004510-P2-DIRECT	M20A-MEDHIGH004-EVID-0021	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2813	proc procr	Proc Procr	M20B-E004588	M20B-EVID-004588-P2-DIRECT	M20A-MEDHIGH004-EVID-0022	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2821	pros1 mertk	Pros1 Mertk	M20B-E004596	M20B-EVID-004596-P2-DIRECT	M20A-MEDHIGH004-EVID-0023	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2855	pth pth1r	Pth Pth1r	M20B-E004630	M20B-EVID-004630-P2-DIRECT	M20A-MEDHIGH004-EVID-0024	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2878	pthlh pth1r	Pthlh Pth1r	M20B-E004653	M20B-EVID-004653-P2-DIRECT	M20A-MEDHIGH004-EVID-0025	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2886	ptn itgav_itgb3	Ptn ITGAV_ITGB3	M20B-E004661	M20B-EVID-004661-P2-DIRECT	M20A-MEDHIGH004-EVID-0026	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2891	ptn ptprz1	Ptn Ptprz1	M20B-E004666	M20B-EVID-004666-P2-DIRECT	M20A-MEDHIGH004-EVID-0027	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2906	pyy npy2r	Pyy Npy2r	M20B-E004681	M20B-EVID-004681-P2-DIRECT	M20A-MEDHIGH004-EVID-0028	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2912	rarres2 cmklr1	Rarres2 Cmklr1	M20B-E004687	M20B-EVID-004687-P2-DIRECT	M20A-MEDHIGH004-EVID-0029	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2914	rbp4 stra6	Rbp4 Stra6	M20B-E004689	M20B-EVID-004689-P2-DIRECT	M20A-MEDHIGH004-EVID-0030	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2921	rgma neo1	Rgma Neo1	M20B-E004696	M20B-EVID-004696-P2-DIRECT	M20A-MEDHIGH004-EVID-0031	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
M20A-EXT-2997	s100a4 erbb3	S100a4 Erbb3	M20B-E004772	M20B-EVID-004772-P2-DIRECT	M20A-MEDHIGH004-EVID-0032	medium	true	medium	high	high	Exact pair-specific primary direct-molecular evidence was validated at high tier in Module 20B. High applies only to the tested molecular interaction or explicitly preserved receptor-associated complex; uptake, transport, adhesion, co-receptor, ligand-form, isoform, species, assay, and non-SCI limitations remain explicit. No canonical-receptor, relay, TF/program, cellular-output, or SCI context is inferred.
