boundary_id	source_a_evidence_id	source_a_edge_ids	boundary_type	source_locator	species_support	source_scope	summary	limitations
M20B-BOUNDARY-000495	M20A-CELLCHAT-REMAINING-0495	M20B-E000495	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A5B3G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000496	M20A-CELLCHAT-REMAINING-0496	M20B-E000496	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A6B3D receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000497	M20A-CELLCHAT-REMAINING-0497	M20B-E000497	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A6B3G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000498	M20A-CELLCHAT-REMAINING-0498	M20B-E000498	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABBR1 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000499	M20A-CELLCHAT-REMAINING-0499	M20B-E000499	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABBR2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000500	M20A-CELLCHAT-REMAINING-0500	M20B-E000500	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000501	M20A-CELLCHAT-REMAINING-0501	M20B-E000501	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B2D receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000502	M20A-CELLCHAT-REMAINING-0502	M20B-E000502	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B2G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000503	M20A-CELLCHAT-REMAINING-0503	M20B-E000503	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B3 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000504	M20A-CELLCHAT-REMAINING-0504	M20B-E000504	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B3G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000505	M20A-CELLCHAT-REMAINING-0505	M20B-E000505	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A2B3G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000506	M20A-CELLCHAT-REMAINING-0506	M20B-E000506	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit retained manual status: GAD1 makes GABA and the SLC6A/SLC32A1 component handles GABA; mature GABA gates GABA-A receptors. The alpha3-beta3-epsilon or alpha3-beta3-theta notation may describe a receptor assembly, but an exact functional holoreceptor/stoichiometry for this submitted complex was not resolved.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000507	M20A-CELLCHAT-REMAINING-0507	M20B-E000507	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A3B3G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000508	M20A-CELLCHAT-REMAINING-0508	M20B-E000508	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit retained manual status: GAD1 makes GABA and the SLC6A/SLC32A1 component handles GABA; mature GABA gates GABA-A receptors. The alpha3-beta3-epsilon or alpha3-beta3-theta notation may describe a receptor assembly, but an exact functional holoreceptor/stoichiometry for this submitted complex was not resolved.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000509	M20A-CELLCHAT-REMAINING-0509	M20B-E000509	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A4B2D receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000510	M20A-CELLCHAT-REMAINING-0510	M20B-E000510	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A4B3D receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000511	M20A-CELLCHAT-REMAINING-0511	M20B-E000511	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A4B3G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000512	M20A-CELLCHAT-REMAINING-0512	M20B-E000512	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A5B3G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000513	M20A-CELLCHAT-REMAINING-0513	M20B-E000513	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A6B3D receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000514	M20A-CELLCHAT-REMAINING-0514	M20B-E000514	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A6B3G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000515	M20A-CELLCHAT-REMAINING-0515	M20B-E000515	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABBR1 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000516	M20A-CELLCHAT-REMAINING-0516	M20B-E000516	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABBR2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000517	M20A-CELLCHAT-REMAINING-0517	M20B-E000517	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000518	M20A-CELLCHAT-REMAINING-0518	M20B-E000518	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B2D receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000519	M20A-CELLCHAT-REMAINING-0519	M20B-E000519	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B2G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000520	M20A-CELLCHAT-REMAINING-0520	M20B-E000520	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B3 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000521	M20A-CELLCHAT-REMAINING-0521	M20B-E000521	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A1B3G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000522	M20A-CELLCHAT-REMAINING-0522	M20B-E000522	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A2B3G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000523	M20A-CELLCHAT-REMAINING-0523	M20B-E000523	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit retained manual status: GAD1 makes GABA and the SLC6A/SLC32A1 component handles GABA; mature GABA gates GABA-A receptors. The alpha3-beta3-epsilon or alpha3-beta3-theta notation may describe a receptor assembly, but an exact functional holoreceptor/stoichiometry for this submitted complex was not resolved.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000524	M20A-CELLCHAT-REMAINING-0524	M20B-E000524	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A3B3G2 receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000525	M20A-CELLCHAT-REMAINING-0525	M20B-E000525	frozen_lr_supported	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit retained manual status: GAD1 makes GABA and the SLC6A/SLC32A1 component handles GABA; mature GABA gates GABA-A receptors. The alpha3-beta3-epsilon or alpha3-beta3-theta notation may describe a receptor assembly, but an exact functional holoreceptor/stoichiometry for this submitted complex was not resolved.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000526	M20A-CELLCHAT-REMAINING-0526	M20B-E000526	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A4B2D receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
M20B-BOUNDARY-000527	M20A-CELLCHAT-REMAINING-0527	M20B-E000527	low_evidence	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	mouse	negative_evidence	Remaining CellChat pair searched in bounded exact-pair and expanded-family pass. Expanded CellChat search verdict=needs_manual_review. Focused manual re-review final disposition=non_ligand_receptor: The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays. Independent non-LR audit restored this as low-evidence LR: GAD1 synthesizes mature GABA and SLC32A1 or SLC6A transporters handle vesicular storage/reuptake. GABA directly gates GABR_A4B3D receptor assemblies; GABAB1/2 form the obligate metabotropic heterodimer and GABA-A subunits form pentameric channels. The restored relationship is mature GABA to the receptor complex, not the enzyme/transporter composite.	Retained from frozen Module 20A classification; not exportable as a supported B-layer edge.
