source_registry	source_version	species_context	identity_role	source_symbol	normalized_symbol	normalized_symbol_key	identity_decision	identity_reason	mscidblit_entity_id	frozen_entity_match_status
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTA1	ACTA1	acta1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTA2	ACTA2	acta2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTB	ACTB	actb	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTC1	ACTC1	actc1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTG1	ACTG1	actg1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTL8	ACTL8	actl8	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTN1	ACTN1	actn1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTN4	ACTN4	actn4	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTR2	ACTR2	actr2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTR3	ACTR3	actr3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTR5	ACTR5	actr5	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACTRT2	ACTRT2	actrt2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACVR1	ACVR1	acvr1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACVR1C	ACVR1C	acvr1c	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACY3	ACY3	acy3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ACYP2	ACYP2	acyp2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADA	ADA	ada	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAM10	ADAM10	adam10	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAM12	ADAM12	adam12	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAM17	ADAM17	adam17	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAMTS1	ADAMTS1	adamts1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAMTS16	ADAMTS16	adamts16	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAMTS17	ADAMTS17	adamts17	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAMTS2	ADAMTS2	adamts2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAMTS20	ADAMTS20	adamts20	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAMTS9	ADAMTS9	adamts9	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAMTSL1	ADAMTSL1	adamtsl1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAP2	ADAP2	adap2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADAR	ADAR	adar	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADARB1	ADARB1	adarb1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADCY2	ADCY2	adcy2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADCY3	ADCY3	adcy3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADCY5	ADCY5	adcy5	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADCY7	ADCY7	adcy7	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADCY9	ADCY9	adcy9	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADD3	ADD3	add3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRA3	ADGRA3	adgra3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRB1	ADGRB1	adgrb1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRB2	ADGRB2	adgrb2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRB3	ADGRB3	adgrb3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRD1	ADGRD1	adgrd1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRE5	ADGRE5	adgre5	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRF1	ADGRF1	adgrf1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRG1	ADGRG1	adgrg1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRG6	ADGRG6	adgrg6	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRL2	ADGRL2	adgrl2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRL3	ADGRL3	adgrl3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADGRV1	ADGRV1	adgrv1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADH1A	ADH1A	adh1a	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADH1B	ADH1B	adh1b	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADH5	ADH5	adh5	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADH6	ADH6	adh6	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADIPOQ	ADIPOQ	adipoq	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADM	ADM	adm	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADORA1	ADORA1	adora1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADORA2A	ADORA2A	adora2a	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADORA2B	ADORA2B	adora2b	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADRA1A	ADRA1A	adra1a	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADRA2B	ADRA2B	adra2b	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADRB1	ADRB1	adrb1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADRB2	ADRB2	adrb2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	ADRB3	ADRB3	adrb3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AEBP1	AEBP1	aebp1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AEBP2	AEBP2	aebp2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AEN	AEN	aen	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AFAP1	AFAP1	afap1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AFDN	AFDN	afdn	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AFF1	AFF1	aff1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AFF3	AFF3	aff3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AFG1L	AFG1L	afg1l	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AFP	AFP	afp	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AGAP1	AGAP1	agap1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AGAP3	AGAP3	agap3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AGER	AGER	ager	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AGFG2	AGFG2	agfg2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AGGF1	AGGF1	aggf1	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AGPAT2	AGPAT2	agpat2	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AGPAT3	AGPAT3	agpat3	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
OmniPath_DoRothEA	OmniPath_DoRothEA_snapshot_2026-08-25	human	target	AGPAT5	AGPAT5	agpat5	normalized_exact	Trimmed simple source symbol; no alias expansion applied.	\N	not_evaluated
