ordinal	review_id	pair_key	verdict	source_locators	species_support	assay_or_result	limitations
157	M20A-CELLCHAT-REMAINING-1559	pcdhgb2 pcdhgb2	medium	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	SPR directly included mouse Pcdh-gammaB2 and showed strict homophilic EC1-4 trans binding.	Ectodomain construct evidence is mouse and does not establish soluble signaling or human/mouse cross-species interaction.
158	M20A-CELLCHAT-REMAINING-1560	pcdhgb4 pcdhgb4	medium	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	SPR directly included mouse Pcdh-gammaB4 and showed strict homophilic EC1-4 trans binding.	Ectodomain construct evidence is mouse and does not establish soluble signaling or human/mouse cross-species interaction.
159	M20A-CELLCHAT-REMAINING-1561	pcdhgb5 pcdhgb5	medium	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	SPR directly included mouse Pcdh-gammaB5 and showed strict homophilic EC1-4 trans binding.	Ectodomain construct evidence is mouse and does not establish soluble signaling or human/mouse cross-species interaction.
160	M20A-CELLCHAT-REMAINING-1562	pcdhgb6 pcdhgb6	medium	https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/;https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	PMC4183217 directly tested gammaB6 in cell aggregation and found homophilic interactions; the cited cPcdh biophysical work independently supports strict homophilic trans recognition.	GammaB6 surface presentation uses carrier/co-expression context; evidence is mouse cell adhesion, not soluble signaling or human/mouse cross-species binding.
161	M20A-CELLCHAT-REMAINING-1565	pcdhgc3 pcdhgc3	medium	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	SPR directly included mouse gammaC3 and showed strict homophilic EC1-4 trans binding.	Ectodomain construct evidence is mouse and does not establish soluble signaling or human/mouse cross-species interaction.
162	M20A-CELLCHAT-REMAINING-1566	pcdhgc4 pcdhgc4	medium	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	SPR directly included mouse gammaC4 and showed homophilic trans binding; the paper also addresses its structure and surface-delivery context.	GammaC4 can require a carrier cPcdh for plasma-membrane delivery; evidence is mouse construct-level adhesion, not soluble signaling.
163	M20A-CELLCHAT-REMAINING-1567	pcdhgc5 pcdhgc5	medium	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	SPR directly included mouse gammaC5 and showed strict homophilic EC1-4 trans binding.	Ectodomain construct evidence is mouse and does not establish soluble signaling or human/mouse cross-species interaction.
164	M20A-CELLCHAT-REMAINING-1568	pdgfb pdgfra	high	https://pubmed.ncbi.nlm.nih.gov/7679113/;https://pubmed.ncbi.nlm.nih.gov/11331881/	human purified ligand and recombinant receptor ectodomains	Radiolabeled PDGF-BB bound purified PDGFR-alpha with high affinity in solid-phase assays; PDGF receptor ligand binding is direct and receptor-dimerizing.	Assay uses purified/recombinant human constructs and does not specify every native alpha-containing holoreceptor context.
165	M20A-CELLCHAT-REMAINING-1569	pdgfb pdgfrb	high	https://pubmed.ncbi.nlm.nih.gov/7679113/;https://pubmed.ncbi.nlm.nih.gov/11331881/	human purified ligand and recombinant receptor ectodomains	Radiolabeled PDGF-BB bound purified PDGFR-beta with high affinity; the studies establish the beta-receptor interaction and ligand-induced dimerization/activation model.	Purified/recombinant assay context; native receptor stoichiometry and processing are not fully resolved in these citations.
166	M20A-CELLCHAT-REMAINING-1570	pdgfd pdgfrb	high	https://pubmed.ncbi.nlm.nih.gov/11331881/	human/mammalian PDGF-D and PDGFR-beta systems; mouse developmental context	Protease-activated PDGF-DD was characterized as a specific agonistic ligand for PDGFR-beta, establishing exact receptor-chain specificity.	PDGF-D must be proteolytically processed to the active ligand; receptor-complex stoichiometry and species-specific affinity are not fully interchangeable.
167	M20A-CELLCHAT-REMAINING-1571	pecam1 cd177	high	https://pubmed.ncbi.nlm.nih.gov/17580308/	human neutrophils and human PECAM1/CD177 constructs	Flow cytometry/immunoprecipitation and SPR demonstrated Ca2+-dependent CD177 binding to PECAM1; blocking antibodies reduced U937 adhesion and neutrophil transendothelial migration.	Human-only evidence; CD177 is GPI-linked and the relevant PECAM1 domain/ glycosylation context matters.
168	M20A-CELLCHAT-REMAINING-1573	pecam1 pecam1	high	https://pubmed.ncbi.nlm.nih.gov/26702061/;https://pubmed.ncbi.nlm.nih.gov/10982404/	human PECAM1 structure/cells; mouse-human cross-species incompatibility noted	Crystal structure and cell-based studies identify the PECAM1 IgD1-IgD2 trans-homodimer interface; homophilic binding concentrates PECAM1 at endothelial junctions.	Human and mouse PECAM1 do not necessarily bind across species; splice form, glycosylation, and surface density affect adhesion.
169	M20A-CELLCHAT-REMAINING-1590	pgf flt1	high	https://pubmed.ncbi.nlm.nih.gov/7929268/;https://pubmed.ncbi.nlm.nih.gov/12796773/	human PGF/FLT1 binding; mouse in vivo context	Placental growth factor/PlGF binds Flt1/VEGFR1 with high affinity and activates Flt1; studies include binding and Flt1 phosphorylation/crosstalk.	PGF isoform and soluble versus membrane FLT1 context matter; PGF does not generally bind FLT1-family receptors interchangeably.
170	M20A-CELLCHAT-REMAINING-1594	ppbp cxcr2	medium	https://pubmed.ncbi.nlm.nih.gov/20652010/;https://pubmed.ncbi.nlm.nih.gov/28368308/;https://pmc.ncbi.nlm.nih.gov/articles/PMC5372524/	human CXCL7/PPBP and CXCR2 systems	CXCL7/PPBP is identified as a CXCR2 ligand; CXCR2 blockade or CXCL7 depletion reduced invasion-related responses, and trapped CXCL7 heterodimer remained active in Ca2+ release assays.	PPBP maturation/processing, glycosaminoglycan binding, and heterodimerization can alter receptor activity; not all cited results are a purified direct receptor-binding assay.
171	M20A-CELLCHAT-REMAINING-1595	ppia bsg	high	https://pubmed.ncbi.nlm.nih.gov/11943775/;https://pubmed.ncbi.nlm.nih.gov/15671024/	human cyclophilin A and CD147/BSG systems	Secreted extracellular cyclophilin A binds CD147/BSG; CD147 and cyclophilin active-site residues are required for ERK activation and chemotaxis, while solution/peptide assays establish specific interaction.	Heparan sulfate is a required/primary binding component in the signaling assay; CD147 isoform and transmembrane-domain trafficking effects should not be conflated with the extracellular ligand interface.
172	M20A-CELLCHAT-REMAINING-1596	ppy npy4r	high	https://pubmed.ncbi.nlm.nih.gov/8700103/;https://pubmed.ncbi.nlm.nih.gov/9417917/	human cloned NPY4R in CHO cells; porcine/cross-species peptide comparisons	Radiolabeled PYY binding to cloned human PP-preferring Y4/NPY4R was inhibited most potently by human pancreatic polypeptide, with PP structure-activity and affinity assays establishing the PP-NPY4R interaction.	The assay is a cloned human receptor system and does not establish every native species or receptor splice context; PYY is also a ligand but is not the submitted ligand.
173	M20A-CELLCHAT-REMAINING-1600	prnp adgrg6	medium	https://pubmed.ncbi.nlm.nih.gov/27501152/;https://pmc.ncbi.nlm.nih.gov/articles/PMC5499706/	mouse primary Schwann cells and mice; human/heterologous HEK293T assay; zebrafish rescue	The flexible N-terminal PrP(C) tail and FT23-50 peptide induced Adgrg6/Gpr126-dependent cAMP responses; Gpr126 ablation eliminated the response and in vivo myelination phenotypes were rescued.	The active ligand is a PrP flexible-tail fragment rather than necessarily full-length surface PrP; peptide processing/availability and species context matter.
174	M20A-CELLCHAT-REMAINING-1601	proc procr_f2r	medium	https://pubmed.ncbi.nlm.nih.gov/27561318/;https://pmc.ncbi.nlm.nih.gov/articles/PMC5054700/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2190610/	human endothelial protein C receptor/PAR1 systems; mouse barrier-protection context	Protein C/APC occupies EPCR/PROCR and, after protease-dependent PAR1/F2R cleavage, produces biased PAR1 signaling; occupancy and PAR1-dependent barrier protection were tested in endothelial cells and in vivo.	PROCR is the ligand-binding chain and F2R/PAR1 is the protease-activated effector; intact zymogen versus APC and thrombin cleavage are mechanistically distinct.
175	M20A-CELLCHAT-REMAINING-1618	ptprm ptprm	high	https://pubmed.ncbi.nlm.nih.gov/8394372/;https://pubmed.ncbi.nlm.nih.gov/8393854/;https://pmc.ncbi.nlm.nih.gov/articles/PMC9800333/	human PTPmu constructs/cells; conserved mammalian R2B structural context	PTPmu/PTPRM expression induced cell aggregation, PTPmu-coated beads bound PTPmu ectodomain/cells, and the extracellular MAM-Ig-FN domains form a homophilic adhesion interface.	Adhesion depends on ectodomain conformation and surface presentation; catalytic cytoplasmic domains are not required for the binding assay, so this is adhesion rather than catalytic activation evidence.
176	M20A-CELLCHAT-REMAINING-1619	ptprs ntrk3	high	https://pmc.ncbi.nlm.nih.gov/articles/PMC3056349/;https://pmc.ncbi.nlm.nih.gov/articles/PMC6601719/	mouse hippocampal neurons and mouse brain; rat hippocampal follow-up	TrkC/NTRK3 bound PTPsigma/PTPRS with high affinity in Fc/cell assays, and blocking antibody/knockdown disrupted bidirectional excitatory synapse differentiation; NT-3 modulated the complex in rat neurons.	The interaction is isoform/domain dependent and neurotrophin-independent for core adhesion; it is a trans-synaptic organizing complex, not canonical TrkC kinase activation by NT-3.
177	M20A-CELLCHAT-REMAINING-1620	pvr cd226	high	https://pmc.ncbi.nlm.nih.gov/articles/PMC2194180/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2211807/	human PVR/CD155 and CD226/DNAM-1 systems	PVR-Fc stained CD226-expressing cells and PVR expression enhanced CD226-dependent NK lysis; soluble CD226 binding and antibody blockade supported PVR-CD226 adhesion in endothelial transmigration.	PVR is a membrane adhesion ligand and its signaling outcome depends on CD226/LFA-1 and immune-cell context; species and receptor-density effects remain.
178	M20A-CELLCHAT-REMAINING-1621	pvr tigit	high	https://pubmed.ncbi.nlm.nih.gov/22421438/;https://pmc.ncbi.nlm.nih.gov/articles/PMC10486284/	human PVR/TIGIT structural and cellular systems	The PVR/TIGIT crystal structure defines a specific interface; structure-guided mutations reduced PVR-TIGIT-mediated cell adhesion and TIGIT-induced PVR phosphorylation in primary dendritic cells.	TIGIT signaling depends on cis-trans receptor clustering and cellular context; cited evidence is principally human structural/cellular, not a universal cross-species claim.
