review_id	pair_key	pair_label_canonical	final_class	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes	manual_reason
M20A-EXT-0198	col4a2 itga3_itgb1	Col4a2 ITGA3_ITGB1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a2+itga3_itgb1;https://europepmc.org/search?query=col4a2+itga3_itgb1	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a2,COL4A2,alpha2 IV  collagen,collagen IV alpha 2; receptor_aliases=itga3 itgb1,ITGA3 ITGB1,alpha beta,heterodimer,alpha3 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0199	col4a2 itga9_itgb1	Col4a2 ITGA9_ITGB1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a2+itga9_itgb1;https://europepmc.org/search?query=col4a2+itga9_itgb1	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a2,COL4A2,alpha2 IV  collagen,collagen IV alpha 2; receptor_aliases=itga9 itgb1,ITGA9 ITGB1,alpha beta,heterodimer,alpha9 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0202	col4a3 cd44	Col4a3 Cd44	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+cd44;https://pubmed.ncbi.nlm.nih.gov/42531730/;https://pubmed.ncbi.nlm.nih.gov/26260910/;https://europepmc.org/search?query=col4a3+cd44;https://europepmc.org/article/MED/42531730;https://europepmc.org/article/MED/26260910	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=cd44,CD44; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0203	col4a3 gp6	Col4a3 Gp6	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+gp6;https://europepmc.org/search?query=col4a3+gp6	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=gp6,GP6; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0206	col4a3 itga1_itgb1	Col4a3 ITGA1_ITGB1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+itga1_itgb1;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://pubmed.ncbi.nlm.nih.gov/33769915/;https://europepmc.org/search?query=col4a3+itga1_itgb1;https://europepmc.org/article/MED/35806283;https://europepmc.org/article/MED/33769915	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=itga1 itgb1,ITGA1 ITGB1,alpha beta,heterodimer,alpha1 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0207	col4a3 itga2_itgb1	Col4a3 ITGA2_ITGB1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+itga2_itgb1;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://pubmed.ncbi.nlm.nih.gov/33769915/;https://europepmc.org/search?query=col4a3+itga2_itgb1;https://europepmc.org/article/MED/35806283;https://europepmc.org/article/MED/33769915	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=itga2 itgb1,ITGA2 ITGB1,alpha beta,heterodimer,alpha2 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0209	col4a3 itga9_itgb1	Col4a3 ITGA9_ITGB1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+itga9_itgb1;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://pubmed.ncbi.nlm.nih.gov/33769915/;https://europepmc.org/search?query=col4a3+itga9_itgb1;https://europepmc.org/article/MED/35806283;https://europepmc.org/article/MED/33769915	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=itga9 itgb1,ITGA9 ITGB1,alpha beta,heterodimer,alpha9 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0210	col4a3 itgav_itgb8	Col4a3 ITGAV_ITGB8	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+itgav_itgb8;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://pubmed.ncbi.nlm.nih.gov/33769915/;https://europepmc.org/search?query=col4a3+itgav_itgb8;https://europepmc.org/article/MED/35806283;https://europepmc.org/article/MED/33769915	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=itgav itgb8,ITGAV ITGB8,alpha beta,heterodimer,alphav beta8; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0211	col4a3 sdc1	Col4a3 Sdc1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+sdc1;https://pubmed.ncbi.nlm.nih.gov/42530799/;https://europepmc.org/search?query=col4a3+sdc1;https://europepmc.org/article/MED/42530799	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=sdc1,SDC1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0212	col4a4 cd44	Col4a4 Cd44	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a4+cd44;https://pubmed.ncbi.nlm.nih.gov/31630546/;https://europepmc.org/search?query=col4a4+cd44;https://europepmc.org/article/MED/31630546	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a4,COL4A4,alpha4 IV  collagen,collagen IV alpha 4; receptor_aliases=cd44,CD44; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0213	col4a4 gp6	Col4a4 Gp6	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a4+gp6;https://europepmc.org/search?query=col4a4+gp6	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a4,COL4A4,alpha4 IV  collagen,collagen IV alpha 4; receptor_aliases=gp6,GP6; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0216	col4a4 itga1_itgb1	Col4a4 ITGA1_ITGB1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a4+itga1_itgb1;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://europepmc.org/search?query=col4a4+itga1_itgb1;https://europepmc.org/article/MED/35806283	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a4,COL4A4,alpha4 IV  collagen,collagen IV alpha 4; receptor_aliases=itga1 itgb1,ITGA1 ITGB1,alpha beta,heterodimer,alpha1 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0217	col4a4 itga2_itgb1	Col4a4 ITGA2_ITGB1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a4+itga2_itgb1;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://europepmc.org/search?query=col4a4+itga2_itgb1;https://europepmc.org/article/MED/35806283	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a4,COL4A4,alpha4 IV  collagen,collagen IV alpha 4; receptor_aliases=itga2 itgb1,ITGA2 ITGB1,alpha beta,heterodimer,alpha2 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
M20A-EXT-0218	col4a4 itga3_itgb1	Col4a4 ITGA3_ITGB1	manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a4+itga3_itgb1;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://europepmc.org/search?query=col4a4+itga3_itgb1;https://europepmc.org/article/MED/35806283	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a4,COL4A4,alpha4 IV  collagen,collagen IV alpha 4; receptor_aliases=itga3 itgb1,ITGA3 ITGB1,alpha beta,heterodimer,alpha3 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted. Expanded search verdict=needs_manual_review.	Candidate or expanded search produced unresolved evidence requiring explicit curator review before low-evidence integration.
