review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	excluded_near_matches	review_notes	exportable	canonical_write_performed
public_tf_evidence_batch001_r18_pair_003	public_tf_evidence_batch_001	18	zfhx2	ZFHX2	human	TFLink	tflink:human:001270:8ee2682df0f0	ZFHX2	ACTR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZFHX2%22+AND+%22ACTR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	regulator-level only: https://pmc.ncbi.nlm.nih.gov/articles/PMC5837393/	none located	Human ZFHX2/Marsili syndrome work supports ZFHX2 presence and regulatory domains in nociceptive biology, not ACTR2; ARP2/3 studies without ZFHX2 and ZHX2/ZFHX3 paralog papers were excluded	Database membership is not target-level evidence; no target-cell, effect direction, or relay inferred.	false	false
public_tf_evidence_batch001_r18_pair_004	public_tf_evidence_batch_001	18	zfhx2	ZFHX2	human	TFLink	tflink:human:001270:8ee2682df0f0	ZFHX2	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZFHX2%22+AND+%22ACVR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	regulator-level only: https://pmc.ncbi.nlm.nih.gov/articles/PMC5837393/	none located	Human ZFHX2/Marsili syndrome work supports ZFHX2 presence and regulatory domains in nociceptive biology, not ACVR1; LHX2–ACVR1 and ZHX2 papers were excluded	Database membership is not target-level evidence; no target-cell, effect direction, or relay inferred.	false	false
public_tf_evidence_batch001_r19_pair_001	public_tf_evidence_batch_001	19	neurod2	NEUROD2	mouse	TFLink	tflink:mouse:000958:4c84a5dc2814	Neurod2	Actr2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Neurod2%22+AND+%22Actr2%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	regulator-level only: https://pmc.ncbi.nlm.nih.gov/articles/PMC5343279/	https://pubmed.ncbi.nlm.nih.gov/27146976/	Mouse NEUROD2 ChIP/perturbation studies support Stim1, Reln, Dlg4/Cntn2 and neuronal programs, not Actr2; independent Adam10 expression studies without Neurod2 were excluded	Database membership is not target-level evidence; no target-cell, effect direction, or relay inferred.	false	false
public_tf_evidence_batch001_r19_pair_002	public_tf_evidence_batch_001	19	neurod2	NEUROD2	mouse	TFLink	tflink:mouse:000958:4c84a5dc2814	Neurod2	Acvr1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Neurod2%22+AND+%22Acvr1%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	regulator-level only: https://pmc.ncbi.nlm.nih.gov/articles/PMC5343279/	https://pubmed.ncbi.nlm.nih.gov/27146976/	Mouse NEUROD2 ChIP/perturbation studies support Stim1, Reln, Dlg4/Cntn2 and neuronal programs, not Acvr1; LHX2–Acvr1 and other receptor studies without Neurod2 were excluded	Database membership is not target-level evidence; no target-cell, effect direction, or relay inferred.	false	false
public_tf_evidence_batch001_r19_pair_003	public_tf_evidence_batch_001	19	neurod2	NEUROD2	mouse	TFLink	tflink:mouse:000958:4c84a5dc2814	Neurod2	Acvr1c	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Neurod2%22+AND+%22Acvr1c%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	regulator-level only: https://pmc.ncbi.nlm.nih.gov/articles/PMC5343279/	https://pubmed.ncbi.nlm.nih.gov/27146976/	Mouse NEUROD2 ChIP/perturbation studies support Stim1, Reln, Dlg4/Cntn2 and neuronal programs, not Acvr1c; YAP–Acvr1c and other receptor studies without Neurod2 were excluded	Database membership is not target-level evidence; no target-cell, effect direction, or relay inferred.	false	false
public_tf_evidence_batch001_r19_pair_004	public_tf_evidence_batch_001	19	neurod2	NEUROD2	mouse	TFLink	tflink:mouse:000958:4c84a5dc2814	Neurod2	Adam10	23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Neurod2%22+AND+%22Adam10%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	regulator-level only: https://pmc.ncbi.nlm.nih.gov/articles/PMC5343279/	https://pubmed.ncbi.nlm.nih.gov/27146976/	Adult mouse CNS Adam10 expression was demonstrated independently, but no Neurod2–Adam10 binding or perturbation was located; NEUROD2 targets such as Stim1/Reln were not transferred	Database membership is not target-level evidence; no target-cell, effect direction, or relay inferred.	false	false
public_tf_evidence_batch001_r20_pair_001	public_tf_evidence_batch_001	20	prdm10	PRDM10	human	TFLink	tflink:human:001124:774d4db9d6f0	PRDM10	ACKR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22PRDM10%22+AND+%22ACKR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	regulator-level only: https://pmc.ncbi.nlm.nih.gov/articles/PMC6525587/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7368010/	Human PRDM10 studies support BCL2 regulation; PRDM10 binding/perturbation studies support EIF3B and other developmental targets, not ACKR1; ACKR1 regulation by other factors was excluded	Database membership is not target-level evidence; no target-cell, effect direction, or relay inferred.	false	false
public_tf_evidence_batch001_r20_pair_002	public_tf_evidence_batch_001	20	prdm10	PRDM10	human	TFLink	tflink:human:001124:774d4db9d6f0	PRDM10	ACKR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22PRDM10%22+AND+%22ACKR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	regulator-level only: https://pmc.ncbi.nlm.nih.gov/articles/PMC6525587/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7368010/	ACKR2 studies identify GATA1 and other regulators, not PRDM10; PRDM10 BCL2/EIF3B evidence was not transferred to ACKR2	Database membership is not target-level evidence; no target-cell, effect direction, or relay inferred.	false	false
public_tf_evidence_batch001_r20_pair_003	public_tf_evidence_batch_001	20	prdm10	PRDM10	human	TFLink	tflink:human:001124:774d4db9d6f0	PRDM10	ACTR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22PRDM10%22+AND+%22ACTR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	regulator-level only: https://pmc.ncbi.nlm.nih.gov/articles/PMC6525587/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7368010/	PRDM10 BCL2/EIF3B studies do not report ACTR2; ARP2/3/ACTR2 studies without PRDM10 were excluded	Database membership is not target-level evidence; no target-cell, effect direction, or relay inferred.	false	false
public_tf_evidence_batch001_r20_pair_004	public_tf_evidence_batch_001	20	prdm10	PRDM10	human	TFLink	tflink:human:001124:774d4db9d6f0	PRDM10	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22PRDM10%22+AND+%22ACVR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	regulator-level only: https://pmc.ncbi.nlm.nih.gov/articles/PMC6525587/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7368010/	ACVR1 promoter studies support EGR1, HEY1, ZBTB7A and SP1, not PRDM10; PRDM10 BCL2/EIF3B evidence was excluded from this pair	Database membership is not target-level evidence; no target-cell, effect direction, or relay inferred.	false	false
