review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	regulator_general_primary_citation	regulator_general_corroborating_citation	near_match_exclusions	review_notes	exportable	canonical_write_performed
public_tf_evidence_batch002_r6_10_pair_011	public_tf_evidence_batch_002	8	scrt1	SCRT1	human	TFLink	tflink:human:001228:ab71dc417f86	SCRT1	ADAM9	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22SCRT1%22+AND+%22ADAM9%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	none located	none located	https://pmc.ncbi.nlm.nih.gov/articles/PMC12633387/	https://pmc.ncbi.nlm.nih.gov/articles/PMC2818459/	RIN1/SCRT1 co-expression and general neuronal repression context did not establish the queued pairs; ABCA1, ACVR1, ADAM9, and ADGRB3 studies without SCRT1 were excluded.	Regulator-level literature is not evidence for this exact regulator-target-species pair. Database membership, motif-only evidence, co-expression, pathway inference, and cross-species matches were not used for promotion.	false	false
public_tf_evidence_batch002_r6_10_pair_012	public_tf_evidence_batch_002	8	scrt1	SCRT1	human	TFLink	tflink:human:001228:ab71dc417f86	SCRT1	ADGRB3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22SCRT1%22+AND+%22ADGRB3%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	none located	none located	https://pmc.ncbi.nlm.nih.gov/articles/PMC12633387/	https://pmc.ncbi.nlm.nih.gov/articles/PMC2818459/	RIN1/SCRT1 co-expression and general neuronal repression context did not establish the queued pairs; ABCA1, ACVR1, ADAM9, and ADGRB3 studies without SCRT1 were excluded.	Regulator-level literature is not evidence for this exact regulator-target-species pair. Database membership, motif-only evidence, co-expression, pathway inference, and cross-species matches were not used for promotion.	false	false
public_tf_evidence_batch002_r6_10_pair_013	public_tf_evidence_batch_002	9	myt1l	Myt1l	mouse	TFLink	tflink:mouse:000961:f706c20f5ab7	Myt1l	Abca1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Myt1l%22+AND+%22Abca1%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	none located	none located	https://pmc.ncbi.nlm.nih.gov/articles/PMC11348803/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8668036/	Notch/HES1 and ADAM10 studies were treated as pathway or target-only context, not MYT1L-to-Adam10 evidence; Abca1, Ackr3, and Actr2 studies without MYT1L were excluded.	Regulator-level literature is not evidence for this exact regulator-target-species pair. Database membership, motif-only evidence, co-expression, pathway inference, and cross-species matches were not used for promotion.	false	false
public_tf_evidence_batch002_r6_10_pair_014	public_tf_evidence_batch_002	9	myt1l	Myt1l	mouse	TFLink	tflink:mouse:000961:f706c20f5ab7	Myt1l	Ackr3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Myt1l%22+AND+%22Ackr3%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	none located	none located	https://pmc.ncbi.nlm.nih.gov/articles/PMC11348803/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8668036/	Notch/HES1 and ADAM10 studies were treated as pathway or target-only context, not MYT1L-to-Adam10 evidence; Abca1, Ackr3, and Actr2 studies without MYT1L were excluded.	Regulator-level literature is not evidence for this exact regulator-target-species pair. Database membership, motif-only evidence, co-expression, pathway inference, and cross-species matches were not used for promotion.	false	false
public_tf_evidence_batch002_r6_10_pair_015	public_tf_evidence_batch_002	9	myt1l	Myt1l	mouse	TFLink	tflink:mouse:000961:f706c20f5ab7	Myt1l	Actr2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Myt1l%22+AND+%22Actr2%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	none located	none located	https://pmc.ncbi.nlm.nih.gov/articles/PMC11348803/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8668036/	Notch/HES1 and ADAM10 studies were treated as pathway or target-only context, not MYT1L-to-Adam10 evidence; Abca1, Ackr3, and Actr2 studies without MYT1L were excluded.	Regulator-level literature is not evidence for this exact regulator-target-species pair. Database membership, motif-only evidence, co-expression, pathway inference, and cross-species matches were not used for promotion.	false	false
public_tf_evidence_batch002_r6_10_pair_016	public_tf_evidence_batch_002	9	myt1l	Myt1l	mouse	TFLink	tflink:mouse:000961:f706c20f5ab7	Myt1l	Adam10	23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Myt1l%22+AND+%22Adam10%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	none located	none located	https://pmc.ncbi.nlm.nih.gov/articles/PMC11348803/	https://pmc.ncbi.nlm.nih.gov/articles/PMC8668036/	Notch/HES1 and ADAM10 studies were treated as pathway or target-only context, not MYT1L-to-Adam10 evidence; Abca1, Ackr3, and Actr2 studies without MYT1L were excluded.	Regulator-level literature is not evidence for this exact regulator-target-species pair. Database membership, motif-only evidence, co-expression, pathway inference, and cross-species matches were not used for promotion.	false	false
public_tf_evidence_batch002_r6_10_pair_017	public_tf_evidence_batch_002	10	znf554	ZNF554	human	TFLink	tflink:human:000888:b1bbf782bf13	ZNF554	ACVR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF554%22+AND+%22ACVR1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	none located	none located	https://pmc.ncbi.nlm.nih.gov/articles/PMC6092567/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7461028/	ZNF554 perturbation papers report broad expression programs but no queued exact target edge; ACVR1, ADAM10, ADAM22, and ADAM9 studies without ZNF554 were excluded.	Regulator-level literature is not evidence for this exact regulator-target-species pair. Database membership, motif-only evidence, co-expression, pathway inference, and cross-species matches were not used for promotion.	false	false
public_tf_evidence_batch002_r6_10_pair_018	public_tf_evidence_batch_002	10	znf554	ZNF554	human	TFLink	tflink:human:000888:b1bbf782bf13	ZNF554	ADAM10	23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF554%22+AND+%22ADAM10%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	none located	none located	https://pmc.ncbi.nlm.nih.gov/articles/PMC6092567/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7461028/	ZNF554 perturbation papers report broad expression programs but no queued exact target edge; ACVR1, ADAM10, ADAM22, and ADAM9 studies without ZNF554 were excluded.	Regulator-level literature is not evidence for this exact regulator-target-species pair. Database membership, motif-only evidence, co-expression, pathway inference, and cross-species matches were not used for promotion.	false	false
public_tf_evidence_batch002_r6_10_pair_019	public_tf_evidence_batch_002	10	znf554	ZNF554	human	TFLink	tflink:human:000888:b1bbf782bf13	ZNF554	ADAM22	20B;23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF554%22+AND+%22ADAM22%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	none located	none located	https://pmc.ncbi.nlm.nih.gov/articles/PMC6092567/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7461028/	ZNF554 perturbation papers report broad expression programs but no queued exact target edge; ACVR1, ADAM10, ADAM22, and ADAM9 studies without ZNF554 were excluded.	Regulator-level literature is not evidence for this exact regulator-target-species pair. Database membership, motif-only evidence, co-expression, pathway inference, and cross-species matches were not used for promotion.	false	false
public_tf_evidence_batch002_r6_10_pair_020	public_tf_evidence_batch_002	10	znf554	ZNF554	human	TFLink	tflink:human:000888:b1bbf782bf13	ZNF554	ADAM9	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF554%22+AND+%22ADAM9%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	none located	none located	https://pmc.ncbi.nlm.nih.gov/articles/PMC6092567/	https://pmc.ncbi.nlm.nih.gov/articles/PMC7461028/	ZNF554 perturbation papers report broad expression programs but no queued exact target edge; ACVR1, ADAM10, ADAM22, and ADAM9 studies without ZNF554 were excluded.	Regulator-level literature is not evidence for this exact regulator-target-species pair. Database membership, motif-only evidence, co-expression, pathway inference, and cross-species matches were not used for promotion.	false	false
