review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	regulator_level_citations	cell_or_model_context	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	near_match_exclusions	review_notes	exportable	canonical_write_performed
public_tf_evidence_batch002_pair_011	public_tf_evidence_batch_002	13	zbtb42	ZBTB42;Zbtb42	human	TFLink	tflink:human:001170:e76ec7139924	ZBTB42	ADGRB3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB42%22+AND+%22ADGRB3%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_identity_and_regulator_context_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC3057000/ (human/mouse transcript, protein, nuclear localization, and zinc-finger domains); https://pmc.ncbi.nlm.nih.gov/articles/PMC4240208/ (zebrafish loss-of-function/rescue muscle phenotype; no queued target)	Human skeletal muscle, mouse myotubes/tissues, and zebrafish muscle development; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ADGRB3/BAI3 synapse studies; no ZBTB42 binding or perturbation of ADGRB3.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_012	public_tf_evidence_batch_002	13	zbtb42	ZBTB42;Zbtb42	human	TFLink	tflink:human:001170:e76ec7139924	ZBTB42	ADGRE5	23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZBTB42%22+AND+%22ADGRE5%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_identity_and_regulator_context_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC3057000/ (human/mouse transcript, protein, nuclear localization, and zinc-finger domains); https://pmc.ncbi.nlm.nih.gov/articles/PMC4240208/ (zebrafish loss-of-function/rescue muscle phenotype; no queued target)	Human skeletal muscle, mouse myotubes/tissues, and zebrafish muscle development; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ADGRE5/CD97 receptor-signaling studies; no ZBTB42 binding or perturbation of ADGRE5.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_013	public_tf_evidence_batch_002	14	fezf2	FEZF2;Fezf2	mouse	TFLink	tflink:mouse:000939:6aee9cd01600	Fezf2	A2m	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Fezf2%22+AND+%22A2m%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC3099680/ (direct Fezf2 DNA binding and reporter activity; eomesa/tbr2 and lhx2b targets, not queued); https://pmc.ncbi.nlm.nih.gov/articles/PMC7529949/ (mouse Fezf2 perturbation and ChIP-seq target-program work, not queued targets)	Zebrafish forebrain and mouse neural progenitor/cortical studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			FEZF2 target studies identify non-queued neural targets; A2M expression studies do not test FEZF2.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_014	public_tf_evidence_batch_002	14	fezf2	FEZF2;Fezf2	mouse	TFLink	tflink:mouse:000939:6aee9cd01600	Fezf2	Ackr3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Fezf2%22+AND+%22Ackr3%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC3099680/ (direct Fezf2 DNA binding and reporter activity; eomesa/tbr2 and lhx2b targets, not queued); https://pmc.ncbi.nlm.nih.gov/articles/PMC7529949/ (mouse Fezf2 perturbation and ChIP-seq target-program work, not queued targets)	Zebrafish forebrain and mouse neural progenitor/cortical studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			FEZF2 and ACKR3/CXCR7 appear in neuronal expression or marker studies, but no direct regulatory edge was tested.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_015	public_tf_evidence_batch_002	14	fezf2	FEZF2;Fezf2	mouse	TFLink	tflink:mouse:000939:6aee9cd01600	Fezf2	Actr2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Fezf2%22+AND+%22Actr2%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC3099680/ (direct Fezf2 DNA binding and reporter activity; eomesa/tbr2 and lhx2b targets, not queued); https://pmc.ncbi.nlm.nih.gov/articles/PMC7529949/ (mouse Fezf2 perturbation and ChIP-seq target-program work, not queued targets)	Zebrafish forebrain and mouse neural progenitor/cortical studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ACTR2/ARP2 studies; no FEZF2 binding or perturbation of Actr2.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_016	public_tf_evidence_batch_002	14	fezf2	FEZF2;Fezf2	mouse	TFLink	tflink:mouse:000939:6aee9cd01600	Fezf2	Acvr1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22Fezf2%22+AND+%22Acvr1%22+AND+mouse	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC3099680/ (direct Fezf2 DNA binding and reporter activity; eomesa/tbr2 and lhx2b targets, not queued); https://pmc.ncbi.nlm.nih.gov/articles/PMC7529949/ (mouse Fezf2 perturbation and ChIP-seq target-program work, not queued targets)	Zebrafish forebrain and mouse neural progenitor/cortical studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			FEZF2/ACVR1 co-expression or developmental brain studies do not establish binding or downstream regulation.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_017	public_tf_evidence_batch_002	15	znf207	ZNF207	human	TFLink	tflink:human:001149:dbc27a6af001	ZNF207	ABCA1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF207%22+AND+%22ABCA1%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC6197280/ (human hESC ChIP/functional target-program evidence, including non-queued genes); https://pubmed.ncbi.nlm.nih.gov/24462186/ (BuGZ/ZNF207-BUB3 mitotic function, not transcriptional target evidence); https://pubmed.ncbi.nlm.nih.gov/35246476/ (human HCC ZNF207→IDO1 mechanism, not a queued target)	Human hESC, cancer-cell, and mitotic studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ABCA1 regulation by LXR/miR-33 and other factors; no ZNF207 binding or perturbation of ABCA1.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_018	public_tf_evidence_batch_002	15	znf207	ZNF207	human	TFLink	tflink:human:001149:dbc27a6af001	ZNF207	ACTR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF207%22+AND+%22ACTR2%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC6197280/ (human hESC ChIP/functional target-program evidence, including non-queued genes); https://pubmed.ncbi.nlm.nih.gov/24462186/ (BuGZ/ZNF207-BUB3 mitotic function, not transcriptional target evidence); https://pubmed.ncbi.nlm.nih.gov/35246476/ (human HCC ZNF207→IDO1 mechanism, not a queued target)	Human hESC, cancer-cell, and mitotic studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ACTR2/ARP2 studies; no ZNF207 binding or perturbation of ACTR2.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_019	public_tf_evidence_batch_002	15	znf207	ZNF207	human	TFLink	tflink:human:001149:dbc27a6af001	ZNF207	ADAM10	23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF207%22+AND+%22ADAM10%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC6197280/ (human hESC ChIP/functional target-program evidence, including non-queued genes); https://pubmed.ncbi.nlm.nih.gov/24462186/ (BuGZ/ZNF207-BUB3 mitotic function, not transcriptional target evidence); https://pubmed.ncbi.nlm.nih.gov/35246476/ (human HCC ZNF207→IDO1 mechanism, not a queued target)	Human hESC, cancer-cell, and mitotic studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ADAM10 sheddase/Notch studies; no ZNF207 binding or perturbation of ADAM10.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
public_tf_evidence_batch002_pair_020	public_tf_evidence_batch_002	15	znf207	ZNF207	human	TFLink	tflink:human:001149:dbc27a6af001	ZNF207	ADAM17	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF207%22+AND+%22ADAM17%22+AND+human	no_exact_pair_support_found_in_bounded_search	supported_general_regulator_evidence_not_exact_target	https://pmc.ncbi.nlm.nih.gov/articles/PMC6197280/ (human hESC ChIP/functional target-program evidence, including non-queued genes); https://pubmed.ncbi.nlm.nih.gov/24462186/ (BuGZ/ZNF207-BUB3 mitotic function, not transcriptional target evidence); https://pubmed.ncbi.nlm.nih.gov/35246476/ (human HCC ZNF207→IDO1 mechanism, not a queued target)	Human hESC, cancer-cell, and mitotic studies; no queued target pair tested.	not_established_for_exact_pair	not_found_for_exact_pair	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only			ADAM17 sheddase/EGFR-cytokine studies; no ZNF207 binding or perturbation of ADAM17.	No exact regulator-target-species evidence was located in the bounded PubMed/PMC review. Regulator-level citations are retained separately and are not evidence for this pair. Database membership, co-expression, motif-only, pathway-only, and cross-species observations were not used for promotion.	false	false
