b_edge_id	source_entity	relation_type	target_entity	pathway_name	evidence_layer	source_a_edge_id	edge_status	context_scope	cell_type_context	compartment_context	species_context	injury_context	confidence_tier	export_priority	exportable	consolidation_note
M24B-E000011	RvD3	promotes	inflammatory resolution and neuroprotection	pro-resolving lipid mediator function	downstream_or_functional	M24A-E011	reviewed_first_pass	intrathecal RvD3 study	mouse macrophage/endothelial comparator and SCI tissue	lesion/vascular compartment	mouse	SCI	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000012	RvD1	promotes	anti-inflammatory/regenerative outcome	pro-resolving lipid mediator co-therapy	downstream_or_functional	M24A-E012	reviewed_first_pass	combination therapy	rat SCI and peripheral-nerve-derived stem-cell spheroids	lesion/repair compartment	rat	SCI	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000013	activated protein C	neutralizes	extracellular histone H3 neurite inhibition	coagulation-linked protease danger adjacency	downstream_or_functional	M24A-E013	reviewed_first_pass	APC rescue of histone-mediated neurite inhibition	CNS neurons/optic nerve comparator and human SCI CSF	neural extracellular compartment	human; mouse; rat	SCI plus comparator injury	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000014	C3 breakdown fragments	engages	CR2 domain of engineered CR2-Crry	complement fragment targeting and SCI protection	ligand_receptor_or_direct_molecular	M24A-E014	reviewed_batch002	engineered inhibitor targeting	injured spinal cord and lesion vasculature	lesion extracellular compartment	mouse	traumatic SCI	medium	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000015	CR2-associated injury response	modulates	synaptic terminal loss	complement receptor-associated synaptic function	downstream_or_functional	M24A-E015	reviewed_batch002	Cr2 knockout and synaptic readouts	spinal motor-neuron synapse compartment	injured peripheral nerve	rat; mouse	peripheral nerve injury	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000016	HMGB1-associated DAMP signal	activates	TLR2/4-ERK/JNK-NF-kB inflammatory recruitment	DAMP/TLR boundary relay	receptor_proximal_or_pathway	M24A-E016	reviewed_batch003	HMGB1 stimulation and receptor inhibition	astrocytes, macrophages, and injured cord	lesion inflammatory compartment	rat	SCI	high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000017	S100A8-associated DAMP signal	activates	TLR4-ERK/NF-kB inflammatory injury	DAMP/TLR boundary relay	receptor_proximal_or_pathway	M24A-E017	reviewed_batch003	S100A8 manipulation and TAK-242	spinal cord inflammatory compartment	lesion inflammatory compartment	rat	spinal cord ischemia-reperfusion	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000018	ATP	activates	P2X4R	purinergic pain relay	ligand_receptor_or_direct_molecular	M24A-E018	reviewed_batch003	ATP-evoked calcium and P2X agonist challenge	spinal pain and sensory compartments	plasma membrane and lesion	rat	contusion SCI	medium-high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000019	CCL2/CCR2 axis	promotes	monocyte recruitment and myelin clearance	chemokine receptor functional boundary	downstream_or_functional	M24A-E019	reviewed_batch003	CCR2 knockout	monocytes, macrophages, and myelin compartment	lesion and myelin compartment	mouse	thoracic contusion SCI	high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000020	CCL28/CCR10 axis	promotes	Treg recruitment and recovery	chemokine receptor functional boundary	downstream_or_functional	M24A-E020	reviewed_batch003	neutralization, recombinant CCL28, transwell, locomotion	Treg and lesion-recovery compartments	lesion and repair compartment	mouse	SCI	high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000021	CCL3-associated inflammatory state	modulates	secondary damage with CCR1 co-expression	chemokine receptor context	downstream_or_functional	M24A-E021	reviewed_batch003	CCL3 knockout and expression profiling	injured cord inflammatory compartment	lesion compartment	mouse; rat	contusion SCI	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000022	tenascin-C-containing alarmin milieu	modulates	TLR4-associated IL-1/NF-kB inflammatory program	ECM-DAMP/TLR boundary relay	downstream_or_functional	M24A-E022	reviewed_batch003	TNC profiling and pooled inhibition	lesion inflammatory compartment	injured cord extracellular compartment	mouse	T10 contusion SCI	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000023	decorin	modulates	plasminogen/plasmin-CSPG remodeling and axon-growth permissiveness	extracellular protease adjacency	downstream_or_functional	M24A-E023	reviewed_batch003	decorin infusion and protease assays	adult spinal-cord microglia and ECM	lesion extracellular compartment	rat	SCI	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000024	TLR4 signaling	modulates	MMP9/ECM remodeling	reverse-direction DAMP-ECM pathway context	downstream_or_functional	M24A-E024	reviewed_batch003	TLR4 deletion and MMP9 readouts	injured cord ECM compartment	lesion extracellular compartment	mouse	chronic contusion SCI	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000025	CCL8	activates	CCR2B	chemokine receptor comparator pharmacology	ligand_receptor_or_direct_molecular	M24A-E025	reviewed_batch004	binding and chemotaxis	human peripheral-blood monocytes	cell surface	human	peripheral blood comparator	high molecular; low SCI relevance	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000026	CCL8	activates	CCR3	chemokine receptor comparator pharmacology	ligand_receptor_or_direct_molecular	M24A-E026	reviewed_batch004	QCM binding, internalization, chemotaxis	CCR3-transfected cells	cell surface	human	recombinant receptor comparator	high molecular; low SCI relevance	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000027	CX3CL1/CX3CR1 axis	promotes	microglial migration, wound repair, and axon preservation	CX3CL1-CX3CR1 SCI repair	downstream_or_functional	M24A-E027	reviewed_batch004	exogenous ligand and CX3CR1-deficient mice	lesion microglia and injured cord	lesion and repair compartment	mouse	SCI	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000028	CXCL1	activates	CXCR2-neutrophil mobilization	CXCL1-CXCR2-C3aR1/PTEN relay	receptor_proximal_or_pathway	M24A-E028	reviewed_batch004	recombinant migration and antagonist assays	bone-marrow neutrophils and injured cord	vascular and lesion compartment	mouse	traumatic SCI	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000029	CXCL10	activates	CXCR3-associated glial activation and pain	CXCL10-CXCR3 injury relay	receptor_proximal_or_pathway	M24A-E029	reviewed_batch004	recombinant ligand and antagonist assays	microglia, astrocytes, and injured cord	lesion inflammatory compartment	rat	spinal cord ischemia-reperfusion	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000030	CXCL2/CXCR2-associated state	modulates	granulocyte recruitment program	CXCL2-CXCR2 inflammatory context	downstream_or_functional	M24A-E030	reviewed_batch004	scRNA-seq and expression validation	damage-associated microglia and injured cord	lesion inflammatory compartment	mouse	contusion SCI	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000031	CXCL3	promotes	macrophage-fibroblast fibrous scar crosstalk	CXCL3-CXCR2 scar relay	receptor_proximal_or_pathway	M24A-E031	reviewed_batch004	ligand administration and CXCR2 inhibition	macrophages, fibroblasts, and injured cord	fibrous scar compartment	mouse	traumatic SCI	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000032	CXCL5/CXCR2 axis	promotes	spinal neuropathic pain	CXCL5-CXCR2 comparator pain relay	downstream_or_functional	M24A-E032	reviewed_batch004	intrathecal ligand, neutralization, antagonist, GSK3beta assays	spinal neurons and injured nerve comparator	spinal pain compartment	rat	chronic constriction nerve injury	medium-high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000033	XCL1/XCR1 axis	modulates	neuropathic pain	XCL1-XCR1 comparator context	downstream_or_functional	M24A-E033	reviewed_batch004	ligand manipulation and XCR1 blockade	peripheral nerve injury compartment	injured nerve	mouse	peripheral nerve injury	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000034	CCN1	binds	SDC4	CCN1-SDC4 debris-buffering repair	ligand_receptor_or_direct_molecular	M24A-E034	reviewed_batch004	binding and relay validation	lesion-remote astrocytes and microglia	lesion and repair compartment	mouse	incomplete SCI	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000035	CCN1/SDC4 axis	promotes	microglial debris processing and neurologic recovery	CCN1-SDC4 repair relay	downstream_or_functional	M24A-E035	reviewed_batch004	Ccn1 deletion, debris clearance, recovery assays	astrocytes, microglia, and injured cord	lesion and repair compartment	mouse	incomplete SCI	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000036	activated protein C	engages	PAR1/EPCR complex	EPCR-beta-arrestin-Dvl2-Rac1 barrier relay	receptor_proximal_or_pathway	M24A-E036	reviewed_batch001A	direct receptor-complex comparator with SCI functional dependence	endothelial cells, astrocytes, and injured cord	vascular and lesion compartment	mouse; human-cell comparator	contusive SCI; endothelial comparator	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000037	activated protein C/PAR1 axis	promotes	locomotor recovery and blood-spinal-cord barrier integrity	APC-PAR1 biased cytoprotective program	downstream_or_functional	M24A-E037	reviewed_batch001A	PAR1-null and APC-treatment recovery assays	injured cord, vasculature, and reactive astrocytes	lesion and vascular compartment	mouse	contusive SCI	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000038	bradykinin	activates	BDKRB2	BDKRB2-PLC/IP3-Ca2+-GDNF relay	receptor_proximal_or_pathway	M24A-E038	reviewed_batch001A	BK exposure and B2R antagonist/microglial GDNF assays	spinal motor neurons and microglia	spinal cord and microglial compartment	mouse	neonatal SCI and microglia model	medium-high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000039	C3a	activates	C3aR1	C3aR1-PTEN antagonism of CXCR2/PI3K-AKT	receptor_proximal_or_pathway	M24A-E039	reviewed_batch001A	C3a measurements and C3aR1-dependent neutrophil mobilization assays	bone-marrow neutrophils and injured cord	vascular and lesion compartment	mouse	traumatic contusive SCI	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000040	C5a	activates	C5aR1	C5aR1 acute inflammation and post-acute astrocyte relay	receptor_proximal_or_pathway	M24A-E040	reviewed_batch001A	C5aR1 genetic/pharmacologic timing study	astrocytes, CNS-resident cells, and infiltrating leukocytes	lesion and glial-scar compartment	mouse	contusive SCI	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000041	thrombin	activates	PAR1	PAR1-Rho/ERK/MAPK-NF-kB/JAK2-STAT3 relay	receptor_proximal_or_pathway	M24A-E041	reviewed_batch001A	thrombin/PAR1 perturbation and astrocyte signaling assays	astrocytes, neurons, and injured cord	vascular, glial, and lesion compartment	mouse; rat	contusive SCI and root-compression comparator	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000042	thrombin	engages	PAR3/PAR4 platelet complex	thrombin-cleavage and PAR3-assisted-PAR4 relay	receptor_proximal_or_pathway	M24A-E042	reviewed_batch001A	primary thrombin-PAR3/PAR4 comparator studies	mouse platelets and recombinant receptor systems	platelet compartment	mouse; human comparator	non-SCI platelet comparator	medium molecular; low SCI relevance	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000043	hemokinin-1	activates	Tacr1	hemokinin-1-NK1 GPCR relay	ligand_receptor_or_direct_molecular	M24A-E043	reviewed_batch001B	recombinant binding and native-tissue pharmacology	hematopoietic and recombinant receptor systems	immune and receptor compartment	mouse;human comparator	non-SCI comparator	high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000044	hemokinin-1	activates	Tacr2	hemokinin-1-NK2 GPCR relay	ligand_receptor_or_direct_molecular	M24A-E044	reviewed_batch001B	full but weaker agonism pharmacology	recombinant receptor and native tissue	receptor and smooth-muscle compartment	human;rabbit;guinea-pig comparator	non-SCI comparator	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000045	hemokinin-1	activates	Tacr3	hemokinin-1-NK3 GPCR relay	ligand_receptor_or_direct_molecular	M24A-E045	reviewed_batch001B	low-potency agonism pharmacology	native guinea-pig tissue and recombinant context	smooth-muscle and receptor compartment	guinea-pig comparator	non-SCI comparator	medium-low	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000046	neurokinin A	activates	Tacr1	NKA-NK1 GPCR/PLC-Ca2+ relay	ligand_receptor_or_direct_molecular	M24A-E046	reviewed_batch001B	recombinant binding and Ca2+/cAMP assays	recombinant human receptor and mouse tissue	receptor and spinal comparator compartment	human;mouse comparator	non-SCI comparator	high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000047	neurokinin A	activates	Tacr2	NKA-NK2 GPCR/PLC-Ca2+ relay	ligand_receptor_or_direct_molecular	M24A-E047	reviewed_batch001B	recombinant binding and Ca2+/cAMP assays	recombinant human receptor and mouse tissue	receptor and spinal comparator compartment	human;mouse comparator	non-SCI comparator	high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000048	neurokinin A	modulates	Tacr3	NKA-NK3 weak cross-reactivity	ligand_receptor_or_direct_molecular	M24A-E048	reviewed_batch001B	low-potency cross-reactivity assays	recombinant receptor and native tissue	receptor compartment	human comparator	non-SCI comparator	medium-low	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000049	neurokinin B	modulates	Tacr1	NKB-NK1 weak cross-reactivity	ligand_receptor_or_direct_molecular	M24A-E049	reviewed_batch001B	low-affinity binding pharmacology	recombinant receptor	receptor compartment	human comparator	non-SCI comparator	low	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000050	neurokinin B	modulates	Tacr2	NKB-NK2 weak cross-reactivity	ligand_receptor_or_direct_molecular	M24A-E050	reviewed_batch001B	nonpreferred tissue pharmacology	mouse native tissue	receptor and smooth-muscle compartment	mouse comparator	non-SCI comparator	low-medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000051	neurokinin B	activates	Tacr3	NKB-NK3 GPCR relay	ligand_receptor_or_direct_molecular	M24A-E051	reviewed_batch001B	cloned receptor binding and signaling assays	cloned human receptor and recombinant cells	receptor compartment	human comparator	non-SCI comparator	high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000052	neuropeptide gamma	binds	Tacr1	NPgamma-NK1 binding branch	ligand_receptor_or_direct_molecular	M24A-E052	reviewed_batch001B	autoradiographic binding assay	rat brain autoradiography	central nervous system comparator	rat comparator	non-SCI comparator	medium-low	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000053	neuropeptide gamma	modulates	Tacr2	NPgamma-NK2 native-tissue relay	ligand_receptor_or_direct_molecular	M24A-E053	reviewed_batch001B	native-tissue pharmacology	mouse bladder/stomach comparator	smooth-muscle compartment	mouse comparator	non-SCI comparator	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000054	substance P	activates	Tacr1	SP-NK1-PLC-Ca2+/ERK-p38 relay	receptor_proximal_or_pathway	M24A-E054	reviewed_batch001B	binding, antagonist, ERK/p38, bladder, and progenitor assays	recombinant receptor, rat SCI, and spinal progenitor models	spinal and receptor compartment	rat;human;mouse comparator	SCI and comparator	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000055	substance P	activates	Tacr2	SP-NK2 GPCR relay	ligand_receptor_or_direct_molecular	M24A-E055	reviewed_batch001B	recombinant and native-tissue pharmacology	recombinant receptor and native tissue	receptor and smooth-muscle compartment	human;mouse comparator	non-SCI comparator	high molecular; low SCI relevance	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000056	substance P	modulates	Tacr3	SP-NK3 weak GPCR cross-reactivity	ligand_receptor_or_direct_molecular	M24A-E056	reviewed_batch001B	cloned receptor pharmacology	cloned receptor comparator	receptor compartment	human comparator	non-SCI comparator	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000057	Tac1-derived substance P	promotes	Tacr1-associated SCI program	Tac1-SP-NK1-ERK/p38 branch	downstream_or_functional	M24A-E057	reviewed_batch001B	SCI SP increase, NK1 blockade, and progenitor assays	spinal progenitors and injured cord	spinal lesion and autonomic compartment	rat;mouse	SCI	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000058	Tac1-derived neurokinin A	modulates	Tacr2-associated spinal sensitization	Tac1-NKA-NK2 branch	downstream_or_functional	M24A-E058	reviewed_batch001B	intrathecal NKA and NK2 antagonist assays	spinal neurons and sensory pathways	spinal comparator compartment	rat comparator	non-SCI comparator	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000059	Tac4-derived hemokinin-1	activates	Tacr1	Tac4-HK1-NK1 GPCR relay	ligand_receptor_or_direct_molecular	M24A-E059	reviewed_batch001B	HK1 expression and NK1 pharmacology	hematopoietic and recombinant receptor systems	immune and receptor compartment	mouse;human comparator	non-SCI comparator	high molecular; medium SCI relevance	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000060	UDP-N-acetylglucosamine	activates	P2Y14	P2Y14-Gi/PI3K-RhoA relay	ligand_receptor_or_direct_molecular	M24A-E060	reviewed_batch001B	cAMP, RhoA, and chemotaxis assays	recombinant receptor and differentiated HL-60/neutrophils	purinergic and immune compartment	human comparator	non-SCI comparator	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000061	UDP-galactose	activates	P2Y14	P2Y14-Gi/RhoA-Rho-kinase relay	ligand_receptor_or_direct_molecular	M24A-E061	reviewed_batch001B	cAMP, RhoA, and chemotaxis assays	recombinant receptor and differentiated HL-60/neutrophils	purinergic and immune compartment	human comparator	non-SCI comparator	medium-high	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000062	UDP-glucose	activates	P2Y14	P2Y14-Gi/ERK/RhoA chemotaxis relay	receptor_proximal_or_pathway	M24A-E062	reviewed_batch001B	cAMP, ERK, RhoA, cytoskeletal, chemotaxis, and release assays	recombinant receptor, neutrophils, and astrocytoma comparator	purinergic and immune compartment	human comparator	non-SCI comparator	high molecular; medium SCI relevance	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000063	UDP-glucuronic acid	activates	P2Y14	P2Y14-Gi/Rho relay	ligand_receptor_or_direct_molecular	M24A-E063	reviewed_batch001B	cAMP, RhoA, and neutrophil assays	recombinant receptor and differentiated HL-60/neutrophils	purinergic and immune compartment	human comparator	non-SCI comparator	medium	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000064	FAM3D	activates	FPR1	FAM3D-FPR1-Gi/beta-arrestin-ERK/p38 relay	ligand_receptor_or_direct_molecular	M24A-E064	reviewed_batch001B	binding, internalization, calcium, chemotaxis, and recruitment assays	recombinant FPR cells and mouse neutrophils	immune and receptor compartment	human;mouse comparator	non-SCI comparator	high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000065	FAM3D	activates	FPR2	FAM3D-FPR2-Gi/beta-arrestin-ERK/p38 relay	ligand_receptor_or_direct_molecular	M24A-E065	reviewed_batch001B	antagonist-sensitive recruitment and receptor assays	recombinant FPR cells and mouse neutrophils	immune and receptor compartment	human;mouse comparator	non-SCI comparator	high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000066	TAFA5/FAM19A5	activates	FPR2	FPR2-Gi-ERK/Akt migration relay	receptor_proximal_or_pathway	M24A-E066	reviewed_batch001B	chemotaxis, ERK/Akt, and osteoclastogenesis assays	BMDMs and osteoclast cultures	immune and bone-remodeling comparator compartment	mouse comparator	non-SCI comparator	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000067	PGE2	activates	EP2	PGE2-EP2-ERK/cAMP spinal pain relay	receptor_proximal_or_pathway	M24A-E067	reviewed_batch002A	EP2 blockade and PGE2 release assays	microglia and dorsal-horn neurons	spinal cord pain compartment	rat	spinal cord injury	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000068	PGE2	modulates	EP4	PGE2-EP4 anti-inflammatory spinal feedback	receptor_proximal_or_pathway	M24A-E068	reviewed_batch002A	EP4 agonist and inflammatory cytokine assays	primary spinal cord cultures and microglial inflammatory context	spinal inflammatory compartment	mouse	spinal neuroinflammation comparator	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000069	RvD1	binds	FPR2/ALX	RvD1-FPR2 resolution relay	ligand_receptor_or_direct_molecular	M24A-E069	reviewed_batch002A	structural/preprint receptor-binding study	recombinant FPR2/ALX system	receptor and membrane compartment	human comparator	non-SCI comparator	medium molecular; low SCI relevance	P3	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000070	sphingosine-1-phosphate	activates	S1PR1	S1P-S1PR1-NLRP3-IL1beta relay	receptor_proximal_or_pathway	M24A-E070	reviewed_batch002A	SEW2871/FTY720 and S1pr1 deletion assays	dorsal-horn astrocytes and spinal neurons	spinal cord pain compartment	mouse	spinal mechanohypersensitivity	high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000071	sphingosine-1-phosphate	activates	S1PR3	S1P-S1PR3-p38-NF-kB relay	receptor_proximal_or_pathway	M24A-E071	reviewed_batch002A	PF543/CAY10444 and S1P exposure assays	rat microglia and injured cord	lesion inflammatory compartment	rat	traumatic SCI	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000072	sphingosine-1-phosphate	activates	S1PR2	S1P-S1PR2-ERK/ACSL4 ferroptosis relay	receptor_proximal_or_pathway	M24A-E072	reviewed_batch002A	S1P release and S118 intervention assays	rat spinal neurons and injured cord	lesion neuronal compartment	rat	contusive SCI	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000073	Klk6	activates	PAR1/PAR2	Klk6-PAR1/PAR2-PI3K/MEK-ERK neurotoxicity relay	receptor_proximal_or_pathway	M24A-E073	reviewed_batch002A	Klk6 exposure, receptor inhibitors/deletion, and glutamate neurotoxicity assays	cerebellar neurons and NSC34 spinal motoneurons	neuronal and lesion-associated compartment	mouse	traumatic SCI and spinal neuron comparator	high	P1	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000074	LGALS9	binds/activates	HAVCR2/TIM-3	Gal-9-TIM-3 immune checkpoint relay	ligand_receptor_or_direct_molecular	M24A-E074	reviewed_batch002B	Gal-9 binding, TIM-3-Ig blockade, calcium flux, and genetic perturbation	mouse Th1/CD8 and infection models	cell surface	mouse	non-SCI comparator	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000075	LGALS9	modulates	Th1/CD8 inflammatory response	Gal-9-TIM-3 checkpoint output	downstream_or_functional	M24A-E075	reviewed_batch002B	TIM-3 blockade/knockout and cytokine response assays	mouse Th1/CD8 and infection models	cytosol/nucleus	mouse	non-SCI comparator	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000076	ANGPTL2	modulates	TLR4/NFkB/MAPK inflammatory pathway	ANGPTL2-TLR4-associated inflammatory branch	downstream_or_functional	M24A-E076	reviewed_batch002B	Angptl2 knockdown, TAK-242, cytokine/ECM and MAPK/NFkB assays	rat podocytes and chondrocytes	membrane/cytosol/nucleus	rat;human comparator	non-SCI comparator	medium	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000077	RETN/resistin	binds/activates	TLR4/MD2/CD14	Resistin-TLR4-MyD88/MAPK/NFkB relay	ligand_receptor_or_direct_molecular	M24A-E077	reviewed_batch002B	recombinant resistin binding, co-precipitation, TLR4 blockade/knockdown	human PBMC/THP-1; HEK293 reconstitution; mouse comparator	cell surface/cytosol/nucleus	human;mouse	non-SCI comparator	high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000078	RETN/resistin	activates	MyD88/MAPK/NFkB	Resistin-TLR4 proximal inflammatory relay	receptor_proximal_or_pathway	M24A-E078	reviewed_batch002B	TLR4 blockade/knockdown, cytokine and MAPK/NFkB readouts	THP-1/PBMC and mouse inflammatory models	membrane/cytosol/nucleus	human;mouse	non-SCI comparator	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
M24B-E000079	RETN/resistin	promotes	inflammatory cytokine output	Resistin-TLR4 inflammatory function	downstream_or_functional	M24A-E079	reviewed_batch002B	resistin challenge, Tlr4-null/blocked models and cytokine assays	THP-1/PBMC and mouse inflammation	extracellular/inflammatory compartment	human;mouse	non-SCI comparator	medium-high	P2	true	Direct, pathway, program, and functional layers remain distinct.
