b_evidence_id	source_a_evidence_id	b_edge_ids	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations	evidence_layer	exportable	consolidation_note
M24B-EVID-000011	M24A-B001-EVID-011	M24B-E000008	primary_research_paper	PMID:36466087; PMCID:PMC9713475	primary_experiment	rat; human comparator	contextual_support	medium-high	Zhang et al.; primary MET/P2X7 study	Macrophage extracellular traps and LL37 were associated with P2X7R/NF-kB inflammatory signaling; DNase I reduced trap burden and improved tissue/conduction/motor outcomes.	DNase I is not receptor-specific; P2X7R necessity was not genetically tested; human data are observational.	contextual_or_unresolved	true	A-layer evidence retained without directness promotion.
M24B-EVID-000012	M24A-B001-EVID-012	M24B-E000012	primary_research_paper	PMID:37446149; PMCID:PMC10341423	primary_experiment	rat	contextual_support	medium	Jeong et al.; primary RvD1 co-therapy study	RvD1 co-administration reduced inflammatory signals and supported regenerative outcomes in a combination treatment context.	Effect cannot be assigned to RvD1 alone; no cognate receptor or receptor-proximal relay was dissected.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000013	M24A-B001-EVID-013	M24B-E000013	primary_research_paper	PMID:34993473; PMCID:PMC8728726; DOI:10.1093/braincomms/fcab271	primary_experiment	human; mouse; rat	contextual_support	medium-high	Siddiq et al.; primary histone-DAMP study	Extracellular histone H3 inhibited neurite growth through TLR2/YB-1-associated signaling and activated protein C reversed the inhibitory effect in comparator systems.	APC benefit was not shown through PAR1; coagulation cascade activation was not measured; optic-nerve rescue is not direct traumatic-SCI treatment.	contextual_or_unresolved	true	A-layer evidence retained without directness promotion.
M24B-EVID-000014	M24A-B002-EVID-014	M24B-E000014	primary_research_paper	PMID:16936276; PMCID:PMC1698827; DOI:10.2353/ajpath.2006.060248	primary_experiment	mouse	direct_edge	medium	Bermpohl et al.; primary CR2-Crry SCI study	Deposited C3 breakdown fragments targeted the CR2 domain of CR2-Crry; C3-level inhibition improved tissue sparing and locomotor recovery.	This is engineered inhibitor targeting, not endogenous intact-C3 activation of CR2; fragment identity was not resolved to C3b, iC3b, C3d, or C3dg.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000015	M24A-B002-EVID-015	M24B-E000015	primary_research_paper	PMID:26502875; PMCID:PMC4624364; DOI:10.1186/s12974-015-0413-6	primary_experiment	rat; mouse	contextual_support	medium	Primary peripheral-nerve injury study	Injury-associated CR2 expression and Cr2 loss altered synaptic terminal loss in a peripheral nerve injury model.	Not contusive SCI; direct C3-fragment binding and intracellular CR2 relay were not tested.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000016	M24A-B003-EVID-016	M24B-E000016	primary_research_paper	PMID:39333662; PMID:21343866	primary_experiment	rat	direct_edge	high	Primary SCI DAMP/TLR studies	HMGB1-associated TLR2/4 inhibition reduced ERK/JNK/NF-kB-linked inflammatory signaling and CCL5-associated recruitment.	No purified SCI binding assay; TLR2 and TLR4 contributions were paired in the evidence and are not separable here; retain as DAMP/TLR boundary context.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000017	M24A-B003-EVID-017	M24B-E000017	primary_research_paper	PMID:36634215; PMCID:PMC9836372	primary_experiment	rat	direct_edge	medium-high	Primary spinal ischemia-reperfusion study	S100A8 manipulation and TLR4 inhibition associated S100A8 with TLR4-ERK/NF-kB inflammatory injury.	No direct biochemical binding; TLR4 pharmacology and S100A8 perturbation do not fully isolate the receptor complex; DAMP/TLR boundary context.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000018	M24A-B003-EVID-018	M24B-E000018	primary_research_paper	PMID:30622226; DOI:10.14348/molcells.2018.0028	primary_experiment	rat	direct_edge	medium-high	Primary SCI purinergic pharmacology	ATP-evoked P2X4-associated calcium signaling was linked to neuropathic pain after contusion SCI.	Pharmacologic rather than purified binding evidence; receptor selectivity remains bounded.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000019	M24A-B003-EVID-019	M24B-E000019	primary_research_paper	PMID:12111830; DOI:10.1002/jnr.10269	primary_experiment	mouse	contextual_support	high	Primary genetic SCI receptor study	CCR2 loss altered monocyte/macrophage recruitment and myelin removal after contusion SCI.	Genetic receptor evidence without purified ligand-binding assay; likely overlaps a frozen Module 20A LR classification and is retained here only as downstream function.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000020	M24A-B003-EVID-020	M24B-E000020	primary_research_paper	PMID:31557129; DOI:10.18632/aging.102239	primary_experiment	mouse	contextual_support	high	Primary SCI chemokine receptor-function study	CCL28/CCR10 neutralization and recombinant CCL28 experiments linked the axis to Treg recruitment and improved recovery.	Neutralization and recruitment evidence, not purified binding; likely overlaps a frozen Module 20A LR classification and is retained here only as downstream function.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000021	M24A-B003-EVID-021	M24B-E000021	primary_research_paper	PMID:33246483; PMID:21332278	primary_experiment	mouse; rat	contextual_support	medium	Primary SCI expression and knockout studies	CCL3 and CCR1 were co-induced in injured cord, while CCL3 loss reduced secondary damage and pain-associated outcomes.	CCR1 was not directly blocked or activated; retain as context, not a direct CCL3-CCR1 edge.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000022	M24A-B003-EVID-022	M24B-E000022	primary_research_paper	PMID:26899371; PMCID:PMC4761922	primary_experiment	mouse	pathway_membership	medium	Primary SCI tenascin-C alarmin study	Tenascin-C-containing alarmin conditions were associated with TLR4-linked inflammatory signaling after SCI.	Tenascin-C-specific receptor perturbation was not performed; do not promote direct TNC-TLR4 binding.	receptor_proximal_or_pathway	true	A-layer evidence retained without directness promotion.
M24B-EVID-000023	M24A-B003-EVID-023	M24B-E000023	primary_research_paper	PMID:16629625; DOI:10.1089/neu.2006.23.397	primary_experiment	rat	contextual_support	medium	Primary decorin SCI study	Decorin altered plasminogen/plasmin-associated protease activity and CSPG remodeling in a manner associated with axon-growth permissiveness.	Supports protease adjacency, not decorin-TLR2 signaling or a direct decorin-receptor edge.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000024	M24A-B003-EVID-024	M24B-E000024	primary_research_paper	PMID:38326029	primary_experiment	mouse	pathway_membership	medium	Primary chronic SCI TLR4/MMP9 study	TLR4 deletion altered MMP9 expression and ECM remodeling, supporting a reverse-direction pathway context for the MMP9-TLR4 candidate.	Evidence does not support MMP9 activating TLR4; retain direction explicitly as TLR4-to-MMP9 pathway context.	receptor_proximal_or_pathway	true	A-layer evidence retained without directness promotion.
M24B-EVID-000025	M24A-B001-NE-001		search_boundary	local:modules/Module_24A_TRACKER.md; local:work/module24a/module24a_extraction_queue.tsv; PMID:30580020; DOI:10.1016/j.lfs.2018.12.034; DOI:10.1021/acschemneuro.1c00054	negative_evidence	unresolved	negative_evidence	unresolved	Module 24A boundary narrowed by saturation batch 007	External SCII evidence now supports bradykinin/B2R pharmacology, B1R/B2R receptor induction, and downstream neuroprotective function; exact endogenous kallikrein processing and purified BDKRB1/BDKRB2 binding remain unresolved.	This remains a search boundary for direct molecular processing/binding and does not negate the new pathway/function records.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000026	M24A-B001-NE-002		search_boundary	local:modules/Module_24A_TRACKER.md; local:work/module24a/module24a_extraction_queue.tsv	negative_evidence	unresolved	negative_evidence	unresolved	Module 24A bounded negative search	No exact PAR activation edge was found in the inspected local corpus; coagulation-related material was comparator or adjacency evidence.	This is a search boundary, not evidence that PAR signaling is absent in SCI; direct thrombin/factor-Xa/PAR searches remain required.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000027	M24A-B001-NE-003		search_boundary	local:modules/Module_24A_TRACKER.md; local:work/module24a/module24a_extraction_queue.tsv	negative_evidence	unresolved	negative_evidence	unresolved	Module 24A bounded negative search	Protease, sheddase, matrix-remodeling, and uPA entries were found, but no exact qualifying protease-to-PAR relay was validated locally.	Protease processing and PAR cleavage are cell-, species-, dose-, and cleavage-state dependent; no direct edge is inferred.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000028	M24A-B002-NE-004		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:16936276; PMCID:PMC1698827	negative_evidence	unresolved	negative_evidence	unresolved	Batch 002 bounded complement search	No evidence was validated that intact precursor C3 directly activates endogenous CR2 in traumatic SCI.	CR2-Crry evidence concerns engineered targeting by C3 breakdown fragments; C3b, iC3b, C3d, and C3dg must remain distinct from intact C3.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000029	M24A-B002-NE-005		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:16936276; PMCID:PMC1698827	negative_evidence	unresolved	negative_evidence	unresolved	Batch 002 bounded complement search	No qualifying SCI evidence was validated for intact C3 binding or activating CR3.	Canonical CR3 ligand assignment requires complement fragments, especially iC3b; ITGAM alone does not denote the complete alphaM-beta2 complex.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000030	M24A-B002-NE-006		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:16936276; PMCID:PMC1698827; PMID:22393018; PMCID:PMC3311339	negative_evidence	unresolved	negative_evidence	unresolved	Batch 002 plus Batch 009 bounded primary search	A primary human iC3b-CR4 comparator is supported by M24A-E150, but no qualifying SCI evidence was validated for intact C3 binding or activating CR4.	Canonical CR4 ligand assignment requires complement fragments, especially iC3b; ITGAX alone does not denote the complete alphaX-beta2 complex, and the processed-fragment comparator does not establish endogenous SCI ligand identity.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000031	M24A-B002-NE-007		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:16936276; PMCID:PMC1698827	negative_evidence	unresolved	negative_evidence	unresolved	Batch 002 bounded complement search	No qualifying SCI evidence was validated for C4b binding to endogenous CR2.	The cited SCI evidence concerns C3 breakdown-fragment targeting by engineered CR2-Crry, not C4b-CR2 signaling.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000032	M24A-B003-NE-008		search_boundary	local:work/module24a/module24a_extraction_queue.tsv	negative_evidence	unresolved	negative_evidence	unresolved	Batch 003 bounded primary search	No qualifying exact SCI pair was validated for the listed Pcdhgc5, Pianp, Ptprd, Unc5, Anxa2, CIRBP, Cxcl10, Defb, Fcna, Hspa4, Lgals9, S100A8-AGER/TLR2, S100A9, S100B, SAA1, or SAA3 candidates.	Related DAMP/TLR biology was not substituted for exact ligand-receptor evidence; absence is search-bounded.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000033	M24A-B003-NE-009		search_boundary	local:work/module24a/module24a_extraction_queue.tsv	negative_evidence	unresolved	negative_evidence	unresolved	Batch 003 bounded primary search	No qualifying exact SCI pair was validated for Vcan-TLR2, ATP-KCNJ8, ATP-TRPM4, CCL11-CCR2/CCR3, CCL2-CCR3, CCL24-CCR3, CCL27-CCR10, CCL28-CCR3, or the listed CCL4/5/7/8 receptor substitutions.	Validated CCL2-CCR2 and CCL28-CCR10 function was not generalized to adjacent receptor candidates.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000034	M24A-B004-EVID-025	M24B-E000025	primary_research_paper	PMID:9115216	primary_experiment	human	direct_edge	high molecular; low SCI relevance	Primary chemokine receptor pharmacology study	CCL8/MCP-2 bound and functionally engaged CCR2B in human monocytes.	Queue specifies mouse; no SCI model; retained as comparator-only context.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000035	M24A-B004-EVID-026	M24B-E000026	primary_research_paper	PMID:29281969; PMCID:PMC5745793; DOI:10.1186/s12865-017-0237-5	primary_experiment	human	direct_edge	high molecular; low SCI relevance	Primary chemokine receptor pharmacology study	CCL8 bound and activated CCR3 in a recombinant human receptor system.	No mouse SCI context; retained as comparator-only context.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000036	M24A-B004-EVID-027	M24B-E000027	primary_research_paper	PMID:40075472	primary_experiment	mouse	contextual_support	high	Primary SCI receptor-function study	CX3CL1/CX3CR1 supported microglial migration, wound repair, and axon preservation after SCI.	No purified binding assay; genetic receptor evidence is functional rather than biochemical.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000037	M24A-B004-EVID-028	M24B-E000028	primary_research_paper	PMID:31045582; PMCID:PMC6538362	primary_experiment	mouse	direct_edge	high	Primary SCI receptor pharmacology study	CXCL1/CXCR2 promoted neutrophil mobilization in a C3aR1/PTEN-modulated inflammatory relay.	Receptor pharmacology and migration, not purified binding.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000038	M24A-B004-EVID-029	M24B-E000029	primary_research_paper	PMID:30257241; DOI:10.1159/000493825	primary_experiment	rat	direct_edge	medium-high	Primary spinal ischemia-reperfusion receptor study	CXCL10/CXCR3 pharmacologic blockade altered sequential glial activation and inflammatory pain.	Ischemia-reperfusion rather than contusion; no purified binding.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000039	M24A-B004-EVID-030	M24B-E000030	primary_research_paper	PMID:41146716; PMCID:PMC12554141	primary_experiment	mouse	contextual_support	medium	Primary SCI transcriptomic/context study	CXCL2/CXCR2 was associated with granulocyte recruitment in an inflammatory microglial program after contusion SCI.	No CXCL2 or CXCR2 perturbation specific to this edge; retain as pathway context, not direct receptor proof.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000040	M24A-B004-EVID-031	M24B-E000031	primary_research_paper	PMID:41407981; DOI:10.1007/s12035-025-05477-1	primary_experiment	mouse	direct_edge	medium-high	Primary SCI scar relay study	CXCL3/CXCR2-associated signaling promoted macrophage-fibroblast crosstalk and fibrous scar formation.	No purified binding; inhibitor specificity and administration route limit causality.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000041	M24A-B004-EVID-032	M24B-E000032	primary_research_paper	PMID:27717828; DOI:10.1016/j.neulet.2016.10.004	primary_experiment	rat	contextual_support	medium-high	Primary peripheral-nerve injury comparator	CXCL5/CXCR2 signaling contributed to neuropathic pain through GSK-3beta in a chronic nerve-injury comparator.	Not traumatic SCI; rat comparator retained separately from SCI evidence.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000042	M24A-B004-EVID-033	M24B-E000033	primary_research_paper	PMID:36618360	primary_experiment	mouse	contextual_support	medium	Primary peripheral-nerve injury comparator	XCL1/XCR1 blockade and ligand manipulation implicated the axis in neuropathic pain after peripheral nerve injury.	No traumatic SCI model; ITGA9 was also implicated, so receptor attribution is not exclusive.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000043	M24A-B004-EVID-034	M24B-E000034	primary_research_paper	PMID:41407858; PMCID:PMC12823418; DOI:10.1038/s41586-025-09887-y	primary_experiment	mouse	direct_edge	high	Primary SCI CCN1/SDC4 study	CCN1 binding to microglial SDC4 was supported in an incomplete-SCI repair context.	Downstream lipid buffering is context dependent; direct binding details should remain as reported by the primary paper.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000044	M24A-B004-EVID-035	M24B-E000035	primary_research_paper	PMID:41407858; PMCID:PMC12823418	primary_experiment	mouse	contextual_support	high	Primary SCI CCN1/SDC4 study	Causal Ccn1 depletion linked the CCN1-SDC4 axis to microglial debris processing and neurologic recovery.	Causal depletion establishes relay/function and is not an independent purified binding experiment.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000045	M24A-B004-EVID-036	M24B-E000008	primary_research_paper	PMCID:PMC9713475	primary_experiment	rat; human comparator	direct_edge	medium-high	Primary SCI MET/P2X7 study	The batch-004 queue target is supported by the existing LL37/P2X7R evidence record and edge.	Co-IP is not purified binding; no receptor knockout or isolated LL37 necessity experiment.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000046	M24A-B004-EVID-037	M24B-E000001;M24B-E000002	primary_research_paper	PMID:41390852; PMCID:PMC12717188	primary_experiment	mouse	contextual_support	high	Primary SCI complement/lipid study	The batch-004 queue target is supported by the existing foam-cell lipid to C1q evidence record and edge.	No C1q receptor or direct lipid-sensor edge established.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000047	M24A-B004-EVID-038	M24B-E000004	primary_research_paper	PMID:15258577; DOI:10.1038/nm1082; PMCID:PMC2718350; PMID:19666625	primary_experiment	rat; mouse	direct_edge	medium-high	Primary SCI purinergic pharmacology	The batch-004 queue target is supported by existing ATP/P2X7R evidence and edges.	Antagonists have selectivity limitations; BBG is not receptor-exclusive.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000048	M24A-B004-EVID-039	M24B-E000006	primary_research_paper	PMID:42002569; PMCID:PMC13221473; DOI:10.1038/s41419-026-08596-2	primary_experiment	mouse	direct_edge	high	Primary SCI multi-step purinergic study	The batch-004 queue target is supported by the existing P2Y12R relay evidence and edge.	Multi-step nanoparticle/restoration system; not a direct ATP-to-P2Y12 binding experiment.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000049	M24A-B004-EVID-040	M24B-E000003	primary_research_paper	PMID:41660680; PMCID:PMC12884443	primary_experiment	mouse	contextual_support	high	Primary SCI TREM2 study	The batch-004 queue target is supported by the existing myelin-debris/TREM2 evidence and edge.	No purified debris-TREM2 binding; effects are timing dependent.	contextual_or_unresolved	true	A-layer evidence retained without directness promotion.
M24B-EVID-000050	M24A-B004-NE-010		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:30257241; PMID:37475184	negative_evidence	unresolved	negative_evidence	unresolved	Batch 004 bounded primary search	No qualifying SCI evidence was validated for CXCL10-CCR3 activation or relay.	CXCL10-CXCR3 is supported; CCR3 substitution is not.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000051	M24A-B004-NE-011		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:29712506	negative_evidence	unresolved	negative_evidence	unresolved	Batch 004 bounded primary search	No qualifying causal SCI receptor/function edge was validated for CXCL11-CCR3 or CXCL11-CXCR3.	CXCL11 increased in nerve injury, but the cited perturbations did not establish the queued causal relay.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000052	M24A-B004-NE-012		search_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:29712506; PMID:23302888	negative_evidence	unresolved	negative_evidence	unresolved	Batch 004 bounded primary search	No qualifying traumatic-SCI causal edge was validated for CXCL9-CCR3 or CXCL9-CXCR3.	Related CXCL9/CXCR3 CNS context does not support these exact queued edges.	contextual_or_unresolved	false	A-layer evidence retained without directness promotion.
M24B-EVID-000053	M24A-B001-EVID-041	M24B-E000036	primary_research_paper	PMID:22106258; PMCID:PMC3250136; DOI:10.1073/pnas.1112482108	primary_experiment	human comparator	direct_edge	high	Primary APC-PAR1 mechanistic study	APC engages EPCR and activates PAR1 in a biased receptor-complex relay that activates Rac1 and protects endothelial barrier function.	Comparator mechanism; not a purified SCI assay and EPCR was not independently blocked in the SCI study.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000054	M24A-B001-EVID-042	M24B-E000037	primary_research_paper	PMID:28122028; PMCID:PMC5266300; DOI:10.1371/journal.pone.0170512	primary_experiment	mouse	contextual_support	high	Primary contusive-SCI APC/PAR1 study	APC improved SCI outcomes in wild-type mice, while APC did not add benefit in PAR1-null mice, supporting PAR1-dependent functional signaling.	APC release was not measured endogenously; EPCR contribution and purified in vivo binding were not isolated.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000055	M24A-B001-EVID-043	M24B-E000038	primary_research_paper	PMID:26634895; PMCID:PMC4753273; DOI:10.1113/JP271152	primary_experiment	mouse	direct_edge	medium-high	Primary spinal kinin study	Bradykinin disrupted spinal motor-network activity and induced microglial GDNF expression through B2R-associated signaling in an SCI-related model.	Neonatal and microglial model; not adult lesion-core vascular signaling; BDKRB1 was not established in this record.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000056	M24A-B001-EVID-044	M24B-E000039	primary_research_paper	PMID:31045582; PMCID:PMC6538362; DOI:10.1172/jci.insight.98254	primary_experiment	mouse	direct_edge	high	Primary SCI C3aR1 study	C3a/C3aR1 signaling was linked to PTEN-mediated restraint of CXCR2/PI3K-AKT neutrophil mobilization and improved recovery.	No purified binding assay; initiating convertase and complete cell-source attribution remain unresolved.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000057	M24A-B001-EVID-045	M24B-E000040	primary_research_paper	PMID:25904802; PMCID:PMC6605214; DOI:10.1523/JNEUROSCI.5218-14.2015	primary_experiment	mouse	direct_edge	high	Primary SCI C5aR study	C5aR1 loss or early blockade improved acute recovery, whereas prolonged blockade impaired later repair, demonstrating time- and compartment-dependent C5a signaling.	No purified binding assay; C5aR2-specific SCI contribution and initiating convertase were not resolved.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000058	M24A-B001-EVID-046	M24B-E000041	primary_research_paper	PMID:35399122; PMCID:PMC8995373; DOI:10.1038/s41420-022-00997-4	primary_experiment	rat	direct_edge	medium-high	Primary SCI thrombin/PAR1 astrocyte study	Thrombin and PAR1 increased at the lesion; thrombin induced astrocyte reactivity and inflammatory signaling through MAPK/NF-kB-associated pathways.	PAR1 specificity and upstream thrombin source are pharmacologically bounded; PAR3/PAR4 were not tested in this SCI study.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
M24B-EVID-000059	M24A-B001-EVID-047	M24B-E000041	primary_research_paper	PMID:28122028; PMCID:PMC5266300; DOI:10.1371/journal.pone.0170512	primary_experiment	mouse	contextual_support	high	Primary contusive-SCI PAR1 study	PAR1 loss reduced acute inflammatory injury and improved recovery; APC produced a similar benefit in wild-type but not PAR1-null mice.	The study distinguishes biased PAR1 outcomes but does not purify thrombin-PAR1 binding in SCI.	downstream_or_functional	true	A-layer evidence retained without directness promotion.
M24B-EVID-000060	M24A-B001-EVID-048	M24B-E000042	primary_research_paper	PMID:10766244; DOI:10.1038/35007085	primary_experiment	mouse comparator	direct_edge	medium molecular; low SCI relevance	Primary platelet thrombin-PAR3/PAR4 study	Thrombin-PAR3/PAR4 complex behavior is supported in mouse platelets, with PAR3 acting mainly as an accessory factor for PAR4 activation.	No traumatic-SCI model; do not project platelet-complex function to lesion tissue.	ligand_receptor_or_direct_molecular	true	A-layer evidence retained without directness promotion.
