candidate_id	source_a_status	b_status	layer1_status	layer2_status	layer3_status	species_posture	injury_context_posture	next_gap
M24A-Q0152	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human	recombinant receptor comparator	mouse SCI relevance absent
M24A-Q0153	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	mouse	SCI	CX3CL1/CX3CR1 SCI migration and wound-repair evidence are supported; purified binding and exact cell-specific necessity remain unresolved
M24A-Q0154	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	not_direct_binding	reviewed_supported	reviewed_supported	mouse	traumatic SCI	CXCL1/CXCR2 and C3aR1/PTEN neutrophil relay evidence are supported in traumatic SCI; purified binding and source attribution remain unresolved
M24A-Q0155	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	not_direct_binding	not_assessed	not_assessed	mouse	SCI candidate	no exact edge
M24A-Q0156	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	not_direct_binding	reviewed_supported	reviewed_supported	rat	spinal ischemia-reperfusion	CXCL10/CXCR3 spinal ischemia-reperfusion relay/function is supported; contusion-SCI transfer and purified binding remain unresolved
M24A-Q0157	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	not_direct_binding	not_assessed	not_assessed	mouse	SCI candidate	no exact edge
M24A-Q0158	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	not_direct_binding	not_assessed	not_assessed	mouse	SCI candidate	no causal edge
M24A-Q0159	REVIEWED_SUPPORTED_CONTEXT	REVIEWED_SUPPORTED_CONTEXT	not_direct_binding	reviewed_supported	not_assessed	mouse	contusion SCI	transcriptomic context only
M24A-Q0160	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	not_direct_binding	reviewed_supported	reviewed_supported	mouse	traumatic SCI	CXCL3/CXCR2 macrophage-fibroblast SCI relay is supported; purified binding and inhibitor specificity remain unresolved
M24A-Q0161	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	not_direct_binding	reviewed_supported	reviewed_supported	rat	nerve injury comparator	not traumatic SCI
M24A-Q0162	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	not_direct_binding	not_assessed	not_assessed	mouse	SCI candidate	no exact edge
M24A-Q0163	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	not_direct_binding	not_assessed	not_assessed	mouse	SCI candidate	no causal edge
M24A-Q0164	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	not_direct_binding	reviewed_supported	not_assessed	mouse	peripheral nerve injury	not traumatic SCI
M24A-Q0165	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	reviewed_supported	reviewed_supported	reviewed_supported	mouse	incomplete SCI	CCN1-SDC4 binding/proximal and functional incomplete-SCI context is supported; binding-site details and model specificity remain unresolved
M24A-Q0166	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	not_direct_binding	reviewed_supported	reviewed_supported	mouse	incomplete SCI	CCN1-SDC4 neurologic-recovery function is supported through the linked record; direct binding is not asserted for this functional row
M24A-Q0167	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	rat; human comparator	T10 contusion SCI	LL37/extracellular-trap P2X7R receptor/function context is supported; co-IP is not purified binding and exact ligand form remains unresolved
M24A-Q0168	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	context_supported	not_assessed	reviewed_supported	mouse	T10 forceps-clamp SCI	C1q receptor unresolved
M24A-Q0169	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	rat; mouse	traumatic SCI	Extracellular ATP/P2X7R SCI function is supported; antagonist selectivity and ATP source/receptor necessity remain unresolved
M24A-Q0170	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	not_direct_binding	reviewed_supported	reviewed_supported	mouse	T10 contusion SCI	P2Y12R-CD39/CD73-adenosine-A1R multistep SCI repair context is supported; direct ATP-P2Y12 binding and nanoparticle/restoration confounds remain unresolved
M24A-Q0171	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	mouse	T10 crush SCI	Myelin-debris/TREM2 SCI relay/function context is supported; purified binding, debris identity, timing, and cell-specific necessity remain unresolved
M24A-Q0001	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	mouse;human-cell comparator	contusive SCI;endothelial comparator	APC/EPCR/PAR1 receptor-complex and SCI function are supported; endogenous APC release, purified SCI binding, and complete EPCR/PAR1 assignment remain unresolved
M24A-Q0002	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	rat	neonatal SCI;microglia culture;ischemia-reperfusion SCI	BDKRB2 pharmacology and SCII functional protection are supported, and des-Arg9-bradykinin/BDKRB1 post-SCI bladder pharmacology is supported; purified BDKRB1 binding, endogenous kallikrein processing, and lesion-core receiver attribution remain unresolved
M24A-Q0003	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	fragment_context_supported	reviewed_supported	reviewed_supported	mouse;human comparator	traumatic contusive SCI plus comparator	C3a-C3aR1 and C5a-C5aR1 receptor/function are supported, including the C3aR1-NF-kB p65/Nrf2/UCHL1 NSC relay; C5a/C5a-desArg-C5L2/C5aR2 binding and clearance are supported in human comparator systems, but C5aR2/C5L2 SCI causality, cross-receptor assignments, and intact precursor edges remain unresolved
M24A-Q0004	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	reviewed_supported	reviewed_supported	reviewed_supported	rat;human comparator	contusion SCI;primary astrocyte and cofactor comparator	Factor Xa/PAR2 activation is supported under tissue-factor/cofactor comparator conditions, while the exact SCI activating protease remains unresolved
M24A-Q0005	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	mouse;rat	contusive SCI;root-compression comparator;platelet comparator	Thrombin-PAR1 SCI evidence is supported; PAR3/PAR4 remain comparator platelet branches and purified SCI binding is unresolved
M24A-Q0006	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	fragment_context_supported	not_assessed	not_assessed	mouse	SCI candidate	Do not substitute C3a for intact C3; exact endogenous precursor-receptor edge not validated
M24A-Q0007	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	fragment_context_supported	reviewed_supported	reviewed_supported	mouse	traumatic SCI	C3a-C3aR1 receptor-proximal and SCI function are supported; purified binding and exact fragment source remain unresolved
M24A-Q0008	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	fragment_context_supported	not_assessed	not_assessed	mouse	SCI candidate	Cross-receptor assignment not validated
M24A-Q0009	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	fragment_context_supported	not_assessed	not_assessed	mouse	SCI candidate	Exact C4a receptor engagement not validated in SCI
M24A-Q0010	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	fragment_context_supported	not_assessed	not_assessed	mouse	SCI candidate	C5a-C5aR1 is supported separately; C5a-to-C3aR1 not validated
M24A-Q0011	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	fragment_context_supported	reviewed_supported	reviewed_supported	mouse	contusive SCI	C5a-C5aR1 phase-dependent SCI relay is supported; purified binding, C5aR2 contribution, and precursor/convertase source remain unresolved
M24A-Q0012	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	not_direct_binding	not_assessed	not_assessed	unresolved	SCI candidate	Hc identity unresolved; do not equate Hc with C5a
M24A-Q0013	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	mouse;human comparator	non-SCI hematopoietic and recombinant models	Direct pharmacology; no SCI release or injury-context evidence
M24A-Q0014	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human;rabbit;guinea-pig comparator	non-SCI recombinant/native tissue	Weaker full agonism; no endogenous SCI release
M24A-Q0015	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	guinea-pig comparator	non-SCI native tissue	Low-potency pharmacology; no SCI evidence
M24A-Q0016	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human;mouse comparator	recombinant/native tissue;SCI comparator	Exogenous NKA pharmacology; injury-induced release not established
M24A-Q0017	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human;mouse comparator	recombinant/native tissue	Direct receptor pharmacology; no NKA-Tacr2 SCI intervention
M24A-Q0018	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	recombinant/native tissue	Weak cross-reactivity; no SCI evidence
M24A-Q0019	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	recombinant receptor	Low-affinity pharmacology only; no strong functional SCI evidence
M24A-Q0020	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	mouse comparator	native tissue pharmacology	Nonpreferred pharmacology; no direct SCI evidence
M24A-Q0021	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	cloned receptor and recombinant cells	High-affinity cognate pharmacology; no SCI perturbation
M24A-Q0022	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	rat comparator	brain autoradiography	Binding-site evidence with limited functional attribution
M24A-Q0023	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	mouse;rat comparator	native tissue and autoradiography	Receptor assignment indirect; no SCI evidence
M24A-Q0024	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	rat;mouse comparator	SCI and recombinant/native models	Substance P/Tacr1 pharmacology and SCI function are supported; endogenous release and purified binding/receptor necessity remain unresolved
M24A-Q0025	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human;mouse comparator	recombinant/native tissue	Direct pharmacology; no SP-Tacr2 SCI evidence
M24A-Q0026	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	cloned receptor	Lower-potency cross-reactivity; no SCI evidence
M24A-Q0027	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	rat;mouse	SCI autonomic and progenitor models	Tac1-derived SP/Tacr1-associated SCI function is supported; precursor processing/release and direct Tac1-protein binding are not asserted
M24A-Q0028	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	rat comparator	spinal pharmacology	Precursor normalized to NKA; no direct Tac1 release-to-Tacr2 SCI experiment
M24A-Q0029	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	mouse;human comparator	hematopoietic and recombinant models	Peptide-derived edge; no SCI release or injury-context evidence
M24A-Q0030	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	recombinant and differentiated HL-60/neutrophils	Exogenous ligand pharmacology; no SCI release evidence
M24A-Q0031	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	recombinant and differentiated HL-60/neutrophils	Cell-state-dependent efficacy; no SCI release evidence
M24A-Q0032	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	recombinant/neutrophil/astrocytoma models	Release shown after PAR1 stimulation in astrocytoma comparator, not SCI
M24A-Q0033	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	recombinant and differentiated HL-60/neutrophils	Weak primary-neutrophil activity; no SCI release evidence
M24A-Q0034	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human;mouse comparator	recombinant FPR cells and mouse neutrophils	Direct binding/activation pharmacology; no SCI evidence
M24A-Q0035	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human;mouse comparator	recombinant FPR cells and mouse neutrophils	Direct receptor-function pharmacology; no SCI evidence
M24A-Q0036	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	mouse comparator	BMDM and osteoclast models	Antagonist/pertussis-toxin/knockout support; no SCI evidence and alternate receptor context exists
M24A-Q0037	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	fragment_context_supported	reviewed_supported	reviewed_supported	mouse	traumatic SCI	Duplicate receptor seed linked to validated M24A-E039; no new edge created
M24A-Q0038	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	fragment_context_supported	not_assessed	not_assessed	human;mouse comparator	SCI candidate	Noncognate assignment not promoted; explicit boundary
M24A-Q0039	REVIEWED_BOUNDARY	REVIEWED_BOUNDARY	fragment_context_supported	not_assessed	not_assessed	human;mouse comparator	SCI candidate	No direct SCI edge; weak engineered cross-reactivity not promoted
M24A-Q0040	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	fragment_context_supported	reviewed_supported	reviewed_supported	mouse	contusive SCI	Duplicate receptor seed linked to validated M24A-E040; no new edge created
M24A-Q0041	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	mouse;human comparator	non-SCI comparator	Duplicate seed; linked to M24A-E043
M24A-Q0042	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human;rabbit;guinea-pig comparator	non-SCI comparator	Duplicate seed; linked to M24A-E044
M24A-Q0043	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	guinea-pig comparator	non-SCI comparator	Duplicate seed; linked to M24A-E045
M24A-Q0044	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human;mouse comparator	non-SCI comparator	Duplicate seed; linked to M24A-E046
M24A-Q0045	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human;mouse comparator	non-SCI comparator	Duplicate seed; linked to M24A-E047
M24A-Q0046	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	non-SCI comparator	Duplicate seed; linked to M24A-E048
M24A-Q0047	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	non-SCI comparator	Duplicate seed; linked to M24A-E049
M24A-Q0048	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	mouse comparator	non-SCI comparator	Duplicate seed; linked to M24A-E050
M24A-Q0049	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	non-SCI comparator	Duplicate seed; linked to M24A-E051
M24A-Q0050	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	rat comparator	non-SCI comparator	Duplicate seed; linked to M24A-E052
M24A-Q0051	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	mouse;rat comparator	non-SCI comparator	Duplicate seed linked to M24A-E053
M24A-Q0052	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	rat;mouse comparator	SCI and comparator models	Duplicate seed linked to validated M24A-E054; no new edge created
M24A-Q0053	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human;mouse comparator	non-SCI comparator	Duplicate seed linked to M24A-E055
M24A-Q0054	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	non-SCI comparator	Duplicate seed linked to M24A-E056
M24A-Q0055	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	non-SCI comparator	Duplicate seed linked to M24A-E060
M24A-Q0056	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	non-SCI comparator	Duplicate seed linked to M24A-E061
M24A-Q0057	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	non-SCI comparator	Duplicate seed linked to M24A-E062
M24A-Q0058	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	not_assessed	human comparator	non-SCI comparator	Duplicate seed linked to M24A-E063
M24A-Q0059	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	REVIEWED_SUPPORTED_DOWNSTREAM_CONTEXT	context_supported	not_assessed	reviewed_supported	mouse	T10 forceps-clamp SCI	Read-only reuse linked to M24A-E002; receptor assignment unresolved
M24A-Q0060	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	rat;mouse	traumatic SCI	Read-only reuse linked to validated M24A-E004/E005; antagonist selectivity limits remain
M24A-Q0061	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	not_direct_binding	reviewed_supported	reviewed_supported	mouse	T10 contusion SCI	Read-only reuse linked to validated M24A-E006/E007; direct ATP-P2Y12 binding is not claimed
M24A-Q0062	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	context_supported	reviewed_supported	reviewed_supported	mouse;rat	traumatic SCI	BLT1 receptor evidence and rat SCI LTB4-release/PMN functional context are supported by M24A-E009 and M24A-E146; BLT2-specific SCI receptor causality remains unresolved
M24A-Q0063	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	REVIEWED_SUPPORTED_WITH_PAIR_LIMIT	not_direct_binding	reviewed_supported	reviewed_supported	mouse;rat	SCI and comparator injury	MMP2/MMP9 SCI apoptosis and vascular-inflammatory pathway function are supported by M24A-E149; exact MMP-to-receptor activation remains unresolved
