curation_id	pair_key	module	species	tf_symbol	target_symbol	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	external_record_keys	source_registries	public_reference_pmids	public_effect_polarities	public_verification_statuses	tf_entity_ids	target_entity_ids	tf_frozen_match_status	target_frozen_match_status	tf_role_present	target_role_present	cell_type_context	stimulus_context	shared_paper_status	cross_module_status	limitations	notes	graph_materialization_status
PUBTF-AGENT-00023	human|PDX1|INS	22B	human	PDX1	INS	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005411;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000134:a0c94ce85166;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005410	OmniPath_DoRothEA;TRRUST	10331405;10385428;10390156;10393088;10426567;10440129;10485916;10545530;10545531;10567373;10567702;10585868;10629047;10636926;10672004;10720084;10748090;10802714;10866047;10868963;10905482;10924326;11003654;11024035;11078452;11117522;11181516;11270685;11272196;11289043;11309388;11316746;11423476;11428722;11457885;11477691;11549279;11756538;11799123;11834725;11914043;12099699;12130581;12150938;12193567;12426319;12475772;12503852;12606496;12665509;12684063;12756298;12783165;12829640;14550306;14701848;15001545;15028719;15144883;15144884;15153417;15166251;15180990;15367896;15479216;15496408;15650027;15664997;15664999;15743769;15790780;15793239;15818739;15862113;15885879;15896300;15899968;15944145;15963917;15993959;16055439;16141209;16148004;16280646;16293776;16405074;16461554;16505238;16543365;16549443;16675598;16741735;16814095;16887799;16901969;17045527;17048266;17150967;17161985;17226789;17259388;17299038;17299998;17312465;17317781;17449132;17451835;17512083;17569705;17583748;17592437;17627512;17705277;17706592;17709883;17784830;17785922;17900743;17927952;17938503;17991720;17991758;18252719;18274620;18338074;18360684;18361919;18406800;18468239;18754323;18772243;18778246;18951876;1915886;19245309;19264802;19275670;19380737;19383399;19393272;1944296;19515026;19689288;19775518;19785038;19833727;19901909;20007976;20215568;20339896;20531294;20587146;20692413;20811152;20849816;20886630;20943817;20962579;21063109;21076579;21108535;21278380;21335550;21393239;21506889;21540283;21774670;21931641;22028710;22150363;22167125;22172402;22253604;22563503;22570331;22801105;22905092;22961564;22968147;22974359;23031216;23147868;23153982;23382704;23434589;23562832;23627894;23703573;23737644;23796517;23853095;23927931;24379916;24472553;24487024;24504462;24631481;24885418;25041077;25628604;25794287;25845046;25981637;26082830;26252949;26345820;26471305;26994512;27386488;28036027;28058181;28397308;28490609;29096722;29180680;29422234;30262289;30383252;31683099;32243891;33060578;35279781;35562869;35673487;36093804;36212267;36272648;36527342;37632262;7491105;7568086;7575438;7708065;7901001;7937976;7980425;8354388;8483904;8635654;8697303;8799146;8866550;8922372;8954967;8986763;8988180;9166897;9199333;9230347;9252422;9453241;9482663;9604866;9628281;9637677;9649577;9873045	activating_target;unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	not verified	not verified	not_assessed	none_claimed	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10426567;10567373;10585868;20886630.	review_ledger_only
PUBTF-AGENT-00024	human|STAT6|CCL26	22B	human	STAT6	CCL26	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	11544308	15589317	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008150;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008151	TRRUST	11544308;15589317;18342537	activating_target;unknown	unverified_public_record	13290	11561	mapped_unique	mapped_unique	true	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=11544308;15589317; direct_evidence_pmids=11544308;15589317; source_lead_pmids=11544308;15589317.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00025	human|YY1|CXCR4	22B	human	YY1	CXCR4	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	10229837	11145693	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009180;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000109:c12144fc5935;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:009181	OmniPath_DoRothEA;TRRUST	10229837;11145693;12571248;14563373;15737629;15805285;18339860;20068066	repressing_target;unknown	unverified_public_record		11687	absent_from_frozen_graph	mapped_unique	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=10229837;11145693;12571248;15737629;15805285;20068066; direct_evidence_pmids=10229837;11145693;12571248;15737629;15805285;20068066; source_lead_pmids=10229837;11145693;12571248;15737629;15805285;20068066.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00026	human|HNF1A|CRP	22B	human	HNF1A	CRP	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002995;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002473:0c189080b0eb	OmniPath_DoRothEA;TRRUST	12762846;18292576;18439552;19280766;20716378;20724646;21062467;21176092;21195701;21647738;21700917;21814873;2265613;22788528;23803251;24671014;25411618;27460564;29330688;32693751;35873425;7916620;8703909	activating_target;unknown	unverified_public_record		11667	absent_from_frozen_graph	mapped_unique	false	false	not verified	not verified	not_assessed	none_claimed	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=18292576;8703909.	review_ledger_only
PUBTF-AGENT-00027	human|FOXM1|MYC	22B	human	FOXM1	MYC	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	23804320	18206647	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002250;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002099:892a3e3b5499	OmniPath_DoRothEA;TRRUST	16965535;18020943;18206647;18408007;19235838;20658516;21305641;23022474;23804320;24314213;26820938;33723252	activating_target	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Cancer-cell and FOXM1c isoform context.	Supervised literature promotion round 2026-08-26: FOXM1c directly transactivates the human MYC promoter through its TATA-box region.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00028	human|TBX21|IFNG	22B	human	TBX21	IFNG	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	12938094	24752800	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008236;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000443:b901bdae1891;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008235	OmniPath_DoRothEA;TRRUST	10761931;11752460;11786644;11823483;11973136;12006974;12055627;12121657;12370350;12802010;12893768;12938094;13679385;14580308;15007632;15131585;15158185;15238607;15241679;15304658;15528324;15539157;15684054;15684083;15765404;15806396;15879087;15879125;15905519;15908366;16177104;16204645;16220539;16237092;16393991;16434488;16473879;16476055;16498264;16520391;16670261;16713975;16737784;16785492;16827899;16865709;16951337;17046061;17195845;17215482;17229448;17296784;17301952;17339440;17541280;17575072;17624433;17625103;17705132;17785289;17923685;17982028;18178806;18300036;18391779;18418398;18549677;18549798;18768831;18819071;18973099;19050254;19050290;19119024;19124719;19139168;19178593;19208458;19286569;19348920;19384057;19567069;19631565;19634682;19689734;19714576;19818655;19879772;20028652;20056084;20237464;20477022;20574006;20643337;20977921;21091910;21151104;21182077;21182916;21239533;21321581;21498517;21507199;21518797;21540308;21559410;21624129;21642544;21699708;21820330;21873526;21983879;22018704;22078635;22084435;22154007;22240120;22258560;22496903;22504655;22521571;22685315;22772450;22773863;22851706;23036692;23041064;23232398;23334414;23616576;23761633;23768572;24006458;24142468;24415943;24425064;24530058;24584090;24752800;24901011;25126745;25225458;25225667;25398328;25404360;25495780;25726583;26156402;26330806;26709219;26714756;26749212;26916970;26994218;27053161;27125523;27226296;27324129;27326537;27803062;28088699;28424242;28455436;28469791;28623086;29133416;29143979;29212666;29508278;29524223;29577371;29615105;29892278;29892388;29977172;30232200;30442915;30548981;30817215;31066255;31076359;31295271;31572375;31844326;32363121;32377535;32591391;32765448;33847401;35186781;35639959;35660024;35867676;35894707;36323740;36756120;36897958;36989741;37450574	activating_target;unknown	unverified_public_record		12444	absent_from_frozen_graph	mapped_unique	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=12938094;24752800; direct_evidence_pmids=12938094;24752800; source_lead_pmids=12938094;16498264;16737784;17705132;19879772;20056084;21507199;22521571;24752800.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00029	mouse|Runx2|Bglap2	22B	mouse	Runx2	Bglap2	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	21471200	27514023	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004917;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004916;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004979	TRRUST	15292260;17439944;18821584;19324883;20717926;21471200;24106268;12151083	activating_target;unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Mouse osteoblast differentiation context.	Supervised literature promotion round 2026-08-26: RUNX2 binds Bglap2 regulatory regions; RUNX2 phosphorylation is required for active chromatin and Bglap2 expression in mouse osteoblasts.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00030	human|USF1|APOA5	22B	human	USF1	APOA5	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	15684402	18572192	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008822;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001699:23dc50dbebfe;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008823	OmniPath_DoRothEA;TRRUST	15684402;15941710;16680034;18572192;20054229	activating_target;unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=15684402;18572192; direct_evidence_pmids=15684402;18572192; source_lead_pmids=15684402;18572192.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00031	human|TWIST1|AKT2	22B	human	TWIST1	AKT2	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	21876555	22982861	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008742;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002097:fa3d121be48b	OmniPath_DoRothEA;TRRUST	17332325;18281467;18353781;20071663;21876555;22982861	activating_target	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=21876555;22982861; direct_evidence_pmids=21876555;22982861; source_lead_pmids=21876555;22982861.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00032	human|STAT4|MYC	22B	human	STAT4	MYC	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	10702306		TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008112;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000406:65cf5fa0ebd2	OmniPath_DoRothEA;TRRUST	10702306	activating_target	unverified_public_record	13286		mapped_unique	absent_from_frozen_graph	true	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=10702306; direct_evidence_pmids=10702306; source_lead_pmids=10702306.	review_ledger_only
PUBTF-AGENT-00033	mouse|Rel|Il12b	22B	mouse	Rel	Il12b	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	16166378	18523276	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004647;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:004648	TRRUST	16166378;17291992;18523276;7565674;11058167;15251981	activating_target;unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Mouse macrophage/innate-stimulus context.	Supervised literature promotion round 2026-08-26: Loss of mouse c-Rel/Rel impairs Il12b and Il23 subunit expression in macrophage responses.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00034	human|GATA1|EPOR	22B	human	GATA1	EPOR	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	23577103	7659529	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002368;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002367	TRRUST	16471262;23577103;7659529;8513868	activating_target;unknown	unverified_public_record		11866	absent_from_frozen_graph	mapped_unique	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Human erythroid differentiation context.	Supervised literature promotion round 2026-08-26: A GATA1 site is required for human EPOR promoter activity and GATA1 transactivates the promoter.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00035	human|DDIT3|TNFRSF10B	22B	human	DDIT3	TNFRSF10B	database_only_unverified	22B	database_curated_unverified	database_assertion	positive			TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001105;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002085:2b70942b8a16;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002086:903234f66655;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001106;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001107	OmniPath_DoRothEA;TRRUST	15322075;15994939;16024639;16332727;16613838;16985067;17273769;17455323;17493934;17575157;17652336;17684158;17804742;17968315;18172319;18193086;18281494;18341587;18413750;18593935;18794136;18852146;18974136;19037087;19074830;19345731;20154087;20157774;20159939;20360945;20837473;21044953;21127198;21150246;21282356;21292685;21601561;21660448;21697087;21703260;21726997;21797841;21801305;21903093;21941003;22004570;22008998;22065586;22328338;22400995;22848091;22982206;23053497;23247106;23247197;23261452;23335397;23554101;23615398;23700228;23708152;24074554;24078627;24188478;24213373;24276615;24453000;24612139;24866585;24930757;24994655;25023940;25320841;25321472;25596735;25770212;25867072;26203587;26349783;26846103;26884600;26983464;27039295;27222248;27260301;27496964;27512955;27581364;27603596;27731378;28032027;28228218;28270124;28467689;28471808;28706453;29070784;29164887;29218092;29434187;29535810;29702190;29744288;29964331;30221676;30297634;30359552;30359578;30423122;30463333;30551475;30642878;30674532;30692634;31102888;31546731;31987044;32124960;32441887;32506763;32604833;32722598;33142238;33841136;34599545;34999051;35744931;36675245;37525965;38026967;38073196	activating_target;repressing_target;unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	not verified	not verified	not_assessed	none_claimed	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=15322075;15994939;18593935;18794136;21044953;21726997;21941003.	review_ledger_only
PUBTF-AGENT-00036	human|RARA|SFTPB	22B	human	RARA	SFTPB	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:005864;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000034:ea6418534795	OmniPath_DoRothEA;TRRUST	10070102;10617585;11274148;15044588	activating_target;unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	not verified	not verified	not_assessed	none_claimed	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10070102.	review_ledger_only
PUBTF-AGENT-00037	human|IRF7|CXCL10	22B	human	IRF7	CXCL10	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	24701034	41361849	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003347;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004274:b1a3abad5a6c	OmniPath_DoRothEA;TRRUST	16253303;20483755;22196084;23405030;23900076;24701034;29858401;32494661;32508531;34824546;37701855	activating_target	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Human inflammatory-cell component; study also includes a mouse arthritis model.	Supervised literature promotion round 2026-08-26: ChIP-seq plus IRF7 perturbation supports direct positive regulation of CXCL10 in human monocyte/macrophage inflammatory programs.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00038	mouse|Nfatc2|Il4	22B	mouse	Nfatc2	Il4	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	positive	25037220	8668213	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003181;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000043:3300d194169c;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003180	OmniPath_DoRothEA;TRRUST	10069428;10772943;10894164;10970869;11150004;11687571;11781715;11897999;11937535;11956291;11973136;12093869;12150890;12218118;12355451;12594266;12757701;14573689;15048722;15539155;15684054;16352630;17645498;18217957;18962896;19915002;20404039;21799768;22164293;22226971;23612709;24420859;25037220;25114106;28791349;29056557;33079489;7759876;7930616;7989759;8284217;8313907;8524816;8612134;8668213;8674125;8943202;8986808;9133600;9300694;9310836;9430230;9516119;9845517;9857002;9916709;9200436	activating_target;unknown	unverified_public_record		12495	absent_from_frozen_graph	mapped_unique	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	T-cell activation and NFAT-complex context.	Supervised literature promotion round 2026-08-26: Recombinant NFAT1/Nfatc2 transactivates the IL4 promoter in T-cell assays.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00039	human|ATF6|XBP1	22B	human	ATF6	XBP1	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	unknown	24269637		TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000376;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001337:57372f5de7bf	OmniPath_DoRothEA;TRRUST	10958673;11779464;11850408;12949534;14742429;16772704;17464326;17578450;18206657;19322020;20003459;20709135;22246806;22386934;22829699;22865880;24269637;24302549;24366867;25312904;25928148;26838784;27052593;28524086;30287689;30396238;30625303;31176760;31226023;32145589;32788214;36916341;37025177	activating_target;unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=24269637; direct_evidence_pmids=24269637; source_lead_pmids=20003459;24269637.	review_ledger_only
PUBTF-AGENT-00040	human|BACH1|HMOX1	22B	human	BACH1	HMOX1	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	18550526	21982894	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000409;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001104:00b6c4371130;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000408	OmniPath_DoRothEA;TRRUST	11868390;12356737;12511571;14504288;14580148;14747657;15068251;15175654;15233805;15345141;15465821;15650398;15743416;15809329;15855052;16487038;16530877;16724942;16771696;16824198;17065227;17257585;17409198;17682061;17701549;17785948;17901053;17919492;17942419;18271013;18325350;18426999;18550526;18555605;18559366;18633191;18771089;18845130;18948842;19035757;19119918;19282658;19439223;19608619;19777608;19822148;19874887;20083128;20127796;20345481;20388958;20402460;20501657;20643109;21373270;21444915;21473739;21555518;21821145;21982894;22107958;22209722;22589053;22698995;22712528;22735309;22791292;23181164;23446334;23479260;23562577;23737527;23880309;24035498;24366869;24530569;24613086;24613679;24681888;24748974;24752012;24801208;25019514;25050144;25391381;25445350;25463280;25520741;25683492;26045540;26244607;26339767;26445536;26458773;26698668;26818766;27343195;27721085;27817989;27927768;27959382;27999449;28099425;28189672;28213091;28420366;28536120;28576353;28602161;28704479;28790431;28955775;29125538;29636091;29847158;30145824;30367621;30487665;30706605;30977589;31026585;31194955;31405954;31422075;31518892;31578032;32348741;32416241;32509156;32558263;32776961;33301881;33373621;33803317;33804125;34000376;34061198;34176941;35294485;35313207;35326205;35326209;35613665;35691510;36203316;36310300;36424585;36565308;36813742;37229827;37373300;37499888;37507910	repressing_target;activating_target	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=18550526;21982894; direct_evidence_pmids=18550526;21982894; source_lead_pmids=17409198;18550526;21982894.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00041	human|E2F4|BRCA1	22B	human	E2F4	BRCA1	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	negative	17106239	20133863	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001356;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002024:4dd2283bc675;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001355;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001357	OmniPath_DoRothEA;TRRUST	17001309;17106239;17531812;20133863;20818429;21670155;21701264;23108140;25650659;31604914	repressing_target;activating_target;unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=17106239;20133863;21701264;23108140; direct_evidence_pmids=17106239;20133863;21701264;23108140; source_lead_pmids=17106239;20133863;21701264;23108140.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00042	human|GLI1|BCL2	22B	human	GLI1	BCL2	hold_exact_pair	22B	abstract_verified_exact_pair_single_source	primary_literature_lead	positive	19074837		TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002520;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001367:f199956d03cc;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002521;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002522	OmniPath_DoRothEA;TRRUST	14555646;15520176;16410413;18203291;18357592;18524848;18842418;19028702;19074837;19736394;19860666;20024601;21135115;21170436;21625949;21747117;21940310;22087285;22301921;22848304;23167388;23791879;23792444;24165291;24384722;24451804;24661902;24739390;25855960;25945059;26026497;26339341;26718029;27446389;27784375;28945232;28965853;29441930;31036756;31960187;32766732;32982280;34282785;35051534;36573458;37477952	activating_target;repressing_target;unknown	unverified_public_record	12023	11343	mapped_unique	mapped_unique	true	true	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=19074837; direct_evidence_pmids=19074837; source_lead_pmids=19074837;21135115.	review_ledger_only
PUBTF-AGENT-00043	human|GATA2|PRG2	22B	human	GATA2	PRG2	database_only_unverified	22B	database_curated_unverified	database_assertion	negative			TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002430	TRRUST	10438731;9558404	repressing_target	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	not verified	not verified	not_assessed	none_claimed	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=10438731;9558404.	review_ledger_only
PUBTF-AGENT-00044	human|MYB|MYC	22B	human	MYB	MYC	promote_to_22B	22B	abstract_verified_exact_pair	primary_experiment_plus_independent_corroboration	unknown	11259163	16088151	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004121;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001772:d8e4be737daf;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:004120	OmniPath_DoRothEA;TRRUST	10688644;11259163;11259171;1497659;1588953;1594249;16088151;1679531;17077080;17587615;18408764;19609274;21261996;22110127;2233716;22910413;23079661;27888798;29317678;30103947;3058983;37082582;7654239;8382794;8474446;9596659	activating_target;unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false	as reported in abstract	as reported in abstract	not_assessed	none_claimed	Abstract-level adjudication; full-text details and species/context boundaries require manual follow-up.	Abstract triage: exact_pair_pmids=11259163;16088151;19609274; direct_evidence_pmids=11259163;16088151;19609274; source_lead_pmids=11259163;16088151;19609274.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-00045	human|FOXA1|ESR1	22B	human	FOXA1	ESR1	database_only_unverified	22B	database_curated_unverified	database_assertion	unknown			TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002166;OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004200:813658e6172a	OmniPath_DoRothEA;TRRUST	17671124;18818283;19261198;20501593;21572391;22596188;24290378;24452315;24484401;25752574;27496708;27524420;31029427;31400761;32235312;33468559;34561764;34680352;36056637	activating_target;unknown	unverified_public_record		11807	absent_from_frozen_graph	mapped_unique	false	false	not verified	not verified	not_assessed	none_claimed	TRRUST/DoRothEA source lead was not independently verified in the retrieved abstracts.	Abstract triage: exact_pair_pmids=none; direct_evidence_pmids=none; source_lead_pmids=20501593;24290378.	review_ledger_only
