review_id	pair_key	pair_label_canonical	review_priority	review_priority_rationale	original_confidence	search_status	last_worker_verdict	source_locators	support_kind	evidence_summary	limitations	disposition	decision_basis
M20A-CELLCHAT-REMAINING-0576	gaba-gad1_slc6a6 gabr_a3b3q	GABA-GAD1_SLC6A6 GABR_A3B3Q	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0591	gaba-gad1_slc6a8 gabr_a3b3e	GABA-GAD1_SLC6A8 GABR_A3B3E	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0593	gaba-gad1_slc6a8 gabr_a3b3q	GABA-GAD1_SLC6A8 GABR_A3B3Q	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0608	gaba-gad2_slc32a1 gabr_a3b3e	GABA-GAD2_SLC32A1 GABR_A3B3E	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0610	gaba-gad2_slc32a1 gabr_a3b3q	GABA-GAD2_SLC32A1 GABR_A3B3Q	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0625	gaba-gad2_slc6a1 gabr_a3b3e	GABA-GAD2_SLC6A1 GABR_A3B3E	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0627	gaba-gad2_slc6a1 gabr_a3b3q	GABA-GAD2_SLC6A1 GABR_A3B3Q	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0642	gaba-gad2_slc6a11 gabr_a3b3e	GABA-GAD2_SLC6A11 GABR_A3B3E	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0644	gaba-gad2_slc6a11 gabr_a3b3q	GABA-GAD2_SLC6A11 GABR_A3B3Q	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0659	gaba-gad2_slc6a12 gabr_a3b3e	GABA-GAD2_SLC6A12 GABR_A3B3E	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0661	gaba-gad2_slc6a12 gabr_a3b3q	GABA-GAD2_SLC6A12 GABR_A3B3Q	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0676	gaba-gad2_slc6a13 gabr_a3b3e	GABA-GAD2_SLC6A13 GABR_A3B3E	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0678	gaba-gad2_slc6a13 gabr_a3b3q	GABA-GAD2_SLC6A13 GABR_A3B3Q	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0693	gaba-gad2_slc6a6 gabr_a3b3e	GABA-GAD2_SLC6A6 GABR_A3B3E	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0695	gaba-gad2_slc6a6 gabr_a3b3q	GABA-GAD2_SLC6A6 GABR_A3B3Q	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0710	gaba-gad2_slc6a8 gabr_a3b3e	GABA-GAD2_SLC6A8 GABR_A3B3E	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0712	gaba-gad2_slc6a8 gabr_a3b3q	GABA-GAD2_SLC6A8 GABR_A3B3Q	8	cellchat_remaining_discovery	uncertain	completed_final_manual_adjudication	non_ligand_receptor	NA	invalid composite ligand notation	The submitted ligand token combines GABA with GAD and vesicular/transporter gene symbols; it is not the exact ligand entity used in GABA receptor assays.	GABA is the relevant transmitter, but the composite token was not substituted or promoted.	not_ligand_receptor	Focused manual re-review classified the submitted relationship as invalid ligand-receptor notation or wrong relationship.
M20A-CELLCHAT-REMAINING-0719	gast adgrg1	Gast Adgrg1	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/31462748/;https://pubmed.ncbi.nlm.nih.gov/?term=gast+adgrg1;https://europepmc.org/search?query=gast%20adgrg1	noncognate ligand-receptor assignment	The submitted gastrin–ADGRG1 relationship is not supported as an exact ligand-receptor pair. ADGRG1 is an adhesion GPCR; the cited review uses other adhesion-GPCR ligand mechanisms and does not establish gastrin binding or activation.	Gastrin is a gastrin/cholecystokinin-family peptide with established CCK receptor biology; family membership and a CellChat database annotation do not establish ADGRG1 binding.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0741	gja1 gja1	Gja1 Gja1	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/19706392/;https://pubmed.ncbi.nlm.nih.gov/7514508/	direct homotypic gap-junction channel formation	The cited studies show homotypic Cx43/GJA1 gap-junction channel formation, conductance, and dye coupling.	Connexin docking/channel formation is a cell-contact channel relationship, not a ligand-receptor edge in the submitted CellChat sense.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0742	gja1 gja5	Gja1 Gja5	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/11600419/;https://pubmed.ncbi.nlm.nih.gov/17557922/;https://pubmed.ncbi.nlm.nih.gov/17189315/	direct heterotypic gap-junction channel formation	Recombinant cell-pair electrophysiology supports heterotypic Cx43/GJA1-Cx40/GJA5 channels with characteristic conductance and gating.	Connexin channel docking is not a soluble ligand-receptor interaction.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0744	gja3 gja1	Gja3 Gja1	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/20664797/	direct heterotypic/heteromeric gap-junction channel formation	Recombinant expression and electrophysiology support Cx46/GJA3-Cx43/GJA1 heterotypic/heteromeric channels.	Connexin channel docking is not a soluble ligand-receptor interaction and depends on expression-system stoichiometry.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0745	gja3 gja3	Gja3 Gja3	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Gja3%20Gja3;https://europepmc.org/search?query=Gja3%20Gja3;https://pubmed.ncbi.nlm.nih.gov/8188753/;https://europepmc.org/article/MED/8188753	wrong_pair/non_ligand_receptor relationship	The submitted Cx46/Cx46 relationship is connexin homotypic or heterotypic gap-junction channel compatibility/communication biology, not a soluble ligand–receptor pair. Primary channel studies document or test the corresponding connexin combination but do not convert this contact/channel edge into a ligand–receptor edge.	Connexins are membrane channel subunits that dock as hemichannels; this is a cell-contact/channel assembly relationship rather than ligand binding to a receptor. Gap-junction compatibility, co-expression, adhesion, and electrical coupling were not treated as qualifying ligand–receptor evidence.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0746	gja3 gja5	Gja3 Gja5	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Gja3%20Gja5;https://europepmc.org/search?query=Gja3%20Gja5;https://pubmed.ncbi.nlm.nih.gov/7542941/;https://europepmc.org/article/MED/7542941	wrong_pair/non_ligand_receptor relationship	The submitted Cx46/Cx40 relationship is connexin homotypic or heterotypic gap-junction channel compatibility/communication biology, not a soluble ligand–receptor pair. Primary channel studies document or test the corresponding connexin combination but do not convert this contact/channel edge into a ligand–receptor edge.	Connexins are membrane channel subunits that dock as hemichannels; this is a cell-contact/channel assembly relationship rather than ligand binding to a receptor. Gap-junction compatibility, co-expression, adhesion, and electrical coupling were not treated as qualifying ligand–receptor evidence.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0747	gja3 gja6	Gja3 Gja6	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Gja3%20Gja6;https://europepmc.org/search?query=Gja3%20Gja6;https://pubmed.ncbi.nlm.nih.gov/8188753/;https://europepmc.org/article/MED/8188753;https://pubmed.ncbi.nlm.nih.gov/39539279/;https://europepmc.org/article/MED/39539279	wrong_pair/non_ligand_receptor relationship	The submitted Cx46/Cx50 relationship is connexin homotypic or heterotypic gap-junction channel compatibility/communication biology, not a soluble ligand–receptor pair. Primary channel studies document or test the corresponding connexin combination but do not convert this contact/channel edge into a ligand–receptor edge.	Connexins are membrane channel subunits that dock as hemichannels; this is a cell-contact/channel assembly relationship rather than ligand binding to a receptor. Gap-junction compatibility, co-expression, adhesion, and electrical coupling were not treated as qualifying ligand–receptor evidence.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0748	gja3 gjc1	Gja3 Gjc1	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Gja3%20Gjc1;https://europepmc.org/search?query=Gja3%20Gjc1;https://pubmed.ncbi.nlm.nih.gov/7542941/;https://europepmc.org/article/MED/7542941	wrong_pair/non_ligand_receptor relationship	The submitted Cx46/Cx45 relationship is connexin homotypic or heterotypic gap-junction channel compatibility/communication biology, not a soluble ligand–receptor pair. Primary channel studies document or test the corresponding connexin combination but do not convert this contact/channel edge into a ligand–receptor edge.	Connexins are membrane channel subunits that dock as hemichannels; this is a cell-contact/channel assembly relationship rather than ligand binding to a receptor. Gap-junction compatibility, co-expression, adhesion, and electrical coupling were not treated as qualifying ligand–receptor evidence.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0749	gja5 gja5	Gja5 Gja5	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Gja5%20Gja5;https://europepmc.org/search?query=Gja5%20Gja5;https://pubmed.ncbi.nlm.nih.gov/7542941/;https://europepmc.org/article/MED/7542941;https://pubmed.ncbi.nlm.nih.gov/17189315/;https://europepmc.org/article/MED/17189315	wrong_pair/non_ligand_receptor relationship	The submitted Cx40/Cx40 relationship is connexin homotypic or heterotypic gap-junction channel compatibility/communication biology, not a soluble ligand–receptor pair. Primary channel studies document or test the corresponding connexin combination but do not convert this contact/channel edge into a ligand–receptor edge.	Connexins are membrane channel subunits that dock as hemichannels; this is a cell-contact/channel assembly relationship rather than ligand binding to a receptor. Gap-junction compatibility, co-expression, adhesion, and electrical coupling were not treated as qualifying ligand–receptor evidence.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0750	gja6 gja5	Gja6 Gja5	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Gja6%20Gja5;https://europepmc.org/search?query=Gja6%20Gja5;https://pubmed.ncbi.nlm.nih.gov/7542941/;https://europepmc.org/article/MED/7542941	wrong_pair/non_ligand_receptor relationship	The submitted Cx50/Cx40 relationship is connexin homotypic or heterotypic gap-junction channel compatibility/communication biology, not a soluble ligand–receptor pair. Primary channel studies document or test the corresponding connexin combination but do not convert this contact/channel edge into a ligand–receptor edge.	Connexins are membrane channel subunits that dock as hemichannels; this is a cell-contact/channel assembly relationship rather than ligand binding to a receptor. Gap-junction compatibility, co-expression, adhesion, and electrical coupling were not treated as qualifying ligand–receptor evidence.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0751	gja6 gja6	Gja6 Gja6	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Gja6%20Gja6;https://europepmc.org/search?query=Gja6%20Gja6;https://pubmed.ncbi.nlm.nih.gov/8188753/;https://europepmc.org/article/MED/8188753	wrong_pair/non_ligand_receptor relationship	The submitted Cx50/Cx50 relationship is connexin homotypic or heterotypic gap-junction channel compatibility/communication biology, not a soluble ligand–receptor pair. Primary channel studies document or test the corresponding connexin combination but do not convert this contact/channel edge into a ligand–receptor edge.	Connexins are membrane channel subunits that dock as hemichannels; this is a cell-contact/channel assembly relationship rather than ligand binding to a receptor. Gap-junction compatibility, co-expression, adhesion, and electrical coupling were not treated as qualifying ligand–receptor evidence.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0752	gjc1 gja1	Gjc1 Gja1	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Gjc1%20Gja1;https://europepmc.org/search?query=Gjc1%20Gja1;https://pubmed.ncbi.nlm.nih.gov/15048573/;https://europepmc.org/article/MED/15048573;https://pubmed.ncbi.nlm.nih.gov/11509355/;https://europepmc.org/article/MED/11509355	wrong_pair/non_ligand_receptor relationship	The submitted Cx45/Cx43 relationship is connexin homotypic or heterotypic gap-junction channel compatibility/communication biology, not a soluble ligand–receptor pair. Primary channel studies document or test the corresponding connexin combination but do not convert this contact/channel edge into a ligand–receptor edge.	Connexins are membrane channel subunits that dock as hemichannels; this is a cell-contact/channel assembly relationship rather than ligand binding to a receptor. Gap-junction compatibility, co-expression, adhesion, and electrical coupling were not treated as qualifying ligand–receptor evidence.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0753	gjc1 gja5	Gjc1 Gja5	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Gjc1%20Gja5;https://europepmc.org/search?query=Gjc1%20Gja5;https://pubmed.ncbi.nlm.nih.gov/17189315/;https://europepmc.org/article/MED/17189315	wrong_pair/non_ligand_receptor relationship	The submitted Cx45/Cx40 relationship is connexin homotypic or heterotypic gap-junction channel compatibility/communication biology, not a soluble ligand–receptor pair. Primary channel studies document or test the corresponding connexin combination but do not convert this contact/channel edge into a ligand–receptor edge.	Connexins are membrane channel subunits that dock as hemichannels; this is a cell-contact/channel assembly relationship rather than ligand binding to a receptor. Gap-junction compatibility, co-expression, adhesion, and electrical coupling were not treated as qualifying ligand–receptor evidence.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0754	gjc1 gja6	Gjc1 Gja6	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Gjc1%20Gja6;https://europepmc.org/search?query=Gjc1%20Gja6;https://pubmed.ncbi.nlm.nih.gov/37395717/;https://europepmc.org/article/MED/37395717	wrong_pair/non_ligand_receptor relationship	The submitted Cx45/Cx50 relationship is connexin homotypic or heterotypic gap-junction channel compatibility/communication biology, not a soluble ligand–receptor pair. Primary channel studies document or test the corresponding connexin combination but do not convert this contact/channel edge into a ligand–receptor edge.	Connexins are membrane channel subunits that dock as hemichannels; this is a cell-contact/channel assembly relationship rather than ligand binding to a receptor. Gap-junction compatibility, co-expression, adhesion, and electrical coupling were not treated as qualifying ligand–receptor evidence.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
M20A-CELLCHAT-REMAINING-0755	gjc1 gjc1	Gjc1 Gjc1	8	cellchat_remaining_discovery	low	completed_final_adjudication	reject_pair	https://pubmed.ncbi.nlm.nih.gov/?term=Gjc1%20Gjc1;https://europepmc.org/search?query=Gjc1%20Gjc1;https://pubmed.ncbi.nlm.nih.gov/15048573/;https://europepmc.org/article/MED/15048573	wrong_pair/non_ligand_receptor relationship	The submitted Cx45/Cx45 relationship is connexin homotypic or heterotypic gap-junction channel compatibility/communication biology, not a soluble ligand–receptor pair. Primary channel studies document or test the corresponding connexin combination but do not convert this contact/channel edge into a ligand–receptor edge.	Connexins are membrane channel subunits that dock as hemichannels; this is a cell-contact/channel assembly relationship rather than ligand binding to a receptor. Gap-junction compatibility, co-expression, adhesion, and electrical coupling were not treated as qualifying ligand–receptor evidence.	not_ligand_receptor	Expanded search classified the submitted relationship as wrong-pair or non-ligand-receptor.
