review_id	pair_key	pair_label_canonical	review_priority	review_priority_rationale	original_confidence	search_status	search_attempt_count	last_search_iteration	last_worker_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	no_evidence_category	decision_basis	next_review_trigger
M20A-CELLCHAT-REMAINING-0044	5-ht-tph1_slc18a2 htr1d	5-HT-TPH1_SLC18A2 Htr1d	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for HTR1D in cited sources	no_exact_receptor_support	The checked primary papers cover HTR1A, HTR1B, HTR1E, HTR2A/B/C, and HTR3A/B, not HTR1D.	TPH1/SLC18A2 are source or storage components; related HTR1 subtype evidence cannot substitute for HTR1D.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0046	5-ht-tph1_slc18a2 htr1f	5-HT-TPH1_SLC18A2 Htr1f	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for HTR1F in cited sources	no_exact_receptor_support	The checked primary papers cover HTR1A, HTR1B, HTR1E, HTR2A/B/C, and HTR3A/B, not HTR1F.	TPH1/SLC18A2 are source or storage components; related 5-HT1 receptor papers do not establish HTR1F.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0051	5-ht-tph1_slc18a2 htr4	5-HT-TPH1_SLC18A2 Htr4	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for HTR4 in cited sources	no_exact_receptor_support	The cited primary papers do not assay HTR4; family-level serotonin evidence cannot substitute for the exact receptor.	TPH1/SLC18A2 are source or storage components, not ligand.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0052	5-ht-tph1_slc18a2 htr5a	5-HT-TPH1_SLC18A2 Htr5a	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for HTR5A in cited sources	no_exact_receptor_support	The cited primary papers assay HTR1E, not HTR5A; the review does not supply a cited primary HTR5A assay.	TPH1/SLC18A2 are source or storage components, not ligand; HTR1E evidence is not HTR5A evidence.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0053	5-ht-tph1_slc18a2 htr6	5-HT-TPH1_SLC18A2 Htr6	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for HTR6 in cited sources	no_exact_receptor_support	The cited primary papers do not assay HTR6; the review does not replace an exact primary ligand-receptor study.	TPH1/SLC18A2 are source or storage components, not ligand.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0057	5-ht-tph1_slc6a4 htr1d	5-HT-TPH1_SLC6A4 Htr1d	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for HTR1D in cited sources	no_exact_receptor_support	The checked primary papers cover HTR1A, HTR1B, HTR1E, HTR2A/B/C, and HTR3A/B, not HTR1D.	TPH1/SLC6A4 are source or reuptake components; related HTR1 subtype evidence cannot substitute for HTR1D.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0059	5-ht-tph1_slc6a4 htr1f	5-HT-TPH1_SLC6A4 Htr1f	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for HTR1F in cited sources	no_exact_receptor_support	The checked primary papers cover HTR1A, HTR1B, HTR1E, HTR2A/B/C, and HTR3A/B, not HTR1F.	TPH1/SLC6A4 are source or reuptake components; related 5-HT1 receptor papers do not establish HTR1F.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0064	5-ht-tph1_slc6a4 htr4	5-HT-TPH1_SLC6A4 Htr4	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for HTR4 in cited sources	no_exact_receptor_support	The cited primary papers do not assay HTR4; family-level serotonin evidence cannot substitute for the exact receptor.	TPH1/SLC6A4 are source or reuptake components, not ligand.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0065	5-ht-tph1_slc6a4 htr5a	5-HT-TPH1_SLC6A4 Htr5a	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for HTR5A in cited sources	no_exact_receptor_support	The cited primary papers assay HTR1E, not HTR5A; the review does not supply a cited primary HTR5A assay.	TPH1/SLC6A4 are source or reuptake components, not ligand; HTR1E evidence is not HTR5A evidence.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0066	5-ht-tph1_slc6a4 htr6	5-HT-TPH1_SLC6A4 Htr6	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/2156831/;https://pubmed.ncbi.nlm.nih.gov/1610347/;https://pubmed.ncbi.nlm.nih.gov/1608964/;https://pubmed.ncbi.nlm.nih.gov/7984278/;https://pubmed.ncbi.nlm.nih.gov/1718042/;https://pubmed.ncbi.nlm.nih.gov/10521471/;https://pubmed.ncbi.nlm.nih.gov/10498829/;https://pubmed.ncbi.nlm.nih.gov/20923682/	none for HTR6 in cited sources	no_exact_receptor_support	The cited primary papers do not assay HTR6; the review does not replace an exact primary ligand-receptor study.	TPH1/SLC6A4 are source or reuptake components, not ligand.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0108	ach-chat_slc10a4 chrm1	Ach-CHAT_SLC10A4 Chrm1	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc10a4+chrm1;https://europepmc.org/search?query=ach-chat_slc10a4+chrm1	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0109	ach-chat_slc10a4 chrm2	Ach-CHAT_SLC10A4 Chrm2	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc10a4+chrm2;https://europepmc.org/search?query=ach-chat_slc10a4+chrm2	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0110	ach-chat_slc10a4 chrm3	Ach-CHAT_SLC10A4 Chrm3	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc10a4+chrm3;https://europepmc.org/search?query=ach-chat_slc10a4+chrm3	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0111	ach-chat_slc10a4 chrm4	Ach-CHAT_SLC10A4 Chrm4	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc10a4+chrm4;https://europepmc.org/search?query=ach-chat_slc10a4+chrm4	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0112	ach-chat_slc10a4 chrm5	Ach-CHAT_SLC10A4 Chrm5	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc10a4+chrm5;https://europepmc.org/search?query=ach-chat_slc10a4+chrm5	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
M20A-CELLCHAT-REMAINING-0113	ach-chat_slc10a4 chrn_a1_2b1de	Ach-CHAT_SLC10A4 CHRN_A1_2B1DE	8	cellchat_remaining_discovery	low	searched_pending_curator	1	cellchat_remaining_batch_001	no_evidence	https://pubmed.ncbi.nlm.nih.gov/?term=ach-chat_slc10a4+chrn_a1_2b1de;https://europepmc.org/search?query=ach-chat_slc10a4+chrn_a1_2b1de	not established for a qualifying exact pair	no_qualifying_exact_primary_evidence	Expanded exact-pair and family-aware searches did not identify qualifying exact primary evidence for the submitted ligand-receptor pair.	Family, expression, pathway, database, noncognate-receptor, and review-only findings were not counted as exact evidence.	no_evidence_after_expanded_cellchat_search	Expanded CellChat-pair search found no qualifying exact primary evidence.	Revisit if a new exact primary source or processed/receptor-complex source is identified.
