source_system	source_database	source_record_type	source_record_key	source_version	modality	assay	source_artifact_path	source_artifact_sha256	source_locator	source_url	source_status	provenance_note	source_metadata_json
mSCS	flow_protein	protein_observation	FLOW_SCI_022__S022_O4	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	elisa	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC4021861; Results sections for spinal-cord IL-17/p-STAT3 and Figure 6	https://pmc.ncbi.nlm.nih.gov/articles/PMC4021861/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_022__S022_O4; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 1 and 24 hours included, with later 48 and 72 hour measurements"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1155/2014/786947; PMID: 24914249"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_022__S022_O4"",""inference_role"":""descriptive"",""injury_model"":""acute thoracic contusion SCI using a modified Allen weight-drop model"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_022__S022_SERUM"",""population_label"":""peripheral serum"",""post_injury_value"":1.0,""study_id"":""FLOW_SCI_022"",""study_title"":""The Role of IL-17 Promotes Spinal Cord Neuroinflammation via Activation of the Transcription Factor STAT3 after Spinal Cord Injury in the Rat"",""timepoint_id"":""FLOW_SCI_022__S022_T1H"",""timepoint_unit"":""hours"",""tissue_region"":""injured spinal cord and peripheral serum""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_022__S022_O5	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	elisa	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC4021861; Results sections for spinal-cord IL-17/p-STAT3 and Figure 6	https://pmc.ncbi.nlm.nih.gov/articles/PMC4021861/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_022__S022_O5; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 1 and 24 hours included, with later 48 and 72 hour measurements"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1155/2014/786947; PMID: 24914249"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_022__S022_O5"",""inference_role"":""descriptive"",""injury_model"":""acute thoracic contusion SCI using a modified Allen weight-drop model"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_022__S022_SERUM"",""population_label"":""peripheral serum"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_022"",""study_title"":""The Role of IL-17 Promotes Spinal Cord Neuroinflammation via Activation of the Transcription Factor STAT3 after Spinal Cord Injury in the Rat"",""timepoint_id"":""FLOW_SCI_022__S022_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""injured spinal cord and peripheral serum""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_022__S022_O6	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	elisa	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC4021861; Results sections for spinal-cord IL-17/p-STAT3 and Figure 6	https://pmc.ncbi.nlm.nih.gov/articles/PMC4021861/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_022__S022_O6; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 1 and 24 hours included, with later 48 and 72 hour measurements"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1155/2014/786947; PMID: 24914249"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_022__S022_O6"",""inference_role"":""descriptive"",""injury_model"":""acute thoracic contusion SCI using a modified Allen weight-drop model"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_022__S022_SERUM"",""population_label"":""peripheral serum"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_022"",""study_title"":""The Role of IL-17 Promotes Spinal Cord Neuroinflammation via Activation of the Transcription Factor STAT3 after Spinal Cord Injury in the Rat"",""timepoint_id"":""FLOW_SCI_022__S022_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""injured spinal cord and peripheral serum""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_022__S022_O7	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	elisa	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC4021861; Results sections for spinal-cord IL-17/p-STAT3 and Figure 6	https://pmc.ncbi.nlm.nih.gov/articles/PMC4021861/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_022__S022_O7; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 1 and 24 hours included, with later 48 and 72 hour measurements"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1155/2014/786947; PMID: 24914249"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_022__S022_O7"",""inference_role"":""descriptive"",""injury_model"":""acute thoracic contusion SCI using a modified Allen weight-drop model"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_022__S022_SERUM"",""population_label"":""peripheral serum"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_022"",""study_title"":""The Role of IL-17 Promotes Spinal Cord Neuroinflammation via Activation of the Transcription Factor STAT3 after Spinal Cord Injury in the Rat"",""timepoint_id"":""FLOW_SCI_022__S022_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""injured spinal cord and peripheral serum""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_023__S023_O1	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	elisa	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	Journal of Neurotrauma 22(8):919-928; abstract and assay description	https://journals.sagepub.com/doi/10.1089/neu.2005.22.919	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_023__S023_O1; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 1, 3, and 6 hours"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2005.22.919"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_023__S023_O1"",""inference_role"":""descriptive"",""injury_model"":""acute clip-compression SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_023_UNASSIGNED_POPULATION"",""population_label"":""unassigned or bulk sample"",""post_injury_value"":1.0,""study_id"":""FLOW_SCI_023"",""study_title"":""Shedding of Tumor Necrosis Factor Type 1 Receptor after Experimental Spinal Cord Injury"",""timepoint_id"":""FLOW_SCI_023__S023_T1H"",""timepoint_unit"":""hours"",""tissue_region"":""CSF near injury and injured spinal cord""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_023__S023_O2	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	elisa	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	Journal of Neurotrauma 22(8):919-928; abstract and assay description	https://journals.sagepub.com/doi/10.1089/neu.2005.22.919	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_023__S023_O2; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 1, 3, and 6 hours"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2005.22.919"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_023__S023_O2"",""inference_role"":""descriptive"",""injury_model"":""acute clip-compression SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_023_UNASSIGNED_POPULATION"",""population_label"":""unassigned or bulk sample"",""post_injury_value"":3.0,""study_id"":""FLOW_SCI_023"",""study_title"":""Shedding of Tumor Necrosis Factor Type 1 Receptor after Experimental Spinal Cord Injury"",""timepoint_id"":""FLOW_SCI_023__S023_T3H"",""timepoint_unit"":""hours"",""tissue_region"":""CSF near injury""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_023__S023_O3	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	western_blot	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	Journal of Neurotrauma 22(8):919-928; abstract and assay description	https://journals.sagepub.com/doi/10.1089/neu.2005.22.919	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_023__S023_O3; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 1, 3, and 6 hours"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2005.22.919"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_023__S023_O3"",""inference_role"":""descriptive"",""injury_model"":""acute clip-compression SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_023_UNASSIGNED_POPULATION"",""population_label"":""unassigned or bulk sample"",""post_injury_value"":6.0,""study_id"":""FLOW_SCI_023"",""study_title"":""Shedding of Tumor Necrosis Factor Type 1 Receptor after Experimental Spinal Cord Injury"",""timepoint_id"":""FLOW_SCI_023__S023_T6H"",""timepoint_unit"":""hours"",""tissue_region"":""injured spinal cord and CSF near injury""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_023__S023_O4	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunohistochemistry	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	Journal of Neurotrauma 22(8):919-928; abstract and assay description	https://journals.sagepub.com/doi/10.1089/neu.2005.22.919	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_023__S023_O4; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 1, 3, and 6 hours"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2005.22.919"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_023__S023_O4"",""inference_role"":""descriptive"",""injury_model"":""acute clip-compression SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_023__S023_NEURON"",""population_label"":""neurons in traumatized spinal cord"",""post_injury_value"":6.0,""study_id"":""FLOW_SCI_023"",""study_title"":""Shedding of Tumor Necrosis Factor Type 1 Receptor after Experimental Spinal Cord Injury"",""timepoint_id"":""FLOW_SCI_023__S023_T6H"",""timepoint_unit"":""hours"",""tissue_region"":""injured spinal cord and CSF near injury""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_023__S023_O5	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	immunohistochemistry	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	Journal of Neurotrauma 22(8):919-928; abstract and assay description	https://journals.sagepub.com/doi/10.1089/neu.2005.22.919	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_023__S023_O5; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 1, 3, and 6 hours"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2005.22.919"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_023__S023_O5"",""inference_role"":""descriptive"",""injury_model"":""acute clip-compression SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_023__S023_NEURON"",""population_label"":""neurons in traumatized spinal cord"",""post_injury_value"":6.0,""study_id"":""FLOW_SCI_023"",""study_title"":""Shedding of Tumor Necrosis Factor Type 1 Receptor after Experimental Spinal Cord Injury"",""timepoint_id"":""FLOW_SCI_023__S023_T6H"",""timepoint_unit"":""hours"",""tissue_region"":""injured spinal cord and CSF near injury""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_024__S024_O1	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	two_dimensional_gel_electrophoresis_mass_spectrometry	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC2864456; Tables 1-3, Figure 1, Figure 2, Results sections for cellular damage and energy metabolism	https://pmc.ncbi.nlm.nih.gov/articles/PMC2864456/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_024__S024_O1; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 24-hour lesion-epicenter proteome"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2009.1051; PMID: 19691422"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_024__S024_O1"",""inference_role"":""descriptive"",""injury_model"":""mild-to-moderate thoracic contusion SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_024__S024_BULK"",""population_label"":""soluble fraction of lesion-epicenter spinal cord"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_024"",""study_title"":""Proteomic and phosphoproteomic analyses of the soluble fraction following acute spinal cord contusion in rats"",""timepoint_id"":""FLOW_SCI_024__S024_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""5-mm T10 lesion epicenter soluble fraction""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_024__S024_O10	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	two_dimensional_gel_electrophoresis_mass_spectrometry	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC2864456; Tables 1-3, Figure 1, Figure 2, Results sections for cellular damage and energy metabolism	https://pmc.ncbi.nlm.nih.gov/articles/PMC2864456/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_024__S024_O10; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 24-hour lesion-epicenter proteome"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2009.1051; PMID: 19691422"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_024__S024_O10"",""inference_role"":""descriptive"",""injury_model"":""mild-to-moderate thoracic contusion SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_024__S024_BULK"",""population_label"":""soluble fraction of lesion-epicenter spinal cord"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_024"",""study_title"":""Proteomic and phosphoproteomic analyses of the soluble fraction following acute spinal cord contusion in rats"",""timepoint_id"":""FLOW_SCI_024__S024_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""5-mm T10 lesion epicenter soluble fraction""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_024__S024_O2	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	two_dimensional_gel_electrophoresis_mass_spectrometry	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC2864456; Tables 1-3, Figure 1, Figure 2, Results sections for cellular damage and energy metabolism	https://pmc.ncbi.nlm.nih.gov/articles/PMC2864456/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_024__S024_O2; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 24-hour lesion-epicenter proteome"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2009.1051; PMID: 19691422"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_024__S024_O2"",""inference_role"":""descriptive"",""injury_model"":""mild-to-moderate thoracic contusion SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_024__S024_BULK"",""population_label"":""soluble fraction of lesion-epicenter spinal cord"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_024"",""study_title"":""Proteomic and phosphoproteomic analyses of the soluble fraction following acute spinal cord contusion in rats"",""timepoint_id"":""FLOW_SCI_024__S024_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""5-mm T10 lesion epicenter soluble fraction""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_024__S024_O3	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	two_dimensional_gel_electrophoresis_mass_spectrometry	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC2864456; Tables 1-3, Figure 1, Figure 2, Results sections for cellular damage and energy metabolism	https://pmc.ncbi.nlm.nih.gov/articles/PMC2864456/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_024__S024_O3; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 24-hour lesion-epicenter proteome"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2009.1051; PMID: 19691422"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_024__S024_O3"",""inference_role"":""descriptive"",""injury_model"":""mild-to-moderate thoracic contusion SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_024__S024_BULK"",""population_label"":""soluble fraction of lesion-epicenter spinal cord"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_024"",""study_title"":""Proteomic and phosphoproteomic analyses of the soluble fraction following acute spinal cord contusion in rats"",""timepoint_id"":""FLOW_SCI_024__S024_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""5-mm T10 lesion epicenter soluble fraction""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_024__S024_O4	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	two_dimensional_gel_electrophoresis_mass_spectrometry	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC2864456; Tables 1-3, Figure 1, Figure 2, Results sections for cellular damage and energy metabolism	https://pmc.ncbi.nlm.nih.gov/articles/PMC2864456/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_024__S024_O4; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 24-hour lesion-epicenter proteome"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2009.1051; PMID: 19691422"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_024__S024_O4"",""inference_role"":""descriptive"",""injury_model"":""mild-to-moderate thoracic contusion SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_024__S024_BULK"",""population_label"":""soluble fraction of lesion-epicenter spinal cord"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_024"",""study_title"":""Proteomic and phosphoproteomic analyses of the soluble fraction following acute spinal cord contusion in rats"",""timepoint_id"":""FLOW_SCI_024__S024_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""5-mm T10 lesion epicenter soluble fraction""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_024__S024_O5	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	two_dimensional_gel_electrophoresis_mass_spectrometry	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC2864456; Tables 1-3, Figure 1, Figure 2, Results sections for cellular damage and energy metabolism	https://pmc.ncbi.nlm.nih.gov/articles/PMC2864456/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_024__S024_O5; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 24-hour lesion-epicenter proteome"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2009.1051; PMID: 19691422"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_024__S024_O5"",""inference_role"":""descriptive"",""injury_model"":""mild-to-moderate thoracic contusion SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_024__S024_BULK"",""population_label"":""soluble fraction of lesion-epicenter spinal cord"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_024"",""study_title"":""Proteomic and phosphoproteomic analyses of the soluble fraction following acute spinal cord contusion in rats"",""timepoint_id"":""FLOW_SCI_024__S024_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""5-mm T10 lesion epicenter soluble fraction""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_024__S024_O6	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	two_dimensional_gel_electrophoresis_mass_spectrometry	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC2864456; Tables 1-3, Figure 1, Figure 2, Results sections for cellular damage and energy metabolism	https://pmc.ncbi.nlm.nih.gov/articles/PMC2864456/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_024__S024_O6; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 24-hour lesion-epicenter proteome"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2009.1051; PMID: 19691422"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_024__S024_O6"",""inference_role"":""descriptive"",""injury_model"":""mild-to-moderate thoracic contusion SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_024__S024_BULK"",""population_label"":""soluble fraction of lesion-epicenter spinal cord"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_024"",""study_title"":""Proteomic and phosphoproteomic analyses of the soluble fraction following acute spinal cord contusion in rats"",""timepoint_id"":""FLOW_SCI_024__S024_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""5-mm T10 lesion epicenter soluble fraction""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_024__S024_O7	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	two_dimensional_gel_electrophoresis_mass_spectrometry	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC2864456; Tables 1-3, Figure 1, Figure 2, Results sections for cellular damage and energy metabolism	https://pmc.ncbi.nlm.nih.gov/articles/PMC2864456/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_024__S024_O7; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 24-hour lesion-epicenter proteome"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2009.1051; PMID: 19691422"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_024__S024_O7"",""inference_role"":""descriptive"",""injury_model"":""mild-to-moderate thoracic contusion SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_024__S024_BULK"",""population_label"":""soluble fraction of lesion-epicenter spinal cord"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_024"",""study_title"":""Proteomic and phosphoproteomic analyses of the soluble fraction following acute spinal cord contusion in rats"",""timepoint_id"":""FLOW_SCI_024__S024_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""5-mm T10 lesion epicenter soluble fraction""}"
mSCS	flow_protein	protein_observation	FLOW_SCI_024__S024_O8	sha256:db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	protein	two_dimensional_gel_electrophoresis_mass_spectrometry	mSCS/data/flow_protein/flow_protein.sqlite	db992d208fd37ed1483ff711ad05dc45ebf8254638f54b0a752d374c219e2aaf	PMC2864456; Tables 1-3, Figure 1, Figure 2, Results sections for cellular damage and energy metabolism	https://pmc.ncbi.nlm.nih.gov/articles/PMC2864456/	candidate	Exact mSCS flow_protein protein_observations.observation_id=FLOW_SCI_024__S024_O8; source status follows evidence_claims.evidence_status=candidate.	"{""acute_relevance"":""very high; 24-hour lesion-epicenter proteome"",""claim_evidence_status"":""candidate"",""claim_type"":""protein_observation"",""condition"":""SCI versus sham"",""doi_or_pmid"":""10.1089/neu.2009.1051; PMID: 19691422"",""estimand"":""differential_expression"",""evidence_id"":""EVIDENCE_FLOW_SCI_024__S024_O8"",""inference_role"":""descriptive"",""injury_model"":""mild-to-moderate thoracic contusion SCI"",""missingness_status"":""partial"",""organism"":""rat"",""population_id"":""FLOW_SCI_024__S024_BULK"",""population_label"":""soluble fraction of lesion-epicenter spinal cord"",""post_injury_value"":24.0,""study_id"":""FLOW_SCI_024"",""study_title"":""Proteomic and phosphoproteomic analyses of the soluble fraction following acute spinal cord contusion in rats"",""timepoint_id"":""FLOW_SCI_024__S024_T24H"",""timepoint_unit"":""hours"",""tissue_region"":""5-mm T10 lesion epicenter soluble fraction""}"
