batch_id	queue_key	species	tf_symbol	target_symbol	b_edge_id	b_evidence_id	confidence_tier	effect_polarity	source_registries	external_record_keys	reference_count	source_locator	module22b_register_changed	general_tf_target_claim	direct_binding_claim	upstream_sci_activation_claim
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|apex1	human	HIF1A	APEX1	M22B-E009401	M22B-EVID-009574	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002848	1	PMID:19524065	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|ar	human	HIF1A	AR	M22B-E009402	M22B-EVID-009575	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002849	2	PMID:17426252; PMID:21056661	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|ass1	human	HIF1A	ASS1	M22B-E009403	M22B-EVID-009576	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002852	1	PMID:19934275	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|bid	human	HIF1A	BID	M22B-E009404	M22B-EVID-009577	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002854	1	PMID:15024076	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|ccr7	human	HIF1A	CCR7	M22B-E009405	M22B-EVID-009578	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002860	2	PMID:17178876; PMID:19305150	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|cdh1	human	HIF1A	CDH1	M22B-E009406	M22B-EVID-009579	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002861	1	PMID:22295844	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|ctgf	human	HIF1A	CTGF	M22B-E009407	M22B-EVID-009580	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002862	1	PMID:17034590	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|hbegf	human	HIF1A	HBEGF	M22B-E009408	M22B-EVID-009581	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002879	1	PMID:22641673	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|mica	human	HIF1A	MICA	M22B-E009409	M22B-EVID-009582	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002888	1	PMID:21092233	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|ptges	human	HIF1A	PTGES	M22B-E009410	M22B-EVID-009583	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002904	1	PMID:18050215	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|reck	human	HIF1A	RECK	M22B-E009411	M22B-EVID-009584	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002905	1	PMID:20442303	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|sdhb	human	HIF1A	SDHB	M22B-E009412	M22B-EVID-009585	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002907	1	PMID:17102089	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|setd2	human	HIF1A	SETD2	M22B-E009413	M22B-EVID-009586	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002909;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002910	2	PMID:18842833; PMID:19091749	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|slc29a1	human	HIF1A	SLC29A1	M22B-E009414	M22B-EVID-009587	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002911	1	PMID:19853583	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|timp2	human	HIF1A	TIMP2	M22B-E009415	M22B-EVID-009588	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002920	1	PMID:17332917	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|vim	human	HIF1A	VIM	M22B-E009416	M22B-EVID-009589	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002932	1	PMID:22295844	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|wasf3	human	HIF1A	WASF3	M22B-E009417	M22B-EVID-009590	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002933	1	PMID:22581642	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|hif1a|xpc	human	HIF1A	XPC	M22B-E009418	M22B-EVID-009591	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002934	1	PMID:19934262	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|bcl2	human	IRF1	BCL2	M22B-E009419	M22B-EVID-009592	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003252	1	PMID:10918594	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|ccnb1	human	IRF1	CCNB1	M22B-E009420	M22B-EVID-009593	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003255	1	PMID:22200613	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|ccne1	human	IRF1	CCNE1	M22B-E009421	M22B-EVID-009594	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003256	1	PMID:22200613	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|cdk1	human	IRF1	CDK1	M22B-E009422	M22B-EVID-009595	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003258	1	PMID:22200613	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|cdk4	human	IRF1	CDK4	M22B-E009423	M22B-EVID-009596	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003260	1	PMID:22200613	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|cdkn1a	human	IRF1	CDKN1A	M22B-E009424	M22B-EVID-009597	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003261;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003262	3	PMID:12531694; PMID:12420214; PMID:15509808	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|ddx58	human	IRF1	DDX58	M22B-E009425	M22B-EVID-009598	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003268	1	PMID:22391244	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|e2f1	human	IRF1	E2F1	M22B-E009426	M22B-EVID-009599	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003270	1	PMID:22200613	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|ifng	human	IRF1	IFNG	M22B-E009427	M22B-EVID-009600	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003283	1	PMID:13678429	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|myb	human	IRF1	MYB	M22B-E009428	M22B-EVID-009601	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003290	1	PMID:10739671	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|ncf2	human	IRF1	NCF2	M22B-E009429	M22B-EVID-009602	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003291	1	PMID:10570299	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|irf1|socs2	human	IRF1	SOCS2	M22B-E009430	M22B-EVID-009603	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003300	1	PMID:22291912	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|apoc3	human	JUN	APOC3	M22B-E009431	M22B-EVID-009604	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003389	1	PMID:9760243	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|ar	human	JUN	AR	M22B-E009432	M22B-EVID-009605	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003392;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003393	2	PMID:20148354; PMID:16732317	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|becn1	human	JUN	BECN1	M22B-E009433	M22B-EVID-009606	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003397	1	PMID:19060920	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|bex2	human	JUN	BEX2	M22B-E009434	M22B-EVID-009607	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003398	1	PMID:21384344	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|cck	human	JUN	CCK	M22B-E009435	M22B-EVID-009608	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003401	1	PMID:1360635	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|csf1	human	JUN	CSF1	M22B-E009436	M22B-EVID-009609	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003412	1	PMID:7642615	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|ctgf	human	JUN	CTGF	M22B-E009437	M22B-EVID-009610	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003415	1	PMID:20711235	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|dcn	human	JUN	DCN	M22B-E009438	M22B-EVID-009611	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003423	1	PMID:8798756	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|il3	human	JUN	IL3	M22B-E009439	M22B-EVID-009612	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003456	1	PMID:7642615	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|ldha	human	JUN	LDHA	M22B-E009440	M22B-EVID-009613	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003466	1	PMID:9723176	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|lgals3	human	JUN	LGALS3	M22B-E009441	M22B-EVID-009614	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003467	1	PMID:16285957	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|lor	human	JUN	LOR	M22B-E009442	M22B-EVID-009615	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003468	1	PMID:12200429	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|mapk8	human	JUN	MAPK8	M22B-E009443	M22B-EVID-009616	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003470;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003471	2	PMID:19324081; PMID:16397260	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|mef2d	human	JUN	MEF2D	M22B-E009444	M22B-EVID-009617	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003473	1	PMID:12054430	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|msr1	human	JUN	MSR1	M22B-E009445	M22B-EVID-009618	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003490;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003491	2	PMID:8114743; PMID:9743233	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|nampt	human	JUN	NAMPT	M22B-E009446	M22B-EVID-009619	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003494	1	PMID:16701870	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|nefl	human	JUN	NEFL	M22B-E009447	M22B-EVID-009620	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003495	1	PMID:8180132	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|neil1	human	JUN	NEIL1	M22B-E009448	M22B-EVID-009621	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003496	1	PMID:16118226	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|rara	human	JUN	RARA	M22B-E009449	M22B-EVID-009622	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003525	1	PMID:9377582	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|rarg	human	JUN	RARG	M22B-E009450	M22B-EVID-009623	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003527	1	PMID:9377582	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|smn1	human	JUN	SMN1	M22B-E009451	M22B-EVID-009624	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003534	1	PMID:15550677	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|sox7	human	JUN	SOX7	M22B-E009452	M22B-EVID-009625	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003536	1	PMID:22171135	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|tert	human	JUN	TERT	M22B-E009453	M22B-EVID-009626	high	repressing_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003543	1	PMID:20842112	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|jun|tnfrsf1b	human	JUN	TNFRSF1B	M22B-E009454	M22B-EVID-009627	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003550	1	PMID:9743209	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|alpi	human	KLF4	ALPI	M22B-E009455	M22B-EVID-009628	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003685	1	PMID:12919939	true	true	false	false
module22b-trrust-signed-promotion-batch003-2026-09-03	human|klf4|bdkrb2	human	KLF4	BDKRB2	M22B-E009456	M22B-EVID-009629	high	activating_target	TRRUST	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003687	1	PMID:15632413	true	true	false	false
