route_evidence_id	route_status	route_tier	path_expression	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	causal_status	traversal_status	source_chain_id
ROUTE:00011	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE04047	Hbegf	M20B-E001251	NODE02875	Erbb4															RTK growth-factor receptor family	ligand_receptor_edge		M20B-EVID-001251	not_asserted	evidence_route_not_causal	
ROUTE:00012	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE07151	Nrxn1	M20B-E001461	NODE00225	Adgrl1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-001461	not_asserted	evidence_route_not_causal	
ROUTE:00013	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE07169	Nrxn2	M20B-E001470	NODE00225	Adgrl1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-001470	not_asserted	evidence_route_not_causal	
ROUTE:00014	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE07174	Nrxn3	M20B-E001479	NODE00225	Adgrl1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-001479	not_asserted	evidence_route_not_causal	
ROUTE:00015	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE07645	PGD2-PTGDS	M20B-E001576	NODE08064	Ptgdr															Pathway not established	ligand_receptor_edge		M20B-EVID-001576	not_asserted	evidence_route_not_causal	
ROUTE:00016	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE07645	PGD2-PTGDS	M20B-E001577	NODE08066	Ptgdr2															Pathway not established	ligand_receptor_edge		M20B-EVID-001577	not_asserted	evidence_route_not_causal	
ROUTE:00017	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08717	Selplg	M20B-E001670	NODE08705	Sele															Pathway not established	ligand_receptor_edge		M20B-EVID-001670	not_asserted	evidence_route_not_causal	
ROUTE:00018	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08779	Sema7a	M20B-E001677	NODE05219	ITGB1_ITGA1															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-001677	not_asserted	evidence_route_not_causal	
ROUTE:00019	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE09430	Tenm3	M20B-E001724	NODE00228	Adgrl2															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-001724	not_asserted	evidence_route_not_causal	
ROUTE:00020	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00909	Bdnf	M20B-E001776	NODE09054	Sort1															Scavenger/uptake-associated receptor family	ligand_receptor_edge		M20B-EVID-001776	not_asserted	evidence_route_not_causal	
ROUTE:00021	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01304	Ccl11	M20B-E001778	NODE00087	Ackr2															GPCR receptor family	ligand_receptor_edge		M20B-EVID-001778	not_asserted	evidence_route_not_causal	
ROUTE:00022	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01319	Ccl17	M20B-E001779	NODE00087	Ackr2															GPCR receptor family	ligand_receptor_edge		M20B-EVID-001779	not_asserted	evidence_route_not_causal	
ROUTE:00023	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01330	Ccl2	M20B-E001780	NODE00087	Ackr2															GPCR receptor family	ligand_receptor_edge		M20B-EVID-001780	not_asserted	evidence_route_not_causal	
ROUTE:00024	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01330	Ccl2	M20B-E001781	NODE01433	Ccr2															GPCR receptor family	ligand_receptor_edge		M20B-EVID-001781	not_asserted	evidence_route_not_causal	
ROUTE:00025	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01355	Ccl21b	M20B-E001782	NODE00092	Ackr4															GPCR receptor family	ligand_receptor_edge		M20B-EVID-001782	not_asserted	evidence_route_not_causal	
ROUTE:00026	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01359	Ccl22	M20B-E001783	NODE00087	Ackr2															GPCR receptor family	ligand_receptor_edge		M20B-EVID-001783	not_asserted	evidence_route_not_causal	
ROUTE:00027	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01370	Ccl25	M20B-E001785	NODE00092	Ackr4															GPCR receptor family	ligand_receptor_edge		M20B-EVID-001785	not_asserted	evidence_route_not_causal	
ROUTE:00028	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01379	Ccl27b	M20B-E001786	NODE01431	Ccr10															GPCR receptor family	ligand_receptor_edge		M20B-EVID-001786	not_asserted	evidence_route_not_causal	
ROUTE:00029	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01391	Ccl4	M20B-E001788	NODE00087	Ackr2															GPCR receptor family	ligand_receptor_edge		M20B-EVID-001788	not_asserted	evidence_route_not_causal	
ROUTE:00030	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE03503	Gdf15	M20B-E001789	NODE09495	Tgfbr2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001789	not_asserted	evidence_route_not_causal	
ROUTE:00031	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08932	Slit1	M20B-E001790	NODE08415	Robo1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-001790	not_asserted	evidence_route_not_causal	
ROUTE:00032	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08934	Slit2	M20B-E001791	NODE08415	Robo1															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-001791	not_asserted	evidence_route_not_causal	
ROUTE:00033	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08934	Slit2	M20B-E001792	NODE08418	Robo2															Axon-guidance/adhesion receptor family	ligand_receptor_edge		M20B-EVID-001792	not_asserted	evidence_route_not_causal	
ROUTE:00034	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08947	Slitrk1	M20B-E001793	NODE08155	Ptprs															Synaptic/cell-adhesion receptor family	ligand_receptor_edge		M20B-EVID-001793	not_asserted	evidence_route_not_causal	
ROUTE:00035	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08948	Slitrk2	M20B-E001794	NODE08155	Ptprs															Synaptic/cell-adhesion receptor family	ligand_receptor_edge		M20B-EVID-001794	not_asserted	evidence_route_not_causal	
ROUTE:00036	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE08955	Slitrk6	M20B-E001795	NODE08155	Ptprs															Synaptic/cell-adhesion receptor family	ligand_receptor_edge		M20B-EVID-001795	not_asserted	evidence_route_not_causal	
ROUTE:00037	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE10263	Wnt5a	M20B-E001796	NODE05995	Mcam															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-001796	not_asserted	evidence_route_not_causal	
ROUTE:00038	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00418	Amh	M20B-E001797	NODE00423	AMHR2_BMPR1A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001797	not_asserted	evidence_route_not_causal	
ROUTE:00039	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00418	Amh	M20B-E001798	NODE00424	AMHR2_BMPR1B															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001798	not_asserted	evidence_route_not_causal	
ROUTE:00040	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00565	Areg	M20B-E001799	NODE02684	EGFR_ERBB2															RTK growth-factor receptor family	ligand_receptor_edge		M20B-EVID-001799	not_asserted	evidence_route_not_causal	
ROUTE:00041	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00599	Artn	M20B-E001800	NODE03541	GFRA1_RET															Pathway not established	ligand_receptor_edge		M20B-EVID-001800	not_asserted	evidence_route_not_causal	
ROUTE:00042	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00599	Artn	M20B-E001801	NODE03547	GFRA3_RET															Pathway not established	ligand_receptor_edge		M20B-EVID-001801	not_asserted	evidence_route_not_causal	
ROUTE:00043	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00909	Bdnf	M20B-E001802	NODE07213	Ntrk2															RTK growth-factor receptor family	ligand_receptor_edge		M20B-EVID-001802	not_asserted	evidence_route_not_causal	
ROUTE:00044	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00989	Bmp10	M20B-E001803	NODE00161	ACVRL1_ACVR2A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001803	not_asserted	evidence_route_not_causal	
ROUTE:00045	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00989	Bmp10	M20B-E001804	NODE00162	ACVRL1_BMPR2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001804	not_asserted	evidence_route_not_causal	
ROUTE:00046	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00991	Bmp15	M20B-E001805	NODE01033	BMPR1B_BMPR2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001805	not_asserted	evidence_route_not_causal	
ROUTE:00047	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00993	Bmp2	M20B-E001806	NODE01024	BMPR1A_ACVR2A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001806	not_asserted	evidence_route_not_causal	
ROUTE:00048	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00993	Bmp2	M20B-E001807	NODE01025	BMPR1A_ACVR2B															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001807	not_asserted	evidence_route_not_causal	
ROUTE:00049	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00993	Bmp2	M20B-E001808	NODE01026	BMPR1A_BMPR2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001808	not_asserted	evidence_route_not_causal	
ROUTE:00050	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00993	Bmp2	M20B-E001809	NODE01031	BMPR1B_ACVR2A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001809	not_asserted	evidence_route_not_causal	
ROUTE:00051	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00993	Bmp2	M20B-E001810	NODE01032	BMPR1B_ACVR2B															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001810	not_asserted	evidence_route_not_causal	
ROUTE:00052	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00993	Bmp2	M20B-E001811	NODE01033	BMPR1B_BMPR2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001811	not_asserted	evidence_route_not_causal	
ROUTE:00053	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00997	Bmp4	M20B-E001812	NODE01024	BMPR1A_ACVR2A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001812	not_asserted	evidence_route_not_causal	
ROUTE:00054	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00997	Bmp4	M20B-E001813	NODE01025	BMPR1A_ACVR2B															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001813	not_asserted	evidence_route_not_causal	
ROUTE:00055	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00997	Bmp4	M20B-E001814	NODE01026	BMPR1A_BMPR2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001814	not_asserted	evidence_route_not_causal	
ROUTE:00056	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00997	Bmp4	M20B-E001815	NODE01031	BMPR1B_ACVR2A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001815	not_asserted	evidence_route_not_causal	
ROUTE:00057	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00997	Bmp4	M20B-E001816	NODE01032	BMPR1B_ACVR2B															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001816	not_asserted	evidence_route_not_causal	
ROUTE:00058	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE00997	Bmp4	M20B-E001817	NODE01033	BMPR1B_BMPR2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001817	not_asserted	evidence_route_not_causal	
ROUTE:00059	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01001	Bmp5	M20B-E001818	NODE00125	ACVR1_ACVR2A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001818	not_asserted	evidence_route_not_causal	
ROUTE:00060	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01001	Bmp5	M20B-E001819	NODE00126	ACVR1_ACVR2B															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001819	not_asserted	evidence_route_not_causal	
ROUTE:00061	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01001	Bmp5	M20B-E001820	NODE00128	ACVR1_BMPR2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001820	not_asserted	evidence_route_not_causal	
ROUTE:00062	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01001	Bmp5	M20B-E001821	NODE01024	BMPR1A_ACVR2A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001821	not_asserted	evidence_route_not_causal	
ROUTE:00063	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01001	Bmp5	M20B-E001822	NODE01025	BMPR1A_ACVR2B															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001822	not_asserted	evidence_route_not_causal	
ROUTE:00064	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01001	Bmp5	M20B-E001823	NODE01026	BMPR1A_BMPR2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001823	not_asserted	evidence_route_not_causal	
ROUTE:00065	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01001	Bmp5	M20B-E001824	NODE01031	BMPR1B_ACVR2A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001824	not_asserted	evidence_route_not_causal	
ROUTE:00066	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01001	Bmp5	M20B-E001825	NODE01032	BMPR1B_ACVR2B															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001825	not_asserted	evidence_route_not_causal	
ROUTE:00067	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01001	Bmp5	M20B-E001826	NODE01033	BMPR1B_BMPR2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001826	not_asserted	evidence_route_not_causal	
ROUTE:00068	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01003	Bmp6	M20B-E001827	NODE00125	ACVR1_ACVR2A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001827	not_asserted	evidence_route_not_causal	
ROUTE:00069	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01003	Bmp6	M20B-E001828	NODE00126	ACVR1_ACVR2B															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001828	not_asserted	evidence_route_not_causal	
ROUTE:00070	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01003	Bmp6	M20B-E001829	NODE00128	ACVR1_BMPR2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001829	not_asserted	evidence_route_not_causal	
ROUTE:00071	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01003	Bmp6	M20B-E001830	NODE01024	BMPR1A_ACVR2A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001830	not_asserted	evidence_route_not_causal	
ROUTE:00072	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01003	Bmp6	M20B-E001831	NODE01025	BMPR1A_ACVR2B															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001831	not_asserted	evidence_route_not_causal	
ROUTE:00073	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01003	Bmp6	M20B-E001832	NODE01026	BMPR1A_BMPR2															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001832	not_asserted	evidence_route_not_causal	
ROUTE:00074	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01003	Bmp6	M20B-E001833	NODE01031	BMPR1B_ACVR2A															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001833	not_asserted	evidence_route_not_causal	
ROUTE:00075	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01003	Bmp6	M20B-E001834	NODE01032	BMPR1B_ACVR2B															TGF-beta/BMP receptor family	ligand_receptor_edge		M20B-EVID-001834	not_asserted	evidence_route_not_causal	
ROUTE:00076	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01077	Btc	M20B-E001835	NODE02684	EGFR_ERBB2															RTK growth-factor receptor family	ligand_receptor_edge		M20B-EVID-001835	not_asserted	evidence_route_not_causal	
ROUTE:00077	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01077	Btc	M20B-E001836	NODE02871	ERBB2_ERBB4															RTK growth-factor receptor family	ligand_receptor_edge		M20B-EVID-001836	not_asserted	evidence_route_not_causal	
ROUTE:00078	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01119	C3	M20B-E001837	NODE05142	ITGAM_ITGB2															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-001837	not_asserted	evidence_route_not_causal	
ROUTE:00079	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01119	C3	M20B-E001838	NODE05204	ITGAX_ITGB2															ECM/integrin adhesion receptor family	ligand_receptor_edge		M20B-EVID-001838	not_asserted	evidence_route_not_causal	
ROUTE:00080	retained_evidence_route	ligand_receptor_entry_only	ligand>receptor	ligand|receptor	intracellular_continuation|transcription_factor|target_gene_expression	not_assessed	NODE01304	Ccl11	M20B-E001840	NODE00085	Ackr1															GPCR receptor family	ligand_receptor_edge		M20B-EVID-001840	not_asserted	evidence_route_not_causal	
