boundary_id	source_a_evidence_id	source_a_edge_ids	boundary_type	source_locator	species_support	source_scope	summary	limitations
M22B-BOUNDARY-000337	M22A-B016-EVID-004	M22B-E000827	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000338	M22A-B016-EVID-005	M22B-E000828	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000339	M22A-B016-EVID-006	M22B-E000829	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000341	M22A-B016-EVID-008	M22B-E000830	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000342	M22A-B016-EVID-009	M22B-E000834	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000343	M22A-B016-EVID-010	M22B-E000826	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000345	M22A-B016-EVID-012	M22B-E000831	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000347	M22A-B016-EVID-014	M22B-E003899	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000359	M22A-B017-EVID-011	M22B-E003900	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000360	M22A-B017-EVID-012	M22B-E000837	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000361	M22A-B017-EVID-013	M22B-E000838	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000362	M22A-B017-EVID-014	M22B-E000839	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000363	M22A-B017-EVID-015	M22B-E000836	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000364	M22A-B017-EVID-016	M22B-E000835	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000366	M22A-B018-EVID-002	M22B-E000832	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000369	M22A-B018-EVID-005	M22B-E000833	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000372	M22A-B018-EVID-008	M22B-E005595	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000375	M22A-B019-EVID-002	M22B-E004531	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000376	M22A-B019-EVID-003	M22B-E004529	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000381	M22A-B019-EVID-008	M22B-E000840	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000382	M22A-B019-EVID-009	M22B-E004530	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000384	M22A-B019-EVID-011	M22B-E000843	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000388	M22A-B020A-EVID-004	M22B-E000842	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000389	M22A-B020A-EVID-005	M22B-E000841	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000391	M22A-B020B-EVID-002	M22B-E000900	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000398	M22A-B021A-EVID-003	M22B-E000844	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000399	M22A-B021A-EVID-004	M22B-E000845	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000400	M22A-B021A-EVID-005	M22B-E000901	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000403	M22A-B021A-EVID-008	M22B-E000848	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000406	M22A-B021A-EVID-011	M22B-E000846	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000407	M22A-B021B-EVID-001	M22B-E000847	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000408	M22A-B021B-EVID-002	M22B-E000849	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000409	M22A-B021B-EVID-003	M22B-E000850	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000412	M22A-B021B-EVID-006	M22B-E000851	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000415	M22A-B021B-EVID-009	M22B-E000812	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000417	M22A-B021B-EVID-011	M22B-E004514	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000419	M22A-B022A-EVID-001	M22B-E004513	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000424	M22A-B022A-EVID-006	M22B-E000907	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000425	M22A-B022A-EVID-007	M22B-E004527	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000426	M22A-B022A-EVID-008	M22B-E000940	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000427	M22A-B022A-EVID-009	M22B-E004528	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000428	M22A-B022A-EVID-010	M22B-E000941	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000429	M22A-B022A-EVID-011	M22B-E004515	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000430	M22A-B022B-EVID-001	M22B-E000953	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000431	M22A-B022B-EVID-002	M22B-E000942	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000432	M22A-B022B-EVID-003	M22B-E000943	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000433	M22A-B022B-EVID-004	M22B-E000944	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000434	M22A-B022B-EVID-005	M22B-E000945	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000435	M22A-B022B-EVID-006	M22B-E000946	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000436	M22A-B022B-EVID-007	M22B-E000947	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000437	M22A-B022B-EVID-008	M22B-E000948	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000438	M22A-B022B-EVID-009	M22B-E000949	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000439	M22A-B022B-EVID-010	M22B-E000950	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000440	M22A-B022B-EVID-011	M22B-E000951	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000441	M22A-B022B-EVID-012	M22B-E000952	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000442	M22A-B023-EVID-001	M22B-E000954	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000444	M22A-B023-EVID-003	M22B-E000963	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000445	M22A-B023-EVID-004	M22B-E000969	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000446	M22A-B023-EVID-005	M22B-E000971	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000447	M22A-B023-EVID-006	M22B-E000976	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000448	M22A-B023-EVID-007	M22B-E000978	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000449	M22A-B023-EVID-008	M22B-E000980	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000450	M22A-B023-EVID-009	M22B-E000985	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000451	M22A-B023-EVID-010	M22B-E000988	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000452	M22A-B023-EVID-011	M22B-E000994	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000453	M22A-B023-EVID-012	M22B-E000995	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000454	M22A-B023-EVID-013	M22B-E000999	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000455	M22A-B023-EVID-014	M22B-E001000	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000456	M22A-B023-EVID-015	M22B-E001001	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000457	M22A-B023-EVID-016	M22B-E001002	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000458	M22A-B023-EVID-017	M22B-E001003	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000459	M22A-B023-EVID-018	M22B-E001004	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000460	M22A-B023-EVID-019	M22B-E001005	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000462	M22A-B023-EVID-021	M22B-E001006	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000463	M22A-B023-EVID-022	M22B-E001007	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000464	M22A-B023-EVID-023	M22B-E001008	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000465	M22A-B023-EVID-024	M22B-E001009	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000466	M22A-B023-EVID-025	M22B-E001010	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000467	M22A-B024-EVID-001	M22B-E001011	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000468	M22A-B024-EVID-002	M22B-E001012	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000469	M22A-B024-EVID-003	M22B-E001013	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000470	M22A-B024-EVID-004	M22B-E001014	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000471	M22A-B024-EVID-005	M22B-E001015	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000472	M22A-B024-EVID-006	M22B-E001016	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000473	M22A-B024-EVID-007	M22B-E001017	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000474	M22A-B024-EVID-008	M22B-E001018	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000475	M22A-B024-EVID-009	M22B-E001019	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000476	M22A-B024-EVID-010	M22B-E001020	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000477	M22A-B024-EVID-011	M22B-E001021	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000478	M22A-B024-EVID-012	M22B-E001022	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000479	M22A-B024-EVID-013	M22B-E001023	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000480	M22A-B024-EVID-014	M22B-E001025	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000481	M22A-B024-EVID-015	M22B-E001026	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000482	M22A-B024-EVID-016	M22B-E001027	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000483	M22A-B024-EVID-017	M22B-E001028	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000484	M22A-B024-EVID-018	M22B-E001029	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000485	M22A-B024-EVID-019	M22B-E001030	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000486	M22A-B024-EVID-020	M22B-E001031	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000487	M22A-B024-EVID-021	M22B-E001032	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000488	M22A-B024-EVID-022	M22B-E001033	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000489	M22A-B024-EVID-023	M22B-E001034	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000490	M22A-B024-EVID-024	M22B-E001035	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000491	M22A-B024-EVID-025	M22B-E001036	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000492	M22A-B025-EVID-001	M22B-E001037	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000493	M22A-B025-EVID-002	M22B-E001038	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000494	M22A-B025-EVID-003	M22B-E001039	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000495	M22A-B025-EVID-004	M22B-E001040	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000496	M22A-B025-EVID-005	M22B-E001041	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000497	M22A-B025-EVID-006	M22B-E001042	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000498	M22A-B025-EVID-007	M22B-E001043	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000499	M22A-B025-EVID-008	M22B-E001044	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000500	M22A-B025-EVID-009	M22B-E001045	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000501	M22A-B025-EVID-010	M22B-E001046	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000502	M22A-B025-EVID-011	M22B-E001047	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000503	M22A-B025-EVID-012	M22B-E001048	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000504	M22A-B025-EVID-013	M22B-E001049	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000505	M22A-B025-EVID-014	M22B-E001050	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000506	M22A-B025-EVID-015	M22B-E001051	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000507	M22A-B025-EVID-016	M22B-E001052	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000508	M22A-B025-EVID-017	M22B-E001053	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000509	M22A-B025-EVID-018	M22B-E001054	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000510	M22A-B025-EVID-019	M22B-E001055	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000511	M22A-B025-EVID-020	M22B-E001056	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000512	M22A-B025-EVID-021	M22B-E001057	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000513	M22A-B025-EVID-022	M22B-E001058	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000514	M22A-B025-EVID-023	M22B-E001059	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000515	M22A-B025-EVID-024	M22B-E001060	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000516	M22A-B025-EVID-025	M22B-E001061	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000517	M22A-B026-EVID-001	M22B-E001062	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000518	M22A-B026-EVID-002	M22B-E001063	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000519	M22A-B026-EVID-003	M22B-E001064	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000520	M22A-B026-EVID-004	M22B-E001065	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000521	M22A-B026-EVID-005	M22B-E001066	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000522	M22A-B026-EVID-006	M22B-E001070	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000523	M22A-B026-EVID-007	M22B-E001071	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000524	M22A-B026-EVID-008	M22B-E001072	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000525	M22A-B026-EVID-009	M22B-E001073	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000526	M22A-B026-EVID-010	M22B-E001074	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000527	M22A-B026-EVID-011	M22B-E001075	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000528	M22A-B026-EVID-012	M22B-E001076	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000529	M22A-B026-EVID-013	M22B-E001077	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000530	M22A-B026-EVID-014	M22B-E001078	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000531	M22A-B026-EVID-015	M22B-E001079	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000532	M22A-B026-EVID-016	M22B-E001080	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000533	M22A-B026-EVID-017	M22B-E001081	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000534	M22A-B026-EVID-018	M22B-E001082	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000535	M22A-B026-EVID-019	M22B-E001083	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000536	M22A-B026-EVID-020	M22B-E001084	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000537	M22A-B026-EVID-021	M22B-E001085	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000538	M22A-B026-EVID-022	M22B-E001086	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000539	M22A-B026-EVID-023	M22B-E001087	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000540	M22A-B026-EVID-024	M22B-E001088	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000541	M22A-B026-EVID-025	M22B-E001089	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000542	M22A-B027-EVID-001	M22B-E001090	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000543	M22A-B027-EVID-002	M22B-E001091	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000544	M22A-B027-EVID-003	M22B-E001092	no_evidence_boundary			negative_evidence		
M22B-BOUNDARY-000545	M22A-B027-EVID-004	M22B-E001093	no_evidence_boundary			negative_evidence		
