b_edge_id	source_entity	relation_type	target_entity	pathway_name	evidence_layer	source_a_edge_id	edge_status	context_scope	cell_type_context	compartment_context	species_context	injury_context	confidence_tier	export_priority	exportable	consolidation_note
M22B-E000017	ATF4/CREB2; ATFx	GABA-B receptor activation engages ATF4/CREB2 at receptor C-terminal tails, changes ATF4/CREB2 localization, and activates a CREB2-responsive reporter	GABA-B1/GABA-B2-ATF4/CREB2-responsive transcriptional program	cell_state_program	downstream_or_functional	M22A-EDGE-0017	reviewed_program_association	These studies support a receptor-TF protein interaction and receptor-dependent transcriptional program, not TF occupancy at an endogenous downstream locus or regulation of a defined target gene. Functional receptor is the assembled GABA-B1/GABA-B2 heterodimer; source composites GAD1-SLC6A6/SLC6A8 were not manipulated. Reactome captures GABA-B Gi/o/adenylyl-cyclase/ion-channel signaling but supplies no terminal TF-target edge.;This is a receptor-TF protein-interaction and transcriptional-program record, not TF-DNA occupancy or a direct endogenous TF-target-gene edge. Functional GABAB signaling requires the assembled GABAB1-GABAB2 heterodimer; GAD2 is biosynthetic and SLC6A12/SLC6A13/SLC6A6 are transport labels, none was manipulated as the source branch. FMR1/pCREB observations are supporting program context, not a direct handoff-specific target.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000018	ATF4/CREB2; ATFx	GABAB1 and GABAB2 C-terminal regions interact with CREB2/ATF4 and ATFx, and agonist activation produces CREB2 nuclear translocation and CREB2-responsive reporter transcription	GABAB1/2-ATF4/CREB2/ATFx transcriptional signaling program	cell_state_program	downstream_or_functional	M22A-EDGE-0018	reviewed_program_association	This is a receptor-TF protein-interaction and transcriptional-program record, not TF-DNA occupancy or a direct TF target-gene edge. Functional GABAB signaling requires the GABAB1-GABAB2 heterodimer; the GAD2/SLC6A1 or GAD2/SLC6A11 source/clearance composites were not manipulated, and no endogenous target gene was resolved.;This is receptor-TF protein interaction and transcriptional-program evidence, not TF-DNA occupancy or a direct TF target-gene edge. Functional GABAB signaling requires the heterodimer; the GAD2/SLC6A12 source/clearance composite was not manipulated and no endogenous target gene was resolved.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000019	ATF4/CREB2;CREB	GABA_B activation drives ERK-dependent CREB phosphorylation and baclofen-stimulated CREB2/ATF4 nuclear translocation/reporter activity	GABA_B-ERK/CREB and receptor-associated ATF4 activity-dependent transcriptional program	cell_state_program	downstream_or_functional	M22A-EDGE-0019	reviewed_program_association	The functional GABA_B1/GABA_B2 heterodimer is required, so attribution to either subunit alone is not independent. The ATF4/CREB2 result is a demonstrated receptor-C-terminal association with receptor-stimulated reporter output, but no endogenous downstream target locus; ERK/pCREB/BDNF outputs remain program association. GAD1/SLC6A11/SLC6A12 were not manipulated as receptor components, and models were neuronal or recombinant rather than SCI receiver cells.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000020	BCL6	No direct TPSB2-F2RL1-to-BCL6 target edge was recovered	null	none_identified	downstream_or_functional	M22A-EDGE-0020	no_evidence_boundary	PAR2 activation and BCL6 expression in related immune contexts are not sufficient to assign a TPSB2-F2RL1-to-BCL6 target edge. Tryptase isoform, co-receptor, cell type, and BCL6 mechanism remain unresolved.					low	medium	false	Direct, pathway, program, and functional layers remain distinct.
M22B-E000021	CLOCK;BMAL1	DRD2 signaling enhances CLOCK:BMAL1-dependent mPer1 transcription	mPer1	target_gene	downstream_or_functional	M22A-EDGE-0021	reviewed_regulatory_support	The study links D2R activation to CLOCK:BMAL1-dependent mPer1 reporter activity and D2R-dependent retinal mPer1 expression, but does not show CLOCK/BMAL1 occupancy at an endogenous locus. The DOPA-DDC_SLC6A3 source composite was not manipulated, and reporter, receptor, and circadian contexts are not SCI receiver-cell evidence.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000022	CREB	5-HT1A receptor agonism is associated with hippocampal CREB activity and an nNOS-linked anxiolytic program	5-HT1A-CREB/nNOS-associated hippocampal anxiolytic program	cell_state_program	downstream_or_functional	M22A-EDGE-0022	reviewed_program_association	The primary study uses a selective 5-HT1A agonist or fluoxetine rather than endogenous 5-HT from either submitted TPH1/SLC6A4 or TPH2/SLC18A1 branch. CREB phosphorylation and nNOS expression support a program, not a direct CREB target gene; no SCI receiver-cell validation was found.;The primary study uses a selective 5-HT1A agonist or fluoxetine rather than endogenous 5-HT from either submitted TPH2-SLC18A2 or TPH2-SLC6A4 branch. CREB phosphorylation and nNOS dependence support a receptor-linked program, not a direct CREB target gene; no SCI receiver-cell validation was found.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000023	CREB	5-HT1A stimulation is associated with nNOS-dependent CREB phosphorylation in hippocampal neurons and hippocampus	5-HT1A-associated nNOS-CREB neuronal response program	cell_state_program	downstream_or_functional	M22A-EDGE-0023	reviewed_program_association	The primary study supports a receptor-linked CREB phosphorylation program mediated through nNOS, not direct CREB occupancy or regulation of a defined target gene. Chronic in vivo drug treatment, nNOS dependence, and anxiety-related readouts do not establish a matched SCI receiver-cell target program.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000024	CREB	5-HT2A receptor agonism is associated with CREB-dependent regulation of a neuronal plasticity-associated gene module	5-HT2A-CREB neuronal plasticity-associated gene program	cell_state_program	downstream_or_functional	M22A-EDGE-0024	reviewed_program_association	The primary study supports a receptor-linked CREB program, but DOI is a synthetic 5-HT2A agonist rather than endogenous serotonin and does not match either submitted TPH1/SLC6A4 or TPH2/SLC18A1 source branch. The pCREB/promoter and CREB-loss results are retained as program evidence, not a one-to-one direct TF-target assignment for the exact handoffs; models are cortical rather than SCI receiver cells.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000025	CREB	5-HT4 receptor stimulation is associated with CREB activation and an enteric-neuron survival and neurogenesis program	5-HT4-CREB-associated enteric-neuron neuroprotection and neurogenesis program	cell_state_program	downstream_or_functional	M22A-EDGE-0025	reviewed_program_association	The study supports a 5-HT4-linked CREB program but uses selective 5-HT4 agonists rather than endogenous serotonin and does not resolve TPH1 versus TPH2 or SLC6A4 versus SLC18A1 source context. CREB phosphorylation is not direct occupancy at a target gene; the enteric model is not SCI.;The study supports a 5-HT4-linked CREB program but uses selective agonists rather than a TPH2-SLC18A2-defined or TPH2-SLC6A4-defined endogenous source. CREB activation is not direct occupancy at a target gene, and the enteric model is not SCI.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000026	CREB	5-HT4 receptor activation is associated with PKA-linked CREB activation and an enteric-neuron survival and neurogenesis program	5-HT4-associated PKA-CREB enteric-neuron survival and neurogenesis program	cell_state_program	downstream_or_functional	M22A-EDGE-0026	reviewed_program_association	The study supports an HTR4-linked CREB program but uses selective agonists rather than endogenous serotonin and does not manipulate the submitted TPH2-SLC6A4 source module. No CREB occupancy at a downstream gene was measured; the enteric-neuron model is not an SCI receiver-cell model.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000027	CREB	5-HT4 receptor stimulation activates PKA-linked CREB in enteric neurons and supports an adult enteric-neurogenesis program	5-HT4-associated PKA-CREB enteric-neuronal survival and neurogenesis program	cell_state_program	downstream_or_functional	M22A-EDGE-0027	reviewed_program_association	The study supports HTR4-linked CREB phosphorylation and a neuronal program, but no direct CREB occupancy or single-gene regulatory target was measured. The enteric-neuron and adult-neurogenesis context is not an SCI receiver-cell model.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000028	CREB	5-HT6 receptor activation is associated with an AC-cAMP-PKA-ERK-CREB-BDNF neuronal response program	5-HT6-AC-cAMP-PKA-ERK-CREB-BDNF neuronal response program	cell_state_program	downstream_or_functional	M22A-EDGE-0028	reviewed_program_association	The study supports a 5-HT6-linked CREB-BDNF program but uses a selective synthetic agonist rather than endogenous serotonin and does not resolve the submitted TPH1/SLC6A4 source branch. Phospho-CREB and BDNF expression are not direct CREB occupancy evidence; the VLO pain model is not SCI.;The study supports a 5-HT6-linked CREB-BDNF program but uses a synthetic agonist rather than endogenous serotonin and does not resolve the submitted TPH2-SLC18A1 or TPH2-SLC18A2 source branches. Phospho-CREB and BDNF expression are not direct CREB occupancy evidence; the VLO pain model is not SCI.;The study supports a 5-HT6-linked CREB-BDNF program but uses a selective synthetic agonist rather than endogenous serotonin and does not manipulate TPH2 or SLC6A4. Phospho-CREB and BDNF expression are not direct CREB occupancy evidence; the VLO pain model is not an SCI receiver-cell model.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000029	CREB	5-HT7 receptor activation is associated with PKA-dependent CREB reporter activity and G12-SRE transcriptional output	5-HT7-CREB/SRE neuronal signaling and morphology program	cell_state_program	downstream_or_functional	M22A-EDGE-0029	reviewed_program_association	The primary studies support HTR7-linked CREB or SRE output but do not establish CREB occupancy at a downstream gene. Reporter and phospho-CREB readouts are program evidence only; the receptor-focused agonist studies do not manipulate the submitted TPH2-SLC6A4 source module, and the models are not SCI receiver cells.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000030	CREB	5-HT7 receptor activation is associated with PKA-CREB and G12-SRE transcriptional output	5-HT7-CREB/SRE neuronal signaling and neurite-outgrowth program	cell_state_program	downstream_or_functional	M22A-EDGE-0030	reviewed_program_association	The studies support a 5-HT7-linked CREB/SRE program but not CREB occupancy at a downstream gene. They do not resolve TPH1 versus TPH2 or SLC6A4 versus SLC18A1 source context, and the models are not SCI receiver cells.;The studies support a 5-HT7-linked CREB/SRE program but not CREB occupancy at a downstream gene. They do not resolve TPH2, SLC18A1, or SLC18A2 as the endogenous source for these handoffs, and the models are not SCI receiver cells.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000031	CREB	5-HT7 receptor activation engages PKA-dependent CREB reporter activity and serum-response transcriptional output	5-HT7-associated PKA-CREB/SRE neuronal transcriptional program	cell_state_program	downstream_or_functional	M22A-EDGE-0031	reviewed_program_association	The primary studies support HTR7-linked CREB or SRE output in heterologous and hippocampal models, but do not establish CREB occupancy at a downstream gene. Reporter and phospho-CREB readouts, receptor splice or G-protein context, and neuronal model differences limit transfer to an SCI receiver cell.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000032	CREB	Activated alpha2M binding to LRP1 is associated with ERK/Akt and CREB-linked neural survival and migration outputs	Activated alpha2M-LRP1-Src/Trk-ERK/Akt-CREB neural response program	cell_state_program	downstream_or_functional	M22A-EDGE-0032	reviewed_program_association	The active ligand is alpha2M-star or an LRP1-binding fragment rather than native unactivated A2M; CREB phosphorylation and transcriptional output are model dependent and not direct target occupancy.					high	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000033	CREB	Activated alpha2M-LRP1 signaling is associated with neurite outgrowth, Schwann-cell survival, migration, and MCP-1 expression	Activated alpha2M-LRP1-associated neurite outgrowth and Schwann-cell survival or migration phenotype	phenotype	downstream_or_functional	M22A-EDGE-0033	reviewed_phenotype_only	The phenotype is downstream of LRP1 and MAPK signaling and does not establish a direct CREB target gene or a specific SCI receiver state.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000034	CREB	Alpha2A, alpha2B, and alpha2C activation is associated with CREB-linked cyclin D1 and neuronal-differentiation responses	Alpha2-adrenergic CREB/cyclin D1 neuronal-differentiation program	cell_state_program	downstream_or_functional	M22A-EDGE-0034	reviewed_program_association	The primary study compares all three alpha2 subtypes, but alpha2A and alpha2C responses are much stronger than alpha2B. pCREB and CRE-reporter output plus cyclin D1 expression do not establish CREB occupancy or a direct cyclin D1 target. Ectopic PC12 models and mature epinephrine do not test PNMT/SLC18A1 or PNMT/SLC18A2 source coupling, and the model is not SCI.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000035	CREB	DOI activation of 5-HT2A increases pCREB occupancy at the Arc promoter and CREB loss attenuates Arc induction	Arc	target_gene	ligand_receptor_or_direct_molecular	M22A-EDGE-0035	reviewed_direct_target	Direct evidence is for the Htr2a receptor branch activated by the DOI agonist, not endogenous 5-HT release or a TPH1/SLC18A1 or TPH1/SLC18A2 perturbation. The models are cortical rather than SCI receiver cells.;Direct evidence is for the Htr2a receptor branch activated by the synthetic DOI agonist, not endogenous 5-HT release or a submitted TPH2-SLC18A2 or TPH2-SLC6A4 perturbation. The cortical models are not SCI receiver cells.					high	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000036	CREB	BDNF-TrkB signaling activates CREB binding and transcription from BDNF promoter IV	Bdnf promoter IV	target_gene	ligand_receptor_or_direct_molecular	M22A-EDGE-0036	reviewed_direct_target	The direct edge is CREB-to-Bdnf promoter IV after BDNF-TrkB signaling, with conserved reporter support in human sequence. It does not prove all Bdnf transcript promoters or SCI cell types, and CREM/ATF1 compensation is not inferred from this row.					high	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000037	CREB	DOI activation of 5-HT2A increases pCREB occupancy at the Bdnf1 promoter	Bdnf1	target_gene	ligand_receptor_or_direct_molecular	M22A-EDGE-0037	reviewed_direct_target	The study reports direct pCREB promoter enrichment after DOI, but Bdnf1 induction was not attenuated in the CREBalpha-delta knockout, so functional CREB dependence is less complete than for Arc, Cebpb, or cFos. DOI and cortical-neuron context do not establish an endogenous 5-HT-TPH1/SLC18A1 or TPH1/SLC18A2 edge in SCI.;The study reports direct pCREB promoter enrichment after DOI, but Bdnf1 induction was not attenuated in the CREBalpha-delta knockout. DOI and cortical-neuron context do not establish an endogenous TPH2-SLC18A2 or TPH2-SLC6A4 edge in SCI.					medium-high	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000038	CREB	Beta1-adrenergic activation is associated with CREB-linked CRE output and c-FOS induction	Beta1-adrenergic CREB/c-FOS striatal neuronal transcription program	cell_state_program	downstream_or_functional	M22A-EDGE-0038	reviewed_program_association	Beta1 causality is supported pharmacologically in neurons expressing beta1, beta2, and beta3 receptors, but isoproterenol is not beta1-selective and no direct CREB occupancy or TF perturbation at c-fos was performed. Mature norepinephrine or agonist studies do not test PNMT/SLC18A1 as the source branch, and the striatal model is not SCI.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000039	CREB	TRH signaling in pituitary cells engages CREB phosphorylation and CBP-dependent transcription at the alpha-GSU promoter	CGA/alpha-glycoprotein hormone subunit target gene	target_gene	downstream_or_functional	M22A-EDGE-0039	reviewed_regulatory_support	The study supports TRH-responsive CREB/CBP transcriptional regulation but does not establish CREB occupancy at a unique endogenous target in a matched TRHR-expressing SCI cell. Promoter output and phospho-CREB are not promoted to a direct binding claim.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000040	CREB	The exact reviewed branch is associated with CREB activity and a downstream transcriptional program; no single TF-target edge is claimed	CREB receptor-responsive program	cell_state_program	downstream_or_functional	M22A-EDGE-0040	reviewed_program_association	The primary evidence supports a bounded CREB pathway/program association in the cited model, not direct TF binding or TF-target regulation. CCK receptor coupling differs by cell type and ligand concentration; the NTS study uses systemic CCK and receptor localization rather than a purified receptor-only reconstruction. It does not establish the same program in an SCI receiver cell or prove that every component of the submitted Cck Cckar handoff has the same downstream TF context.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000041	CREB	NR2A-containing NMDAR activation associates with CREB activity and Bdnf transcription	CREB-BDNF activity-dependent transcriptional program	cell_state_program	downstream_or_functional	M22A-EDGE-0041	reviewed_program_association	Subtype-informed program, not exact GRIN1/GRIN2A plus SLC17A6/GLS source-composite proof; no CREB occupancy at Bdnf in this study.;Subtype-informed program, not exact GRIN1/GRIN2A plus Glu-SLC17A7_GLS source-composite proof; no CREB occupancy at Bdnf was shown in the subtype study.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000042	CREB	NR2B-containing NMDAR activation associates with CREB activity and Bdnf transcription	CREB-BDNF activity-dependent transcriptional program	cell_state_program	downstream_or_functional	M22A-EDGE-0042	reviewed_program_association	NR2B dependence is supported, but exact GRIN1/GRIN2B/source-composite coupling and CREB target occupancy were not established.;NR2B dependence is supported in a CRE-transcription assay, but exact GRIN1/GRIN2B plus Glu-SLC17A7_GLS source coupling and CREB target occupancy were not established.					medium-high	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000043	CREB	CRH activation of CRHR1 is associated with cAMP/PKA and MAPK branches that include CREB-dependent transcription	CRH-CRHR1-Gs/cAMP/PKA-MAPK-CREB neuronal and microglial response program	cell_state_program	downstream_or_functional	M22A-EDGE-0043	reviewed_program_association	The branch is neuronal- and microglia-context dependent; CREB-dependent transcription and phospho-signaling were not resolved as a direct CRH-CRHR1-specific target edge.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000044	CREB	CRH-CRHR1 signaling is associated with microglial proliferation or TNF release and neuronal maturation outputs	CRH-CRHR1-associated microglial inflammatory and neuronal-maturation phenotype	phenotype	downstream_or_functional	M22A-EDGE-0044	reviewed_phenotype_only	These phenotypes are downstream of CRHR1 signaling and do not establish direct CREB binding or a specific SCI microglial or neuronal outcome.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000045	CREB	DOI activation of 5-HT2A increases pCREB occupancy at the Cebpb promoter and CREB loss attenuates Cebpb induction	Cebpb	target_gene	ligand_receptor_or_direct_molecular	M22A-EDGE-0045	reviewed_direct_target	Direct evidence is for DOI-activated Htr2a, not endogenous serotonin supplied by TPH1 or vesicular SLC18A1/SLC18A2. The cortical plasticity model is not an SCI receiver-cell assay, and pCREB occupancy does not resolve all CREB isoform or cofactor requirements.;Direct evidence is for DOI-activated Htr2a, not endogenous serotonin supplied by TPH2 with vesicular SLC18A2 or SLC6A4. The cortical plasticity model is not an SCI receiver-cell assay, and pCREB occupancy does not resolve all CREB isoform or cofactor requirements.					high	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000046	CREB	Gut-derived serotonin signaling through Htr1b modulates CREB occupancy and CycD1 transcription in osteoblasts	CycD1	target_gene	ligand_receptor_or_direct_molecular	M22A-EDGE-0046	reviewed_direct_target	The study directly supports CREB occupancy at the CycD1 promoter in a serotonin-Htr1b osteoblast context and links the ligand source to Tph1 in gut cells. SLC6A4 is not the tested source determinant, and the osteoblast/bone model does not establish the same edge in SCI receiver cells.					high	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000047	CREB	D2-like receptor agonism modulates cAMP-CREB signaling and helper-T-cell transcriptional states	Dopamine D2-like receptor-associated cAMP-CREB and T-cell differentiation program	cell_state_program	downstream_or_functional	M22A-EDGE-0047	reviewed_program_association	The study uses the D2-like agonist quinpirole and concludes that D3/D4 are prominent, so receptor-subtype attribution is not fully resolved across the three handoffs. TF expression and phospho-CREB were measured without direct occupancy or a single-gene regulatory assay, and the T-cell model is not SCI receiver-cell evidence.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000048	CREB	D1 receptor stimulation produces PKA/NMDA-dependent CREB phosphorylation and CRE-reporter output	Dopamine-DRD1-associated PKA/NMDA-CREB activation program	cell_state_program	downstream_or_functional	M22A-EDGE-0048	reviewed_program_association	The study supports a DRD1-linked CREB activation and CRE-reporter program, not CREB occupancy at an endogenous target gene. CREB output required glutamatergic/NMDA and calcium context, and the handoff represents dopamine production from DOPA rather than a receptor-specific SCI receiver-cell experiment.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
M22B-E000049	CREB	GABAB receptor activation increases Fmr1/FMRP expression through CREB-dependent signaling	Fmr1/FMRP neuronal translation-support target	target_gene	downstream_or_functional	M22A-EDGE-0049	reviewed_regulatory_support	The primary studies support receptor-to-CREB-dependent Fmr1/FMRP regulation, but do not show CREB occupancy at the Fmr1 regulatory region. GABAB1 versus GABAB2 contributions are not resolved as standalone handoffs, and the GAD2/SLC6A1 or SLC6A11 source/transport branches were not perturbed. This is indirect regulatory support, not direct TF binding.;The studies support receptor-to-CREB-dependent Fmr1/FMRP regulation but do not show CREB occupancy at the Fmr1 regulatory region. GABBR1 versus GABBR2 contributions are unresolved, and the GAD2/SLC6A12 source/transport branch was not perturbed; this is indirect regulatory support, not direct TF binding.					medium	medium	true	Direct, pathway, program, and functional layers remain distinct.
