curation_id	module	species	tf_symbol	target_symbol	external_record_keys	source_registries	public_effect_polarities	public_verification_statuses	public_reference_pmids	source_pmids	corroborating_pmids	excluded_pmids	tf_entity_ids	target_entity_ids	tf_frozen_match_status	target_frozen_match_status	tf_role_present	target_role_present	evidence_scope	effect_polarity	confidence_tier	cell_type_context	stimulus_context	module_boundary	cross_module_overlap	reuse_audit_status	promotion_decision	graph_materialization_status	hold_reason	curation_note
PUBTF-M22B-B001-0039	22B	human	GATA3	FOXC2	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002450	TRRUST	repressing_target	primary_reference_verified	22120723	22120723					absent_from_frozen_graph	absent_from_frozen_graph	false	false	contextual_support	repressing_target	uncertain			22B TF-to-target/downstream program only; no automatic 20B/21B/23B/24B edge			hold_exact_pair_review	not_canonical_materialization;entity_role_review_required	contextual multi-gene repression not enough for direct pair promotion	The paper reports broader GATA3/BRCA1-associated repression, but the strongest mapped promoter evidence is FOXC1; hold FOXC2 pending exact-pair evidence.
PUBTF-M22B-B001-0040	22B	human	CEBPB	CSF3R	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004001:ce5d9779dd1f;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000660	OmniPath_DoRothEA;TRRUST	activating_target	primary_reference_verified	10453008;20659895	10453008			11613		mapped_unique	absent_from_frozen_graph	false	false	unresolved	unknown	uncertain			22B TF-to-target/downstream program only; no automatic 20B/21B/23B/24B edge			hold_exact_pair_review	not_canonical_materialization;entity_role_review_required	paper target mismatch: CSF2RB versus CSF3R	The cited paper is about the common beta-chain CSF2RB promoter, not CSF3R; no CEBPB→CSF3R promotion is allowed.
PUBTF-M22B-B001-0041	22B	human	CEBPB	IL3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001199:1c9d19b24045;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000686	OmniPath_DoRothEA;TRRUST	activating_target;unknown	primary_reference_verified	10453008;12574125	10453008			11613		mapped_unique	absent_from_frozen_graph	false	false	unresolved	unknown	uncertain			22B TF-to-target/downstream program only; no automatic 20B/21B/23B/24B edge			hold_exact_pair_review	not_canonical_materialization;entity_role_review_required	paper target mismatch	The cited paper is about a composite C/EBP site in the CSF2RB promoter, not an IL3 target assay.
PUBTF-M22B-B001-0042	22B	human	CEBPB	IL5	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000930:8d2f261babc7;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:000689	OmniPath_DoRothEA;TRRUST	activating_target;unknown	primary_reference_verified	10453008;11745390;16922677	10453008			11613	12496	mapped_unique	mapped_unique	false	false	unresolved	unknown	uncertain			22B TF-to-target/downstream program only; no automatic 20B/21B/23B/24B edge			hold_exact_pair_review	not_canonical_materialization;entity_role_review_required	paper target mismatch	The cited paper is about a composite C/EBP site in the CSF2RB promoter, not an IL5 target assay.
PUBTF-M22B-B001-0043	22B	human	STAT1	IFNG	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000088:e4fdc9ae7e3c;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007856;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007857;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007858	OmniPath_DoRothEA;TRRUST	activating_target;repressing_target;unknown	unverified_public_record	10201928;10373559;10440232;10528163;10585866;10707961;10713330;10830295;10881178;10982806;11390994;11416037;11884466;12052885;12121657;12130529;12223098;12242445;12370359;12403783;12493643;12731040;12759422;12893768;13678429;14623896;14735146;14738323;15055356;15128825;15217838;15238607;15307169;15528362;15931263;15953367;16162660;16195385;16380218;16785492;16785506;17016440;17105733;17270146;17283162;17558024;17689680;17878383;18006082;18178806;1833631;18616672;18787082;18802113;19124156;19262492;19450151;19476491;19686746;19929594;19935876;20004484;20033640;21039465;21178011;21239708;21530491;21796702;22240120;22767256;23384097;23419754;23582260;23645984;23740952;24200694;24478085;24700342;24725474;24760883;25305312;25517939;25545325;25711697;25921060;26162572;26170288;26185094;26793623;28576981;28584076;28736298;29054137;29196213;29474442;29753791;30425059;31315996;34758826;34773188;35584676;36898482;37184230;7565811;7619083;7796811;7957928;8509377;8647290;8823363;8990168;9059994;9218597;9271410;9417082;9491997;9548487;9574535;9748323;9880553;9974409					12444	absent_from_frozen_graph	mapped_unique	false	false	unresolved	unknown	uncertain			22B TF-to-target/downstream program only; no automatic 20B/21B/23B/24B edge	20B		hold_cross_module_reuse	not_canonical_materialization;entity_role_review_required	shared Module 20B citation is incidental; exact STAT1→IFNG evidence not reviewed	Shared PMID 7796811 with a Module 20B TPO/MPL record is incidental and does not prove STAT1→IFNG; keep the candidate in Module 22B review.
PUBTF-M22B-B001-0044	22B	human	STAT1	IFNA1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000191:af5bc69f6ea6;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007853;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007854	OmniPath_DoRothEA;TRRUST	activating_target;repressing_target;unknown	unverified_public_record	10406469;10586107;11244574;11566724;11591697;11909852;11972347;12356687;12429724;12748307;1315834;14978477;15467722;15664995;15714000;16319195;17050680;17374731;1756724;17617740;17689680;18024894;1833631;18562017;18616672;18778729;19135978;19561067;20526365;20585034;20627394;21659501;22252317;22479354;22589541;23598529;25681344;33882442;34524541;37982908;7796811;8034722;8444884;8454630;8509377;8683106;8755534;8805641;9325014						absent_from_frozen_graph	absent_from_frozen_graph	false	false	unresolved	unknown	uncertain			22B TF-to-target/downstream program only; no automatic 20B/21B/23B/24B edge	20B		hold_cross_module_reuse	not_canonical_materialization;entity_role_review_required	shared Module 20B citation is incidental; exact STAT1→IFNA1 evidence not reviewed	Shared PMID 7796811 with a Module 20B TPO/MPL record is incidental and does not prove STAT1→IFNA1; keep the candidate in Module 22B review.
PUBTF-M22B-B001-0045	22B	human	JUN	FOS	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000924:e93300a63aa3	OmniPath_DoRothEA	activating_target	unverified_public_record	10208434;10358044;10388555;10395285;10395798;10462031;10521486;10582624;10652288;10858536;10940358;11023281;11026560;11063127;11266513;11299744;11459835;11911955;11950097;12034357;12137955;12231642;12242287;12392213;12496286;12588992;12600988;12671299;12760745;12804589;1326646;1372389;1380150;14534529;14561487;14684847;1482049;15005710;15023565;15107478;15156182;15314185;1545132;15467742;1549354;15592508;15639337;15761212;15799027;1596533;1617671;16337472;1741260;17425682;17504975;17510524;17724252;17895291;1832543;18596606;18978706;1900040;19015316;19199340;19255142;1944274;19828731;20574536;20654705;20875696;20976523;2119495;21463687;2147223;21652721;2166830;21864583;2271120;23562910;23840429;24477193;24937323;2498646;2498806;2511006;2513130;25588078;25592718;26096293;26493679;27106803;28112420;28369921;2839774;29139546;29225069;30790629;30878820;32224140;33809485;33897417;33963182;34737212;35143939;36634215;7478524;7602584;7684831;7789331;7791782;7798940;7919167;7999013;8031467;8142009;8206384;8230424;8264664;8370396;8416748;8491191;8497279;8502480;8522361;8586671;8597411;8617996;8632149;8799468;8816505;8835393;8890955;8934539;8986626;9028942;9037208;9037530;9111208;9217081;9497348;9512670;9571041;9804760;9819441;9867253						absent_from_frozen_graph	absent_from_frozen_graph	false	false	unresolved	unknown	uncertain			22B TF-to-target/downstream program only; no automatic 20B/21B/23B/24B edge	24B		hold_cross_module_reuse	not_canonical_materialization;entity_role_review_required	shared Module 24B citation is incidental	Shared PMID 36634215 with a Module 24B S100A8/TLR4 record is incidental; it is not a JUN→FOS target experiment.
PUBTF-M22B-B001-0046	22B	human	JUN	IFNG	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001216:1a925a1f1b16;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003446;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:003447	OmniPath_DoRothEA;TRRUST	activating_target;unknown	unverified_public_record	10700460;11801649;11943142;12594853;12626576;12836278;12842891;1314139;14734615;15187132;15522880;15699140;16302211;16713974;17105733;17324400;17556653;18409047;18541274;18641343;18656454;19265145;20006311;20304822;22123848;22351517;22413812;24200694;26387951;29438524;30083167;33144667;34724561;7759501;8756632;8900159;8923461;9174598;9558063;9857002					12444	absent_from_frozen_graph	mapped_unique	false	false	unresolved	unknown	uncertain			22B TF-to-target/downstream program only; no automatic 20B/21B/23B/24B edge	20B;22B		hold_cross_module_reuse	not_canonical_materialization;entity_role_review_required	AP-1/STAT4 cooperation does not resolve exact JUN pair	Shared IL-12/STAT4/AP-1 references do not establish a JUN-specific IFNG occupancy or causal target edge.
PUBTF-M22B-B001-0047	22B	mouse	Jun	Fos	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000922:1c86ddb726a4;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002284;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002285	OmniPath_DoRothEA;TRRUST	activating_target;repressing_target;unknown	unverified_public_record	10208434;10358044;10388555;10395285;10395798;10462031;10521486;10582624;10652288;10858536;10940358;11023281;11026560;11063127;11266513;11299744;11459835;11911955;11950097;12034357;12137955;12231642;12242287;12392213;12496286;12588992;12600988;12671299;12760745;12804589;1326646;1372389;1380150;14534529;14561487;14684847;1482049;15005710;15023565;15107478;15156182;15314185;1545132;15467742;1549354;15592508;15639337;15761212;15799027;1596533;1617671;16337472;1741260;17425682;17504975;17510524;17724252;17895291;1832543;18596606;18978706;1900040;19015316;19199340;19255142;1944274;19828731;20574536;20654705;20875696;20976523;2119495;21463687;2147223;21652721;2166830;21864583;2271120;23562910;23840429;24477193;24937323;2498646;2498806;2511006;2513130;25588078;25592718;26096293;26493679;27106803;28112420;28369921;2839774;29139546;29225069;30790629;30878820;32224140;33809485;33897417;33963182;34737212;35143939;36634215;7478524;7602584;7684831;7789331;7791782;7798940;7919167;7999013;8031467;8142009;8206384;8230424;8264664;8370396;8416748;8491191;8497279;8502480;8522361;8586671;8597411;8617996;8632149;8799468;8816505;8835393;8890955;8934539;8986626;9028942;9037208;9037530;9111208;9217081;9497348;9512670;9571041;9804760;9819441;9867253;2124241;8016110						absent_from_frozen_graph	absent_from_frozen_graph	false	false	unresolved	unknown	uncertain			22B TF-to-target/downstream program only; no automatic 20B/21B/23B/24B edge	24B		hold_cross_module_reuse	not_canonical_materialization;entity_role_review_required	mouse exact-pair evidence not verified	The human AP-1 evidence and Module 24B citation overlap do not establish this mouse pair; keep species-specific review separate.
PUBTF-M22B-B001-0048	22B	mouse	Jun	Ifng	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001212:a94b87f4a2e1;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002296;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002298;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002299	OmniPath_DoRothEA;TRRUST	activating_target;unknown	unverified_public_record	10700460;11801649;11943142;12594853;12626576;12836278;12842891;1314139;14734615;15187132;15522880;15699140;16302211;16713974;17105733;17324400;17556653;18409047;18541274;18641343;18656454;19265145;20006311;20304822;22123848;22351517;22413812;24200694;26387951;29438524;30083167;33144667;34724561;7759501;8756632;8900159;8923461;9174598;9558063;9857002;8982782					12444	absent_from_frozen_graph	mapped_unique	false	false	unresolved	unknown	uncertain			22B TF-to-target/downstream program only; no automatic 20B/21B/23B/24B edge	20B		hold_cross_module_reuse	not_canonical_materialization;entity_role_review_required	mouse exact-pair evidence not verified	The shared IL-12/STAT4 references do not establish a mouse Jun-specific IFNG target edge.
PUBTF-M22B-B001-0049	22B	mouse	Tp53	Ddr1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002743:be0da6335c37	OmniPath_DoRothEA	activating_target	unverified_public_record	12628922;18431400;21398698;23314357;32492656;8977099			21398698		11724	absent_from_frozen_graph	mapped_unique	false	false	unresolved	unknown	uncertain			22B TF-to-target/downstream program only; no automatic 20B/21B/23B/24B edge	23B		hold_cross_module_reuse	not_canonical_materialization;entity_role_review_required	mouse species-specific evidence not verified; retracted overlap excluded	The independent p53→DDR1 paper used for the human pair is not sufficient to promote the mouse assertion; the overlapping collagen/DDR1 citation is retracted and excluded.
