review_id	batch_id	batch_rank	regulator_key	regulator_symbol	species_scope	source_registry	source_record_id	raw_tf_symbol	target_symbol	target_graph_modules	candidate_membership_status	exact_pair_search_url	exact_pair_status	regulator_general_evidence_status	target_cell_presence_status	binding_or_association_status	downstream_expression_or_perturbation_status	downstream_activation_status	upstream_relay_status	disposition	primary_citation	corroborating_citation	near_match_exclusions	review_notes	exportable	canonical_write_performed
public_tf_evidence_batch008_pair_08_11	public_tf_evidence_batch_008	8	znf610	ZNF610	human	TFLink	tflink:human:001285:fe36de5b4c6f	ZNF610	DLL1	23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF610%22+AND+%22DLL1%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF610_TARGET_GENES		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF610 target set contains queued BMPR1A, CTNNB1, DLL1, and EDN1; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_08_12	public_tf_evidence_batch_008	8	znf610	ZNF610	human	TFLink	tflink:human:001285:fe36de5b4c6f	ZNF610	EDN1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF610%22+AND+%22EDN1%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF610_TARGET_GENES		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF610 target set contains queued BMPR1A, CTNNB1, DLL1, and EDN1; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_09_13	public_tf_evidence_batch_008	9	znf260	ZNF260	human	TFLink	tflink:human:000926:41d04e442954	ZNF260	ADAM22	20B;23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF260%22+AND+%22ADAM22%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF260_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF260 target set contains queued ADAM22, ADGRE5, ADIPOR2, and ANXA2; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_09_14	public_tf_evidence_batch_008	9	znf260	ZNF260	human	TFLink	tflink:human:000926:41d04e442954	ZNF260	ADGRE5	23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF260%22+AND+%22ADGRE5%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF260_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF260 target set contains queued ADAM22, ADGRE5, ADIPOR2, and ANXA2; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_09_15	public_tf_evidence_batch_008	9	znf260	ZNF260	human	TFLink	tflink:human:000926:41d04e442954	ZNF260	ADIPOR2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF260%22+AND+%22ADIPOR2%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF260_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF260 target set contains queued ADAM22, ADGRE5, ADIPOR2, and ANXA2; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_09_16	public_tf_evidence_batch_008	9	znf260	ZNF260	human	TFLink	tflink:human:000926:41d04e442954	ZNF260	ANXA2	20B;23B;24B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF260%22+AND+%22ANXA2%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF260_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF260 target set contains queued ADAM22, ADGRE5, ADIPOR2, and ANXA2; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_10_17	public_tf_evidence_batch_008	10	znf329	ZNF329	human	TFLink	tflink:human:001359:8520fb6e2848	ZNF329	ADGRB3	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF329%22+AND+%22ADGRB3%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF329_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF329 target set contains queued ADGRB3, ADGRL1, AVPR1B, and BDKRB2; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_10_18	public_tf_evidence_batch_008	10	znf329	ZNF329	human	TFLink	tflink:human:001359:8520fb6e2848	ZNF329	ADGRL1	20B;23B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF329%22+AND+%22ADGRL1%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF329_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF329 target set contains queued ADGRB3, ADGRL1, AVPR1B, and BDKRB2; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_10_19	public_tf_evidence_batch_008	10	znf329	ZNF329	human	TFLink	tflink:human:001359:8520fb6e2848	ZNF329	AVPR1B	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF329%22+AND+%22AVPR1B%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF329_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF329 target set contains queued ADGRB3, ADGRL1, AVPR1B, and BDKRB2; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_10_20	public_tf_evidence_batch_008	10	znf329	ZNF329	human	TFLink	tflink:human:001359:8520fb6e2848	ZNF329	BDKRB2	24B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF329%22+AND+%22BDKRB2%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF329_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF329 target set contains queued ADGRB3, ADGRL1, AVPR1B, and BDKRB2; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_11_21	public_tf_evidence_batch_008	11	znf816	ZNF816	human	TFLink	tflink:human:001368:c839cf7a8194	ZNF816	BDKRB2	24B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF816%22+AND+%22BDKRB2%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF816_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF816 target set contains queued BDKRB2, BMP7, CD81, and FGFR1; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_11_22	public_tf_evidence_batch_008	11	znf816	ZNF816	human	TFLink	tflink:human:001368:c839cf7a8194	ZNF816	BMP7	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF816%22+AND+%22BMP7%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF816_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF816 target set contains queued BDKRB2, BMP7, CD81, and FGFR1; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_11_23	public_tf_evidence_batch_008	11	znf816	ZNF816	human	TFLink	tflink:human:001368:c839cf7a8194	ZNF816	CD81	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF816%22+AND+%22CD81%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF816_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF816 target set contains queued BDKRB2, BMP7, CD81, and FGFR1; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_11_24	public_tf_evidence_batch_008	11	znf816	ZNF816	human	TFLink	tflink:human:001368:c839cf7a8194	ZNF816	FGFR1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF816%22+AND+%22FGFR1%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF816_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF816 target set contains queued BDKRB2, BMP7, CD81, and FGFR1; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_12_25	public_tf_evidence_batch_008	12	znf561	ZNF561	human	TFLink	tflink:human:001277:c82d7d476b3e	ZNF561	C1QL4	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF561%22+AND+%22C1QL4%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF561_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF561 target set contains queued C1QL4, COL4A1, COL4A2, and FZD5; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_12_26	public_tf_evidence_batch_008	12	znf561	ZNF561	human	TFLink	tflink:human:001277:c82d7d476b3e	ZNF561	COL4A1	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF561%22+AND+%22COL4A1%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF561_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF561 target set contains queued C1QL4, COL4A1, COL4A2, and FZD5; no matched perturbation or orthogonal target-expression validation was located.	false	false
public_tf_evidence_batch008_pair_12_27	public_tf_evidence_batch_008	12	znf561	ZNF561	human	TFLink	tflink:human:001277:c82d7d476b3e	ZNF561	COL4A2	20B	database_attributed_candidate_not_verified	https://pubmed.ncbi.nlm.nih.gov/?term=%22ZNF561%22+AND+%22COL4A2%22+AND+human	binding_dataset_only_not_promotable	supported_authoritative_binding_dataset_only	not_established_for_exact_pair	authoritative_occupancy_dataset_lead	not_found_for_exact_pair	not_assessed	not_tested_for_exact_pair	retain_database_candidate_as_search_lead_only	https://www.gsea-msigdb.org/gsea/msigdb/human/geneset/ZNF561_TARGET_GENES.html		Target-set membership is occupancy-only; no exact functional pair was promoted.	An authoritative binding/target-set record indicates regulator association at this exact gene, but no matched perturbation or orthogonal validation was located; do not promote. Regulator-level references are stored separately and are not evidence for this exact queued pair. The GTRD-derived ZNF561 target set contains queued C1QL4, COL4A1, COL4A2, and FZD5; no matched perturbation or orthogonal target-expression validation was located.	false	false
