tf_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	identity_source_count	catalog_profile_count	tflink_target_count	unique_reference_pmids	current_status	identifier_flags	triage_bucket	promotion_scope	module_route	evidence_readiness	triage_reason	provenance_note
ahcy	Ahcy	mouse	TFLink	TFLink_v1.0_snapshot		1	0	113	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
alkbh3	ALKBH3	human	TFLink	TFLink_v1.0_snapshot		1	0	389	0	new_candidate	transcript_like_identifier	prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
amh	AMH	human	TFLink	TFLink_v1.0_snapshot		1	0	3953	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
anp32e	Anp32e	mouse	TFLink	TFLink_v1.0_snapshot		1	0	979	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
anpep	Anpep	mouse	TFLink	TFLink_v1.0_snapshot		1	0	9289	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
apobec3b	APOBEC3B	human	TFLink	TFLink_v1.0_snapshot		1	0	4356	0	new_candidate	transcript_like_identifier	prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
arhgap35	ARHGAP35	human	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	2	0	93	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
arid4b	ARID4B;Arid4b	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	4	0	10865	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
arrb1	ARRB1	human	TFLink	TFLink_v1.0_snapshot		1	0	7007	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
asf1a	ASF1A	human	TFLink	TFLink_v1.0_snapshot		1	0	3684	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ash2l	ASH2L;Ash2l	human;mouse	TFLink	TFLink_v1.0_snapshot		2	0	13237	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
asxl2	ASXL2	human	TFLink	TFLink_v1.0_snapshot		1	0	42	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
atad2	Atad2	mouse	TFLink	TFLink_v1.0_snapshot		1	0	5	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
atf7ip	ATF7IP	human	TFLink	TFLink_v1.0_snapshot		1	0	4131	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
aurkaip1	AURKAIP1	human	TFLink	TFLink_v1.0_snapshot		1	0	5	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
aurkb	Aurkb	mouse	TFLink	TFLink_v1.0_snapshot		1	0	3641	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
auts2	AUTS2;Auts2	human;mouse	TFLink	TFLink_v1.0_snapshot		2	0	2682	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
bahd1	BAHD1	human	TFLink	TFLink_v1.0_snapshot		1	0	58	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
banp	BANP;Banp	human;vertebrates	JASPAR_CORE;TFLink	JASPAR2026_CORE_vertebrates_nonredundant;TFLink_v1.0_snapshot	JASPAR_CORE	2	1	673	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
bap1	BAP1	human	TFLink	TFLink_v1.0_snapshot		1	0	3833	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
bap18	BAP18	human	TFLink	TFLink_v1.0_snapshot		1	0	21	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
baz1a	Baz1a	mouse	TFLink	TFLink_v1.0_snapshot		1	0	425	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
baz1b	Baz1b	mouse	TFLink	TFLink_v1.0_snapshot		1	0	7963	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
bche	BCHE	human	TFLink	TFLink_v1.0_snapshot		1	0	2787	0	new_candidate	transcript_like_identifier	prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
bclaf1	BCLAF1;Bclaf1	human;mouse	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot	AnimalTFDB3	3	0	10154	0	new_candidate	transcript_like_identifier	prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
bcor	BCOR;Bcor	human;mouse	TFLink	TFLink_v1.0_snapshot		2	0	11290	0	new_candidate	transcript_like_identifier	prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
bicra	BICRA	human	TFLink	TFLink_v1.0_snapshot		1	0	5507	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
bmpr1a	BMPR1A	human	TFLink	TFLink_v1.0_snapshot		1	0	6840	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
brd1	BRD1	human	TFLink	TFLink_v1.0_snapshot		1	0	7340	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
brd2	BRD2;Brd2	human;mouse	TFLink	TFLink_v1.0_snapshot		2	0	28052	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
brd3	BRD3;Brd3	human;mouse	TFLink	TFLink_v1.0_snapshot		2	0	12629	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
brd4	BRD4;Brd4	human;mouse	TFLink	TFLink_v1.0_snapshot		2	0	35306	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
brd9	BRD9;Brd9	human;mouse	TFLink	TFLink_v1.0_snapshot		2	0	24649	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
brf1	BRF1	human	TFLink	TFLink_v1.0_snapshot		1	0	49	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
brf2	BRF2	human	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	2	0	159	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
brpf3	BRPF3	human	TFLink	TFLink_v1.0_snapshot		1	0	8669	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
brwd1	Brwd1	mouse	TFLink	TFLink_v1.0_snapshot		1	0	262	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
btn3a2	BTN3A2	human	TFLink	TFLink_v1.0_snapshot		1	0	9	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
btn3a3	BTN3A3	human	TFLink	TFLink_v1.0_snapshot		1	0	9	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
c-myc	c-myc	human	TFLink	TFLink_v1.0_snapshot		1	0	2	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
capg	Capg	mouse	TFLink	TFLink_v1.0_snapshot		1	0	3863	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
carm1	CARM1;Carm1	human;mouse	TFLink	TFLink_v1.0_snapshot		2	0	114	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
casp8ap2	CASP8AP2	human	TFLink	TFLink_v1.0_snapshot		1	0	292	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
cat	CAT;Cat	human;mouse	TFLink	TFLink_v1.0_snapshot		2	0	13069	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
cavin1	CAVIN1	human	TFLink	TFLink_v1.0_snapshot		1	0	345	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
cbfa2t2	CBFA2T2	human	TFLink	TFLink_v1.0_snapshot		1	0	4541	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
cbll2	CBLL2	human	TFLink	TFLink_v1.0_snapshot		1	0	3	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
cbx1	CBX1;Cbx1	human;mouse	TFLink	TFLink_v1.0_snapshot		2	0	11786	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
cbx2	CBX2;Cbx2	human;mouse	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot	Lambert_HumanTFs	3	0	6088	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
cbx3	CBX3;Cbx3	human;mouse	TFLink	TFLink_v1.0_snapshot		2	0	16576	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
cbx4	CBX4	human	TFLink	TFLink_v1.0_snapshot		1	0	262	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
cbx5	CBX5	human	TFLink	TFLink_v1.0_snapshot		1	0	661	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ccar2	CCAR2	human	TFLink	TFLink_v1.0_snapshot		1	0	776	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ccl5	Ccl5	mouse	TFLink	TFLink_v1.0_snapshot		1	0	1363	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ccnd2	CCND2	human	TFLink	TFLink_v1.0_snapshot		1	0	5311	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ccnt2	CCNT2	human	TFLink	TFLink_v1.0_snapshot		1	0	8362	0	new_candidate		prioritize_target_evidence_search	none	22B_target_search	aggregated_target_lead_pair_unverified	TFLink supplies target-membership counts, but its GMT snapshot lacks target-level assay and PMID provenance.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
