tf_key	display_symbols	species_scopes	source_registries	source_versions	identity_catalogs	identity_source_count	catalog_profile_count	tflink_target_count	unique_reference_pmids	current_status	identifier_flags	triage_bucket	promotion_scope	module_route	evidence_readiness	triage_reason	provenance_note
ac113536.1	AC113536.1	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate	transcript_like_identifier	manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ac115220.1	AC115220.1	human	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate	transcript_like_identifier	manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ac118549	AC118549	human	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate	transcript_like_identifier	manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ac153379	AC153379	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate	transcript_like_identifier	manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ac166164	AC166164	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate	transcript_like_identifier	manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ac168977.1	AC168977.1	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate	transcript_like_identifier	manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ac170751.2	AC170751.2	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate	transcript_like_identifier	manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ac187653.1	AC187653.1	human	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate	transcript_like_identifier	manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
aebp1	AEBP1	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	1	0	0	0	new_candidate		manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
aff2	AFF2;Aff2	human;mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	2	0	0	0	new_candidate		manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ahdc1	AHDC1	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	1	0	0	0	new_candidate		manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ai854703	AI854703	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate		manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
ai987944	AI987944	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate		manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
akap8	AKAP8	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	1	0	0	0	new_candidate		manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
akap8l	AKAP8L	human	Lambert_HumanTFs	Lambert_v1.01	Lambert_HumanTFs	1	0	0	0	new_candidate		manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
al033529.1	AL033529.1	human	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate	transcript_like_identifier	manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
al590629.2	AL590629.2	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate	transcript_like_identifier	manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
al590629.4	AL590629.4	mouse	AnimalTFDB3	AnimalTFDB3_git_snapshot	AnimalTFDB3	1	0	0	0	new_candidate	transcript_like_identifier	manual_identity_review	none	unassigned_until_identity_and_pair_review	single_identity_source_pair_unverified	Only one identity/profile lane is present and no exact-pair primary evidence is available in the expansion. Identifier flag is retained for manual review: transcript_like_identifier.	Source registries retained from tf_cross_species_collapsed.tsv and source versions rejoined from tf_candidate_crosswalk.tsv; source-specific identity records remain in the parent expansion artifact.
