candidate_id	review_record_path	review_source_namespace	review_evidence_id	source_edge_ids	review_handoff_ids	review_status	tf_entity	target_or_program_label	target_class	relation_type	evidence_layer	stable_citations	species	cell_type_model	assay_or_perturbation	output_evidence_class	output_language	output_product_labels	gene_form_id	product_form_id	product_form_ids	transition_id	transition_ids	traversal_status	causal_status	candidate_status	context_limitations
OUT:00011	work/module21_relay/module21a_batch132_review.tsv	module21a	M20A-EXT-2202			reviewed_function_only	null	Il4 Cd53	source_edge_output	IL-4 potentiates CD53-ligation-dependent B-cell activation and differentiation	downstream_pathway_function	https://pubmed.ncbi.nlm.nih.gov/7963560/	human	resting human peripheral-blood and tonsillar B lymphocytes	Anti-CD53 cross-linking with or without IL-4; DNA synthesis, CD69/c-myc activation, and immunoglobulin-production assays	target_proximal_production_language	target_proximal_production_language:production	Immunoglobulin						requires_output_evidence	not_asserted	review_required	The study supports functional cooperation between IL-4 and CD53 ligation, not direct IL-4 binding to CD53 or a defined IL-4 receptor-proximal relay; no terminal TF was measured.
OUT:00012	work/module21_relay/module21a_batch220_review.tsv	module21a	M20A-EXT-2261	M20B-E004036;M21B-E002689;M23B-E000194;M23B-E000246		reviewed_relay_candidate	null	Insl5 Rxfp4	source_edge_output	Direct INSL5-RXFP4 activation recruits Gi/o and produces receptor-proximal and cellular signaling outputs	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	PMID:27243554;PMCID:PMC4913371;PMID:18582868;DOI:10.1111/bph.13398	human; mouse	CHO-RXFP4 cells; human NCI-H716 enteroendocrine cells; MIN6 mouse insulinoma cells	INSL5 stimulation; AlphaScreen and BRET G-protein/arrestin assays; pertussis-toxin and G-protein rescue; cAMP, ERK1/2, Akt, p38, Ca2+, insulin secretion and proliferation assays	target_proximal_secretion_language	target_proximal_secretion_language:secretion	Insulin		PROTEIN:NODE04102				requires_output_evidence	not_asserted	review_required	The strongest pathway dissection is in engineered CHO-RXFP4 cells; some proposed intermediary links are inhibitor-based and the study did not identify a terminal TF.
OUT:00013	work/module21_relay/module21a_batch222_review.tsv	module21a	M20A-EXT-2455	M20B-E004230		reviewed_relay_candidate	null	Mdk Sdc4	source_edge_output	Direct MDK-SDC4 proteoglycan binding with SDC4-dependent modulation of a Ras-linked cellular output	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	PMID:15226297;DOI:10.1074/jbc.M403031200;DOI:10.1002/advs.202409987	mouse; human comparator	murine mammary epithelial-cell syndecan ectodomains; pancreatic ductal adenocarcinoma and beta-cell models	BIAcore glycosaminoglycan binding; recombinant MDK exposure, SDC4 perturbation and Ras/insulin-secretion readouts in a pancreatic cancer-associated diabetes model	target_proximal_secretion_language	target_proximal_secretion_language:secretion	Insulin		PROTEIN:NODE04102				requires_output_evidence	not_asserted	review_required	The older biochemical study supports stronger MDK binding to SDC4 glycosaminoglycan chains, while the newer disease-context study links SDC4 to reduced Ras signaling; a universal SDC4 cytoplasmic relay or direct MDK-to-Ras molecular edge was not established.
OUT:00014	work/module21_relay/module21a_batch154_review.tsv	module21a	M20A-EXT-2926			reviewed_function_only	null	Rims1 Cacna1c	source_edge_output	RIMS1 functionally couples to L-type CaV1.2/CACNA1C channels through the CaVbeta auxiliary subunit; direct RIMS1-CACNA1C binding was not isolated	downstream_pathway_function	PMID:21402706; https://pubmed.ncbi.nlm.nih.gov/21402706/; PMCID:PMC3091184; https://pmc.ncbi.nlm.nih.gov/articles/PMC3091184/	human; rat; mouse comparator	HEK-293 cells, rat RIN-m5F insulinoma cells, and neuronal CaV-channel comparator systems	RIM1 expression/knockdown, whole-cell patch clamp, co-immunoprecipitation, CaV1.2/CaV1.3 expression, CaVbeta perturbation, and insulin-release assays	target_proximal_release_language	target_proximal_release_language:release	Insulin		PROTEIN:NODE04102				requires_output_evidence	not_asserted	review_required	The primary study supports functional coupling of RIM1 to L-type channels but localizes the co-immunoprecipitated association to the CaVbeta auxiliary subunit. This is not a ligand-receptor interaction and is not a direct binary RIMS1-CACNA1C edge; no terminal TF or SCI receiver context was measured.
OUT:00015	work/module21_relay/module21a_batch229_review.tsv	module21a	M20A-EXT-3117	M20B-E004892;M21B-E005542		reviewed_relay_candidate	null	Serpinf1 Plxdc1	source_edge_output	SERPINF1/PEDF directly binds PLXDC1, dissociates receptor homooligomers, and activates PLXDC1-dependent cell-type-specific responses	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	PMID:25535841; PMCID:PMC4303762; DOI:10.7554/eLife.05401	mouse; human	HEK293 receptor-expression cells, mouse RAW264.7 macrophages, endothelial SVEC4-10 cells, and neuronal 661W cells	PEDF binding to PLXDC1-expressing cells, extracellular-domain deletion and copurification, receptor oligomerization/FRET, PLXDC1 knockdown/overexpression, intracellular-tail mutation, and IL-10 secretion or cell-response assays	target_proximal_secretion_language	target_proximal_secretion_language:secretion	Il10		PROTEIN:NODE03880	PROTEIN:NODE03880			requires_output_evidence	not_asserted	review_required	PLXDC1 is an atypical single-pass receptor with cell-type-specific outputs and no established canonical kinase; the primary study does not resolve a universal intracellular adaptor or terminal TF.
OUT:00016	work/module21_relay/module21a_batch160_review.tsv	module21a	M20A-EXT-3133			reviewed_relay_candidate	null	Shbg Gprc6a	source_edge_output	SHBG engages GPRC6A and produces receptor-dependent endocrine secretion responses	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	PMID:27673554; PMID:31857654; PMCID:PMC6923452; https://pubmed.ncbi.nlm.nih.gov/27673554/; https://pubmed.ncbi.nlm.nih.gov/31857654/	Homo sapiens; Mus musculus	HEK293-GPRC6A cells; MA-10 Leydig cells; beta-TC6 insulin-producing cells	SHBG/osteocalcin competition and receptor binding; SHBG141-161 peptide stimulation; GPRC6A blockade; testosterone and insulin secretion readouts	target_proximal_secretion_language	target_proximal_secretion_language:secretion	Insulin;Testosterone		PROTEIN:NODE04102				requires_output_evidence	not_asserted	review_required	One study uses an SHBG domain peptide rather than full-length native SHBG; receptor specificity and signaling are cell-model dependent; secretion/function does not establish a terminal TF or SCI relevance.
OUT:00017	work/module21_relay/module21a_batch230_review.tsv	module21a	M20A-EXT-3144	M20B-E004919		reviewed_relay_candidate	GLI1 (provisional)	Shh Scube2	source_edge_output	SCUBE2-SHH lipid-dependent chaperone complex promotes release and receptor-proximal handoff but is not the terminal SHH receptor	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	PMID:19480626; PMID:33038332; DOI:10.1042/BJ20090341	mouse; human	HEK293 and MEF Hedgehog ligand-release and reception systems; recombinant receptor-reconstitution cells	SCUBE2-SHH co-purification and binding; SHH release; PTCH1 binding; CDON/BOC/GAS1 relay; ciliary SMO and Gli1 qRT-PCR	target_proximal_release_language	target_proximal_release_language:release	Shh		PROTEIN:NODE07330	PROTEIN:NODE07330			requires_output_evidence	not_asserted	review_required	SCUBE2 sequesters SHH lipid moieties and can reduce direct PTCH1 affinity until coreceptor relay; downstream Gli1 was measured, but SCUBE2 is a chaperone/coreceptor component rather than a standalone receptor.
OUT:00018	work/module21_relay/module21a_batch091_review.tsv	module21a	M20A-CELLCHAT-REMAINING-1734			reviewed_relay_candidate	AR	Testosterone-HSD17B12 Ar	source_edge_output	Mature testosterone activates AR; HSD17B12 is testosterone-biosynthesis/source context, not a direct AR ligand	ligand_receptor_binding_or_activation;receptor_proximal_relay;downstream_pathway_function	PMID:1730684; PMID:16210377; PMID:32557858	human; mouse	COS/CV1 androgen-receptor reporter cells; 3T3-L1 preadipocytes; HSD17B3/HSD17B12-deficient mouse testis models	Androgen receptor binding/transactivation and nuclear-translocation assays; genetic and biochemical testosterone-production studies	target_proximal_production_language	target_proximal_production_language:production	Testosterone						requires_output_evidence	not_asserted	review_required	HSD17B12 affects testosterone availability rather than directly engaging AR. The receptor endpoint is supported, but the enzyme-to-AR edge is not a direct molecular interaction and species-specific biosynthesis differs.
OUT:00019	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005925	M21B-E005982		edge_register_output_candidate		BDNF release from microglia	edge_register_output	promotes	Downstream_or_functional	PMID:19295157; PMCID:PMC3589565; DOI:10.1523/JNEUROSCI.5714-08.2009	rat	Primary rat cortical microglia; ATP stimulation, P2X4 antagonist, extracellular calcium manipulation, p38 inhibitor, actinomycin-D/cycloheximide, ELISA and Western blot for BDNF, and SNARE-dependent exocytosis assays	Primary-supported claim: The reviews trace the primary study showing that ATP stimulation of microglial P2X4 evokes calcium- and p38-MAPK-dependent, SNARE-mediated BDNF synthesis and release. Primary model/assay: Primary rat cortical microglia; ATP stimulation, P2X4 antagonist, extracellular calcium manipulation, p38 inhibitor, actinomycin-D/cycloheximide, ELISA and Western blot for BDNF, and SNARE-dependent exocytosis assays	target_proximal_release_language	target_proximal_release_language:release	Bdnf		PROTEIN:NODE00767	PROTEIN:NODE00767			requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Function/pathway edge; preserve ATP/P2X4, calcium, p38-MAPK, SNARE and biphasic release context. This supports BDNF synthesis/release rather than a direct P2X4-BDNF interaction; preserve peripheral-nerve-injury/neuropathic-pain context and no terminal-TF inference.
OUT:00020	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-000017	M21B-E000061	M21A-SAT-EVID-017	edge_register_output_candidate		FGF2 release and motor-neuron support	edge_register_output	induces	downstream_or_functional	PMID:11771938; PMID:18615534	rat	primary spinal cord astrocytes and astrocyte-neuron cocultures	CNTF activated spinal astrocytes, increased FGF2 production/release and neuronal support, and was accompanied by increased CNTF/pSTAT3-related signals after spinal contusion.	target_proximal_release_language	target_proximal_release_language:release	Fgf2		PROTEIN:NODE02673	PROTEIN:NODE02673			requires_output_evidence	not_asserted	review_required	CNTF increased astrocyte FGF2 production/release and improved support of ventral spinal motor neurons; the study does not isolate CNTFRa subunit usage or a STAT3-dependent molecular step in injured SCI astrocytes.; astrocyte cytoplasm to secreted neurotrophic support; CNS injury comparator; This is functional SCI/CNS pathway evidence; it does not isolate CNTFRa-gp130-LIFR versus CNTFRa-gp130-OSMR usage or prove a direct CNTF-to-STAT3 edge in the injured astrocyte state.
OUT:00021	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005715	M21B-E005772		edge_register_output_candidate		IL1B release	edge_register_output	supports	downstream_or_functional	PMID:31549730	mouse	Primary mouse microglia and P2ry12-deficient controls; ADP/ADP-beta-S stimulation, selective P2Y12 antagonist or siRNA, IL-1beta release and mRNA, NF-kB, mitochondrial-potential, caspase-1 and inflammasome readouts.	Primary-supported claim: The review identifies P2Y12 as a microglial purinergic regulator whose activation state can shape inflammatory responses. Primary model/assay: Primary mouse microglia and P2ry12-deficient controls; ADP/ADP-beta-S stimulation, selective P2Y12 antagonist or siRNA, IL-1beta release and mRNA, NF-kB, mitochondrial-potential, caspase-1 and inflammasome readouts.	target_proximal_release_language	target_proximal_release_language:release	Il1b		PROTEIN:NODE03948	PROTEIN:NODE03948			requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Preserve the ADP plus ATP/inflammasome experimental context and P2Y12-dependent inflammatory output; do not infer direct P2Y12-NLRP3 binding or universal cytokine induction.
OUT:00022	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005716	M21B-E005773		edge_register_output_candidate		IL6 production	edge_register_output	supports	downstream_or_functional	PMID:31549730	mouse	Primary mouse microglia and P2ry12-deficient controls; ADP/ADP-beta-S stimulation, selective P2Y12 antagonist or siRNA, IL-6 production and mRNA, NF-kB, mitochondrial-potential, caspase-1 and inflammasome readouts.	Primary-supported claim: The review identifies P2Y12 as a microglial purinergic regulator whose activation state can shape inflammatory responses. Primary model/assay: Primary mouse microglia and P2ry12-deficient controls; ADP/ADP-beta-S stimulation, selective P2Y12 antagonist or siRNA, IL-6 production and mRNA, NF-kB, mitochondrial-potential, caspase-1 and inflammasome readouts.	target_proximal_production_language	target_proximal_production_language:production	Il6						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Preserve the ADP and receptor-blockade context; do not infer direct P2Y12-IL6 binding, universal inflammatory output, or SCI-specific weighting.
OUT:00023	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005900	M21B-E005957		edge_register_output_candidate		MCP-1 and IL-6 inflammatory release and hypothalamic gliosis	edge_register_output	promotes	downstream_or_functional	PMID:29744298; PMCID:PMC5929936; DOI:10.1002/2211-5463.12426	mouse	Mouse palmitic-acid-treated astrocyte–microglia contact cocultures and high-fat-diet mouse hypothalamus; TKS-1 4-1BBL blockade, 4-1BB knockout, MCP-1/IL-6/IL-1beta, GFAP, Iba-1/CD11b and gliosis readouts	Primary-supported claim: The review-cited primary shows that disrupting 4-1BB/4-1BBL contact or using 4-1BB-deficient astrocytes reduces inflammatory cytokine release in glial coculture and hypothalamic inflammatory responses in obesity. Primary model/assay: Mouse palmitic-acid-treated astrocyte–microglia contact cocultures and high-fat-diet mouse hypothalamus; TKS-1 4-1BBL blockade, 4-1BB knockout, MCP-1/IL-6/IL-1beta, GFAP, Iba-1/CD11b and gliosis readouts	target_proximal_release_language	target_proximal_release_language:release	Ccl2;Il6		PROTEIN:NODE01123	PROTEIN:NODE01123			requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Function-only cell-contact relay; preserve that blockade is incomplete and other ligand–receptor pairs may contribute, and do not assign a single astrocyte or microglial intracellular branch, SCI effect or terminal-TF endpoint.
OUT:00024	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005632	M21B-E005689		edge_register_output_candidate		TLR7-mediated IFN-alpha production	edge_register_output	supports	downstream_or_functional	PMID:21435586	mouse	Mouse Flt3L-derived and primary plasmacytoid dendritic cells with Rsad2/Viperin loss or re-expression; R848/TLR7 stimulation, lipid-body localization, IRAK1/TRAF6 platform assays and IFN-alpha versus inflammatory-cytokine readouts.	Primary-supported claim: The reviews trace primary Rsad2/Viperin loss-of-function evidence showing reduced TLR7-mediated type-I-IFN production in pDCs. Primary model/assay: Mouse Flt3L-derived and primary plasmacytoid dendritic cells with Rsad2/Viperin loss or re-expression; R848/TLR7 stimulation, lipid-body localization, IRAK1/TRAF6 platform assays and IFN-alpha versus inflammatory-cytokine readouts.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Represent Viperin as a pDC functional support factor for TLR7-mediated IFN-alpha production through the IRAK1/TRAF6 lipid-body platform; preserve virus/nucleic-acid and pDC context, and do not infer direct receptor binding or terminal-TF necessity.
OUT:00025	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005693	M21B-E005750		edge_register_output_candidate		TLR7-mediated IFN-alpha production	edge_register_output	inhibits	downstream_or_functional	PMID:20018632	human	Human pDCs from healthy and SLE subjects; PGE2/PG analogs, TLR7 agonist conditions, EP2/EP4 agonist and cAMP comparisons, IFN-alpha and IRF7 readouts.	Primary-supported claim: The reviews and primary study support PGE2 inhibition of TLR-activated human pDC IFN-alpha through EP-receptor engagement and IRF7 suppression. Primary model/assay: Human pDCs from healthy and SLE subjects; PGE2/PG analogs, TLR7 agonist conditions, EP2/EP4 agonist and cAMP comparisons, IFN-alpha and IRF7 readouts.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Preserve EP2/EP4 and related EP-receptor redundancy plus human pDC context; this is a ligand-to-cell functional edge, not a direct PGE2-TLR7 interaction or terminal-TF claim.
OUT:00026	work/module_b_consolidation/module21b/module21b_edge_register.tsv	module21b_edge_register	M21B-EVID-005695	M21B-E005752		edge_register_output_candidate		TLR7-mediated IFN-alpha production	edge_register_output	inhibits	downstream_or_functional	PMID:20067543; PMCID:PMC2770691	human	Human pDCs exposed to recombinant PGE2 and TGF-beta with TLR7 stimulation; IFN-alpha/TNF secretion, tolerogenic phenotype, migration and pathway-inhibitor assays.	Primary-supported claim: The review traces synergistic PGE2 and TGF-beta inhibition of TLR7-stimulated pDC IFN-alpha, with pharmacologic reversal by COX/TGF-beta blockade. Primary model/assay: Human pDCs exposed to recombinant PGE2 and TGF-beta with TLR7 stimulation; IFN-alpha/TNF secretion, tolerogenic phenotype, migration and pathway-inhibitor assays.	target_proximal_production_language	target_proximal_production_language:production	Ifna						requires_output_evidence	not_asserted	review_required	review-guided primary evidence; exact topology/layer bounded; receptor/pathway to cellular or functional output; no SCI transfer inferred; primary model context only; Keep the combined-factor requirement and synergistic context; do not decompose into independent PGE2-only or TGF-beta-only claims from this citation, and do not infer SCI specificity.
