module	pathway_name	edge_count	node_count	evidence_count
21B	A20-RIPK2-NOD-ubiquitin-editing	1	2	1
21B	A20-RIPK3-K5-ubiquitin-restriction	1	2	1
21B	A20-TRAF6-TGFbeta-inhibitory-deubiquitination	1	2	1
21B	A2A-A2B-adenosine-receptor-heteromer	1	2	1
21B	A2A-CB1-receptor-heteromer	1	2	1
21B	A2A-D3-receptor-heteromer	1	2	1
21B	A2Mstar-GRP78-LRP1-coreceptor-signaling	1	2	1
21B	A2Mstar-LRP1-binding-endocytic-clearance	1	2	1
21B	AA1R-GNAO1-GoB-coupling	1	2	1
21B	AA1R-GNAZ-coupling	1	2	1
21B	AA3R-GNAO1-GoA-coupling	1	2	1
21B	AA3R-GNAO1-GoB-coupling	1	2	1
21B	AAS27-protease-inhibition	2	3	2
21B	AAS41-protease-inhibition	2	3	2
21B	ABCA1-reactive-astrocyte-phagocytosis	1	2	1
21B	ABHD6-GluA1-AMPAR-endocytic-trafficking	1	2	1
21B	ABIN1-A20-NEMO-NFkB-inhibitory-complex	1	2	1
21B	ABIN1-NEMO-A20-NFkB-inhibitory-complex	1	2	1
21B	ABIN1-TAX1BP1-A20-antiviral-adaptor-complex	1	2	1
21B	ABRO1-NLRP3-BRISC-recruitment	1	2	1
21B	ACAN-PTPRS-CSPG-inhibition-remyelination	1	2	1
21B	ACAN-TNR-lectican-ECM-binding	1	2	1
21B	ACBD3-DRD1-ER-export	1	2	1
21B	ACBD4-VAPB-peroxisome-ER-contact	1	2	1
21B	ACBD5-VAPA-VAPB-peroxisome-ER-contact	1	2	1
21B	ACE-BDKRB2-plasma-membrane-heteromer	1	2	1
21B	ACKR3-ADRA1A-vascular-receptor-heteromer	1	2	1
21B	ACKR3-ADRA1B-vascular-receptor-heteromer	1	2	1
21B	ACKR3-ADRA1D-vascular-receptor-heteromer	1	2	1
21B	ACKR3-ADRA2B-vascular-receptor-heteromer	1	2	1
21B	ACKR3-ADRA2C-vascular-receptor-heteromer	1	2	1
21B	ACKR3-beta-arrestin2-biased-signaling	1	2	1
21B	ACM1-GNAI1-coupling	1	2	1
21B	ACM1-GNAI2-coupling	1	2	1
21B	ACM1-GNAO1-GoA-coupling	1	2	1
21B	ACM1-GNAO1-GoB-coupling	1	2	1
21B	ACM1-GNAS-coupling	1	2	1
21B	ACM2-GNA14-coupling	1	2	1
21B	ACM2-GNAI2-coupling	1	2	1
21B	ACM2-GNAS-coupling	1	2	1
21B	ACM3-GNAI1-coupling	1	2	1
21B	ACM3-GNAI2-coupling	1	2	1
21B	ACM3-GNAO1-GoA-coupling	1	2	1
21B	ACM3-GNAO1-GoB-coupling	1	2	1
21B	ACM3-GNAZ-coupling	1	2	1
21B	ACM4-GNA14-coupling	1	2	1
21B	ACM4-GNAQ-coupling	1	2	1
21B	ACM4-GNAZ-coupling	1	2	1
21B	ACP1-LAT-negative-FcgammaRIIA-relay	1	2	1
21B	ACP1-STAT5-negative-megakaryocyte-relay	1	2	1
21B	ACP1-ZAP70-Y292-positive-TCR-relay	1	2	1
21B	ACSL4-PUFA-lipid-remodeling-ferroptosis	1	2	1
21B	ACT1-TRAF6-IL17-relay	1	2	1
21B	ACTH-MC2R-MRAP1-GPCR	1	2	1
21B	ACTN-ASIC1a-cytoskeletal-complex	2	3	2
21B	ACTN2-GluN1-actin-NMDAR-calcium-inactivation	1	2	1
21B	ACTN2-GluN2B-actin-NMDAR-scaffold	1	2	1
21B	ADA1A-GNAI1-coupling	1	2	1
21B	ADA1A-GNAO1-GoA-coupling	1	2	1
21B	ADA1A-GNAS-coupling	1	2	1
21B	ADA2A-GNA11-coupling	1	2	1
21B	ADA2A-GNA12-coupling	1	2	1
21B	ADA2A-GNA14-coupling	1	2	1
21B	ADA2A-GNAQ-coupling	1	2	1
21B	ADA2A-GNAS-coupling	1	2	1
21B	ADA2B-GNA15-coupling	1	2	1
21B	ADA2C-GNAI2-coupling	1	2	1
21B	ADAM10-CX3CL1-shedding	1	2	1
21B	ADAM10-EPHA3-ephrin-cleavage-complex	1	2	1
21B	ADAM12-ITGA9B1-cell-adhesion	1	2	1
21B	ADAM12-alpha4beta1-disintegrin-migration	1	2	1
21B	ADAM12-alpha7beta1-adhesion	1	2	1
21B	ADAM12-alpha9beta1-RGD-independent-adhesion	1	2	1
21B	ADAM15-alpha5beta1-adhesion	1	2	1
21B	ADAM15-alpha9beta1-RGD-independent-adhesion	1	2	1
21B	ADAM15-alphaVbeta3-RGD-adhesion	1	2	1
21B	ADAM17-alpha5beta1-migratory-association	1	2	1
21B	ADAM2-alpha6beta1-sperm-egg-adhesion	1	2	1
21B	ADAM23-alphaVbeta3-adhesion-inhibitory-regulation	1	2	1
21B	ADAM28-alpha4beta1-adhesion	1	2	1
21B	ADAM28-alpha4beta1-disintegrin-adhesion	1	2	1
21B	ADAM9-alpha3beta1-adhesion	1	2	1
21B	ADAM9-alpha3beta1-disintegrin-adhesion	1	2	1
21B	ADAM9-alpha6beta1-adhesion	1	2	1
21B	ADAM9-alpha6beta1-disintegrin-adhesion	1	2	1
21B	ADAM9-alphaVbeta5-adhesion	2	4	2
21B	ADAMTS1-LRP1-cartilage-clearance	1	2	1
21B	ADAMTS13-CD163-macrophage-clearance	1	2	1
21B	ADAMTS13-CD36-endothelial-localization	1	2	1
21B	ADAMTS3-VEGFC-proteolytic-activation	1	2	1
21B	ADAMTS4-LRP1-clearance	1	2	1
21B	ADAMTS5-LRP1-clearance	1	2	1
21B	ADCYAP1R1-GNAQ-coupling	1	2	1
21B	ADGRD1-Gs-tethered-agonist-coupling	1	2	1
21B	ADGRE5-G1213-coupling	1	2	1
21B	ADGRE5-GNA14-coupling	1	2	1
21B	ADGRE5-Gz-coupling	1	2	1
21B	ADGRE5-LPAR1-RHO-ERK-invasion	1	2	1
21B	ADGRF1-G12-stalk-coupling	1	2	1
21B	ADGRF1-G13-stalk-coupling	1	2	1
21B	ADGRF1-Gi-stalk-coupling	1	2	1
21B	ADGRF1-Gq-stalk-coupling	1	2	1
21B	ADGRF1-Gs-stalk-coupling	1	2	1
21B	ADGRG1-GNA12-coupling	1	2	1
21B	ADGRG1-GNA13-coupling	1	2	1
21B	ADGRG1-GPR56-microglial-PS-synapse-pruning	1	2	1
21B	ADGRG1-Gq11-scaffold-association	1	2	1
21B	ADGRG2-G12-G13-coupling	1	2	1
21B	ADGRG2-Gq11-coupling	1	2	1
21B	ADGRG2-Gs-cAMP-coupling	1	2	1
21B	ADGRG3-GNAO1-GoA-coupling	1	2	1
21B	ADGRG5-Gs-tethered-agonist-coupling	1	2	1
21B	ADGRG6-Gi-coupling	1	2	1
21B	ADGRG6-Gs-cAMP-Schwann-coupling	1	2	1
21B	ADGRL3-self-activated-G1213-coupling	1	2	1
21B	ADGRL3-self-activated-Gi-coupling	1	2	1
21B	ADGRL3-self-activated-Gq-coupling	1	2	1
21B	ADGRL3-self-activated-Gs-coupling	1	2	1
21B	ADIPOQ-CDH13-HMW-adiponectin-binding	1	2	1
21B	ADIPOQ-LAIR1-T-cell-inhibition	1	2	1
21B	ADIPOR1-APPL1-adiponectin-signaling	1	2	1
21B	ADIPOR2-APPL1-adiponectin-signaling	1	2	1
21B	ADM-CALCRL-RAMP2-Gs	1	2	1
21B	ADM2-CALCRL-RAMP1-binding	1	2	1
21B	ADM2-CALCRL-RAMP2-binding	1	2	1
21B	ADM2-CALCRL-RAMP3-binding	1	2	1
21B	ADORA1-ADORA2A-astrocyte-GABA-heteromer	1	2	1
21B	ADORA1-ADRB1-cardiac-heteromer	1	2	1
21B	ADORA1-ADRB2-cardiac-heteromer	1	2	1
21B	ADORA1-G12-coupling	1	2	1
21B	ADORA1-GNA15-coupling	1	2	1
21B	ADORA1-GNAI1-coupling	1	2	1
21B	ADORA1-GNAO1/GoA-coupling	1	2	1
21B	ADORA1-GRM1-heteromer-crosstalk	1	2	1
21B	ADORA1-Gi-coupling	1	2	1
21B	ADORA1-Gi-o-coupling	1	2	1
21B	ADORA1-beta-arrestin1-ERK-desensitization	1	2	1
21B	ADORA2A-ACTN1-cytoskeletal-trafficking	1	2	1
21B	ADORA2A-ADORA3-neural-microglial-heteromer	1	2	1
21B	ADORA2A-CNR2-microglial-heteromer	1	2	1
21B	ADORA2A-DRD2-OXTR-astrocyte-high-order-complex	1	2	1
21B	ADORA2A-DRD2-astrocyte-heteromer	1	2	1
21B	ADORA2A-G12-coupling	1	2	1
21B	ADORA2A-GNA13-coupling	1	2	1
21B	ADORA2A-GRM5-striatal-heteromer	1	2	1
21B	ADORA2A-Gs-coupling	1	2	1
21B	ADORA2A-HSP90alpha-ER-folding	1	2	1
21B	ADORA2A-HSPA1A-ER-folding	1	2	1
21B	ADORA2A-OXTR-astrocyte-heteromer	1	2	1
21B	ADORA2A-microglial-chemotactic-switch	1	2	1
21B	ADORA2B-G15-coupling	1	2	1
21B	ADORA2B-Gs-coupling	1	2	1
21B	ADORA2B-beta-arrestin1-trafficking	1	2	1
21B	ADORA2B-beta-arrestin2-trafficking	1	2	1
21B	ADORA3-G15-coupling	1	2	1
21B	ADORA3-Gi-coupling	1	2	1
21B	ADORA3-Gi-o-coupling	1	2	1
21B	ADORA3-Gi1-coupling	1	2	1
21B	ADORA3-Gi2-coupling	1	2	1
21B	ADORA3-P2Y12-microglial-chemotaxis-crosstalk	1	2	1
21B	ADORA3-beta-arrestin2-biased-signaling	1	2	1
21B	ADP-P2RY1-GPCR-binding	1	2	1
21B	ADP-P2RY13-GPCR	1	2	1
21B	ADP-P2Y12-GPCR	1	2	1
21B	ADRA1A-ADRA1B-subtype-heteromer	1	2	1
21B	ADRA1A-G14-coupling	1	2	1
21B	ADRA1A-G15-coupling	1	2	1
21B	ADRA1A-GNA11-coupling	1	2	1
21B	ADRA1A-GNAQ-coupling	1	2	1
21B	ADRA1A-Gq-coupling	1	2	1
21B	ADRA1A-beta-arrestin1-trafficking	1	2	1
21B	ADRA1A-beta-arrestin2-trafficking	1	2	1
21B	ADRA1B-ADRA1D-subtype-heteromer	1	2	1
21B	ADRA1B-AP2M1-trafficking	1	2	1
21B	ADRA1B-GNA15-coupling	1	2	1
21B	ADRA1B-GNAQ-coupling	1	2	1
21B	ADRA1B-Gq/11-coupling	1	2	1
21B	ADRA1B-beta-arrestin1-trafficking	1	2	1
21B	ADRA1B-beta-arrestin2-trafficking	1	2	1
21B	ADRA1D-GNAQ-coupling	1	2	1
21B	ADRA1D-Gq/11-coupling	1	2	1
21B	ADRA2A-ADRA2C-adrenergic-heteromer	1	2	1
21B	ADRA2A-ADRB1-adrenergic-heteromer	1	2	1
21B	ADRA2A-GNA13-coupling	1	2	1
21B	ADRA2A-GNAZ-coupling	1	2	1
21B	ADRA2A-Gi-coupling	2	3	2
21B	ADRA2A-GoA-coupling	1	2	1
21B	ADRA2A-GoB-coupling	1	2	1
21B	ADRA2B-GNAI1-coupling	1	2	1
21B	ADRA2B-GNAI2-coupling	1	2	1
21B	ADRA2B-Gi-coupling	2	3	2
21B	ADRA2B-GoA-coupling	1	2	1
21B	ADRA2B-GoB-coupling	1	2	1
21B	ADRA2B-Gz-coupling	1	2	1
21B	ADRA2B-beta-arrestin1-trafficking	1	2	1
21B	ADRA2B-beta-arrestin2-trafficking	1	2	1
21B	ADRA2C-ADRB2-adrenergic-heteromer	1	2	1
21B	ADRA2C-GNA13-coupling	1	2	1
21B	ADRA2C-Gi-coupling	2	3	2
21B	ADRA2C-GoA-coupling	1	2	1
21B	ADRA2C-GoB-coupling	1	2	1
21B	ADRA2C-Gz-coupling	1	2	1
21B	ADRA2C-beta-arrestin2-trafficking	1	2	1
21B	ADRB1-ADRB2-cardiac-heteromer	1	2	1
21B	ADRB1-GNA13-coupling	1	2	1
21B	ADRB1-GNA14-coupling	1	2	1
21B	ADRB1-GNAO1-GoA-coupling	1	2	1
21B	ADRB1-GNAO1-GoB-coupling	1	2	1
21B	ADRB1-GNAQ-coupling	1	2	1
21B	ADRB1-GNAZ-coupling	1	2	1
21B	ADRB1-Gi/o-coupling	1	2	1
21B	ADRB1-Gs-coupling	1	2	1
21B	ADRB1-beta-arrestin2-EGFR-transactivation	1	2	1
21B	ADRB2-ADRA1D-adrenergic-heteromer	1	2	1
21B	ADRB2-ADRB3-adrenergic-heteromer	1	2	1
21B	ADRB2-Gi/o-coupling	1	2	1
21B	ADRB2-Gs-coupling	1	2	1
21B	ADRB2-OPRD1-opioid-adrenergic-heteromer	1	2	1
21B	ADRB2-OPRK1-opioid-adrenergic-heteromer	1	2	1
21B	ADRB2-P2Y6-microglial-phagocytosis-crosstalk	1	2	1
21B	ADRB2-SSTR5-heteromer	1	2	1
21B	ADRB2-beta-arrestin1-Src-ERK-complex	1	2	1
21B	ADRB2-beta-arrestin2-sequestration	1	2	1
21B	ADRB3-Gi-coupling	1	2	1
21B	ADRB3-Gi-o-coupling	1	2	1
21B	ADRB3-Gs-coupling	1	2	1
21B	AGAP1-CHRM5-AP3-recycling	1	2	1
21B	AGE-albumin-STAB2-scavenger-binding	1	2	1
21B	AGG-32mer-TLR2-DAMP-signaling	1	2	1
21B	AGR2-LYPD3-C4.4A-tumor-signaling	1	2	1
21B	AGRP-MC3R-antagonist-GPCR	1	2	1
21B	AGRP-MC4R-antagonist-GPCR	1	2	1
21B	AGRP-MC5R-antagonist-GPCR	1	2	1
21B	AGTR1-G12-G13-coupling	1	2	1
21B	AGTR1-GNA11-coupling	1	2	1
21B	AGTR1-GNA13-coupling	1	2	1
21B	AGTR1-GNA14-coupling	1	2	1
21B	AGTR1-GNA15-coupling	1	2	1
21B	AGTR1-GNAI1-coupling	1	2	1
21B	AGTR1-GNAI2-coupling	1	2	1
21B	AGTR1-GNAO1-GoA-coupling	1	2	1
21B	AGTR1-GNAO1-GoB-coupling	1	2	1
21B	AGTR1-GNAQ-coupling	1	2	1
21B	AGTR1-GNAZ-coupling	1	2	1
21B	AGTR1-beta-arrestin1-recruitment	1	2	1
21B	AGTR1-beta-arrestin2-recruitment	1	2	1
21B	AHCYL1-ITPR1-phosphorylation-gated-IP3R-regulation	1	2	1
21B	AHR-SLC7A11-ferroptosis-defense	1	2	1
21B	AHSG-INSR-inhibitory-regulation	1	2	1
21B	AICL-NKp80-NK-regulation	1	2	1
21B	AIF-MIF-parthanatos-nuclease	1	2	1
21B	AIM2-ASC-CASP8-inflammasome-crosstalk	1	2	1
21B	AIM2-ASC-inflammasome-assembly	1	2	1
21B	AIM2-dsDNA-inflammasome-sensing	1	2	1
21B	AIP4-TRPV4-endocytosis-downregulation	1	2	1
21B	AJAP1-GABBR1a-presynaptic-trafficking	1	2	1
21B	AKAP5-GABRB1-PKA-targeting	1	2	1
21B	AKAP5-GABRB3-PKA-targeting	1	2	1
21B	AKAP5-TRPV1-inflammatory-sensitization-complex	1	2	1
21B	AKT-BAD-S136-survival	1	2	1
21B	AKT-FOXO3-S253-nuclear-export-inhibition	1	2	1
21B	AKT-FOXO3-S315-nuclear-export-inhibition	1	2	1
21B	AKT-FOXO3-T32-nuclear-export-inhibition	1	2	1
21B	AKT-GSK3B-S9-inhibitory-phosphorylation	1	2	1
21B	AKT-LARP1-S770-S979-TOP-translation-control	1	2	1
21B	AKT-NR4A1-S350-PI3K-transcription-factor-regulation	1	2	1
21B	AKT-PDE3B-S273-antilipolytic-feedback	1	2	1
21B	AKT-PFKFB2-S483-glycolytic-activation	1	2	1
21B	AKT-PIKFYVE-S318-RTK-endocytic-trafficking	1	2	1
21B	AKT-PRAS40-T246-mTORC1-control	1	2	1
21B	AKT-TBC1D1-T590-GLUT4-trafficking	1	2	1
21B	AKT-TBC1D4-T649-GLUT4-trafficking	1	2	1
21B	AKT-TSC2-mTORC1-control	1	2	1
21B	AKT1-FOXO1-T24-S256-nuclear-exclusion	1	2	1
21B	AKT1-HSF1-S230-transactivation	1	2	1
21B	AKT1-HSF1-S326-heat-stress-activation	1	2	1
21B	AKT1-HSF1-T142-trimerization	1	2	1
21B	AKT1-HSF1-T527-transactivation	1	2	1
21B	AKT1-NOS3-S1177-endothelial-NO	1	2	1
21B	AKT1-SMAD3-PI3K-TGFbeta-crosstalk	1	2	1
21B	ALB-FCGRT-pH-dependent-binding-transport	1	2	1
21B	ALB-LRP2-endocytic-uptake	1	2	1
21B	ALCAM-CD6-adhesion-costimulation	1	2	1
21B	ALCAM-L1CAM-midbrain-axon-growth	1	2	1
21B	ALCAM-NRP1-midbrain-dopamine-axon-growth	1	2	1
21B	ALG2-ALIX-ESCRT-lysosomal-repair	1	2	1
21B	ALK-pY1507-SHC1	1	2	1
21B	ALKAL1-LTK-RTK-activation	1	2	1
21B	ALKAL2-ALK-RTK-activation	1	2	1
21B	ALKAL2-LTK-RTK-activation	1	2	1
21B	AMFR-INSIG1-STING-K27-TBK1	1	2	1
21B	AMFR-INSIG1-STING-K27-site-set-TBK1	1	2	1
21B	AMH-AMHR2-SMAD1-5-8	1	2	1
21B	AMH-AMHR2-dedicated-type-II-receptor-binding	1	2	1
21B	AMN-ARH-cubam-endocytosis	1	2	1
21B	AMN-DAB2-cubam-endocytosis	1	2	1
21B	AMPK-ACC1-S79-lipogenesis-inhibition	1	2	1
21B	AMPK-ACC2-S222-lipogenesis-inhibition	1	2	1
21B	AMPK-AKAP1-S103-mitochondrial-respiration	1	2	1
21B	AMPK-ARMC10-S45-mitochondrial-dynamics	1	2	1
21B	AMPK-ATG9A-S761-autophagosome-trafficking	1	2	1
21B	AMPK-BECN1-S91-VPS34-autophagy-activation	1	2	1
21B	AMPK-BECN1-S94-VPS34-autophagy-activation	1	2	1
21B	AMPK-BECN1-T388-VPS34-autophagy-activation	1	2	1
21B	AMPK-CDKN1B-T198-p27-stability-autophagy	1	2	1
21B	AMPK-CFTR-R-domain-site-set-channel-inhibition	1	2	1
21B	AMPK-EEF2K-S398-translation-inhibition	1	2	1
21B	AMPK-EP300-S89-nuclear-receptor-coactivator-control	1	2	1
21B	AMPK-FNIP1-five-site-TFEB-mitochondrial-biogenesis	1	2	1
21B	AMPK-FOXO1-S22-14-3-3-antagonism	1	2	1
21B	AMPK-FOXO3-S413-energy-stress-activation	1	2	1
21B	AMPK-FOXO3-S588-energy-stress-activation	1	2	1
21B	AMPK-GBF1-T1337-Golgi-trafficking	1	2	1
21B	AMPK-GFPT1-S243-hexosamine-control	1	2	1
21B	AMPK-GYS2-S7-glycogen-synthase-inhibition	1	2	1
21B	AMPK-HDAC5-S259-S498-GLUT4-transcription-control	1	2	1
21B	AMPK-HMGCR-S872-cholesterol-synthesis-inhibition	1	2	1
21B	AMPK-HNF4A-S304-metabolic-transcription-control	1	2	1
21B	AMPK-HSF1-S121-metabolic-stress-inhibition	1	2	1
21B	AMPK-LIPE-HSL-S565-antilipolytic-control	1	2	1
21B	AMPK-MFF-S155-S172-mitochondrial-fission	1	2	1
21B	AMPK-MLXIPL-S568-lipogenic-transcription-control	1	2	1
21B	AMPK-MTFR1L-S103-S238-mitochondrial-morphology	1	2	1
21B	AMPK-NET1A-S46-ECM-invasion-control	1	2	1
21B	AMPK-PAK2-S20-myosin-regulatory-relay	1	2	1
21B	AMPK-PAQR3-T32-ATG14L-VPS34-autophagy	1	2	1
21B	AMPK-PDZD8-T527-GLS1-glutaminolysis	1	2	1
21B	AMPK-PFKFB2-S466-glycolytic-activation	1	2	1
21B	AMPK-PIKFYVE-S307-GLUT4-endosomal-trafficking	1	2	1
21B	AMPK-PPARGC1A-T177-S538-mitochondrial-biogenesis	1	2	1
21B	AMPK-PPP1R12C-S452-mitosis	1	2	1
21B	AMPK-PRKN-S9-necroptosis-control	1	2	1
21B	AMPK-RACK1-T50-VPS34-autophagy	1	2	1
21B	AMPK-Raptor-S722-S792-mTORC1-inhibition	1	2	1
21B	AMPK-SNX17-S437-endosomal-trafficking	1	2	1
21B	AMPK-SREBF1-S372-lipogenic-processing-control	1	2	1
21B	AMPK-TBC1D1-S237-GLUT4-trafficking	1	2	1
21B	AMPK-TBC1D4-S711-GLUT4-trafficking	1	2	1
21B	AMPK-TNNI3-S150-cardiac-contractility	1	2	1
21B	AMPK-TSC2-energy-stress-mTORC1-inhibition	1	2	1
21B	AMPK-ULK1-S317-autophagy-initiation	1	2	1
21B	AMPK-ULK1-S777-autophagy-initiation	1	2	1
21B	AMPK-ULK1-autophagy-initiation-site-set	1	2	1
21B	AMPK-VPS34-S165-nonautophagy-complex-inhibition	1	2	1
21B	AMPK-VPS34-T163-nonautophagy-complex-inhibition	1	2	1
21B	AMSH2-SMAD2-TGFbeta-signaling	1	2	1
21B	AMSH2-SMAD7-TGFbeta-inhibitory-relief	1	2	1
21B	AMY3-GNA12-coupling	1	2	1
21B	AMY3-GNA13-coupling	1	2	1
21B	ANG-PLXNB2-receptor-growth-survival	1	2	1
21B	ANGPT1-TIE1-zebrafish-lymphatic-development	1	2	1
21B	ANGPT1-TIE2-RTK	1	2	1
21B	ANGPT1-TIE2-binary-binding	1	2	1
21B	ANGPT1-alpha5beta1-adhesion	1	2	1
21B	ANGPT1-alphaVbeta3-binding	1	2	1
21B	ANGPT1-alphaVbeta5-guided-angiogenesis	1	2	1
21B	ANGPT2-TIE2-contextual-antagonism	1	2	1
21B	ANGPT2-Tie2-context-dependent-agonism	1	2	1
21B	ANGPT2-alpha5beta1-integrin-signaling	1	2	1
21B	ANGPT4-TIE2-endothelial-activation	1	2	1
21B	ANGPTL1-LILRB2-cell-surface-binding	1	2	1
21B	ANGPTL1-alpha1beta1-FAK-ERK-JAK-STAT3-inhibition	1	2	1
21B	ANGPTL2-LILRB2-HSC-support	1	2	1
21B	ANGPTL2-LILRB3-lower-affinity-binding	1	2	1
21B	ANGPTL2-MAG-Fyn-oligodendrocyte-differentiation	1	2	1
21B	ANGPTL2-MCAM-adipocyte-CREB	1	2	1
21B	ANGPTL2-alpha5beta1-inflammatory-signaling	1	2	1
21B	ANGPTL3-alphaVbeta3-angiogenesis	1	2	1
21B	ANGPTL4-CDH11-beta-catenin-wound-repair	1	2	1
21B	ANGPTL4-NRP1-vascular-permeability	1	2	1
21B	ANGPTL4-NRP2-vascular-permeability	1	2	1
21B	ANGPTL4-alphaVbeta3-endothelial-junction-protection	1	2	1
21B	ANGPTL4-alphaVbeta5-glomerular-endothelial-protection	1	2	1
21B	ANGPTL4-beta1-integrin-wound-migration	1	2	1
21B	ANGPTL4-beta5-integrin-wound-migration	1	2	1
21B	ANGPTL5-LILRB2-HSC-support	1	2	1
21B	ANGPTL5-LILRB3-lower-affinity-binding	1	2	1
21B	ANGPTL7-LILRB2-cell-surface-binding	1	2	1
21B	ANGPTL8-LILRB3-cardiac-hypertrophy-inhibition	1	2	1
21B	ANK3-KCNQ2-axon-initial-segment-targeting	1	2	1
21B	ANK3-KCNQ3-axon-initial-segment-targeting	1	2	1
21B	ANKFY1-ATG2A-endosome-phagophore-lipid-transfer	1	2	1
21B	ANOS1-FGFR1-FGF2-HS-modulation	1	2	1
21B	ANP-NPR1-guanylyl-cyclase	1	2	1
21B	ANP-NPR2-secondary-guanylyl-cyclase	1	2	1
21B	ANP-NPR3-clearance-binding	1	2	1
21B	ANPEP-astrocyte-microglial-brain-RAS	1	2	1
21B	ANXA1-FPR1-neutrophil-resolution-GPCR	1	2	1
21B	ANXA1-FPR2-proresolution-GPCR	1	2	1
21B	ANXA1-peptide-FPR3-GPCR	1	2	1
21B	ANXA2-ROBO4-BBB-integrity	1	2	1
21B	AOC3-SIGLEC10-endothelial-adhesion-substrate	1	2	1
21B	AOC3-SIGLEC9-leukocyte-endothelial-adhesion	1	2	1
21B	AP-1-ATF2-p300-nuclear-coactivation	1	2	1
