bridge_id	source_edge_ids	review_evidence_ids	discovery_ids	source_namespace	source_label	output_label	output_product_labels	relation_type	evidence_layer	review_trace	primary_citations	species	cell_type_model	assay_or_perturbation	output_observation	product_form_ids	transition_ids	validation_status	causal_status	traversal_status	context_limitations
BRIDGE:00367	M21B-E001194	M21B-EVID-001137	M21B-DISC-1083	module21b_materialized_edge	CD94-NKG2A ITIM-SHP2 inhibitory signaling	NKG2A/SHP2-associated TNF suppression	Tnf	inhibits	receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC2587243 and PMCID:PMC3100565; cited_primary_in_review=PMID:9485206; primary_checked=PMID:9485206	PMID:9485206	human	Human CD94-NKG2A T-cell clones and NK cells	NKG2A receptor cross-linking; phospho-ITIM peptide SPR; SHP2 association; cytotoxicity/TNF assays	Dual NKG2A ITIM engagement associated with SHP2 recruitment and suppression of measured TNF output in human NK/T-cell models.	PROTEIN:NODE08072		validated_primary_output	bounded_output_only	conditional_product_continuation	Preserve CD94-NKG2A heterodimer and dual ITIM/context dependence; SHP2 is not claimed as the sole mediator, and no terminal-TF or SCI inference is made.
BRIDGE:00368	M21B-E001208	M21B-EVID-001151	M21B-DISC-1097	module21b_materialized_edge	SIGLEC7 ITIM-SHP1 inhibitory signaling	Siglec7/SHP1-associated serotonin-release suppression	Serotonin	inhibits	receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC3902170; cited_primary_in_review=PMID:15557178; primary_checked=PMID:15557178	PMID:15557178	human	Human Siglec7 receptor and rat basophilic-leukemia systems	Pervanadate/co-crosslinking and ITIM-mutant assays; SHP1 association; calcium/serotonin-release inhibition	Phosphorylated Siglec7 ITIM recruited SHP1 and suppressed Fc-epsilon-RI-linked serotonin release in receptor-expression systems.			validated_primary_output	bounded_output_only	conditional_product_continuation	Serotonin is a measured small-molecule output with no protein-form continuation; preserve membrane-proximal ITIM/crosslinking context and no natural glycan, SCI or terminal-TF inference.
BRIDGE:00369	M21B-E001209	M21B-EVID-001152	M21B-DISC-1098	module21b_materialized_edge	SIGLEC7 ITIM-SHP2 inhibitory signaling	Siglec7/SHP2-associated serotonin-release suppression	Serotonin	inhibits	receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC3902170; cited_primary_in_review=PMID:15557178; primary_checked=PMID:15557178	PMID:15557178	human	Human Siglec7 receptor and rat basophilic-leukemia systems	Pervanadate/co-crosslinking and ITIM-mutant assays; SHP2 association; calcium/serotonin-release inhibition	Phosphorylated Siglec7 ITIM associated with SHP2 and suppressed Fc-epsilon-RI-linked serotonin release in receptor-expression systems.			validated_primary_output	bounded_output_only	conditional_product_continuation	Serotonin is a measured small-molecule output with no protein-form continuation; preserve membrane-proximal ITIM/crosslinking context and do not infer SHP2 exclusivity, natural glycan specificity, SCI or terminal-TF effects.
BRIDGE:00370	M21B-E001210	M21B-EVID-001153	M21B-DISC-1099	module21b_materialized_edge	SIGLEC9 ITIM-SHP1 inhibitory signaling	Siglec9/SHP1-associated serotonin-release suppression	Serotonin	inhibits	receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC3902170; cited_primary_in_review=PMID:15557178; primary_checked=PMID:15557178	PMID:15557178	human	Human Siglec9 receptor and rat basophilic-leukemia systems	Pervanadate/co-crosslinking and ITIM-mutant assays; SHP1 association; calcium/serotonin-release inhibition	Phosphorylated Siglec9 ITIM recruited SHP1 and suppressed Fc-epsilon-RI-linked serotonin release in receptor-expression systems.			validated_primary_output	bounded_output_only	conditional_product_continuation	Serotonin is a measured small-molecule output with no protein-form continuation; preserve membrane-proximal ITIM/crosslinking context and no natural glycan, SCI or terminal-TF inference.
BRIDGE:00371	M21B-E001211	M21B-EVID-001154	M21B-DISC-1100	module21b_materialized_edge	SIGLEC9 ITIM-SHP2 inhibitory signaling	Siglec9/SHP2-associated serotonin-release suppression	Serotonin	inhibits	receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC3902170; cited_primary_in_review=PMID:15557178; primary_checked=PMID:15557178	PMID:15557178	human	Human Siglec9 receptor and rat basophilic-leukemia systems	Pervanadate/co-crosslinking and ITIM-mutant assays; SHP2 association; calcium/serotonin-release inhibition	Phosphorylated Siglec9 ITIM associated with SHP2 and suppressed Fc-epsilon-RI-linked serotonin release in receptor-expression systems.			validated_primary_output	bounded_output_only	conditional_product_continuation	Serotonin is a measured small-molecule output with no protein-form continuation; preserve membrane-proximal ITIM/crosslinking context and do not infer SHP2 exclusivity, natural glycan specificity, SCI or terminal-TF effects.
BRIDGE:00372	M21B-E001281	M21B-EVID-001224	M21B-DISC-1170	module21b_materialized_edge	Dectin-1 pY15-SHIP1 inhibitory signaling	Dectin-1/SHIP1-associated ROS modulation	ROS	inhibits	receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC8882614; cited_primary_in_review=PMID:26416276; primary_checked=PMID:26416276	PMID:26416276; PMCID:PMC4641325	human; mouse	Primary dendritic-cell phagosome assays and SHIP1-deficient ROS systems	Dectin-1 pY15 phosphopeptide/SH2 binding; Y15F mutants; phagosome colocalization; SHIP1-deficient ROS assays	Dectin-1 pY15-associated SHIP1 recruitment was linked to inhibition/modulation of measured ROS in myeloid phagosome systems.			validated_primary_output	bounded_output_only	conditional_product_continuation	ROS is a measured small-molecule output with direction/context dependent on SHIP1 perturbation; preserve the Y3/Y15 hemITAM and Candida/zymosan myeloid context, with no universal output, SCI or terminal-TF inference.
BRIDGE:00345	M21B-E003873	M21B-EVID-003816	M21B-DISC-3765	module21b_materialized_edge	LOS-TREM2 bacterial-lipid signaling	LOS/TREM2-associated IL-6 output	Il6	induces	ligand_receptor_or_direct_molecular;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC5485854; cited_primary_in_review=PMID:19079182; primary_checked=PMID:19079182; PMCID:PMC2614303	PMID:19079182; PMCID:PMC2614303; DOI:10.1038/mi.2008.1	human; mouse	Neisseria gonorrhoeae LOS outer-membrane assays; murine TREM2A-Fc and TREM2A-transfected BWZ reporter cells; human TREM2-expressing HeLa cells	LOS binding by far-western/ELISA/SPR; TREM2A reporter signaling; HeLa IL-6 readout	Gonococcal LOS engaged TREM2A and was associated with measured IL-6 output in TREM2-expressing human cells.	PROTEIN:NODE03873		validated_primary_output	bounded_output_only	conditional_product_continuation	Preserve N. gonorrhoeae LOS and TREM2A/transfected-cell context; the IL-6 readout supports conditional product continuation but does not establish a complete gene-to-protein transition, SCI branch or terminal-TF edge.
BRIDGE:00346	M21B-E003874	M21B-EVID-003817	M21B-DISC-3766	module21b_materialized_edge	Free-mycolic-acid-TREM2 mycobacterial-lipid signaling	Free mycolic acid/TREM2-associated inflammatory output	Ccl2;Tnf	induces	ligand_receptor_or_direct_molecular;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC10796033; cited_primary_in_review=PMID:33863908; primary_checked=PMID:33863908; PMCID:PMC8052348	PMID:33863908; PMCID:PMC8052348; DOI:10.1038/s41467-021-22620-3	mouse	Mouse TREM2-Fc lipid ELISA; TREM2+DAP12 NFAT-GFP reporter cells; WT, Trem2-null, Tyrobp-null and Clec4e-null peritoneal macrophages	TREM2-Fc binding; DAP12 reporter activation; Trem2/Tyrobp perturbation; MCP-1/TNF macrophage readouts	Free mycolic acid engaged TREM2-DAP12 and was associated with measured CCL2/MCP-1 and TNF output in mycobacterial macrophage systems.	PROTEIN:NODE01123;PROTEIN:NODE08072		validated_primary_output	bounded_output_only	conditional_product_continuation	Preserve non-glycosylated free-mycolic-acid preparation, plate-coated lipid, TREM2-DAP12 reporter and macrophage context; cytokine outputs do not establish SCI or terminal-TF edges.
BRIDGE:00347	M21B-E003875	M21B-EVID-003818	M21B-DISC-3767	module21b_materialized_edge	GroMM-TREM2 mycobacterial-lipid signaling	Glycerol monomycolate/TREM2-associated inflammatory output	Ccl2;Tnf	induces	ligand_receptor_or_direct_molecular;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC10796033; cited_primary_in_review=PMID:33863908; primary_checked=PMID:33863908; PMCID:PMC8052348	PMID:33863908; PMCID:PMC8052348; DOI:10.1038/s41467-021-22620-3	mouse	Mouse TREM2-Fc lipid ELISA; TREM2+DAP12 NFAT-GFP reporter cells; WT, Trem2-null, Tyrobp-null and Clec4e-null peritoneal macrophages	TREM2-Fc binding; DAP12 reporter activation; Trem2/Tyrobp perturbation; MCP-1/TNF macrophage readouts	Glycerol monomycolate/GroMM engaged TREM2-DAP12 and was associated with measured CCL2/MCP-1 and TNF output in mycobacterial macrophage systems.	PROTEIN:NODE01123;PROTEIN:NODE08072		validated_primary_output	bounded_output_only	conditional_product_continuation	Preserve non-glycosylated GroMM preparation, plate-coated lipid, TREM2-DAP12 reporter and macrophage context; cytokine outputs do not establish SCI or terminal-TF edges.
BRIDGE:00348	M21B-E000698	M21B-EVID-000641	M21B-DISC-0587	module21b_materialized_edge	SFTPD-LAIR1 anti-inflammatory signaling	SFTPD/LAIR1-associated ROS suppression	ROS	inhibits	downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC5809447;PMCID:PMC11685232;PMCID:PMC9788452; cited_primary_in_review=PMID:24585933; primary_checked=PMID:24585933	PMID:24585933; DOI:10.1189/jlb.3AB0213-092RR	human; rat	Human neutrophil-like cells with recombinant human/rat SP-D and LAIR1/LAIR2-Fc controls	Solid-phase SP-D/LAIR1 binding; LAIR1 reporter crosslinking; Fc-alpha-receptor-stimulated ROS assay	SP-D engagement of LAIR1 was associated with inhibition of Fc-alpha-receptor-stimulated ROS in human neutrophil-like cells.			validated_primary_output	bounded_output_only	conditional_product_continuation	ROS is a measured functional output with no protein-form continuation; preserve SP-D isoform, LAIR1 reporter and neutrophil-like-cell context, with no SCI or terminal-TF inference.
BRIDGE:00349	M21B-E001128	M21B-EVID-001071	M21B-DISC-1017	module21b_materialized_edge	PIR-B ITIM-SHP1 inhibitory signaling	PIR-B/SHP1-associated serotonin-release suppression	Serotonin	inhibits	receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC5557645; cited_primary_in_review=PMID:9482905; primary_checked=PMID:9482905	PMID:9482905; PMCID:PMC19370; DOI:10.1073/pnas.95.5.2446	mouse	Murine splenic B cells and Fc-gamma-RIIB/PIR-B chimeric RBL mast cells	PIR-B Y794F/Y824F ITIM mutants; phosphotyrosyl-peptide SHP1 binding; BCR/Fc-epsilon-RI co-ligation; serotonin-release assay	PIR-B ITIM engagement recruited SHP1 and inhibited antigen-receptor-associated serotonin release in the chimeric mast-cell model.			validated_primary_output	bounded_output_only	conditional_product_continuation	Serotonin is a measured small-molecule output with no protein-form continuation; preserve the Y794/Y824 site-set and murine B-cell/mast-cell context, with no physiological ligand, SCI or terminal-TF inference.
BRIDGE:00350	M21B-E001565	M21B-EVID-001508	M21B-DISC-1454	module21b_materialized_edge	LysoPS-GPR174 GPCR signaling	LysoPS/GPR174-associated IL-2 suppression	Il2	inhibits	ligand_receptor_or_direct_molecular;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC7116134; cited_primary_in_review=PMID:25970039; primary_checked=PMID:25970039	PMID:25970039; PMID:29017923	human; mouse	GPR174 receptor-expressing cells and primary CD4 T cells	LysoPS/analog receptor-activation assays; calcium/reporter readouts; GPR174 pharmacology and CD4 T-cell IL-2 assay	LysoPS activation of GPR174 was associated with inhibition of measured IL-2 production in primary CD4 T cells.	PROTEIN:NODE03977		validated_primary_output	bounded_output_only	conditional_product_continuation	Preserve LysoPS species/analog and GPR174 pharmacology; IL-2 is a measured cytokine output but the assay does not establish a complete gene-to-protein transition or SCI/terminal-TF edge.
BRIDGE:00351	M21B-E001928	M21B-EVID-001871	M21B-DISC-1817	module21b_materialized_edge	MAIR-II-DAP12 activating adaptor assembly	MAIR-II-associated IL-6/TNF secretion	Il6;Tnf	induces	ligand_receptor_or_direct_molecular;receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC2794881; cited_primary_in_review=PMID:17202337; primary_checked=PMID:17202337	PMID:17202337	mouse	Mouse splenic B-cell and peritoneal-macrophage systems	MAIR-II cross-linking; DAP12-deficient macrophages; co-immunoprecipitation; transmembrane-lysine mutagenesis; TNF-alpha/IL-6 secretion assays	MAIR-II cross-linking through DAP12-associated receptor systems induced measured IL-6 and TNF secretion in mouse immune-cell models.	PROTEIN:NODE03873;PROTEIN:NODE08072		validated_primary_output	bounded_output_only	conditional_product_continuation	Preserve MAIR-II cross-linking and DAP12-adaptor context; measured cytokine secretion supports conditional product continuation without SCI or terminal-TF inference.
BRIDGE:00352	M21B-E001929	M21B-EVID-001872	M21B-DISC-1818	module21b_materialized_edge	MAIR-II-FcRgamma activating adaptor assembly	MAIR-II-associated IL-6/TNF secretion	Il6;Tnf	induces	ligand_receptor_or_direct_molecular;receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC2794881; cited_primary_in_review=PMID:17202337; primary_checked=PMID:17202337	PMID:17202337	mouse	Mouse peritoneal macrophages and splenic B-cell comparator systems	MAIR-II cross-linking; LPS-enhanced FcRgamma expression; co-immunoprecipitation; transmembrane-lysine mutagenesis; inflammatory cytokine secretion assays	MAIR-II engagement in the FcRgamma-associated context induced measured IL-6 and TNF secretion in mouse immune-cell models.	PROTEIN:NODE03873;PROTEIN:NODE08072		validated_primary_output	bounded_output_only	conditional_product_continuation	Preserve the FcRgamma-associated MAIR-II context and LPS-enhanced expression condition; cytokine secretion is measured, with no SCI or terminal-TF inference.
BRIDGE:00353	M21B-E005331	M21B-EVID-005274	M21B-DISC-9054	module21b_materialized_edge	PPP1R9B/spinophilin-CHRM3 scaffold signaling	Spinophilin/M3R-associated insulin release	Insulin	induces	ligand_receptor_or_direct_molecular;receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC5414738; cited_primary_in_review=PMID:22730439; primary_checked=PMID:22730439	PMID:22730439; PMCID:PMC3448777; DOI:10.1096/fj.12-204644	mouse	Mouse insulinoma cells and spinophilin-deficient mice	M3R-spinophilin association; agonist-dependent RGS4 recruitment; insulin-release and glucose-tolerance assays	Spinophilin association with M3R supported agonist-dependent RGS4 recruitment and measured insulin release in mouse insulinoma and knockout models.	PROTEIN:NODE04102		validated_primary_output	bounded_output_only	conditional_product_continuation	Preserve M3R agonist and spinophilin-deficient mouse context; insulin release is measured, while a complete insulin gene-to-protein transition and SCI/terminal-TF edge are not established.
BRIDGE:00354	M21B-E002761	M21B-EVID-002704	M21B-DISC-2654	module21b_materialized_edge	RIMS1-CACNB2 presynaptic complex	RIM1/CaVbeta2-associated insulin release	Insulin	induces	ligand_receptor_or_direct_molecular;receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC4059758; cited_primary_in_review=PMID:21402706; primary_checked=PMID:21402706	PMID:21402706; PMCID:PMC3091184	as stated in primary model/assay	HEK-293 recombinant CaV1.2/1.3 channels with beta2/beta3; RIN-m5F beta-cell model	RIM1-CaVbeta co-IP; RIM1 knockdown; high-K+ depolarization and insulin-release assays	RIM1 association with CaVbeta2-supported presynaptic calcium-channel organization and measured insulin release in RIN-m5F beta cells.	PROTEIN:NODE04102		validated_primary_output	bounded_output_only	conditional_product_continuation	Preserve CACNB2/CaVbeta2 auxiliary-subunit and RIN-m5F context; insulin release is measured without assigning a new terminal-TF or SCI edge.
BRIDGE:00355	M21B-E002762	M21B-EVID-002705	M21B-DISC-2655	module21b_materialized_edge	RIMS1-CACNB3 presynaptic complex	RIM1/CaVbeta3-associated insulin release	Insulin	induces	ligand_receptor_or_direct_molecular;receptor_proximal_or_pathway;downstream_or_functional	review_record=work/module_b_consolidation/module21b/module21b_edge_register.tsv; review_lead=PMCID:PMC4059758; cited_primary_in_review=PMID:21402706; primary_checked=PMID:21402706	PMID:21402706; PMCID:PMC3091184	as stated in primary model/assay	HEK-293 recombinant CaV1.2/1.3 channels with beta2/beta3; RIN-m5F beta-cell model	RIM1-CaVbeta co-IP; RIM1 knockdown; high-K+ depolarization and insulin-release assays	RIM1 association with CaVbeta3-supported presynaptic calcium-channel organization and measured insulin release in RIN-m5F beta cells.	PROTEIN:NODE04102		validated_primary_output	bounded_output_only	conditional_product_continuation	Preserve CACNB3/CaVbeta3 auxiliary-subunit and RIN-m5F context; insulin release is measured without assigning a new terminal-TF or SCI edge.
