route_evidence_id	route_status	route_tier	path_expression	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_queue_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id
ROUTE:00011	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				FGF22-FGFR1b-synapse-function	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000321	M21B-DOWNSTREAM:02305	M21B-DOWNSTREAM-EVID:003678	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02305
ROUTE:00012	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				FGF22-FGFR2b-synapse-function	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000322	M21B-DOWNSTREAM:02306	M21B-DOWNSTREAM-EVID:003679	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02306
ROUTE:00013	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				EFNA5-EPHB2-cross-class-guidance	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000325	M21B-DOWNSTREAM:02308	M21B-DOWNSTREAM-EVID:003681	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02308
ROUTE:00014	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				TNC-alphaVbeta6-binding	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000479	M21B-DOWNSTREAM:02336	M21B-DOWNSTREAM-EVID:003709	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02336
ROUTE:00015	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				TNC-alphaVbeta1-binding	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000483	M21B-DOWNSTREAM:02337	M21B-DOWNSTREAM-EVID:003710	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02337
ROUTE:00016	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				RAGE-alphaXbeta2-counter-receptor-adhesion	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000540	M21B-DOWNSTREAM:02349	M21B-DOWNSTREAM-EVID:003722	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02349
ROUTE:00017	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				C1q-CALR-CD91-apoptotic-clearance	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000651	M21B-DOWNSTREAM:02368	M21B-DOWNSTREAM-EVID:003744	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02368
ROUTE:00018	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL13-type-II-receptor-complex	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000683	M21B-DOWNSTREAM:02370	M21B-DOWNSTREAM-EVID:003746	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02370
ROUTE:00019	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				SEMA3F-NRP2-PlexinA3-homeostatic-scaling	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000777	M21B-DOWNSTREAM:02373	M21B-DOWNSTREAM-EVID:003749	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02373
ROUTE:00020	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				UMOD-TLR4-dendritic-cell-activation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000838	M21B-DOWNSTREAM:02391	M21B-DOWNSTREAM-EVID:003767	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02391
ROUTE:00021	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				GDF15-GFRAL-RET	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000950	M21B-DOWNSTREAM:02406	M21B-DOWNSTREAM-EVID:003782	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02406
ROUTE:00022	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				MET-pY1356-GRB2	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000973	M21B-DOWNSTREAM:02409	M21B-DOWNSTREAM-EVID:003785	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02409
ROUTE:00023	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IFNAR1-YVFF-AP2M1-trafficking	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000989	M21B-DOWNSTREAM:02410	M21B-DOWNSTREAM-EVID:003786	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02410
ROUTE:00024	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IFNAR1-pY466-PTPN1-trafficking	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000990	M21B-DOWNSTREAM:02411	M21B-DOWNSTREAM-EVID:003787	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02411
ROUTE:00025	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				RET51-pY1096-GRB2	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-000994	M21B-DOWNSTREAM:02413	M21B-DOWNSTREAM-EVID:003789	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02413
ROUTE:00026	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				FLT3-pY955-GADS	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001003	M21B-DOWNSTREAM:02414	M21B-DOWNSTREAM-EVID:003790	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02414
ROUTE:00027	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				FLT3-pY969-GADS	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001004	M21B-DOWNSTREAM:02415	M21B-DOWNSTREAM-EVID:003791	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02415
ROUTE:00028	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				FLT3-pY969-GRB2	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001005	M21B-DOWNSTREAM:02416	M21B-DOWNSTREAM-EVID:003792	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02416
ROUTE:00029	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				KIT-pY568-CBL	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001038	M21B-DOWNSTREAM:02420	M21B-DOWNSTREAM-EVID:003796	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02420
ROUTE:00030	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				KIT-pY568-SOCS6	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001040	M21B-DOWNSTREAM:02421	M21B-DOWNSTREAM-EVID:003797	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02421
ROUTE:00031	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				RET-pY1096-GRB2	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001050	M21B-DOWNSTREAM:02424	M21B-DOWNSTREAM-EVID:003800	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02424
ROUTE:00032	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				MET-pY1356-SHIP1-negative-morphogenesis	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001126	M21B-DOWNSTREAM:02428	M21B-DOWNSTREAM-EVID:003804	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02428
ROUTE:00033	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				MET-pY1356-SHIP2-morphogenesis	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001127	M21B-DOWNSTREAM:02429	M21B-DOWNSTREAM-EVID:003805	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02429
ROUTE:00034	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL4R-pY713-SHP1-inhibitory	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001129	M21B-DOWNSTREAM:02430	M21B-DOWNSTREAM-EVID:003806	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02430
ROUTE:00035	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CSF2RB-pY577-SHC1	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001135	M21B-DOWNSTREAM:02431	M21B-DOWNSTREAM-EVID:003807	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02431
ROUTE:00036	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD72-pY7-SHP1-BCR-inhibition	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001148	M21B-DOWNSTREAM:02432	M21B-DOWNSTREAM-EVID:003808	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02432
ROUTE:00037	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD72-pY39-GRB2-BCR-modulation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001149	M21B-DOWNSTREAM:02433	M21B-DOWNSTREAM-EVID:003809	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02433
ROUTE:00038	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				HFE-TFRC-competitive-regulation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001176	M21B-DOWNSTREAM:02436	M21B-DOWNSTREAM-EVID:003812	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02436
ROUTE:00039	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				STAB1-GGA-sorting	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001208	M21B-DOWNSTREAM:02437	M21B-DOWNSTREAM-EVID:003813	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02437
ROUTE:00040	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				Dectin1-pY15-SHIP1-negative-relay	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001224	M21B-DOWNSTREAM:02440	M21B-DOWNSTREAM-EVID:003816	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02440
ROUTE:00041	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CASPR1-4.1B-paranodal-adaptor	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001231	M21B-DOWNSTREAM:02441	M21B-DOWNSTREAM-EVID:003817	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02441
ROUTE:00042	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD46-Cyt1-GOPC-autophagy	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001238	M21B-DOWNSTREAM:02444	M21B-DOWNSTREAM-EVID:003820	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02444
ROUTE:00043	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				C5a-C5AR2-arrestin-GPCR	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001263	M21B-DOWNSTREAM:02451	M21B-DOWNSTREAM-EVID:003827	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02451
ROUTE:00044	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				BMP7-ACVR1-BMPR2-complex	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001663	M21B-DOWNSTREAM:02545	M21B-DOWNSTREAM-EVID:003921	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02545
ROUTE:00045	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL36Ra-IL36R-antagonist	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001682	M21B-DOWNSTREAM:02546	M21B-DOWNSTREAM-EVID:003922	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02546
ROUTE:00046	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL18-IL18R1-IL18RAP-activation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001695	M21B-DOWNSTREAM:02547	M21B-DOWNSTREAM-EVID:003923	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02547
ROUTE:00047	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL6-gp130-receptor-complex-activation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001703	M21B-DOWNSTREAM:02548	M21B-DOWNSTREAM-EVID:003924	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02548
ROUTE:00048	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IFN-type-I-IFNAR-activation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001705	M21B-DOWNSTREAM:02549	M21B-DOWNSTREAM-EVID:003925	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02549
ROUTE:00049	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IFN-type-II-IFNGR-activation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001706	M21B-DOWNSTREAM:02550	M21B-DOWNSTREAM-EVID:003926	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02550
ROUTE:00050	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL1B-IL1R1-IL1RAP-activation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001709	M21B-DOWNSTREAM:02551	M21B-DOWNSTREAM-EVID:003927	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02551
ROUTE:00051	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD300E-dual-DAP12-myeloid-adaptor-assembly	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001880	M21B-DOWNSTREAM:02553	M21B-DOWNSTREAM-EVID:003929	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02553
ROUTE:00052	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD300E-dual-FcRgamma-myeloid-adaptor-assembly	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001881	M21B-DOWNSTREAM:02554	M21B-DOWNSTREAM-EVID:003930	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02554
ROUTE:00053	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD200R3-DAP12-mast-cell-adaptor-assembly	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001886	M21B-DOWNSTREAM:02555	M21B-DOWNSTREAM-EVID:003931	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02555
ROUTE:00054	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				NKR-P1C-FcRgamma-activating-receptor-assembly	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001887	M21B-DOWNSTREAM:02556	M21B-DOWNSTREAM-EVID:003932	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02556
ROUTE:00055	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD229-Y470EKL-AP2-endocytosis	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-002049	M21B-DOWNSTREAM:02557	M21B-DOWNSTREAM-EVID:003933	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02557
