staging_candidate_id	module	b_edge_id	source_a_edge_id	source_entity	relation_type	target_entity	pathway_name	evidence_layer	edge_status	context_scope	cell_type_context	compartment_context	species_context	injury_context	confidence_tier	export_priority	exportable	linked_b_evidence_ids	promotion_primary_pmids	promotion_corroborating_pmids	exact_evidence_status	module_fit	decision	evidence_summary	limitations	staging_status	canonical_entity_role_gate
20B-STAGE-0011	20B	M20B-E001814	M20A-EXT-0039	Bmp4	engages	BMPR1A_BMPR2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001814;M20B-EVID-005238-P2-RELAY;M20B-EVID-005238-P2-FUNC;M20B-EVID-PROMO-20260826-011	18436533	34241280	exact_complex_supported	Module20A_TGFbeta_superfamily	promote_to_high	Human stromal-cell experiments support BMP4/BMPR1A/BMPR2 receptor utilization, corroborated by direct BMP4 receptor interaction measurements.	Type-II receptor abundance and cell context affect signaling; preserved complex is BMPR1A/BMPR2.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0012	20B	M20B-E001829	M20A-EXT-0054	Bmp6	engages	ACVR1_BMPR2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001829;M20B-EVID-005242-P2-RELAY;M20B-EVID-PROMO-20260826-012	10504300	23433114	exact_complex_supported	Module20A_TGFbeta_superfamily	promote_to_high	Primary BMP6 receptor-binding and functional inhibition studies support ALK2/ACVR1 with BMPR-II, with independent knockdown/inhibition of the same receptor classes reducing BMP6 responses.	BMP6 also uses alternate type-I receptors and type-II receptor naming differs across studies; ACVR1/BMPR2 is the preserved complex.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0013	20B	M20B-E001832	M20A-EXT-0057	Bmp6	engages	BMPR1A_BMPR2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001832;M20B-EVID-005259-P2-RELAY;M20B-EVID-PROMO-20260826-013	10504300	23433114	exact_complex_supported	Module20A_TGFbeta_superfamily	promote_to_high	BMP6 primary binding studies detect BMPR1A/BMPR-II usage, and independent receptor-loss experiments confirm BMPR-II-dependent BMP6 signaling with type-I receptor contributions.	This is a lower-preference BMP6 receptor combination than ALK2/ALK3 in some systems; complex is preserved and not generalized to all BMP6 contexts.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0014	20B	M20B-E001835	M20A-EXT-0060	Btc	engages	EGFR_ERBB2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001835;M20B-EVID-PROMO-20260826-014	25086039	9130710	exact_complex_supported	Module20A_EGFR	promote_to_high	BTC is directly tested in EGFR/ERBB2 heterodimers and independently shown to activate EGFR with ERBB2 as the preferred heterodimerization partner.	EGFR is the ligand-binding/activation entry point; ERBB2 is an auxiliary heterodimer partner and the complex is explicitly preserved.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0015	20B	M20B-E001836	M20A-EXT-0061	Btc	engages	ERBB2_ERBB4	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001836;M20B-EVID-PROMO-20260826-015	10214951	9130710	exact_complex_supported	Module20A_EGFR	promote_to_high	Primary soluble-receptor studies support BTC activity in ERBB2/ERBB4 combinations, corroborated by independent BTC-induced ErbB2 heterodimerization/activation experiments.	Direct BTC affinity is strongest through ErbB4/EGFR and ERBB2 is an auxiliary partner; the preserved complex is ERBB2/ERBB4.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0016	20B	M20B-E001853	M20A-EXT-0078	Ccl3	engages	Ccr1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001853;M20B-EVID-PROMO-20260826-016	12181451	26472202	exact_pair_supported	Module20A_secreted_immune	promote_to_high	Primary mutational/binding work maps the CCL3-MIP-1α interaction site on CCR1, corroborated by independent NMR and receptor-binding analyses of the CCL3/CCR1 complex.	Most pair-specific binding work is human; mouse orthology and chemokine presentation context should remain explicit.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0017	20B	M20B-E001855	M20A-EXT-0080	Egf	engages	EGFR_ERBB2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001855;M20B-EVID-PROMO-20260826-017	22822073	36781849	exact_complex_supported	Module20A_EGFR	promote_to_high	EGF binding and dimerization are directly quantified for EGFR/ERBB2, with independent structural/functional analysis of EGF-bound EGFR/HER2 complexes.	EGFR is the primary EGF-binding receptor and ERBB2 modifies dimer affinity/signaling; complex is retained.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0018	20B	M20B-E001856	M20A-EXT-0081	Ereg	engages	EGFR_ERBB2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001856;M20B-EVID-PROMO-20260826-018	9553109	33750895	exact_complex_supported	Module20A_EGFR	promote_to_high	EREG activates pan-ErbB complexes in primary engineered-cell assays, and an independent NSCLC study shows EREG-induced EGFR/ERBB2 heterodimer signaling with ERBB2-dependent AKT output.	EREG has direct affinity for EGFR/ErbB4 more clearly than isolated ErbB2; EGFR/ERBB2 is retained as a functional heterodimer.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0019	20B	M20B-E001857	M20A-EXT-0082	Ereg	engages	ERBB2_ERBB4	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001857;M20B-EVID-PROMO-20260826-019	9553109	10214951	exact_complex_supported	Module20A_EGFR	promote_to_high	Primary pan-ErbB ligand studies support EREG activation of ERBB2/ERBB4 combinations, corroborated by independent soluble-receptor binding measurements for the same receptor combination.	ErbB4 is the principal direct EREG-binding subunit and ERBB2 is an auxiliary partner; complex is explicitly preserved.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0020	20B	M20B-E001858	M20A-EXT-0083	Fgf1	engages	Fgfr2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001858;M20B-EVID-PROMO-20260826-020	22057274	16597617	exact_pair_supported_isoform_preserved	Module20A_secreted_growth_factor	promote_to_high	FGF1-FGFR2b binding is directly resolved by structure and mutational analysis, corroborated by a comprehensive primary FGFR specificity panel.	FGFR2 splice form is essential: evidence is for FGFR2b/FGFR2 ectodomain rather than an undifferentiated receptor isoform.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0021	20B	M20B-E001859	M20A-EXT-0084	Fgf1	engages	Fgfr3	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001859;M20B-EVID-PROMO-20260826-021	16801131	16597617	exact_pair_supported_isoform_preserved	Module20A_secreted_growth_factor	promote_to_high	Direct binding/mutational analysis tests FGF1 with FGFR3, corroborated by the primary mammalian FGF-FGFR specificity panel.	Evidence is splice-form/ectodomain dependent and FGF1 is promiscuous; the FGFR3 receptor form must remain preserved in downstream interpretation.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0022	20B	M20B-E001861	M20A-EXT-0086	Fgf10	engages	Fgfr2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001861;M20B-EVID-PROMO-20260826-022	40794773	41903757	exact_pair_supported_isoform_preserved	Module20A_secreted_growth_factor	promote_to_high	FGF10-FGFR2b structure/function studies directly resolve the pair, with an independent mouse/human functional study confirming the FGF10-FGFR2 axis.	FGFR2b is the relevant splice form and heparan sulfate is required for productive signaling.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0023	20B	M20B-E001875	M20A-EXT-0100	Fgf2	engages	Fgfr1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001875;M20B-EVID-PROMO-20260826-023	10830168	16597617	exact_pair_supported_isoform_preserved	Module20A_secreted_growth_factor	promote_to_high	Primary FGF2-FGFR1 complex structural work directly supports the pair, corroborated by a comprehensive receptor-specific FGF panel.	FGFR1c and heparan sulfate are the relevant molecular context; FGF2 also binds other FGFRs.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0024	20B	M20B-E001876	M20A-EXT-0101	Fgf2	engages	Fgfr2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001876;M20B-EVID-005257-P2-RELAY;M20B-EVID-005258-P2-FUNC;M20B-EVID-PROMO-20260826-024	10830168	16597617	exact_pair_supported_isoform_preserved	Module20A_secreted_growth_factor	promote_to_high	Primary FGF2-FGFR2 complex structural work directly supports the pair, corroborated by a comprehensive receptor-specific FGF panel.	FGFR2c and heparan sulfate are the relevant molecular context; receptor isoform must remain explicit.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0025	20B	M20B-E001877	M20A-EXT-0102	Fgf2	engages	Fgfr3	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001877;M20B-EVID-005267-P2-RELAY;M20B-EVID-005268-P2-FUNC;M20B-EVID-PROMO-20260826-025	14613973	16597617	exact_pair_supported_isoform_preserved	Module20A_secreted_growth_factor	promote_to_high	Primary receptor-specific binding/mutational studies support FGF2-FGFR3c, corroborated by the comprehensive FGF-FGFR specificity panel.	Evidence is strongest for FGFR3c and heparan sulfate-dependent signaling; FGF2 is not receptor-exclusive.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0026	20B	M20B-E001878	M20A-EXT-0103	Fgf2	engages	Fgfr4	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001878;M20B-EVID-005247-P2-DIRECT;M20B-EVID-PROMO-20260826-026	1385111	16597617	exact_pair_supported	Module20A_secreted_growth_factor	promote_to_high	Primary binding and autophosphorylation experiments identify FGFR4 as a direct FGF2-binding/signaling receptor, corroborated by the complete FGF-FGFR specificity panel.	FGFR4 activity is context and assay dependent and requires heparan sulfate; no splice suffix is needed for this receptor.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0027	20B	M20B-E001886	M20A-EXT-0111	Fgf4	engages	Fgfr1	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001886;M20B-EVID-005246-P2-RELAY;M20B-EVID-005246-P2-FUNC;M20B-EVID-PROMO-20260826-027	11486033	16597617	exact_pair_supported_isoform_preserved	Module20A_secreted_growth_factor	promote_to_high	Primary binding/activation and receptor-site mapping support FGF4 with FGFR1 IIIc, corroborated by the comprehensive FGF-FGFR specificity panel.	The direct evidence is for FGFR1c/IIIc and heparan sulfate-dependent signaling; do not generalize to FGFR1b.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0028	20B	M20B-E001887	M20A-EXT-0112	Fgf4	engages	Fgfr2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001887;M20B-EVID-PROMO-20260826-028	11486033	16597617	exact_pair_supported_isoform_preserved	Module20A_secreted_growth_factor	promote_to_high	Primary binding/activation and receptor-site mapping support FGF4 with FGFR2 IIIc, corroborated by the comprehensive FGF-FGFR specificity panel.	The direct evidence is for FGFR2c/IIIc and heparan sulfate-dependent signaling; do not generalize to FGFR2b.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0029	20B	M20B-E001888	M20A-EXT-0113	Fgf4	engages	Fgfr3	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001888;M20B-EVID-PROMO-20260826-029	11486033	16597617	exact_pair_supported_isoform_preserved	Module20A_secreted_growth_factor	promote_to_high	Primary binding/activation and receptor-site mapping support FGF4 with FGFR3 IIIc, corroborated by the comprehensive FGF-FGFR specificity panel.	The direct evidence is for FGFR3c/IIIc and heparan sulfate-dependent signaling.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0030	20B	M20B-E001899	M20A-EXT-0124	Fgf7	engages	Fgfr2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001899;M20B-EVID-005273-P2-DIRECT;M20B-EVID-PROMO-20260826-030	42077601	16597617	exact_pair_supported_isoform_preserved	Module20A_secreted_growth_factor	promote_to_high	Primary quantitative binding work directly resolves FGF7-FGFR2b, corroborated by the comprehensive FGF-FGFR specificity panel.	FGFR2b is essential; FGF7-family ligands are splice-form selective and require heparan sulfate.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0031	20B	M20B-E001907	M20A-EXT-0132	Ifnab	engages	IFNAR1_IFNAR2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001907;M20B-EVID-PROMO-20260826-031	10049744	7479980	exact_complex_supported	Module20A_secreted_immune	promote_to_high	IFN-β forms a stable IFNAR1/IFNAR2 receptor complex in primary biochemical studies, corroborated by mouse loss of Ifnar1 eliminating type-I interferon responses.	The register’s Ifnab label covers the beta subtype; receptor signaling is species and subtype dependent.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0032	20B	M20B-E001909	M20A-EXT-0134	Ifne	engages	IFNAR1_IFNAR2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001909;M20B-EVID-PROMO-20260826-032	29187603	37954158	exact_pair_supported_with_receptor_caveat	Module20A_secreted_immune	promote_to_high	Recombinant IFN-ε binds IFNAR1 and IFNAR2 and activates canonical interferon responses in primary studies; independent mouse protection work confirms IFN-ε biology.	The protection study reports activity in an Ifnar1-deficient setting, so in-vivo receptor dependence is not clean; promotion rests on direct IFNAR1/2 binding and canonical signaling, not that model.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0033	20B	M20B-E001914	M20A-EXT-0139	Slitrk1	engages	Ptprd	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001914;M20B-EVID-PROMO-20260826-033	25394468	23345436	exact_pair_supported_splice_preserved	Module20A_contact_adhesion	promote_to_high	Primary structural, adhesion, and synaptogenic experiments directly support Slitrk1-PTPδ, with an independent LAR-RPTP study resolving PTPδ-dependent synapse formation.	PTPδ splice insert meB is required for the best-supported interaction and synaptic phenotype.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0034	20B	M20B-E001915	M20A-EXT-0140	Slitrk2	engages	Ptprd	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001915;M20B-EVID-PROMO-20260826-034	25989451	23345436	exact_pair_supported_splice_preserved	Module20A_contact_adhesion	promote_to_high	Primary crystal/SPR/mutational and synaptogenic studies directly support Slitrk2-PTPδ, corroborated by independent PTPδ-dependent synapse-formation experiments.	PTPδ splice insert meB and synapse-type context are required; preserve the splice-form limit.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0035	20B	M20B-E001921	M20A-EXT-0146	Wnt5a	engages	Fzd6	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001921;M20B-EVID-PROMO-20260826-035	24500924	24873871	exact_pair_supported	Module20A_WNT	promote_to_high	Primary FZD6-specific signaling and receptor-mobility studies support WNT5A-FZD6 interaction and downstream ERK/DVL behavior.	WNT5A-FZD6 signaling depends on receptor presentation and Dishevelled/co-receptor context; no isolated high-resolution complex is claimed.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0036	20B	M20B-E001926	M20A-EXT-0151	Cntn1	engages	Notch2	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-001926;M20B-EVID-PROMO-20260826-036	14567914	33957164	exact_pair_supported_contact	Module20A_contact_adhesion	promote_to_high	Primary contactin/Notch work identifies CNTN1 as a functional Notch ligand, and an independent epithelial study supports a CNTN1-Notch2 axis with receptor-specific inhibition.	This is an atypical contact-mediated Notch interaction rather than a canonical DSL ligand; exosomal/epithelial context is retained.	staged_high_confidence_pending_canonical_review	pending
20B-STAGE-0037	20B	M20B-E002113	M20A-EXT-0338	Epgn	engages	Egfr	module20a_frozen_ligand_receptor	ligand_receptor_or_direct_molecular	frozen_lr_supported	Module 20A frozen LR release	not_inferred_from_LR_release	not_inferred	mouse_release_scope	SCI-relevant candidate universe	high	high	true	M20B-EVID-002113;M20B-EVID-PROMO-20260826-037	28988771	23899604	exact_pair_supported	20A direct EGFR ligand-receptor	PROMOTE_HIGH	EPGN is directly resolved as an EGFR ligand in receptor-dimer structural/biochemical assays (PMID 28988771); an independent mouse Epgn model links the phenotype to EGFR activation (PMID 23899604).	EPGN is a lower-affinity/redundant EGFR ligand; evidence does not imply ERBB2 or other ErbB receptor specificity.	staged_high_confidence_pending_canonical_review	pending
