staging_evidence_id	module	b_evidence_id	b_edge_ids	source_a_evidence_id	source_kind	source_locator	support_kind	species_support	source_scope	confidence_tier	citation_note	evidence_summary	limitations	evidence_layer	exportable	promotion_specific	staging_status
20B-EVID-STAGE-00011	20B	M20B-EVID-PROMO-20260826-004	M20B-E001799	PROMO-20A-L01-M20A-EXT-0024	promotion_round_primary_corroboration	PMID:25086039; https://pubmed.ncbi.nlm.nih.gov/25086039/; PMID:38157863; https://pubmed.ncbi.nlm.nih.gov/38157863/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 25086039; independent corroboration PMIDs 38157863	AREG is directly evaluated in EGFR/ERBB2 heterodimers with ligand binding and signaling kinetics, and an independent primary study confirms AREG-driven EGFR/ERBB2 signaling in organoid and mouse fibroblast contexts.	ERBB2 is an obligate heterodimer partner rather than the principal AREG-binding subunit; complex notation is retained.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00012	20B	M20B-EVID-001803	M20B-E001803	M20A-EXT-0028	frozen_module20a_lr_release	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-001;M20A-EXT20-EVID-017	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cellchat_secreted_signaling	ligand_receptor_or_direct_molecular	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00013	20B	M20B-EVID-PROMO-20260826-005	M20B-E001803	PROMO-20A-L01-M20A-EXT-0028	promotion_round_primary_corroboration	PMID:22718755; https://pubmed.ncbi.nlm.nih.gov/22718755/; PMID:41892283; https://pubmed.ncbi.nlm.nih.gov/41892283/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 22718755; independent corroboration PMIDs 41892283	BMP10 engages ALK1 with ActRIIA-containing type-II receptor complexes in primary binding/kinetic studies; independent receptor-dosage experiments resolve ACVR2A participation in BMP9/10 signaling.	BMP10 receptor assembly is multicomponent and endothelial/vascular-context enriched; the preserved complex is ALK1/ACVR2A.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00014	20B	M20B-EVID-001804	M20B-E001804	M20A-EXT-0029	frozen_module20a_lr_release	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-002;M20A-EXT20-EVID-018	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cellchat_secreted_signaling	ligand_receptor_or_direct_molecular	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00015	20B	M20B-EVID-PROMO-20260826-006	M20B-E001804	PROMO-20A-L01-M20A-EXT-0029	promotion_round_primary_corroboration	PMID:35504921; https://pubmed.ncbi.nlm.nih.gov/35504921/; PMID:22718755; https://pubmed.ncbi.nlm.nih.gov/22718755/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 35504921; independent corroboration PMIDs 22718755	Primary structural work directly resolves BMP10 with BMPR2, while independent ALK1/type-II receptor studies support the BMP10-ALK1-BMPR2 signaling complex.	Type-II receptor exchange and receptor abundance affect affinity; BMPR2 is explicitly retained in the complex.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00016	20B	M20B-EVID-001806	M20B-E001806	M20A-EXT-0031	frozen_module20a_lr_release	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-004;M20A-EXT20-EVID-020	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cellchat_secreted_signaling	ligand_receptor_or_direct_molecular	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00017	20B	M20B-EVID-PROMO-20260826-007	M20B-E001806	PROMO-20A-L01-M20A-EXT-0031	promotion_round_primary_corroboration	PMID:18436533; https://pubmed.ncbi.nlm.nih.gov/18436533/; PMID:34241280; https://pubmed.ncbi.nlm.nih.gov/34241280/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 18436533; independent corroboration PMIDs 34241280	Human mesenchymal-stromal-cell receptor-utilization experiments support BMP2 signaling through BMPR1A with ACVR2A, corroborated by direct BMP/type-I/type-II interaction measurements.	Receptor-complex signaling is cell-context dependent and requires a type-II partner; the candidate preserves BMPR1A/ACVR2A.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00018	20B	M20B-EVID-001807	M20B-E001807	M20A-EXT-0032	frozen_module20a_lr_release	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-005;M20A-EXT20-EVID-021	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cellchat_secreted_signaling	ligand_receptor_or_direct_molecular	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00019	20B	M20B-EVID-PROMO-20260826-008	M20B-E001807	PROMO-20A-L01-M20A-EXT-0032	promotion_round_primary_corroboration	PMID:17295905; https://pubmed.ncbi.nlm.nih.gov/17295905/; PMID:34241280; https://pubmed.ncbi.nlm.nih.gov/34241280/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 17295905; independent corroboration PMIDs 34241280	A primary BMP2-BMPR1A-ActRIIB ternary structure and mutational analysis directly support the preserved complex; independent biophysical measurements corroborate BMP2/type-II engagement.	The type-II contribution is lower-affinity and cooperative assembly is not universal; complex is retained explicitly.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00020	20B	M20B-EVID-001808	M20B-E001808	M20A-EXT-0033	frozen_module20a_lr_release	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-006;M20A-EXT20-EVID-022	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cellchat_secreted_signaling	ligand_receptor_or_direct_molecular	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00021	20B	M20B-EVID-005240-P2-RELAY	M20B-E001808	M20A-EXT-0033	primary_recovery	PMID:32764110; DOI:10.1242/jcs.246934; https://pubmed.ncbi.nlm.nih.gov/32764110/	validated_primary_receptor_proximal_assay	human BMP2 with human receptor constructs; mouse and human cell models	primary_exact_bmp2_bmp6_receptor_complex_recovery	High	PMID:32764110; DOI:10.1242/jcs.246934	BMP2 was tested for induction of BMPR1A-BMPR2 receptor dimerization in receptor-dimerization assays; the study used this receptor branch to compare BMP2 and GDF5 chondrogenic/osteogenic activities.	The paper directly compares BMP2-induced receptor dimerization, but downstream cell phenotypes are not uniquely attributable to one receptor composite in every assay. No SCI transfer or terminal TF is inferred.	receptor_proximal_relay	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00022	20B	M20B-EVID-005240-P2-FUNC	M20B-E001808	M20A-EXT-0033	primary_recovery	PMID:32764110; DOI:10.1242/jcs.246934; https://pubmed.ncbi.nlm.nih.gov/32764110/	validated_primary_function_or_program_assay	human BMP2; mouse and human cell models	primary_exact_bmp2_bmp6_receptor_complex_recovery	Medium-high	PMID:32764110; DOI:10.1242/jcs.246934	BMP2 induced chondrogenic and osteogenic marker responses in chondrocytes and mesenchymal precursor cells in the same study that measured BMPR1A-BMPR2 dimerization.	The functional assays compare receptor dimerization and BMP2/GDF5 responses but do not establish that every output requires only BMPR1A-BMPR2. No SCI receiver-cell result or terminal TF occupancy was located.	downstream_or_functional	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00023	20B	M20B-EVID-PROMO-20260826-009	M20B-E001808	PROMO-20A-L01-M20A-EXT-0033	promotion_round_primary_corroboration	PMID:7791754; https://pubmed.ncbi.nlm.nih.gov/7791754/; PMID:34241280; https://pubmed.ncbi.nlm.nih.gov/34241280/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 7791754; independent corroboration PMIDs 34241280	Primary receptor-binding and transcriptional-response work supports BMP2 with BMPR1A and BMPR-II, with independent BLI measurements confirming the pairwise interaction framework.	BMP2 signaling requires type-I/type-II assembly and receptor abundance can alter apparent usage; preserved complex is BMPR1A/BMPR2.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00024	20B	M20B-EVID-001812	M20B-E001812	M20A-EXT-0037	frozen_module20a_lr_release	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-010;M20A-EXT20-EVID-026	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cellchat_secreted_signaling	ligand_receptor_or_direct_molecular	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00025	20B	M20B-EVID-PROMO-20260826-010	M20B-E001812	PROMO-20A-L01-M20A-EXT-0037	promotion_round_primary_corroboration	PMID:18436533; https://pubmed.ncbi.nlm.nih.gov/18436533/; PMID:34241280; https://pubmed.ncbi.nlm.nih.gov/34241280/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 18436533; independent corroboration PMIDs 34241280	Human stromal-cell receptor utilization supports BMP4 through BMPR1A and ACVR2A; independent direct interaction measurements cover BMP4 binding to the relevant receptor classes.	Cellular usage is context dependent and the receptor complex requires both receptor classes; preserved complex is BMPR1A/ACVR2A.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00026	20B	M20B-EVID-001814	M20B-E001814	M20A-EXT-0039	frozen_module20a_lr_release	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-012;M20A-EXT20-EVID-028	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cellchat_secreted_signaling	ligand_receptor_or_direct_molecular	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00027	20B	M20B-EVID-005238-P2-RELAY	M20B-E001814	M20A-EXT-0039	primary_recovery	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200; https://pubmed.ncbi.nlm.nih.gov/18436533/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3258927/	validated_primary_receptor_proximal_assay	human	primary_exact_bmp456_receptor_utilization_recovery	Medium-high	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200	In primary human mesenchymal stem cells, siRNA receptor-utilization experiments showed that BMP-2/4 osteoinductive signaling used BMPR1A and relied more on BMPR2 than on ACVR2A; BMPR1B and ACVR2B were low/not significant in this model.	The study is a primary hMSC receptor-knockdown/utilization analysis rather than a purified BMP4–BMPR1A/BMPR2 ternary binding assay. BMP2 and BMP4 are analyzed together in the utilization experiments, so ligand-specific weighting is bounded.	receptor_proximal_relay	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00028	20B	M20B-EVID-005238-P2-FUNC	M20B-E001814	M20A-EXT-0039	primary_recovery	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200; https://pubmed.ncbi.nlm.nih.gov/18436533/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3258927/	validated_primary_function_or_program_assay	human	primary_exact_bmp456_receptor_utilization_recovery	Medium-high	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200	BMP4 treatment of primary human mesenchymal stem cells induced osteogenic markers including ID1, DLX5, IBSP, and PTHR1 and promoted later calcium deposition; receptor knockdown altered the BMP2/4 response.	The output is a primary hMSC osteogenic phenotype and marker program. ID1/DLX5/IBSP/PTHR1 measurements do not establish a direct terminal TF occupancy or a spinal-cord-injury receiver-cell result.	downstream_or_functional	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00029	20B	M20B-EVID-PROMO-20260826-011	M20B-E001814	PROMO-20A-L01-M20A-EXT-0039	promotion_round_primary_corroboration	PMID:18436533; https://pubmed.ncbi.nlm.nih.gov/18436533/; PMID:34241280; https://pubmed.ncbi.nlm.nih.gov/34241280/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 18436533; independent corroboration PMIDs 34241280	Human stromal-cell experiments support BMP4/BMPR1A/BMPR2 receptor utilization, corroborated by direct BMP4 receptor interaction measurements.	Type-II receptor abundance and cell context affect signaling; preserved complex is BMPR1A/BMPR2.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00030	20B	M20B-EVID-001829	M20B-E001829	M20A-EXT-0054	frozen_module20a_lr_release	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-027;M20A-EXT20-EVID-043	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cellchat_secreted_signaling	ligand_receptor_or_direct_molecular	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00031	20B	M20B-EVID-005242-P2-RELAY	M20B-E001829	M20A-EXT-0054	primary_recovery	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200; https://pubmed.ncbi.nlm.nih.gov/18436533/; https://pmc.ncbi.nlm.nih.gov/articles/PMC3258927/	validated_primary_receptor_proximal_assay	human	primary_exact_bmp2_bmp6_receptor_complex_recovery	Medium	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200	Primary hMSC receptor-utilization experiments placed ACVR1A and BMPR2 among the BMP6/7 signaling receptors; ACVR2A was more critical than BMPR2 for BMP6/7 signaling, so the BMP6-ACVR1A/BMPR2 branch is retained as lower-weight contextual utilization rather than a purified ternary complex.	The hMSC study groups BMP6 with BMP7 and reports stronger ACVR2A than BMPR2 reliance. This is receptor-utilization evidence, not direct ternary binding, and does not establish SCI transfer.	receptor_proximal_relay	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00032	20B	M20B-EVID-PROMO-20260826-012	M20B-E001829	PROMO-20A-L01-M20A-EXT-0054	promotion_round_primary_corroboration	PMID:10504300; https://pubmed.ncbi.nlm.nih.gov/10504300/; PMID:23433114; https://pubmed.ncbi.nlm.nih.gov/23433114/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 10504300; independent corroboration PMIDs 23433114	Primary BMP6 receptor-binding and functional inhibition studies support ALK2/ACVR1 with BMPR-II, with independent knockdown/inhibition of the same receptor classes reducing BMP6 responses.	BMP6 also uses alternate type-I receptors and type-II receptor naming differs across studies; ACVR1/BMPR2 is the preserved complex.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00033	20B	M20B-EVID-001832	M20B-E001832	M20A-EXT-0057	frozen_module20a_lr_release	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	database_curated	mouse	direct_edge	medium	M20A-EXT5-EVID-030;M20A-EXT20-EVID-046	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cellchat_secreted_signaling	ligand_receptor_or_direct_molecular	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00034	20B	M20B-EVID-005259-P2-RELAY	M20B-E001832	M20A-EXT-0057	primary_recovery	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200; https://pubmed.ncbi.nlm.nih.gov/18436533/	validated_primary_receptor_proximal_assay	Human primary mesenchymal stem cells	primary_exact_or_complex_retrieval	Medium-low	PMID:18436533; PMCID:PMC3258927; DOI:10.1074/jbc.M800850200	Primary hMSC receptor-utilization experiments placed BMPR1A and BMPR2 among BMP6/7-responsive branches, with BMPR2 less strongly supported than ACVR2A.	BMP6/BMP7 grouped in parts of the study; BMPR2 is less critical than ACVR2A; no purified ternary binding, SCI receiver, or terminal TF.	receptor_proximal_relay	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00035	20B	M20B-EVID-PROMO-20260826-013	M20B-E001832	PROMO-20A-L01-M20A-EXT-0057	promotion_round_primary_corroboration	PMID:10504300; https://pubmed.ncbi.nlm.nih.gov/10504300/; PMID:23433114; https://pubmed.ncbi.nlm.nih.gov/23433114/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 10504300; independent corroboration PMIDs 23433114	BMP6 primary binding studies detect BMPR1A/BMPR-II usage, and independent receptor-loss experiments confirm BMPR-II-dependent BMP6 signaling with type-I receptor contributions.	This is a lower-preference BMP6 receptor combination than ALK2/ALK3 in some systems; complex is preserved and not generalized to all BMP6 contexts.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00036	20B	M20B-EVID-001835	M20B-E001835	M20A-EXT-0060	frozen_module20a_lr_release	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	database_curated	mouse	direct_edge	medium	M20A-EXT11-EVID-002;M20A-EXT20-EVID-049	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cellchat_secreted_signaling	ligand_receptor_or_direct_molecular	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00037	20B	M20B-EVID-PROMO-20260826-014	M20B-E001835	PROMO-20A-L01-M20A-EXT-0060	promotion_round_primary_corroboration	PMID:25086039; https://pubmed.ncbi.nlm.nih.gov/25086039/; PMID:9130710; https://pubmed.ncbi.nlm.nih.gov/9130710/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 25086039; independent corroboration PMIDs 9130710	BTC is directly tested in EGFR/ERBB2 heterodimers and independently shown to activate EGFR with ERBB2 as the preferred heterodimerization partner.	EGFR is the ligand-binding/activation entry point; ERBB2 is an auxiliary heterodimer partner and the complex is explicitly preserved.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00038	20B	M20B-EVID-001836	M20B-E001836	M20A-EXT-0061	frozen_module20a_lr_release	work/module20_db_seed/evidence_escalation_router/module20a_lr_release_manifest.json	database_curated	mouse	direct_edge	medium	M20A-EXT11-EVID-003;M20A-EXT20-EVID-050	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cellchat_secreted_signaling	ligand_receptor_or_direct_molecular	true	false	staged_high_confidence_pending_canonical_review
20B-EVID-STAGE-00039	20B	M20B-EVID-PROMO-20260826-015	M20B-E001836	PROMO-20A-L01-M20A-EXT-0061	promotion_round_primary_corroboration	PMID:10214951; https://pubmed.ncbi.nlm.nih.gov/10214951/; PMID:9130710; https://pubmed.ncbi.nlm.nih.gov/9130710/	primary_experiment_plus_independent_corroboration	species/context resolved for cited pair	2026-08-26 supervised lane-01 exact-pair corroboration; species/context resolved for cited pair	high	Lane-01 promotion; primary PMIDs 10214951; independent corroboration PMIDs 9130710	Primary soluble-receptor studies support BTC activity in ERBB2/ERBB4 combinations, corroborated by independent BTC-induced ErbB2 heterodimerization/activation experiments.	Direct BTC affinity is strongest through ErbB4/EGFR and ERBB2 is an auxiliary partner; the preserved complex is ERBB2/ERBB4.	ligand_receptor_or_direct_molecular	true	true	staged_high_confidence_pending_canonical_review
