b_promotion_id	discovery_id	b_edge_id	b_evidence_id	disposition	promotion_status	supported_layer	review_locator	review_cited_primary	primary_title	primary_locator	primary_validation_summary	boundary_notes	provenance_scope
M21B-PROMO-20260906-GPCR26-011	M21B-DISC-4196	M21B-E004304	M21B-EVID-004247	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.775 for CRHR2/CRF receptor 2 coupling to G15 in the tested human heterologous system.	No SCI transfer inferred; preserve CRHR2/CRF receptor 2, Urocortin II, the individual G15 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-012	M21B-DISC-4197	M21B-E004305	M21B-EVID-004248	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.761 for CXCR4 receptor coupling to Gi2 in the tested human heterologous system.	No SCI transfer inferred; preserve CXCR4 receptor, CXCL12, the individual Gi2 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-013	M21B-DISC-4198	M21B-E004306	M21B-EVID-004249	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.727 for CYSLTR1/CysLT1 receptor coupling to G15 in the tested human heterologous system.	No SCI transfer inferred; preserve CYSLTR1/CysLT1 receptor, LTD4, the individual G15 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-014	M21B-DISC-4199	M21B-E004307	M21B-EVID-004250	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.727 for CYSLTR2/CysLT2 receptor coupling to G14 in the tested human heterologous system.	No SCI transfer inferred; preserve CYSLTR2/CysLT2 receptor, LTD4, the individual G14 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-015	M21B-DISC-4200	M21B-E004308	M21B-EVID-004251	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.781 for DRD1/D1 dopamine receptor coupling to Gz in the tested human heterologous system.	No SCI transfer inferred; preserve DRD1/D1 dopamine receptor, Dopamine, the individual Gz construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-016	M21B-DISC-4201	M21B-E004309	M21B-EVID-004252	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.738 for DRD2/D2 dopamine receptor coupling to Gi2 in the tested human heterologous system.	No SCI transfer inferred; preserve DRD2/D2 dopamine receptor, Dopamine, the individual Gi2 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-017	M21B-DISC-4202	M21B-E004310	M21B-EVID-004253	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.723 for F2R/PAR1 coupling to G11 in the tested human heterologous system.	No SCI transfer inferred; preserve F2R/PAR1, TFLLR-NH2, the individual G11 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-018	M21B-DISC-4203	M21B-E004311	M21B-EVID-004254	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.720 for F2R/PAR1 coupling to GoB in the tested human heterologous system.	No SCI transfer inferred; preserve F2R/PAR1, TFLLR-NH2, the individual GoB construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-019	M21B-DISC-4204	M21B-E004312	M21B-EVID-004255	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.706 for F2R/PAR1 coupling to G14 in the tested human heterologous system.	No SCI transfer inferred; preserve F2R/PAR1, TFLLR-NH2, the individual G14 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-020	M21B-DISC-4205	M21B-E004313	M21B-EVID-004256	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.709 for F2RL1/PAR2 coupling to Gi2 in the tested human heterologous system.	No SCI transfer inferred; preserve F2RL1/PAR2, SLIGKV-NH2, the individual Gi2 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-021	M21B-DISC-4206	M21B-E004314	M21B-EVID-004257	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.743 for FFAR3/GPR41 coupling to GoB in the tested human heterologous system.	No SCI transfer inferred; preserve FFAR3/GPR41, Propionate, the individual GoB construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-022	M21B-DISC-4207	M21B-E004315	M21B-EVID-004258	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.792 for GCGR/glucagon receptor coupling to Gi1 in the tested human heterologous system.	No SCI transfer inferred; preserve GCGR/glucagon receptor, Glucagon (1-29), the individual Gi1 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-023	M21B-DISC-4208	M21B-E004316	M21B-EVID-004259	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.736 for GCGR/glucagon receptor coupling to G15 in the tested human heterologous system.	No SCI transfer inferred; preserve GCGR/glucagon receptor, Glucagon (1-29), the individual G15 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-024	M21B-DISC-4209	M21B-E004317	M21B-EVID-004260	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.735 for GCGR/glucagon receptor coupling to Gz in the tested human heterologous system.	No SCI transfer inferred; preserve GCGR/glucagon receptor, Glucagon (1-29), the individual Gz construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-025	M21B-DISC-4210	M21B-E004318	M21B-EVID-004261	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.732 for GCGR/glucagon receptor coupling to GoA in the tested human heterologous system.	No SCI transfer inferred; preserve GCGR/glucagon receptor, Glucagon (1-29), the individual GoA construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-026	M21B-DISC-4211	M21B-E004319	M21B-EVID-004262	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.781 for GHSR1A coupling to GoB in the tested human heterologous system.	No SCI transfer inferred; preserve GHSR1A, Ghrelin, the individual GoB construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-027	M21B-DISC-4212	M21B-E004320	M21B-EVID-004263	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.761 for GHSR1A coupling to Gz in the tested human heterologous system.	No SCI transfer inferred; preserve GHSR1A, Ghrelin, the individual Gz construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-028	M21B-DISC-4213	M21B-E004321	M21B-EVID-004264	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.795 for GPR68/OGR1 coupling to GoA in the tested human heterologous system.	No SCI transfer inferred; preserve GPR68/OGR1, pH (proton), the individual GoA construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-029	M21B-DISC-4214	M21B-E004322	M21B-EVID-004265	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.735 for GRM2/mGluR2 receptor coupling to Gi1 in the tested human heterologous system.	No SCI transfer inferred; preserve GRM2/mGluR2 receptor, Glutamate, the individual Gi1 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-030	M21B-DISC-4215	M21B-E004323	M21B-EVID-004266	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.745 for GRM6/mGluR6 receptor coupling to GoA in the tested human heterologous system.	No SCI transfer inferred; preserve GRM6/mGluR6 receptor, Glutamate, the individual GoA construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-031	M21B-DISC-4216	M21B-E004324	M21B-EVID-004267	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.785 for HCAR3/GPR109B coupling to GoA in the tested human heterologous system.	No SCI transfer inferred; preserve HCAR3/GPR109B, 3-HOA, the individual GoA construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-032	M21B-DISC-4217	M21B-E004325	M21B-EVID-004268	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.702 for HCAR3/GPR109B coupling to Gi1 in the tested human heterologous system.	No SCI transfer inferred; preserve HCAR3/GPR109B, 3-HOA, the individual Gi1 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-033	M21B-DISC-4218	M21B-E004326	M21B-EVID-004269	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.791 for HRH2/H2 histamine receptor coupling to G12 in the tested human heterologous system.	No SCI transfer inferred; preserve HRH2/H2 histamine receptor, Histamine, the individual G12 construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
M21B-PROMO-20260906-GPCR26-034	M21B-DISC-4219	M21B-E004327	M21B-EVID-004270	DISCOVERED	MATERIALIZED_REVIEWED_PRIMARY	receptor_proximal_or_pathway	PMCID:PMC9005189, Common coupling map advances GPCR-G protein selectivity; subtype coupling and Avet/Bouvier dataset discussion	PMID:35302493; PMCID:PMC9005190	Effector membrane translocation biosensors reveal G protein and beta-arrestin coupling profiles of 100 therapeutically relevant GPCRs	PMID:35302493; PMCID:PMC9005190	Quantitative primary profiling reports normalized dnorm Emax 0.731 for LPAR2/EDG4 coupling to Gq in the tested human heterologous system.	No SCI transfer inferred; preserve LPAR2/EDG4, O-LPA, the individual Gq construct and heterologous assay context; normalized coupling is non-exclusive and assay-bounded; no terminal-TF inference.	local_21B_registers_only; no_database_write
