review_id	pair_key	pair_label_canonical	initial_source_locators	initial_support_kind	initial_evidence_summary	initial_limitations	initial_decision_basis
M20A-CELLCHAT-REMAINING-0659	gaba-gad2_slc6a12 gabr_a3b3e	GABA-GAD2_SLC6A12 GABR_A3B3E					
M20A-CELLCHAT-REMAINING-0661	gaba-gad2_slc6a12 gabr_a3b3q	GABA-GAD2_SLC6A12 GABR_A3B3Q					
M20A-CELLCHAT-REMAINING-0676	gaba-gad2_slc6a13 gabr_a3b3e	GABA-GAD2_SLC6A13 GABR_A3B3E					
M20A-CELLCHAT-REMAINING-0678	gaba-gad2_slc6a13 gabr_a3b3q	GABA-GAD2_SLC6A13 GABR_A3B3Q					
M20A-CELLCHAT-REMAINING-0693	gaba-gad2_slc6a6 gabr_a3b3e	GABA-GAD2_SLC6A6 GABR_A3B3E					
M20A-CELLCHAT-REMAINING-0695	gaba-gad2_slc6a6 gabr_a3b3q	GABA-GAD2_SLC6A6 GABR_A3B3Q					
M20A-CELLCHAT-REMAINING-0710	gaba-gad2_slc6a8 gabr_a3b3e	GABA-GAD2_SLC6A8 GABR_A3B3E					
M20A-CELLCHAT-REMAINING-0712	gaba-gad2_slc6a8 gabr_a3b3q	GABA-GAD2_SLC6A8 GABR_A3B3Q					
M20A-CELLCHAT-REMAINING-0719	gast adgrg1	Gast Adgrg1					
M20A-EXT-1813	ghrh ghsr	Ghrh Ghsr					
M20A-EXT-1820	ghrh vipr1	Ghrh Vipr1					
M20A-EXT-1821	ghrh vipr2	Ghrh Vipr2					
M20A-CELLCHAT-REMAINING-0741	gja1 gja1	Gja1 Gja1					
M20A-CELLCHAT-REMAINING-0742	gja1 gja5	Gja1 Gja5					
M20A-CELLCHAT-REMAINING-0744	gja3 gja1	Gja3 Gja1					
M20A-CELLCHAT-REMAINING-0745	gja3 gja3	Gja3 Gja3					
M20A-CELLCHAT-REMAINING-0746	gja3 gja5	Gja3 Gja5					
M20A-CELLCHAT-REMAINING-0747	gja3 gja6	Gja3 Gja6					
M20A-CELLCHAT-REMAINING-0748	gja3 gjc1	Gja3 Gjc1					
M20A-CELLCHAT-REMAINING-0749	gja5 gja5	Gja5 Gja5					
M20A-CELLCHAT-REMAINING-0750	gja6 gja5	Gja6 Gja5					
M20A-CELLCHAT-REMAINING-0751	gja6 gja6	Gja6 Gja6					
M20A-CELLCHAT-REMAINING-0752	gjc1 gja1	Gjc1 Gja1					
M20A-CELLCHAT-REMAINING-0753	gjc1 gja5	Gjc1 Gja5					
M20A-CELLCHAT-REMAINING-0754	gjc1 gja6	Gjc1 Gja6					
M20A-CELLCHAT-REMAINING-0755	gjc1 gjc1	Gjc1 Gjc1					
M20A-CELLCHAT-REMAINING-0768	glu-slc17a6_gls grik3_grik4	Glu-SLC17A6_GLS GRIK3_GRIK4					
M20A-CELLCHAT-REMAINING-0769	glu-slc17a6_gls grik3_grik5	Glu-SLC17A6_GLS GRIK3_GRIK5					
M20A-CELLCHAT-REMAINING-0793	glu-slc17a6_gls2 grik3_grik4	Glu-SLC17A6_GLS2 GRIK3_GRIK4					
M20A-CELLCHAT-REMAINING-0794	glu-slc17a6_gls2 grik3_grik5	Glu-SLC17A6_GLS2 GRIK3_GRIK5					
M20A-CELLCHAT-REMAINING-0818	glu-slc17a7_gls grik3_grik4	Glu-SLC17A7_GLS GRIK3_GRIK4					
M20A-CELLCHAT-REMAINING-0819	glu-slc17a7_gls grik3_grik5	Glu-SLC17A7_GLS GRIK3_GRIK5					
M20A-CELLCHAT-REMAINING-0843	glu-slc17a7_gls2 grik3_grik4	Glu-SLC17A7_GLS2 GRIK3_GRIK4					
M20A-CELLCHAT-REMAINING-0844	glu-slc17a7_gls2 grik3_grik5	Glu-SLC17A7_GLS2 GRIK3_GRIK5					
M20A-CELLCHAT-REMAINING-0868	glu-slc17a8_gls grik3_grik4	Glu-SLC17A8_GLS GRIK3_GRIK4					
M20A-CELLCHAT-REMAINING-0869	glu-slc17a8_gls grik3_grik5	Glu-SLC17A8_GLS GRIK3_GRIK5					
M20A-CELLCHAT-REMAINING-0893	glu-slc17a8_gls2 grik3_grik4	Glu-SLC17A8_GLS2 GRIK3_GRIK4					
M20A-CELLCHAT-REMAINING-0894	glu-slc17a8_gls2 grik3_grik5	Glu-SLC17A8_GLS2 GRIK3_GRIK5					
M20A-CELLCHAT-REMAINING-0918	glu-slc1a1_gls grik3_grik4	Glu-SLC1A1_GLS GRIK3_GRIK4					
M20A-CELLCHAT-REMAINING-0919	glu-slc1a1_gls grik3_grik5	Glu-SLC1A1_GLS GRIK3_GRIK5					
M20A-CELLCHAT-REMAINING-0943	glu-slc1a1_gls2 grik3_grik4	Glu-SLC1A1_GLS2 GRIK3_GRIK4					
M20A-CELLCHAT-REMAINING-0944	glu-slc1a1_gls2 grik3_grik5	Glu-SLC1A1_GLS2 GRIK3_GRIK5					
M20A-EXT-1968	gzma pard3	Gzma Pard3					
M20A-EXT-1973	h2-dma cd4	H2-DMa Cd4					
M20A-CELLCHAT-REMAINING-1174	h2-ea cd4	H2-Ea Cd4					
M20A-CELLCHAT-REMAINING-1201	h2-oa cd4	H2-Oa Cd4					
M20A-CELLCHAT-REMAINING-1259	iapp calcrl_ramp1	Iapp CALCRL_RAMP1					
M20A-CELLCHAT-REMAINING-1260	iapp calcrl_ramp2	Iapp CALCRL_RAMP2					
M20A-CELLCHAT-REMAINING-1261	iapp calcrl_ramp3	Iapp CALCRL_RAMP3					
M20A-CELLCHAT-REMAINING-1262	icam1 itgal	Icam1 Itgal					
M20A-CELLCHAT-REMAINING-1263	icam1 itgal_itgb2l	Icam1 ITGAL_ITGB2L					
M20A-CELLCHAT-REMAINING-1264	icam1 itgam_itgb2l	Icam1 ITGAM_ITGB2L					
M20A-CELLCHAT-REMAINING-1265	icam2 itgal_itgb2l	Icam2 ITGAL_ITGB2L					
M20A-CELLCHAT-REMAINING-1266	icam2 itgam_itgb2l	Icam2 ITGAM_ITGB2L					
M20A-EXT-2098	icosl ctla4	Icosl Ctla4					
M20A-EXT-2125	ihh ptch2_smo	Ihh PTCH2_SMO					
M20A-CELLCHAT-REMAINING-1325	itga4_itgb7 vcam1	ITGA4_ITGB7 Vcam1					
M20A-CELLCHAT-REMAINING-1327	itgav_itgb1 adgre5	ITGAV_ITGB1 Adgre5					
M20A-CELLCHAT-REMAINING-1328	itgav_itgb3 adgra2	ITGAV_ITGB3 Adgra2					
M20A-CELLCHAT-REMAINING-1329	itgav_itgb3 adgre5	ITGAV_ITGB3 Adgre5					
M20A-CELLCHAT-REMAINING-1330	itgav_itgb5 adgrb1	ITGAV_ITGB5 Adgrb1					
M20A-CELLCHAT-REMAINING-1335	jam3 itgam_itgb2l	Jam3 ITGAM_ITGB2L					
M20A-CELLCHAT-REMAINING-1350	lair1 lilrb4a	Lair1 Lilrb4a					
M20A-CELLCHAT-REMAINING-1351	lair1 pira2	Lair1 Pira2					
M20A-EXT-0555	lama1 sv2a	Lama1 Sv2a					
M20A-EXT-0556	lama1 sv2b	Lama1 Sv2b					
M20A-EXT-0557	lama1 sv2c	Lama1 Sv2c					
M20A-EXT-0560	lama2 sv2b	Lama2 Sv2b					
M20A-EXT-0388	lama4 itga6_itgb4	Lama4 ITGA6_ITGB4					
M20A-EXT-0572	lama5 sv2b	Lama5 Sv2b					
M20A-EXT-0573	lama5 sv2c	Lama5 Sv2c					
M20A-EXT-0575	lamb1 sv2a	Lamb1 Sv2a					
M20A-EXT-0576	lamb1 sv2b	Lamb1 Sv2b					
M20A-EXT-0577	lamb1 sv2c	Lamb1 Sv2c					
M20A-EXT-0420	lamb3 dag1	Lamb3 Dag1					
M20A-EXT-0425	lamb3 itga7_itgb1	Lamb3 ITGA7_ITGB1					
M20A-EXT-0438	lamc2 dag1	Lamc2 Dag1					
M20A-EXT-0443	lamc2 itga7_itgb1	Lamc2 ITGA7_ITGB1					
M20A-CELLCHAT-REMAINING-1353	lck cd8 receptor	Lck CD8 receptor					
M20A-CELLCHAT-REMAINING-1361	lpar1 adgre5	Lpar1 Adgre5					
M20A-CELLCHAT-REMAINING-1362	lpar2 adgre5	Lpar2 Adgre5					
M20A-CELLCHAT-REMAINING-1363	lpar3 adgre5	Lpar3 Adgre5					
M20A-CELLCHAT-REMAINING-1373	lrrc4c ptprf	Lrrc4c Ptprf					
M20A-CELLCHAT-REMAINING-1388	lxa4-alox12 fpr-rs3	LXA4-ALOX12 Fpr-rs3					
M20A-CELLCHAT-REMAINING-1389	lxa4-alox12 fpr-rs4	LXA4-ALOX12 Fpr-rs4					
M20A-CELLCHAT-REMAINING-1390	lxa4-alox12 fpr-rs6	LXA4-ALOX12 Fpr-rs6					
M20A-CELLCHAT-REMAINING-1391	lxa4-alox12 fpr-rs7	LXA4-ALOX12 Fpr-rs7					
M20A-CELLCHAT-REMAINING-1393	lxa4-alox12 fpr3	LXA4-ALOX12 Fpr3					
M20A-CELLCHAT-REMAINING-1394	lxa4-alox5 fpr-rs3	LXA4-ALOX5 Fpr-rs3					
M20A-CELLCHAT-REMAINING-1395	lxa4-alox5 fpr-rs4	LXA4-ALOX5 Fpr-rs4					
M20A-CELLCHAT-REMAINING-1396	lxa4-alox5 fpr-rs6	LXA4-ALOX5 Fpr-rs6					
M20A-CELLCHAT-REMAINING-1397	lxa4-alox5 fpr-rs7	LXA4-ALOX5 Fpr-rs7					
M20A-CELLCHAT-REMAINING-1399	lxa4-alox5 fpr3	LXA4-ALOX5 Fpr3					
M20A-EXT-2496	mpz mpzl1	Mpz Mpzl1					
M20A-CELLCHAT-REMAINING-1461	nrxn1 adgrl1	Nrxn1 Adgrl1					
M20A-CELLCHAT-REMAINING-1470	nrxn2 adgrl1	Nrxn2 Adgrl1					
M20A-CELLCHAT-REMAINING-1479	nrxn3 adgrl1	Nrxn3 Adgrl1					
M20A-CELLCHAT-REMAINING-1498	pcdha4b pcdha4b	Pcdha4b Pcdha4b					
M20A-CELLCHAT-REMAINING-1504	pcdhac1 pcdhac1	Pcdhac1 Pcdhac1					
M20A-LIANA-REMAINING-0197	pdgfa pdgfrb	Pdgfa Pdgfrb					
M20A-CELLCHAT-REMAINING-1572	pecam1 cd38	Pecam1 Cd38					
M20A-CELLCHAT-REMAINING-1574	pgd2-akr1c3 ptgdr2	PGD2-AKR1C3 Ptgdr2					
M20A-CELLCHAT-REMAINING-1575	pgd2-akr1c3 ptgfr	PGD2-AKR1C3 Ptgfr					
M20A-CELLCHAT-REMAINING-1576	pgd2-ptgds ptgdr	PGD2-PTGDS Ptgdr					
M20A-CELLCHAT-REMAINING-1577	pgd2-ptgds ptgdr2	PGD2-PTGDS Ptgdr2					
M20A-CELLCHAT-REMAINING-1578	pge2-ptges ptger1	PGE2-PTGES Ptger1					
M20A-CELLCHAT-REMAINING-1579	pge2-ptges ptger2	PGE2-PTGES Ptger2					
M20A-CELLCHAT-REMAINING-1580	pge2-ptges ptger3	PGE2-PTGES Ptger3					
M20A-CELLCHAT-REMAINING-1581	pge2-ptges ptger4	PGE2-PTGES Ptger4					
M20A-CELLCHAT-REMAINING-1582	pge2-ptges2 ptger1	PGE2-PTGES2 Ptger1					
M20A-CELLCHAT-REMAINING-1583	pge2-ptges2 ptger2	PGE2-PTGES2 Ptger2					
M20A-CELLCHAT-REMAINING-1584	pge2-ptges2 ptger3	PGE2-PTGES2 Ptger3					
M20A-CELLCHAT-REMAINING-1585	pge2-ptges2 ptger4	PGE2-PTGES2 Ptger4					
M20A-CELLCHAT-REMAINING-1586	pge2-ptges3 ptger1	PGE2-PTGES3 Ptger1					
M20A-CELLCHAT-REMAINING-1587	pge2-ptges3 ptger2	PGE2-PTGES3 Ptger2					
M20A-CELLCHAT-REMAINING-1588	pge2-ptges3 ptger3	PGE2-PTGES3 Ptger3					
M20A-CELLCHAT-REMAINING-1589	pge2-ptges3 ptger4	PGE2-PTGES3 Ptger4					
M20A-CELLCHAT-REMAINING-1591	pgf2a-cbr1 ptgfr	PGF2a-CBR1 Ptgfr					
M20A-CELLCHAT-REMAINING-1592	pgf2a-prxl2b ptgfr	PGF2a-PRXL2B Ptgfr					
M20A-CELLCHAT-REMAINING-1593	pgi2-ptgis ptgir	PGI2-PTGIS Ptgir					
M20A-CELLCHAT-REMAINING-1598	ppy pgr15l	Ppy Pgr15l					
M20A-CELLCHAT-REMAINING-1599	pregnenolone-cyp11a1 nr1i2	Pregnenolone-CYP11A1 Nr1i2					
M20A-CELLCHAT-REMAINING-1602	proc procr_hsp90aa1	Proc PROCR_HSP90AA1					
M20A-EXT-2827	prss2 pard3	Prss2 Pard3					
M20A-CELLCHAT-REMAINING-1615	prss3l pard3	Prss3l Pard3					
M20A-CELLCHAT-REMAINING-1616	ptprc cd22	Ptprc Cd22					
M20A-CELLCHAT-REMAINING-1617	ptprc mrc1	Ptprc Mrc1					
M20A-CELLCHAT-REMAINING-1624	pyy pgr15l	Pyy Pgr15l					
M20A-CELLCHAT-REMAINING-1625	ra-aldh1a1 rara_crabp2	RA-ALDH1A1 RARA_CRABP2					
M20A-CELLCHAT-REMAINING-1626	ra-aldh1a1 rara_rxra_crabp2	RA-ALDH1A1 RARA_RXRA_CRABP2					
M20A-CELLCHAT-REMAINING-1627	ra-aldh1a1 rarb_crabp2	RA-ALDH1A1 RARB_CRABP2					
M20A-CELLCHAT-REMAINING-1628	ra-aldh1a1 rarb_rxrb_crabp2	RA-ALDH1A1 RARB_RXRB_CRABP2					
M20A-CELLCHAT-REMAINING-1629	ra-aldh1a1 rarg_crabp2	RA-ALDH1A1 RARG_CRABP2					
M20A-CELLCHAT-REMAINING-1630	ra-aldh1a1 rarg_rxrg_crabp2	RA-ALDH1A1 RARG_RXRG_CRABP2					
M20A-CELLCHAT-REMAINING-1631	ra-aldh1a1 rorb	RA-ALDH1A1 Rorb					
M20A-CELLCHAT-REMAINING-1632	ra-aldh1a1 rxra_crabp2	RA-ALDH1A1 RXRA_CRABP2					
M20A-CELLCHAT-REMAINING-1633	ra-aldh1a1 rxrb_crabp2	RA-ALDH1A1 RXRB_CRABP2					
M20A-CELLCHAT-REMAINING-1634	ra-aldh1a1 rxrg_crabp2	RA-ALDH1A1 RXRG_CRABP2					
M20A-CELLCHAT-REMAINING-1635	ra-aldh1a2 rara_crabp2	RA-ALDH1A2 RARA_CRABP2					
M20A-CELLCHAT-REMAINING-1636	ra-aldh1a2 rara_rxra_crabp2	RA-ALDH1A2 RARA_RXRA_CRABP2					
M20A-CELLCHAT-REMAINING-1637	ra-aldh1a2 rarb_crabp2	RA-ALDH1A2 RARB_CRABP2					
M20A-CELLCHAT-REMAINING-1638	ra-aldh1a2 rarb_rxrb_crabp2	RA-ALDH1A2 RARB_RXRB_CRABP2					
M20A-CELLCHAT-REMAINING-1639	ra-aldh1a2 rarg_crabp2	RA-ALDH1A2 RARG_CRABP2					
M20A-CELLCHAT-REMAINING-1640	ra-aldh1a2 rarg_rxrg_crabp2	RA-ALDH1A2 RARG_RXRG_CRABP2					
M20A-CELLCHAT-REMAINING-1641	ra-aldh1a2 rorb	RA-ALDH1A2 Rorb					
M20A-CELLCHAT-REMAINING-1642	ra-aldh1a2 rxra_crabp2	RA-ALDH1A2 RXRA_CRABP2					
M20A-CELLCHAT-REMAINING-1643	ra-aldh1a2 rxrb_crabp2	RA-ALDH1A2 RXRB_CRABP2					
M20A-CELLCHAT-REMAINING-1644	ra-aldh1a2 rxrg_crabp2	RA-ALDH1A2 RXRG_CRABP2					
M20A-CELLCHAT-REMAINING-1645	ra-aldh1a3 rara_crabp2	RA-ALDH1A3 RARA_CRABP2					
M20A-CELLCHAT-REMAINING-1646	ra-aldh1a3 rara_rxra_crabp2	RA-ALDH1A3 RARA_RXRA_CRABP2					
M20A-CELLCHAT-REMAINING-1647	ra-aldh1a3 rarb_crabp2	RA-ALDH1A3 RARB_CRABP2					
M20A-CELLCHAT-REMAINING-1648	ra-aldh1a3 rarb_rxrb_crabp2	RA-ALDH1A3 RARB_RXRB_CRABP2					
M20A-CELLCHAT-REMAINING-1649	ra-aldh1a3 rarg_crabp2	RA-ALDH1A3 RARG_CRABP2					
M20A-CELLCHAT-REMAINING-1650	ra-aldh1a3 rarg_rxrg_crabp2	RA-ALDH1A3 RARG_RXRG_CRABP2					
M20A-CELLCHAT-REMAINING-1651	ra-aldh1a3 rorb	RA-ALDH1A3 Rorb					
M20A-CELLCHAT-REMAINING-1652	ra-aldh1a3 rxra_crabp2	RA-ALDH1A3 RXRA_CRABP2					
M20A-CELLCHAT-REMAINING-1653	ra-aldh1a3 rxrb_crabp2	RA-ALDH1A3 RXRB_CRABP2					
M20A-CELLCHAT-REMAINING-1654	ra-aldh1a3 rxrg_crabp2	RA-ALDH1A3 RXRG_CRABP2					
M20A-CELLCHAT-REMAINING-1661	rarres2 cmklr2	Rarres2 Cmklr2					
M20A-CELLCHAT-REMAINING-1664	sdc1 adgra2	Sdc1 Adgra2					
M20A-CELLCHAT-REMAINING-1665	sdc2 adgra2	Sdc2 Adgra2					
M20A-EXT-3029	sele cd44	Sele Cd44					
M20A-CELLCHAT-REMAINING-1667	sell glycam1	Sell Glycam1					
M20A-CELLCHAT-REMAINING-1668	sell madcam1	Sell Madcam1					
M20A-CELLCHAT-REMAINING-1669	sell podxl	Sell Podxl					
M20A-CELLCHAT-REMAINING-1670	selplg sele	Selplg Sele					
M20A-EXT-3036	selplg sell	Selplg Sell					
M20A-CELLCHAT-REMAINING-1671	sema3c nrp1_nrp2	Sema3c NRP1_NRP2					
M20A-CELLCHAT-REMAINING-1678	sftpd adgre5	Sftpd Adgre5					
M20A-EXT-3142	shh ptch1_smo	Shh PTCH1_SMO					
M20A-EXT-3143	shh ptch2_smo	Shh PTCH2_SMO					
M20A-CELLCHAT-REMAINING-1680	sirpb1a cd47	Sirpb1a Cd47					
M20A-CELLCHAT-REMAINING-1681	sirpb1b cd47	Sirpb1b Cd47					
M20A-CELLCHAT-REMAINING-1682	sirpb1c cd47	Sirpb1c Cd47					
M20A-CELLCHAT-REMAINING-1708	t3-dio3 thra	T3-DIO3 Thra					
M20A-CELLCHAT-REMAINING-1709	t3-dio3 thrb	T3-DIO3 Thrb					
M20A-CELLCHAT-REMAINING-1712	tax1bp3 adgrb1	Tax1bp3 Adgrb1					
M20A-CELLCHAT-REMAINING-1713	tax1bp3 adgrb2	Tax1bp3 Adgrb2					
M20A-EXT-3367	try10 pard3	Try10 Pard3					
M20A-EXT-3372	try4 pard3	Try4 Pard3					
M20A-EXT-3377	try5 pard3	Try5 Pard3					
M20A-CELLCHAT-REMAINING-1756	unc5a adgrl3	Unc5a Adgrl3					
M20A-CELLCHAT-REMAINING-1765	vsir igsf11	Vsir Igsf11					
