node_id	canonical_name	node_type	node_subtype	gene_symbol	organism_scope	compartment	notes	canonical_label	label_variants	modules	pathways	exportable_edge_count
NODE00029	4-1BBL/TNFSF9	ligand					modules=21B; pathways=4-1BBL-4-1BB-costimulation; label_variants=4-1BBL/TNFSF9; exportable_edge_count=1	4-1BBL/TNFSF9	4-1BBL/TNFSF9	21B	4-1BBL-4-1BB-costimulation	1
NODE00030	4-1BBL/TNFSF9 on microglia	receptor					modules=21B; pathways=4-1BB-4-1BBL-lipid-laden-glial-contact; label_variants=4-1BBL/TNFSF9 on microglia; exportable_edge_count=1	4-1BBL/TNFSF9 on microglia	4-1BBL/TNFSF9 on microglia	21B	4-1BB-4-1BBL-lipid-laden-glial-contact	1
NODE00031	4933431K23Rik in astrocyte-derived exosomes	signaling_effector					modules=21B; pathways=astrocyte-exosome-lnc4933431K23Rik-miR10a-SCI-neuropathic-pain; label_variants=4933431K23Rik in astrocyte-derived exosomes; exportable_edge_count=5	4933431K23Rik in astrocyte-derived exosomes	4933431K23Rik in astrocyte-derived exosomes	21B	astrocyte-exosome-lnc4933431K23Rik-miR10a-SCI-neuropathic-pain	5
NODE00032	4933431K23Rik-containing astrocytes-derived exosomes	signaling_effector					modules=21B; pathways=astrocyte-exosome-lnc4933431K23Rik-miR10a-SCI-neuropathic-pain; label_variants=4933431K23Rik-containing astrocytes-derived exosomes; exportable_edge_count=1	4933431K23Rik-containing astrocytes-derived exosomes	4933431K23Rik-containing astrocytes-derived exosomes	21B	astrocyte-exosome-lnc4933431K23Rik-miR10a-SCI-neuropathic-pain	1
NODE00033	4D-sEVs derived from hUC-MSCs	signaling_effector					modules=21B; pathways=4D-sEV-IGFBP2-EGFR-STAT3-SCI; label_variants=4D-sEVs derived from hUC-MSCs; exportable_edge_count=8	4D-sEVs derived from hUC-MSCs	4D-sEVs derived from hUC-MSCs	21B	4D-sEV-IGFBP2-EGFR-STAT3-SCI	8
NODE00034	4F	signaling_effector					modules=21B; pathways=4F-ApoE-secretion-lipidation-glia; label_variants=4F; exportable_edge_count=9	4F	4F	21B	4F-ApoE-secretion-lipidation-glia	9
NODE00035	4F-induced ApoE secretion in murine astrocytes	signaling_effector					modules=21B; pathways=4F-ApoE-secretion-lipidation-glia; label_variants=4F-induced ApoE secretion in murine astrocytes; exportable_edge_count=1	4F-induced ApoE secretion in murine astrocytes	4F-induced ApoE secretion in murine astrocytes	21B	4F-ApoE-secretion-lipidation-glia	1
NODE00036	4F-induced ApoE secretion in primary mouse astrocytes	signaling_effector					modules=21B; pathways=4F-ApoE-secretion-lipidation-glia; label_variants=4F-induced ApoE secretion in primary mouse astrocytes; exportable_edge_count=2	4F-induced ApoE secretion in primary mouse astrocytes	4F-induced ApoE secretion in primary mouse astrocytes	21B	4F-ApoE-secretion-lipidation-glia	2
NODE00037	5-HIAA/5-hydroxyindoleacetic acid	ligand					modules=21B; pathways=5HIAA-GPR35-neutrophil-recruitment-GPCR; label_variants=5-HIAA/5-hydroxyindoleacetic acid; exportable_edge_count=1	5-HIAA/5-hydroxyindoleacetic acid	5-HIAA/5-hydroxyindoleacetic acid	21B	5HIAA-GPR35-neutrophil-recruitment-GPCR	1
NODE00038	5-HT1A-associated nNOS-CREB neuronal response program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=5-HT1A-associated nNOS-CREB neuronal response program; exportable_edge_count=1	5-HT1A-associated nNOS-CREB neuronal response program	5-HT1A-associated nNOS-CREB neuronal response program	22B	cell_state_program	1
NODE00039	5-HT1A-CREB/nNOS-associated hippocampal anxiolytic program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=5-HT1A-CREB/nNOS-associated hippocampal anxiolytic program; exportable_edge_count=1	5-HT1A-CREB/nNOS-associated hippocampal anxiolytic program	5-HT1A-CREB/nNOS-associated hippocampal anxiolytic program	22B	cell_state_program	1
NODE00040	5-HT2-family-associated EGR1/c-FOS immediate-early program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=5-HT2-family-associated EGR1/c-FOS immediate-early program; exportable_edge_count=1	5-HT2-family-associated EGR1/c-FOS immediate-early program	5-HT2-family-associated EGR1/c-FOS immediate-early program	22B	cell_state_program	1
NODE00041	5-HT2A-CREB neuronal plasticity-associated gene program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=5-HT2A-CREB neuronal plasticity-associated gene program; exportable_edge_count=1	5-HT2A-CREB neuronal plasticity-associated gene program	5-HT2A-CREB neuronal plasticity-associated gene program	22B	cell_state_program	1
NODE00042	5-HT4-associated PKA-CREB enteric-neuron survival and neurogenesis program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=5-HT4-associated PKA-CREB enteric-neuron survival and neurogenesis program; exportable_edge_count=1	5-HT4-associated PKA-CREB enteric-neuron survival and neurogenesis program	5-HT4-associated PKA-CREB enteric-neuron survival and neurogenesis program	22B	cell_state_program	1
NODE00043	5-HT4-associated PKA-CREB enteric-neuronal survival and neurogenesis program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=5-HT4-associated PKA-CREB enteric-neuronal survival and neurogenesis program; exportable_edge_count=1	5-HT4-associated PKA-CREB enteric-neuronal survival and neurogenesis program	5-HT4-associated PKA-CREB enteric-neuronal survival and neurogenesis program	22B	cell_state_program	1
NODE00044	5-HT4-CREB-associated enteric-neuron neuroprotection and neurogenesis program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=5-HT4-CREB-associated enteric-neuron neuroprotection and neurogenesis program; exportable_edge_count=1	5-HT4-CREB-associated enteric-neuron neuroprotection and neurogenesis program	5-HT4-CREB-associated enteric-neuron neuroprotection and neurogenesis program	22B	cell_state_program	1
NODE00045	5-HT6-AC-cAMP-PKA-ERK-CREB-BDNF neuronal response program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=5-HT6-AC-cAMP-PKA-ERK-CREB-BDNF neuronal response program; exportable_edge_count=1	5-HT6-AC-cAMP-PKA-ERK-CREB-BDNF neuronal response program	5-HT6-AC-cAMP-PKA-ERK-CREB-BDNF neuronal response program	22B	cell_state_program	1
NODE00046	5-HT7-associated PKA-CREB/SRE neuronal transcriptional program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=5-HT7-associated PKA-CREB/SRE neuronal transcriptional program; exportable_edge_count=1	5-HT7-associated PKA-CREB/SRE neuronal transcriptional program	5-HT7-associated PKA-CREB/SRE neuronal transcriptional program	22B	cell_state_program	1
NODE00047	5-HT7-CREB/SRE neuronal signaling and morphology program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=5-HT7-CREB/SRE neuronal signaling and morphology program; exportable_edge_count=1	5-HT7-CREB/SRE neuronal signaling and morphology program	5-HT7-CREB/SRE neuronal signaling and morphology program	22B	cell_state_program	1
NODE00048	5-HT7-CREB/SRE neuronal signaling and neurite-outgrowth program	signaling_effector					modules=22B; pathways=cell_state_program; label_variants=5-HT7-CREB/SRE neuronal signaling and neurite-outgrowth program; exportable_edge_count=1	5-HT7-CREB/SRE neuronal signaling and neurite-outgrowth program	5-HT7-CREB/SRE neuronal signaling and neurite-outgrowth program	22B	cell_state_program	1
NODE00049	5-LO products/LTB4/PGE2	signaling_effector					modules=24B; pathways=leukotriene/eicosanoid pharmacology; label_variants=5-LO products/LTB4/PGE2; exportable_edge_count=1	5-LO products/LTB4/PGE2	5-LO products/LTB4/PGE2	24B	leukotriene/eicosanoid pharmacology	1
NODE00050	5-oxo-ETE	ligand					modules=21B; pathways=5-oxo-ETE-OXER1-GPCR; label_variants=5-oxo-ETE; exportable_edge_count=1	5-oxo-ETE	5-oxo-ETE	21B	5-oxo-ETE-OXER1-GPCR	1
NODE00051	5-prime-triphosphate blunt-ended dsRNA	ligand					modules=21B; pathways=RIG-I-5prime-ppp-dsRNA-sensing; label_variants=5-prime-triphosphate blunt-ended dsRNA; exportable_edge_count=1	5-prime-triphosphate blunt-ended dsRNA	5-prime-triphosphate blunt-ended dsRNA	21B	RIG-I-5prime-ppp-dsRNA-sensing	1
NODE00052	5α-DHT/5α-dihydrotestosterone	ligand					modules=21B; pathways=5α-DHT-ADGRD1-GPCR-activation; label_variants=5α-DHT/5α-dihydrotestosterone; exportable_edge_count=1	5α-DHT/5α-dihydrotestosterone	5α-DHT/5α-dihydrotestosterone	21B	5α-DHT-ADGRD1-GPCR-activation	1
NODE00053	7-Fluorotryptamine/7-FTA	ligand					modules=21B; pathways=7FTA-GPRC5A-beta-arrestin-microbial-monoamine; label_variants=7-Fluorotryptamine/7-FTA; exportable_edge_count=1	7-Fluorotryptamine/7-FTA	7-Fluorotryptamine/7-FTA	21B	7FTA-GPRC5A-beta-arrestin-microbial-monoamine	1
NODE00054	7alpha,25-dihydroxycholesterol	ligand					modules=21B; pathways=7alpha25OHC-GPR183-GPCR; label_variants=7alpha,25-dihydroxycholesterol; exportable_edge_count=1	7alpha,25-dihydroxycholesterol	7alpha,25-dihydroxycholesterol	21B	7alpha25OHC-GPR183-GPCR	1
NODE00055	9-cis-retinoic acid/9-cis-RA	signaling_effector					modules=21B; pathways=retinoid-RXR-RAR-astrocyte-ApoE; label_variants=9-cis-retinoic acid/9-cis-RA; exportable_edge_count=7	9-cis-retinoic acid/9-cis-RA	9-cis-retinoic acid/9-cis-RA	21B	retinoid-RXR-RAR-astrocyte-ApoE	7
NODE00056	9-HODE	ligand					modules=21B; pathways=9-HODE-GPR132-GPCR; label_variants=9-HODE; exportable_edge_count=1	9-HODE	9-HODE	21B	9-HODE-GPR132-GPCR	1
NODE00057	[D-Ala2,D-Leu5]-enkephalin (DADLE)	ligand					modules=21B; pathways=DADLE-OPRD1-GPCR; label_variants=[D-Ala2,D-Leu5]-enkephalin (DADLE); exportable_edge_count=1	[D-Ala2,D-Leu5]-enkephalin (DADLE)	[D-Ala2,D-Leu5]-enkephalin (DADLE)	21B	DADLE-OPRD1-GPCR	1
NODE00058	[des-Arg10]kallidin	ligand					modules=21B; pathways=DesArgKallidin-BDKRB1-GPCR; label_variants=[des-Arg10]kallidin; exportable_edge_count=1	[des-Arg10]kallidin	[des-Arg10]kallidin	21B	DesArgKallidin-BDKRB1-GPCR	1
NODE00059	A-SAA/SAA2 context	ligand					modules=23B; pathways=SAA/SCARB1 -> receptor-dependent uptake and lipid handling, with IL-6/IL-8 and endothelial-adhesion inflammatory branch; label_variants=A-SAA/SAA2 context; exportable_edge_count=3	A-SAA/SAA2 context	A-SAA/SAA2 context	23B	SAA/SCARB1 -> receptor-dependent uptake and lipid handling, with IL-6/IL-8 and endothelial-adhesion inflammatory branch	3
NODE00060	A1 astrocyte activation after spinal cord injury	signaling_effector					modules=21B; pathways=M2-microglia-exosome-A1-astrocyte-NFkB-SCI;neuron-EV-miR124-A1-astrocyte; label_variants=A1 astrocyte activation after spinal cord injury; exportable_edge_count=2	A1 astrocyte activation after spinal cord injury	A1 astrocyte activation after spinal cord injury	21B	M2-microglia-exosome-A1-astrocyte-NFkB-SCI;neuron-EV-miR124-A1-astrocyte	2
NODE00061	A1 astrocyte metabolism after spinal cord injury	signaling_effector					modules=21B; pathways=Resveratrol-microglia-exosome-astrocyte-metabolism-SCI; label_variants=A1 astrocyte metabolism after spinal cord injury; exportable_edge_count=1	A1 astrocyte metabolism after spinal cord injury	A1 astrocyte metabolism after spinal cord injury	21B	Resveratrol-microglia-exosome-astrocyte-metabolism-SCI	1
NODE00062	A1 astrocytes at the injured spinal cord	signaling_effector					modules=21B; pathways=Resveratrol-microglia-exosome-astrocyte-metabolism-SCI; label_variants=A1 astrocytes at the injured spinal cord; exportable_edge_count=1	A1 astrocytes at the injured spinal cord	A1 astrocytes at the injured spinal cord	21B	Resveratrol-microglia-exosome-astrocyte-metabolism-SCI	1
NODE00063	A1 astrocytes toward an A2 phenotype	signaling_effector					modules=21B; pathways=Hypoxic-MSC-sEV-miR21-JAK2-STAT3-SCI; label_variants=A1 astrocytes toward an A2 phenotype; exportable_edge_count=1	A1 astrocytes toward an A2 phenotype	A1 astrocytes toward an A2 phenotype	21B	Hypoxic-MSC-sEV-miR21-JAK2-STAT3-SCI	1
NODE00064	A1 astrocytic inflammatory/neurotoxic response	signaling_effector					modules=21B; pathways=microglial-fragmented-mitochondria-A1-astrocyte-response; label_variants=A1 astrocytic inflammatory/neurotoxic response; exportable_edge_count=1	A1 astrocytic inflammatory/neurotoxic response	A1 astrocytic inflammatory/neurotoxic response	21B	microglial-fragmented-mitochondria-A1-astrocyte-response	1
NODE00065	A1 reactive astrocyte activation after spinal cord injury	signaling_effector					modules=21B; pathways=quercetin-hUCMSC-sEV-SCI-microglia-astrocyte; label_variants=A1 reactive astrocyte activation after spinal cord injury; exportable_edge_count=1	A1 reactive astrocyte activation after spinal cord injury	A1 reactive astrocyte activation after spinal cord injury	21B	quercetin-hUCMSC-sEV-SCI-microglia-astrocyte	1
NODE00066	A1/harmful astrocyte phenotype	signaling_effector					modules=21B; pathways=inflammatory-microglial-EV-A1-astrocyte-conversion; label_variants=A1/harmful astrocyte phenotype; exportable_edge_count=1	A1/harmful astrocyte phenotype	A1/harmful astrocyte phenotype	21B	inflammatory-microglial-EV-A1-astrocyte-conversion	1
NODE00067	A1/neurotoxic reactive astrocyte state	signaling_effector					modules=21B; pathways=A1-astrocyte-loss-of-neuronal-support;A1-astrocyte-neuronal-toxicity;A1-astrocyte-oligodendrocyte-toxicity;A1-astrocyte-phagocytosis-loss;A1-astrocyte-synaptogenesis-loss;microglia-cytokine-A1-astrocyte-induction; label_variants=A1/neurotoxic reactive astrocyte state; exportable_edge_count=6	A1/neurotoxic reactive astrocyte state	A1/neurotoxic reactive astrocyte state	21B	A1-astrocyte-loss-of-neuronal-support;A1-astrocyte-neuronal-toxicity;A1-astrocyte-oligodendrocyte-toxicity;A1-astrocyte-phagocytosis-loss;A1-astrocyte-synaptogenesis-loss;microglia-cytokine-A1-astrocyte-induction	6
NODE00068	A2 astrocyte-derived exosomes	signaling_effector					modules=21B; pathways=A2-astrocyte-EV-miR5121-AKT2-BSCB-SCI; label_variants=A2 astrocyte-derived exosomes; exportable_edge_count=3	A2 astrocyte-derived exosomes	A2 astrocyte-derived exosomes	21B	A2-astrocyte-EV-miR5121-AKT2-BSCB-SCI	3
NODE00069	A2 reactive astrocytes	signaling_effector					modules=21B; pathways=A2-astrocyte-EV-miR628-release; label_variants=A2 reactive astrocytes; exportable_edge_count=1	A2 reactive astrocytes	A2 reactive astrocytes	21B	A2-astrocyte-EV-miR628-release	1
NODE00070	A2-like astrocyte phenotype after spinal cord injury via microglia-conditioned factors	signaling_effector					modules=21B; pathways=wogonoside-TLR4-MyD88-NFkB-SCI; label_variants=A2-like astrocyte phenotype after spinal cord injury via microglia-conditioned factors; exportable_edge_count=1	A2-like astrocyte phenotype after spinal cord injury via microglia-conditioned factors	A2-like astrocyte phenotype after spinal cord injury via microglia-conditioned factors	21B	wogonoside-TLR4-MyD88-NFkB-SCI	1
NODE00071	A20/TNFAIP3	signaling_effector					modules=21B; pathways=A20-TRAF6-TGFbeta-inhibitory-deubiquitination;SMAD6-A20-TRAF6-TGFbeta-inhibitory-complex; label_variants=A20/TNFAIP3; exportable_edge_count=2	A20/TNFAIP3	A20/TNFAIP3	21B	A20-TRAF6-TGFbeta-inhibitory-deubiquitination;SMAD6-A20-TRAF6-TGFbeta-inhibitory-complex	2
NODE00072	A2m	ligand		A2m			modules=20B; pathways=Scavenger/uptake-associated receptor family; label_variants=A2m; exportable_edge_count=1	A2m	A2m	20B	Scavenger/uptake-associated receptor family	1
NODE00073	AamCRT/Amblyomma americanum calreticulin	ligand					modules=21B; pathways=Amblyomma-AamCRT-C1q-binding; label_variants=AamCRT/Amblyomma americanum calreticulin; exportable_edge_count=1	AamCRT/Amblyomma americanum calreticulin	AamCRT/Amblyomma americanum calreticulin	21B	Amblyomma-AamCRT-C1q-binding	1
NODE00074	AamIGFBP-rP1/Amblyomma americanum salivary IGFBP-related protein	ligand					modules=21B; pathways=Amblyomma-AamIGFBPrP1-insulin-binding; label_variants=AamIGFBP-rP1/Amblyomma americanum salivary IGFBP-related protein; exportable_edge_count=1	AamIGFBP-rP1/Amblyomma americanum salivary IGFBP-related protein	AamIGFBP-rP1/Amblyomma americanum salivary IGFBP-related protein	21B	Amblyomma-AamIGFBPrP1-insulin-binding	1
NODE00075	AAS19/Amblyomma americanum serpin 19	signaling_effector					modules=21B; pathways=Amblyomma-AAS19-serpin-protease-inhibition; label_variants=AAS19/Amblyomma americanum serpin 19; exportable_edge_count=6	AAS19/Amblyomma americanum serpin 19	AAS19/Amblyomma americanum serpin 19	21B	Amblyomma-AAS19-serpin-protease-inhibition	6
NODE00076	AAS27/Amblyomma americanum serpin 27	signaling_effector					modules=21B; pathways=AAS27-protease-inhibition; label_variants=AAS27/Amblyomma americanum serpin 27; exportable_edge_count=2	AAS27/Amblyomma americanum serpin 27	AAS27/Amblyomma americanum serpin 27	21B	AAS27-protease-inhibition	2
NODE00077	AAS41/Amblyomma americanum serpin 41	signaling_effector					modules=21B; pathways=AAS41-protease-inhibition; label_variants=AAS41/Amblyomma americanum serpin 41; exportable_edge_count=2	AAS41/Amblyomma americanum serpin 41	AAS41/Amblyomma americanum serpin 41	21B	AAS41-protease-inhibition	2
NODE00078	ABC294640	signaling_effector					modules=21B; pathways=SphK2-S1P-RXR-LXR-astrocyte-ApoE; label_variants=ABC294640; exportable_edge_count=3	ABC294640	ABC294640	21B	SphK2-S1P-RXR-LXR-astrocyte-ApoE	3
