staging_candidate_id	module	b_edge_id	source_a_edge_id	source_entity	relation_type	target_entity	pathway_name	evidence_layer	edge_status	context_scope	cell_type_context	compartment_context	species_context	injury_context	confidence_tier	export_priority	exportable	linked_b_evidence_ids	promotion_primary_pmids	promotion_corroborating_pmids	exact_evidence_status	module_fit	decision	evidence_summary	limitations	staging_status	canonical_entity_role_gate
24B-STAGE-0011	24B	M24B-E000087	M24A-E087	FLRT3	binds	FLRT3	FLRT3 homophilic adhesion	ligand_receptor_or_direct_molecular	reviewed_batch002B	FLRT3 oligomerization, interface-mutant, and cell-adhesion assays	mouse cortical neurons; endothelial comparator	cell surface/adhesion	mouse	non-SCI comparator	high	P2	true	M24B-EVID-000124;M24B-EVID-PROMO-20260826-011	25374360	16872596;16440004	exact FLRT3-FLRT3 homophilic adhesion edge; not a downstream signaling claim	Module24A	PROMOTE	FLRT3 LRR interface mutants and full-length aggregation support FLRT3-FLRT3 homophilic adhesion, with independent developmental studies showing FLRT3-family homophilic contact localization.	This promotes a molecular adhesion edge only; some studies find no soluble or trans homophilic binding, and heterophilic FLRT3-ADGRL3/UNC5 edges must remain separate from adhesion and SCI function.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0012	24B	M24B-E000098	M24A-E098	LEAP2	antagonizes	GHSR	LEAP2-GHSR ghrelin antagonism	ligand_receptor_or_direct_molecular	reviewed_batch002B	LEAP2 administration, ghrelin challenge, and GHSR-null specificity	rat and mouse hypothalamic models	cell surface/cytosol	rat;mouse	non-SCI comparator	high	P2	true	M24B-EVID-000135;M24B-EVID-PROMO-20260826-012	31539874	29233536;31499133	exact LEAP2-GHSR antagonist/inverse-agonist molecular edge	Module24A	PROMOTE	GHSR-null specificity and ghrelin-challenge experiments establish LEAP2 antagonism; independent discovery and fluorescent-LEAP2 studies show GHSR binding, antagonism, and inverse agonism.	High confidence is molecular/pharmacologic; no SCI evidence and the evidence is not a purified structural binding assay.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0013	24B	M24B-E000103	M24A-E103	SAA1	binds/activates	TLR4/MD2	SAA1-TLR4-MyD88/NFkB branch	ligand_receptor_or_direct_molecular	reviewed_batch003B	recombinant SAA1-TLR4/MD2 binding and NFkB assays	heterologous receptor and inflammatory cell systems	cell surface/cytosol/nucleus	human;mouse	non-SCI comparator	high	P2	true	M24B-EVID-000145;M24B-EVID-PROMO-20260826-013	35247611	42030894	exact SAA1-TLR4/MD2 complex edge with direct binding and independent microglia confirmation	Module24A	PROMOTE	SPR/co-IP and TLR4 or MD2 perturbation support direct SAA1-TLR4/MD2 engagement; an independent 2026 primary microglia study confirms biochemical interaction and TLR4/MD2-dependent inflammatory activation.	High confidence is the TLR4/MD2 complex edge; no SCI model; SAA1 receptor usage is context-dependent and the microglia study uses pharmacologic MD2/TLR4 perturbation.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0014	24B	M24B-E000104	M24A-E104	SAA3	activates	TLR4/MD2/MyD88/p38/NFkB	SAA3-TLR4 inflammatory branch	receptor_proximal_or_pathway	reviewed_batch003B	SAA3 peptide binding, TLR4/MD2 assays and MyD88/p38/NFkB readouts	immune/inflammatory comparator cells	cell surface/cytosol/nucleus	mouse;human comparator	non-SCI comparator	high	P2	true	M24B-EVID-000146;M24B-EVID-PROMO-20260826-014	23858030	18820689	exact mouse SAA3-fragment-MD2/TLR4 complex edge; fragment boundary explicit	Module24A	PROMOTE	Synthetic SAA3(20-86) and (43-57) peptides show direct SPR binding to purified TLR4/MD2 and MD2-dependent signaling; an independent premetastatic primary study assigns TLR4 as a functional receptor for SAA3.	Promoted only for the defined mouse SAA3 peptide/MD2-TLR4 edge; not full-length human SAA3; no SCI model; downstream p38/NFkB remains separate.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0015	24B	M24B-E000106	M24A-E106	VCAN	activates	TLR2:TLR6/CD14	VCAN-TLR2/TLR6 inflammatory relay	receptor_proximal_or_pathway	reviewed_batch003B	VCAN perturbation, TLR2/TLR6/CD14 dependence and cytokine assays	immune/inflammatory comparator cells	cell surface/cytosol/nucleus	human;mouse	non-SCI comparator	high	P2	true	M24B-EVID-000148;M24B-EVID-PROMO-20260826-015	19122641	39861997	exact VCAN-TLR2:TLR6/CD14 complex edge; not a binary VCAN-TLR2 claim	Module24A	PROMOTE	Primary biochemical and cell studies identify a TLR2/TLR6/CD14 complex for VCAN inflammatory activity; an independent 2025 primary study reproduces VCAN-TLR2-MyD88 inflammatory signaling.	Promoted at the complex level only; no purified binary VCAN-TLR2 binding, no SCI model, and downstream macrophage polarization remains distinct.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0016	24B	M24B-E000110	M24A-E110	CCL27	activates	CCR10	CCL27-CCR10 skin T-cell recruitment branch	ligand_receptor_or_direct_molecular	reviewed_batch003B	CCR10-dependent chemotaxis and recruitment assays	T-cell and skin homing comparator models	cell surface/cytosol	human;mouse comparator	non-SCI comparator	high	P3	true	M24B-EVID-000152;M24B-EVID-PROMO-20260826-016	11821900	10725697;40975172	exact CCL27-CCR10 chemokine-GPCR edge	Module24A	PROMOTE	Primary chemotaxis and recruitment studies support CCL27-CCR10, independently reproduced by the original orphan-receptor binding report and newer receptor selectivity/structure-function work.	High confidence is molecular only; no SCI model; skin-homing context and chemokine glycosaminoglycan presentation remain separate from the exact receptor edge.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0017	24B	M24B-E000111	M24A-E111	CCL28	activates	CCR3	CCL28-CCR3 eosinophil migration branch	receptor_proximal_or_pathway	reviewed_batch003B	CCR3-dependent migration/eosinophil response assays	heterologous CCR3 and eosinophil systems	cell surface/cytosol	human;mouse comparator	non-SCI comparator	high	P3	true	M24B-EVID-000153;M24B-EVID-PROMO-20260826-017	10975800	40975172	exact CCL28-CCR3 chemokine-GPCR edge; dual-receptor usage retained	Module24A	PROMOTE	Primary CCL28-CCR3 comparator pharmacology is independently supported by receptor-selectivity and structural work distinguishing CCR3 from the shared CCR10 branch.	High confidence is the exact CCR3 edge, not exclusive receptor usage; CCL28-CCR10 remains separate; no SCI model.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0018	24B	M24B-E000115	M24A-E115	CCL7	activates	CCR1	CCL7-MCP-3/CCR1 branch	ligand_receptor_or_direct_molecular	reviewed_batch003B	CCR1 affinity and signaling assays	heterologous receptor and leukocyte systems	cell surface/cytosol	human;mouse comparator	non-SCI comparator	high	P3	true	M24B-EVID-000157;M24B-EVID-PROMO-20260826-018	16002730;30567735	11966759	exact CCL7-CCR1 chemokine-GPCR edge	Module24A	PROMOTE	Primary receptor pharmacology and a later two-site CCR1 binding/activation study identify CCL7 as a cognate CCR1 ligand; independent MCP chemokine work supports receptor-proximal signaling.	High confidence is molecular only; CCL7 is promiscuous across chemokine receptors and no SCI receptor-causal validation was located.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0019	24B	M24B-E000116	M24A-E116	CCL7	activates	CCR2B	CCL7-MCP-3/CCR2 branch	ligand_receptor_or_direct_molecular	reviewed_batch003B	CCR2B affinity, calcium and chemotaxis assays	heterologous receptor and chemotaxis systems	cell surface/cytosol	human;mouse comparator	non-SCI comparator	high	P3	true	M24B-EVID-000158;M24B-EVID-PROMO-20260826-019	16002730	8144937;11966759	exact CCL7-CCR2B chemokine-GPCR edge	Module24A	PROMOTE	Primary CCL7/MCP-3 receptor pharmacology plus independent MCP-3 chemotaxis and CCR2B-transfectant signaling studies support the exact CCR2B edge.	High confidence is molecular only; CCL7 is multi-receptor and no SCI receptor-causal validation was located; retain CCR1/CCR3 edges separately.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0020	24B	M24B-E000117	M24A-E117	CCL7	activates	CCR3	CCL7-MCP-3/CCR3 branch	receptor_proximal_or_pathway	reviewed_batch003B	CCR3 affinity/signaling and cellular response assays	heterologous receptor and pain comparator systems	cell surface/cytosol	human;mouse comparator	non-SCI comparator	high	P3	true	M24B-EVID-000159;M24B-EVID-PROMO-20260826-020	16002730	36998150	exact CCL7-CCR3 chemokine-GPCR edge; receptor-proximal effect distinct from pain output	Module24A	PROMOTE	Primary CCL7 receptor pharmacology and independent CCR3 antagonist experiments in trigeminal neurons support CCL7-CCR3 receptor-proximal signaling.	High confidence is molecular/receptor-proximal only; trigeminal pain and ERK are downstream; no SCI-specific receptor-causal validation and CCL7 also engages CCR2.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0021	24B	M24B-E000124	M24A-E124	CIRBP	activates	TLR4/MD2	CIRP-TLR4 inflammatory relay	receptor_proximal_or_pathway	reviewed_batch003A	extracellular CIRP challenge and TLR4/MD2 inflammatory assays	shock/sepsis inflammatory models	cell surface/cytosol/nucleus	mouse;human comparator	non-SCI comparator	high	P2	true	M24B-EVID-000166;M24B-EVID-PROMO-20260826-021	24097189	28492546	exact extracellular CIRBP-CIRP-TLR4/MD2 complex edge with direct binding	Module24A	PROMOTE	Primary SPR and mutational evidence maps extracellular CIRP residues 106-125 to MD2/TLR4 signaling; independent trauma and inflammatory studies reproduce TLR4-dependent CIRP effects.	High confidence is a TLR4/MD2 complex edge, not a generic binary TLR4 claim; no SCI model and no endogenous lesion-source experiment.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0022	24B	M24B-E000126	M24A-E126	DEFB2	binds/activates	TLR4	DEFB2-TLR4 dendritic maturation relay	ligand_receptor_or_direct_molecular	reviewed_batch003A	mature peptide exposure and TLR4-dependent dendritic-cell maturation assays	mouse dendritic-cell comparator systems	cell surface/cytosol	mouse	non-SCI comparator	high	P2	true	M24B-EVID-000168;M24B-EVID-PROMO-20260826-022	12411706	18192488;21382485	exact mature mouse DEFB2-TLR4 ligand-receptor edge	Module24A	PROMOTE	Mature murine beta-defensin-2 directly acts as a TLR4 ligand in dendritic-cell assays; independent mouse studies reproduce TLR4/MyD88-dependent beta-defensin-2 responses.	Promoted only for mature mouse DEFB2; peptide and species identity matter; no SCI model and no claim about generic human beta-defensin or downstream outputs.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0023	24B	M24B-E000133	M24A-E133	des-Arg9-bradykinin	activates	BDKRB1	kinin-B1 receptor SCI bladder relay	ligand_receptor_or_direct_molecular	reviewed_saturation_batch005	selective B1 agonist/antagonist pharmacology	rat detrusor, urothelium, DRG, and spinal cord	cell surface/bladder and spinal autonomic circuits	rat	SCI-associated overactive bladder	high	P1	true	M24B-EVID-000182;M24B-EVID-PROMO-20260826-023	22862305	9276157;18182240	exact des-Arg9-bradykinin-BDKRB1 pharmacologic edge	Module24A	PROMOTE	Selective B1 agonist and antagonist experiments support a des-Arg9-bradykinin/BDKRB1 axis in rat SCI-associated bladder dysfunction; independent cloned-receptor pharmacology confirms des-Arg9-bradykinin activation of B1.	High confidence is pharmacologic; no purified binding or endogenous kallikrein cleavage/lesion-core ligand-source experiment.	staged_high_confidence_pending_canonical_review	pending
24B-STAGE-0024	24B	M24B-E000144	M24A-E144	bradykinin	activates	BDKRB2	bradykinin-B2R-NF-kB neuroprotection relay	ligand_receptor_or_direct_molecular	reviewed_saturation_batch007	primary SCII bradykinin treatment, B2R, cytokine, p65, and neuronal-recovery assays	rat injured spinal cord and neuronal compartment	cell surface/cytosol/nucleus	rat	spinal cord ischemia-reperfusion	high	P1	true	M24B-EVID-000193;M24B-EVID-PROMO-20260826-024	33621043	18255230;7508324	exact bradykinin-BDKRB2 pharmacologic edge	Module24A	PROMOTE	Bradykinin treatment and B2R expression or blockade improve inflammatory and locomotor outcomes after spinal ischemia; independent rat preconditioning and intrathecal antagonist studies support B2R mediation.	High confidence is pharmacologic; no purified bradykinin-B2R binding and no lesion-core endogenous release experiment; recovery is downstream of the receptor edge.	staged_high_confidence_pending_canonical_review	pending
