boundary_id	source_a_evidence_id	source_a_edge_ids	boundary_type	source_locator	species_support	source_scope	summary	limitations
M24B-BOUNDARY-000051	M24A-B004-NE-011		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:29712506	unresolved	negative_evidence	No qualifying causal SCI receptor/function edge was validated for CXCL11-CCR3 or CXCL11-CXCR3.	CXCL11 increased in nerve injury, but the cited perturbations did not establish the queued causal relay.
M24B-BOUNDARY-000052	M24A-B004-NE-012		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:29712506; PMID:23302888	unresolved	negative_evidence	No qualifying traumatic-SCI causal edge was validated for CXCL9-CCR3 or CXCL9-CXCR3.	Related CXCL9/CXCR3 CNS context does not support these exact queued edges.
M24B-BOUNDARY-000061	M24A-B001-NE-013		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:26634895; PMID:22862305; PMID:30580020; DOI:10.1016/j.lfs.2018.12.034	unresolved	negative_evidence	Des-Arg9-bradykinin/BDKRB1 pharmacologic and post-SCI bladder-function evidence plus SCII kinin-receptor induction are supported; purified BDKRB1 binding, endogenous kallikrein processing, and lesion-core receiver attribution remain unresolved.	Retain BDKRB1 pharmacology, B2R pharmacology, and receptor-induction context separately; do not infer a direct kallikrein-to-BDKRB1 molecular edge.
M24B-BOUNDARY-000062	M24A-B001-NE-014		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:11073863; PMID:26596317; DOI:10.33549/physiolres.933104	unresolved	negative_evidence	Comparator endothelial studies support factor Xa-PAR2 activation and SCI studies support PAR2 function, but no exact factor Xa-to-PAR2 SCI edge was validated.	Do not infer the activating protease from PAR2 blockade or downstream pain/myelin phenotypes.
M24B-BOUNDARY-000063	M24A-B001-NE-015		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:37852260; PMID:9476119; PMID:1472004	unresolved	negative_evidence	C3a-C3aR1 and C5a-C5aR1 are supported, but intact C3, C4a-C3aR1, C3a-C5aR1, and C5a-C3aR1 exact SCI edges were not validated.	High-concentration engineered cross-reactivity or indirect pathway crosstalk must not be promoted as cognate SCI receptor activation.
M24B-BOUNDARY-000088	M24A-B001-NE-016		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; CellChat:HC_C5AR1	unresolved	negative_evidence	No qualifying molecular, receptor-proximal, pathway, or SCI functional evidence was validated for Hc-to-C5aR1.	The database token Hc is unresolved; do not substitute C5a or another complement fragment.
M24B-BOUNDARY-000101	M24A-B001-NE-017		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:37852260; PMID:1472004	unresolved	negative_evidence	No direct C3a-to-C5aR1 receptor activation or SCI relay was validated; C3aR1 and C5aR1 remain separate cognate branches.	High-concentration engineered cross-reactivity or indirect crosstalk must not be promoted.
M24B-BOUNDARY-000102	M24A-B001-NE-018		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:37852260; PMID:2007135	unresolved	negative_evidence	No direct SCI C5a-to-C3aR1 edge was validated; only weak high-concentration comparator cross-reactivity was reported.	Do not promote supraphysiologic engineered cross-reactivity as a cognate SCI edge.
M24B-BOUNDARY-000123	M24A-B002-NE-023		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:28946139; PMCID:PMC8804837	unresolved	negative_evidence	Retain pathway/function and assembled alpha5beta1 evidence separately.	
M24B-BOUNDARY-000138	M24A-B002-NE-024		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:27091502; PMID:26235030	unresolved	negative_evidence	Family-level latrophilin claims are not sufficient for this exact pair.	
M24B-BOUNDARY-000139	M24A-B002-NE-025		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:21673655; PMID:26235030	unresolved	negative_evidence	Do not transfer FLRT2/UNC5D or FLRT3/UNC5B records.	
M24B-BOUNDARY-000140	M24A-B002-NE-026		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:21673655; PMID:26235030	unresolved	negative_evidence		
M24B-BOUNDARY-000141	M24A-B002-NE-027		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv	unresolved	negative_evidence		
M24B-BOUNDARY-000142	M24A-B002-NE-028		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:35799511	unresolved	negative_evidence		
M24B-BOUNDARY-000173	M24A-B003-NE-029		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:21673655	unresolved	negative_evidence		
M24B-BOUNDARY-000174	M24A-B003-NE-030		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:21673655	unresolved	negative_evidence		
M24B-BOUNDARY-000175	M24A-B003-NE-031		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:24097189	unresolved	negative_evidence		
M24B-BOUNDARY-000176	M24A-B002-NE-019		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:20304963; PMID:2166776	unresolved	negative_evidence	LTB4-BLT1 and LTB4 release/PMN infiltration are supported, but no qualifying BLT2-specific SCI receptor or relay evidence was validated.	Do not generalize BLT1 knockout/pharmacology or LTB4-release/PMN association to BLT2.
M24B-BOUNDARY-000177	M24A-B002-NE-020		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:21455784; PMID:38326029; PMID:18670324; PMID:12196576	unresolved	negative_evidence	SCI MMP2/MMP9 pathway, inhibition, and ECM/vascular effects are supported by M24A-E149, but no exact MMP-to-receptor molecular edge was validated.	Retain proteolysis/ECM pathway context separately; do not infer receptor activation from MMP abundance, inhibition, knockout, or vascular effects.
M24B-BOUNDARY-000178	M24A-B002-NE-021		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:32964315; PMID:37446149; PMID:39386527; PMID:22449948; PMCID:PMC3349829; DOI:10.1016/j.ajpath.2012.01.028	unresolved	negative_evidence	Human RvD1-GPR32 pharmacology and proresolution function are now validated in comparator systems; no SCI-specific GPR32 receptor perturbation or rodent GPR32 ortholog evidence was established.	Retain human GPR32 binding/function separately from SCI RvD1 functional outputs and the existing FPR2/ALX context.
M24B-BOUNDARY-000179	M24A-B002-NE-022		no_evidence_boundary	local:work/module24a/module24a_extraction_queue.tsv; PMID:23647384; PMID:26596317	unresolved	negative_evidence	Klk6-specific PAR1/PAR2 signaling was validated, but generic trypsin, plasmin, or kallikrein assignments were not independently validated in SCI.	Keep Klk6 distinct from factor Xa, thrombin, and generic protease candidates.
