module	pathway_name	edge_count	node_count	evidence_count
21B	TGF-beta-CNS-scar-function	1	2	1
21B	TGF-beta-SMAD	3	5	1
21B	TGF-beta-TRAF6-TAK1-noncanonical	2	4	1
21B	TNF-NF-kappaB	1	2	1
21B	TNF-NF-kappaB-MAPK-death	5	8	2
21B	TNF-cell-death	1	2	1
21B	TNFR2-NF-kappaB-JNK	1	2	1
21B	TNFR2-PI3Kgamma-neuroprotection	1	2	1
21B	TNFR2-SCI-repair	1	2	1
21B	TNFR2-TRAF2-NF-kappaB	2	3	3
21B	TNFR2-alternative-NF-kappaB	1	2	1
21B	TNFR2-astrocyte-CXCL12-CXCR4	1	2	1
21B	VEGF-EGFR-NSC-SCI	2	3	1
21B	VEGF-RTK-PI3K-AKT	1	2	1
21B	VEGF-RTK-PLC-ERK	1	2	1
21B	WNT-RYK-SCI-astrocyte-function	1	2	1
21B	WNT-beta-catenin	4	7	1
21B	WNT5A-JNK-NSC-function	1	2	1
21B	WNT5A-ROR2-neurodegeneration	1	2	1
21B	WNT5A-ROR2-noncanonical	1	2	1
22B	cell_state_program	349	422	430
22B	none_identified	10	8	10
22B	phenotype	270	311	275
22B	target_gene	78	110	128
22B	target_module	7	14	7
23B	 ephrB axon/OPC relay	1	2	1
23B	 tPA receptor-complex function	1	2	1
23B	 tPA-Mac1 receptor-complex relay	1	2	1
23B	 with downstream αVβ3	3	2	3
23B	ADAM10-CADM1 shedding	1	2	1
23B	ADAM10-CADM1 shedding-adhesion	1	2	1
23B	ADAM10-CD44 shedding	1	2	1
23B	ADAM10-CD44 shedding output	1	2	1
23B	ADAM10-NrCAM function	1	2	1
23B	ADAM10-NrCAM processing	1	2	1
23B	ADAM12-SDC4 proteoglycan association	1	2	1
23B	ADAM12-SDC4-PKCalpha-RhoA	1	2	1
23B	ADAM12-alpha9beta1 adhesion	1	2	1
23B	ADAM12-alpha9beta1-PI3K	1	2	1
23B	ADAM15-alpha5beta1-ERK motility	1	2	1
23B	ADAM17-alpha5beta1 localization	1	2	1
23B	ADAM2-alpha6beta1-CD9 membrane adhesion	1	2	1
23B	ADGRE5-CD97-RGD-alphaVbeta3-adhesion/angiogenesis branch	2	2	2
23B	ALCAM-NRP1 trans-adhesion	1	2	1
23B	ALCAM-NRP1-neural function	1	2	1
23B	ANGPT1-Tie2 PI3K-AKT barrier and survival signaling	3	2	3
23B	ANGPTL1 integrin inhibition	1	2	1
23B	ANGPTL2-alpha5beta1	1	2	1
23B	ANGPTL2-alpha5beta1 function	1	2	1
23B	ANGPTL2-alpha5beta1 signaling	1	2	1
23B	ANGPTL3 integrin engagement	1	2	1
23B	ANGPTL3-alpha5 vascular complex	1	2	1
23B	ANGPTL3-alpha5 vascular function	1	2	1
23B	ANGPTL4 integrin engagement	1	2	1
23B	ANXA2-ROBO4-ARF6 barrier function	1	2	1
23B	ANXA2-ROBO4-paxillin complex	1	2	1
23B	Agrin-dystroglycan adhesion	1	2	1
23B	Agrin-dystroglycan synaptic function	1	2	1
23B	AngII GPCR activation	1	2	1
23B	ApoC3-LDLR/LRP1 hepatic triglyceride-rich-lipoprotein clearance axis	1	2	1
23B	ApoE-LRP1 endosomal trafficking	1	2	1
23B	ApoE-LRP1 lipoprotein receptor recognition	1	2	1
23B	ApoE-LRP1 recycling/clearance function	1	2	1
23B	CADM1-CRTAM immune function	1	2	1
23B	CADM1-CRTAM trans-adhesion	1	2	1
23B	CADM1-nectin3 adhesion function	1	2	1
23B	CADM1-nectin3 trans-adhesion	1	2	1
23B	CADM3 adhesion-proliferation	1	2	1
23B	CADM3-CADM4 axon-Schwann adhesion	1	2	1
23B	CADM3-CADM4 myelination	1	2	1
23B	CALR-LRP1 coreceptor complex	1	2	1
23B	CALR-LRP1 focal-adhesion disassembly relay	1	2	1
23B	CALR-LRP1 focal-adhesion function	1	2	1
23B	CALR-alpha3 integrin function	1	2	1
23B	CALR-alpha3 intracellular association	1	2	1
23B	CCL28 chemokine activation	1	2	1
23B	CCN4-alpha5beta1 cellular function	1	2	1
23B	CCN4-alpha5beta1 focal-adhesion relay	1	2	1
23B	CCN4-alpha5beta1 wound/osteogenesis branch	1	2	1
23B	CD23-alphaVbeta3/CD47 -> integrin-associated signaling -> inflammatory cytokines	3	2	3
23B	CD23-alphaXbeta2 MAPK inflammatory activation	2	2	2
23B	CD40LG-Mac-1 adhesion function	1	2	1
23B	CD40LG-Mac-1 leukocyte recruitment branch	1	2	1
23B	CD40LG-alpha5beta1 MAPK/ERK and platelet activation	3	2	3
23B	CD44–LCK/T-cell activation relay	1	2	1
23B	CD47–SIRPα ITIM–SHP1/2 self-recognition checkpoint	3	2	3
23B	CD53 co-stimulation and IL-2-dependent lymphocyte proliferation/adhesion	1	2	1
23B	CD9-L1CAM-alpha6beta1 membrane organization and Ca2+/adhesion signaling	3	2	3
23B	CD96–PVR immune-synapse adhesion and NK cytotoxicity	2	2	2
23B	CD99 homophilic transendothelial migration	3	2	3
23B	CEACAM1 adhesion/oligomerization	1	2	1
23B	CHAD-alpha2beta1 adhesion and MAPK	1	2	1
23B	CLEC11A-integrin osteogenic WNT/beta-catenin signaling	2	2	2
23B	CLEC11A–α11β1 integrin–Wnt osteogenic branch	3	2	3
23B	CLEC2 hemITAM signaling	1	2	2
23B	CNTN2-L1CAM cis neurite outgrowth and fasciculation	2	2	2
23B	COL15A1 matrix migration	1	2	1
23B	COL2A1 SCI scar function	1	2	1
23B	COL4A3 NC1-CD47-cAMP anti-proliferative signaling	2	2	2
23B	COL4A3–α2β1 renal matrix maturation/fibrosis	1	2	1
23B	COL4A6 NC1 adhesion boundary	1	2	1
23B	COMP RGD–αVβ3 adhesion branch	2	2	2
23B	COMP–CD47 cytoskeletal adhesion branch	2	2	2
23B	CSPG4/NG2–galectin-3–α3β1 endothelial motility branch	3	2	3
23B	CX3CL1–CX3CR1 Gi/o–PI3K/Ca/MAPK chemotaxis and adhesion	3	2	3
23B	CXCL12 CXCR4-independent αVβ3 allosteric activation	3	2	3
23B	CXCL12 activation of β1-containing integrin heterodimers	2	2	2
23B	CXCL12 β3-containing integrin activation and CXCR4–Btk platelet branch	3	2	3
23B	CXCL12–α4β1 activation via Vav1/Rac and CXCR4 context	3	2	3
23B	CXCL12–α5β1 allosteric activation and stromal migration	3	2	3
23B	CXCL16–CXCR6 chemotaxis/adhesion and immune recruitment	2	2	2
23B	DAG1/DGC–actin and neuromuscular-basement-membrane function	1	2	1
23B	DAG1–DLL4/Notch endothelial relay	1	2	1
23B	DLL1-NOTCH1 ligand-triggered proteolysis and canonical Notch program	3	2	3
23B	DLL1-NOTCH2 canonical NICD/RBPJ signaling	3	2	3
23B	DMP1 integrin signaling	1	2	1
23B	DPP RGD integrin adhesion/signaling	1	2	1
23B	DSP-beta6 developmental function	1	2	1
23B	DSP-beta6 integrin binding	1	2	1
23B	DSP-beta6 integrin intracellular signaling	1	2	1
23B	Dab1–Src-family–PI3K/Akt	2	4	2
23B	Del-1 integrin branches	1	2	1
23B	E-cadherin–EGFR association and context-dependent ERK/Rac crosstalk	3	2	3
23B	E-cadherin–IGF1R availability/adhesion–PI3K-AKT branch	3	2	3
23B	E-cadherin–αEβ7 outside-in synapse and CTL killing	3	2	3
23B	ECM1 receptor complex	1	2	1
23B	EDIL3-LFA1 inflammatory adhesion interference	1	2	1
23B	EDIL3-alphaVbeta5 angiogenic switch and neovascularization	2	2	2
23B	EFNA1-EPHA1 Eph signaling	1	2	3
23B	EFNA1-EPHA4 Rho/actin neuronal branch	1	2	4
23B	EFNA1-EPHA5 binding survey	1	2	1
23B	EFNA1-EPHA6 binding survey	1	2	1
23B	EFNA1-EPHA8 activation	1	2	1
23B	EFNA2-EPHA2 binding survey	1	2	1
23B	EFNA2-EPHA5 binding survey	1	2	1
23B	EFNA2-EPHA6 binding survey	1	2	1
23B	EFNA2-EPHA7 neural branch	1	2	4
23B	EFNA2-EPHA8 activation	1	2	1
23B	EFNB1 -> EPHB3 -> kinase-dependent adhesion inhibition and kinase-independent Rac1/Cdc42 decrease with relative RhoA increase -> altered adhesion/migration	2	2	2
23B	EFNB1-EPHB6 trans co-clustering -> double-membrane tubular contacts and stabilized cell-cell adhesion -> reduced cancer-cell invasion	2	2	2
23B	EGF migration crosstalk	1	2	1
23B	EGFL7-alphaVbeta3 angiogenic branch	1	2	1
23B	EGFL7-alphaVbeta3 angiogenic function	1	2	1
23B	EGFL7-alphaVbeta3 focal-adhesion signaling	1	2	1
23B	EGFR phosphorylation of CEACAM1 and RAS-MAPK feedback	2	2	2
23B	EPHA3-ephrin-A2 reverse signaling	1	2	3
23B	Eph-ephrin axon guidance/repulsion	1	2	1
23B	Eph-ephrin axon organization	1	2	1
23B	Eph-ephrin bidirectional adhesion	1	2	1
23B	Eph-ephrin cross-class ligand binding	2	3	2
23B	Eph-ephrin cytoskeletal relay	1	2	1
23B	Eph-ephrin endocytosis and cytoskeletal relay	1	2	1
23B	Eph-ephrin immune signaling	1	2	1
23B	Eph-ephrin inflammatory pathway	1	2	1
23B	Eph-ephrin ligand-receptor binding	10	11	10
23B	Eph-ephrin ligand-receptor relay	1	2	1
23B	Eph-ephrin neural crest guidance	1	2	1
23B	Eph-ephrin neural/metabolic function	1	2	1
23B	Eph-ephrin tissue separation	1	2	1
23B	Eph-ephrin tumor-cell relay	1	2	1
23B	Eph-ephrin vascular development	1	2	1
23B	EphA10–ephrin-A5 association and E-cadherin/β-catenin invasion phenotype	2	2	2
23B	EphA2–ephrin-A3 adhesion and hypoxia-sensitive SREBP1/ACLY output	2	2	2
23B	EphA3–ephrin-A2 binding and ephrin reverse signaling to β1 adhesion	3	2	3
23B	EphB-ephrin-B subclass signaling	1	2	1
23B	EphB2 phosphotyrosine/adaptor signaling	1	2	1
23B	EphB2-ephrin-B1 / adhesion and migration	1	2	1
23B	EphB4-ephrin-B2	1	2	1
23B	EphB6-ephrin-B1 / JNK-Rac1	1	2	1
23B	EphB6-ephrin-B2	1	2	1
23B	EphB6/ephrin-B3 forward signaling; myelin repulsion and integrin-beta1 migration branch	2	2	2
23B	F11R-LFA-1 -> junctional adhesion and leukocyte transendothelial migration; cytoplasmic relay not uniquely resolved	2	2	2
23B	FAT4-DCHS1 Hippo adhesion	1	2	1
23B	FBLN2 matrix adhesion -> beta3-integrin-dependent cell attachment; intracellular relay and terminal output unresolved	1	2	1
23B	FGA-420 alpha(E)C-alphaMbeta2 -> leukocyte adhesion/migration	2	2	2
23B	FGA-420 alpha(E)C/alpha-chain motif-alphaXbeta2 -> leukocyte adhesion	2	2	2
23B	FGA-RGD-alphaIIbbeta3 platelet recognition	1	2	1
23B	FGB betaN domain -> VE-cadherin -> endothelial barrier/angiogenesis modulation	2	2	2
23B	FGF18-FGFR3 ERK/AKT proliferation and invasion	3	2	3
23B	FGF2-alpha-v-beta-3-FGFR1 adhesion, ERK/angiogenesis branch	3	2	3
23B	FGF23-FGFR2 -> PKA -> Rap1 inhibition -> beta2-integrin deactivation and impaired neutrophil recruitment	3	2	3
23B	FGG-gammaC-alphaIIbbeta3 platelet recognition	1	2	1
23B	FGL1/hepassocin-EGFR -> NOX1/ROS and p38 -> endothelial injury and monocyte adhesion	2	2	2
23B	FLRT2 -> UNC5D cell-recognition/adhesion antagonism -> elimination of mistargeted dendrites and inappropriate synapses	2	2	2
23B	FLRT3 -> ADGRL3 adhesion-GPCR context -> G-protein/actin-associated synapse organization and excitatory connectivity	2	2	2
23B	FLRT3 -> UNC5B cell-adhesion/guidance interface -> context-dependent embryonic cell positioning and morphogenesis	2	2	2
23B	FLT1 signaling	1	2	1
23B	FN1 EIIIA-alpha9beta1 lymphatic valve morphogenesis	2	2	2
23B	FN1-CD44 adhesion/cytoskeletal branch	2	2	2
23B	FN1-CS1-alpha4beta1 leukocyte adhesion branch	2	2	2
23B	FN1-CS1-alpha4beta7 lymphocyte adhesion branch	2	2	2
23B	FN1-RGD-alpha8beta1 adhesion/neurite branch	2	2	2
23B	FN1-RGD-alphaVbeta6-PKC adhesion/migration branch	3	2	3
23B	FN1-alphaVbeta1 adhesion branch	2	2	2
23B	FN1-alphaVbeta3-RGD/RhoA focal adhesion branch	3	2	3
23B	FnEDA SCI scar function	1	2	1
23B	GPCR activation	1	2	1
23B	GPIb-IX-V platelet function	1	2	1
23B	GPIb-IX-V-Src-Syk-PLCgamma2 relay	1	2	1
23B	GPR126 Gs–cAMP/PKA relay	1	2	1
23B	GPR126–cAMP/PKA–Schwann-cell myelination	1	2	1
23B	GPVI dimer-FcRgamma / ITAM-Syk-PLCgamma2	1	2	1
23B	GPVI–FcRγ ITAM/Syk/PLCγ2 platelet branch	3	2	3
23B	GalNAcPTase -> cadherin/catenin and Fer-associated cross-talk -> N-cadherin adhesion and neurite outgrowth	1	2	1
23B	GnRH receptor relay	1	2	1
23B	HGF integrin crosstalk	1	2	1
23B	HKa–Mac-1 adhesion blockade and JNK/ERK/p38/NF-kappaB inflammatory branch	3	2	6
23B	HSP90 client receptor complex	1	2	1
23B	HSP90alpha-LRP1-Akt motility relay	1	2	1
23B	HSP90alpha-LRP1-Akt wound-healing function	1	2	1
23B	HSP90alpha-LRP1/CD91 binding	1	2	1
23B	Hsp70-LRP1/CD91 antigen-uptake recognition	1	2	1
23B	Hsp70-LRP1/CD91 immune function	1	2	1
23B	Hsp70-LRP1/CD91 innate signaling	1	2	1
23B	IBSP integrin adhesion	2	3	2
23B	IBSP-RGD-alphaVbeta5 cancer-cell adhesion branch	2	2	2
23B	ICAM1 -> Mac-1/ITGAM-ITGB2 -> integrin outside-in cytoskeletal/phagocytic and migration branch	3	2	3
23B	ICAM1-LFA1 adhesion	1	2	3
23B	ICAM1-Mac1 adhesion	1	2	2
23B	ICAM2 -> LFA-1/ITGAL-ITGB2 -> integrin avidity, actin remodeling, and leukocyte transmigration	3	2	6
23B	ICAM5-alpha5beta1 neuronal function	1	2	1
23B	ICAM5-alpha5beta1 synaptic adhesion relay	1	2	1
23B	ICAM5-alpha5beta1 trans-adhesion	1	2	1
23B	IGF1R-alpha6beta4 PI3K-AKT/ERK crosstalk	2	2	2
23B	IGF1R-alphaVbeta3 PI3K-AKT/ERK crosstalk	2	2	2
23B	IGF2-IGF1R-alpha6beta4 PI3K-AKT/ERK crosstalk	2	2	2
23B	IGF2-IGF1R-alphaVbeta3 PI3K-AKT/ERK crosstalk	2	2	2
23B	IL34-PTPRZ1 CS-dependent binding	1	2	1
23B	IL34-PTPRZ1 neural/myeloid cellular function	1	2	1
23B	IL34-PTPRZ1 signaling	1	2	1
23B	INSL5-RXFP4 endocrine function	1	2	1
23B	ISG15-LFA-1 cytokine function	1	2	1
23B	ISG15-LFA-1 receptor recognition	1	2	1
23B	ISG15-LFA-1-SFK cytokine relay	1	2	1
23B	ITGB3 inside-out activation and adhesion-complex regulation	3	2	3
23B	IZUMO1–JUNO adhesion followed by CD9-dependent sperm-oocyte fusion and membrane remodeling	1	2	1
23B	JAM2–JAM3–alpha4beta1 leukocyte rolling, firm adhesion, and extravasation	2	2	2
23B	JAM3-Mac-1 platelet-leukocyte adhesion recognition	1	2	1
23B	JAM3-Mac-1 vascular adhesion function	1	2	1
23B	JAM3–Mac-1 adhesion and junctional-complex control of leukocyte recruitment	2	2	2
23B	KGD-dependent αIIbβ3 outside-in platelet branch	3	2	3
23B	KIT RTK signaling	1	2	1
23B	KIT proximal signaling	1	2	1
23B	KITL-KIT hematopoietic output	1	2	1
23B	L1/NCAM adhesion and neurite-outgrowth branch	1	2	1
23B	L1CAM-CNTN1 cis complex and axon-guidance/adhesion signaling	2	2	2
23B	L1CAM-EGFR-cis/trans interaction-RTK phosphorylation-MAPK/neurite-adhesion branch	3	2	3
23B	LAMA1/laminin-111-DAG1/DGC branch	2	2	2
23B	LAMA2 domain-VI–alpha2beta1 recognition	1	2	1
23B	LAR-RPTP–presynaptic differentiation	5	5	5
23B	LFA-1; talin/kindlin-integrin activation, actin polymerization and leukocyte adhesion	3	2	3
23B	LFA1 outside-in signaling	1	2	2
23B	LGALS1-integrin binding	1	2	1
23B	LGALS3BP–beta1-integrin adhesion context	1	2	1
23B	LGI1-ADAM22 synaptic MAGUK-Kv1/AMPA complex	3	2	3
23B	LGI3-ADAM22 signaling	1	2	1
23B	LRRC4/NGL-2–netrin-G2 trans-synaptic adhesion	1	2	1
23B	LRRC4B/NGL-3-PTPRS trans-synaptic adhesion	2	2	2
23B	LRRC4B/NGL-3–PTPRF/LAR trans-synaptic adhesion	1	2	1
23B	LRRC4C/NGL-1–netrin-G1 trans-synaptic adhesion	1	2	1
23B	Laminin-211–ADGRG6 NTF/CTF adhesion-GPCR branch	1	2	1
23B	Laminin–dystroglycan basement-membrane anchorage	1	2	1
23B	MAdCAM1-alpha4beta7 adhesion	1	2	2
23B	MDK-ALK PI3K/ERK-MAPK survival and angiogenic signaling	3	2	3
23B	MDK-integrin receptor-complex relay	1	2	1
23B	MDK–GPC2–neuronal adhesion/neurite outgrowth	1	2	1
23B	MDK–SDC3–neuronal adhesion/neurite outgrowth	1	2	1
23B	MFGE8 focal-adhesion relay	1	2	1
23B	MFGE8-alpha8beta1 gastrointestinal function	1	2	1
23B	MFGE8-alpha8beta1 gastrointestinal smooth-muscle recognition	1	2	1
23B	MFGE8-alpha8beta1 smooth-muscle signaling	1	2	1
23B	MFGE8-alphaVbeta5 apoptotic-cell recognition	1	2	1
23B	MFGE8-alphaVbeta5 efferocytic signaling	1	2	1
23B	MFGE8-alphaVbeta5 phagocytic function	1	2	1
23B	MIA -> alpha4beta1/alpha5beta1 -> reduced integrin activity/MAPK-ERK -> detachment and migration	2	2	2
23B	MIA–alpha4beta1 integrin inhibitory branch	1	2	1
23B	MIF receptor-complex binding	1	2	1
23B	MIF-CD74-CD44 signaling	1	2	1
23B	MIF-CD74/CXCR2-Gi/integrin/Ca2+ branch	2	2	2
23B	MMP7 -> SDC1 shedding -> alpha2beta1 integrin activation-state change -> re-epithelialization and wound closure	2	2	2
23B	MMP9-EphB2 cleavage signaling	1	2	1
23B	MMP9-PEX-LRP1 Schwann-cell function	1	2	1
23B	MMP9-PEX-LRP1 Schwann-cell injury recognition	1	2	1
23B	MMP9-PEX-LRP1 Schwann-cell signaling	1	2	1
23B	MMRN2-CLEC14A -> endothelial adhesion/angiogenesis branch	2	2	2
23B	MST1R RTK activation	1	2	1
23B	MST1R/RON signaling	1	2	1
23B	MYL9-CD69 inflammatory adhesion/recruitment platform -> airway inflammation	2	2	2
23B	Mac1 outside-in signaling	1	2	1
23B	NAMPT/NAD salvage -> integrin expression and adhesion -> tumor-cell dissemination	1	2	1
23B	NCAM-Robo guidance machinery and dopaminergic axon growth	2	2	2
23B	NCAM1 homophilic adhesion	1	2	1
23B	NCAM1 homophilic signaling	1	2	2
23B	NCAM1-FGFR1 signaling	1	2	1
23B	NCAM1-GDNF receptor signaling	1	2	1
23B	NCAM140-RPTPalpha signaling	1	2	1
23B	NF155 -> CNTN1-CNTNAP1/Caspr1 paranodal adhesion complex -> axoglial junction organization	3	2	3
23B	NGF-TrkA-TRPV1 output	1	2	1
23B	NID1 -> alphaVbeta3 integrin -> survival, angiogenesis, and tissue regeneration	2	2	4
23B	NID1 G2 domain -> alpha3beta1 integrin -> cell adhesion and pericellular matrix deposition	3	2	6
23B	NLGN1-NRXN1 synaptic adhesion -> pre/post-synaptic specialization and excitatory transmission	4	3	4
23B	NLGN1-NRXN2 synaptic adhesion and GABAergic receptor-complex branch	2	2	2
23B	NLGN1-NRXN2beta trans-synaptic adhesion -> GABAergic receptor organization and synaptic function	2	2	2
23B	NLGN2-NRXN1beta trans-synaptic adhesion -> inhibitory postsynaptic differentiation and synaptic transmission	4	3	4
23B	NLGN3-NRXN1beta trans-synaptic adhesion -> excitatory/inhibitory synapse differentiation	2	2	2
23B	NLGN3-NRXN1beta trans-synaptic adhesion -> excitatory/inhibitory synapse differentiation branch	2	2	2
23B	NPNT integrin function	1	2	2
23B	NPNT-alpha8beta1 GDNF kidney-development branch	1	2	2
23B	NPNT-alpha8beta1 binding	1	2	3
23B	NRCAM/Plexin-A1 guidance relay	1	2	1
23B	NRG1–ITGA6/ITGB4 → ternary integrin/NRG1/ERBB3 complex → AKT and ERK1/2	3	2	3
23B	NRG1–ITGAV/ITGB3 → integrin/NRG1/ERBB3 cross-talk → AKT and ERK1/2	3	2	3
23B	NRP1/Plexin-A1 with L1CAM cis modulation	1	2	1
23B	NRXN1 SS4-negative -> ADGRL1/CIRL1 transsynaptic adhesion -> synaptic cell-adhesion organization; GPCR signaling remains unresolved	2	2	2
23B	NRXN2 SS4-negative -> ADGRL1/CIRL1 transsynaptic adhesion -> synaptic organization; no direct GPCR relay or terminal TF assigned	2	2	2
23B	NTN1-neogenin recognition	1	2	2
23B	NTN3 myogenic receptor-complex relay	1	2	1
23B	NTN3-NEO1-CDON/BOC myogenic cellular function	1	2	1
23B	NTN4 guidance/vascular complex	1	2	1
23B	NTN4-NEO1-UNC5B signaling	1	2	1
23B	NTNG1-LRRC4C/NGL-1 trans-synaptic adhesion -> lamina-specific connectivity and excitatory synapse organization	2	2	2
23B	NTNG2-LRRC4/NGL-2 trans-synaptic adhesion -> lamina-specific connectivity and excitatory synapse organization	2	2	2
23B	P2RY12 -> Gi2 -> adenylyl-cyclase inhibition and Gβγ-PI3K/Rap1b/Akt -> integrin activation	2	2	2
23B	PAC1 intracellular signaling	1	2	1
23B	PAC1 neuronal output	1	2	1
23B	PACAP VPAC1 signaling	1	2	1
23B	PACAP VPAC2 output	1	2	1
23B	PACAP receptor activation	1	2	1
23B	PACAP secretin-receptor cross-reactivity	1	2	1
23B	PDGFB co-receptor trafficking	1	2	1
23B	PDGFB-LRP1-PDGFRB signaling	1	2	1
23B	PDGFB-PDGFRB-integrin cooperation	1	2	1
23B	PDPN-CLEC2 recognition	1	2	2
23B	PECAM1-alphaVbeta3 adhesion	1	2	1
23B	PI3K–AKT	1	2	1
23B	PKCtheta–TAP20–alphaVbeta5 adhesion, focal-adhesion, migration, and angiogenic branch	3	2	3
23B	PLAU -> PLAUR/uPAR -> ITGA5-ITGB1 conformation/function -> fibronectin adhesion and migration	2	2	2
23B	PLAU -> PLAUR/uPAR -> Mac-1 (ITGAM-ITGB2) -> adhesion, chemotaxis, and matrix/fibrin handling	2	2	2
23B	PLG-PLGRKT -> cell-surface plasmin activation -> extracellular-matrix degradation -> monocyte/macrophage migration and recruitment	2	2	2
23B	POSTN SCI scar function	1	2	1
23B	POSTN-integrin scar relay	1	2	1
23B	PROCR-HSP90AA1 chaperone complex	1	2	1
23B	PROK1-PROKR1 GPCR signaling	1	2	3
23B	PSGL1-P-selectin tethering, rolling, inflammatory recruitment	3	2	3
23B	PTN-PTPRZ1 phosphatase branch	1	2	4
23B	PTN-SDC3 proteoglycan branch	1	2	4
23B	PTN-integrin/PTPRZ1 adhesion branch	1	2	4
23B	PTPRD–presynaptic differentiation and excitatory synaptic strength	1	2	1
23B	PTPRF/LAR–presynaptic differentiation	1	2	1
23B	PTPRS-NTRK3 transsynaptic adhesion and non-catalytic synapse-organizing signaling	3	2	3
23B	PTPμ–E-cadherin/catenin tyrosine-phosphorylation control	2	2	2
23B	PYY-NPY1R GPCR branch	1	2	3
23B	PlGF-FLT1 activation	1	2	1
23B	PlGF2-NRP1 binding	1	2	1
23B	PlGF2-NRP1 co-receptor signaling	1	2	1
23B	Plexin-D1 -> Rac suppression and integrin-dependent endothelial adhesion/migration; separate CD4+ T-cell branch changes TBX21/GATA3/RORC	2	2	2
23B	RELN-LRP8-DAB1 branch	1	2	6
23B	RELN-VLDLR-DAB1 branch	1	2	6
23B	RGC midline crossing	1	2	1
23B	RGMA-NEO1-Unc5B/LARG-FAK-RhoA or BMP/Smad	1	2	4
23B	RTN4R-ADGRB1/BAI1 adhesion-GPCR axis -> dendritic arborization, axonal elongation, synapse formation, and network activity	2	2	2
23B	RXFP4 downstream signaling	1	2	1
23B	Reelin integrin adhesion relay	1	2	1
23B	Reelin lipoprotein-receptor recognition	2	4	2
23B	Reelin-alpha3beta1-Dab1 neuronal migration	1	2	1
23B	Reelin-integrin adhesion	1	2	2
23B	Reelin/ephrin-B-dependent neuronal migration and lamination	1	2	1
23B	Reelin–ephrin-B3 co-receptor recognition	1	2	1
23B	S100A8/A9 -> Mac-1 (ITGAM/ITGB2) activation -> Ca2+-linked adhesion and chemotaxis	2	3	2
23B	SAA/SCARB1 -> receptor-dependent uptake and lipid handling, with IL-6/IL-8 and endothelial-adhesion inflammatory branch	3	2	3
23B	SALM3/LRFN4–LAR-RPTP trans-synaptic adhesion complex	1	2	1
23B	SALM3/LRFN4–PTPRF trans-synaptic adhesion complex	1	2	1
23B	SALM3/LRFN4–PTPRS trans-synaptic adhesion complex	1	2	1
23B	SALM5/LRFN5–PTPRD trans-synaptic adhesion complex	1	2	1
23B	SALM5/LRFN5–PTPRF trans-synaptic adhesion complex	1	2	1
23B	SALM5/LRFN5–PTPRS trans-synaptic adhesion complex	1	2	1
23B	SCI mechanotransduction context	1	2	1
23B	SDC2-PTPRJ-PI3K/Src-beta1 integrin	1	2	4
23B	SELE -> glycosylated CD44/HCELL -> p38 and adhesion-receptor redistribution -> beta2-integrin-supported slow rolling/firm arrest	3	2	3
23B	SELE-GLG1 leukocyte rolling	1	2	4
23B	SEMA3A-NRP1:PLXNA1-Rho/Rac/FAK/CRMP	1	2	4
