review_priority_rank	review_priority_score	ligand_label	receptor_label	route_record_count	unique_evidence_id_count	output_annotated_route_count	tf_annotated_route_count	intracellular_annotated_route_count	missing_intracellular_count	missing_tf_count	route_tiers	selection_note
11	346	BmCRT/Brugia malayi calreticulin	C1Q/complement component 1q	23	16	11	0	20	3	23	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
12	346	CAA/Schistosoma mansoni circulating anodic antigen	C1Q/complement component 1q	23	16	11	0	20	3	23	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
13	346	EmCRT/Echinococcus multilocularis calreticulin	C1Q/complement component 1q	23	16	11	0	20	3	23	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
14	346	HcGAPDH/Haemonchus contortus glyceraldehyde-3-phosphate dehydrogenase	C1Q/complement component 1q	23	16	11	0	20	3	23	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
15	346	Secreted serglycin/SRGN	C1Q/complement component 1q	23	16	11	0	20	3	23	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
16	346	TcaCRT/Trypanosoma carassii calreticulin	C1Q/complement component 1q	23	16	11	0	20	3	23	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
17	344	Fibromodulin/FMOD	C1q/complement component 1q	23	15	11	0	20	3	23	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
18	340	CYBC1/EROS	P2RX7/P2X7 ATP-gated receptor	23	13	10	0	22	1	23	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:12;ligand_receptor_intracellular_output_missing_tf:10	Workflow prioritization only; mSCS determines route plausibility and confidence.
19	340	HSP90AA1/HSP90alpha	P2RX7/P2X7 ATP-gated receptor	23	13	10	0	22	1	23	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:12;ligand_receptor_intracellular_output_missing_tf:10	Workflow prioritization only; mSCS determines route plausibility and confidence.
20	324	TcCRT/Trypanosoma cruzi calreticulin	C1Q/complement component 1q	22	12	10	0	20	2	22	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9;ligand_receptor_output_annotation_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
21	322	ANGPTL2/angiopoietin-like 2	MAG/myelin-associated glycoprotein	21	13	13	0	17	4	21	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:7;ligand_receptor_intracellular_output_missing_tf:10;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
22	320	BGN/Biglycan	C1Q/complement component 1q	22	12	9	0	20	2	22	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
23	320	Cna/Staphylococcus aureus collagen adhesin	C1Q/complement component 1q	22	12	9	0	20	2	22	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
24	320	DCN/Decorin	C1Q/complement component 1q	22	12	9	0	20	2	22	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
25	320	HNP-1/DEFA1	C1Q/complement component 1q	22	12	9	0	20	2	22	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
26	320	HcCRT/Haemonchus contortus calreticulin	C1Q/complement component 1q	22	12	9	0	20	2	22	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
27	320	PepO/Streptococcus pneumoniae endopeptidase O	C1Q/complement component 1q	22	12	9	0	20	2	22	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
28	320	PepO/Streptococcus pyogenes endopeptidase O	C1Q/complement component 1q	22	12	9	0	20	2	22	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
29	320	SmPmy/Schistosoma mansoni paramyosin	C1Q/complement component 1q	22	12	9	0	20	2	22	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
30	320	SntA/Streptococcus suis surface-exposed heme-binding protein	C1Q/complement component 1q	22	12	9	0	20	2	22	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
31	320	TiCRT/Triatoma infestans calreticulin	C1Q/complement component 1q	22	12	9	0	20	2	22	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
32	310	AamCRT/Amblyomma americanum calreticulin	C1Q/complement component 1q	21	12	9	0	20	1	21	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
33	310	DENV2 NS1/Dengue virus nonstructural protein 1	C1Q/complement component 1q	21	12	9	0	20	1	21	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:11;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
34	297	CNTF	CNTFR-alpha-gp130-LIFR receptor complex	17	16	14	13	0	17	4	ligand_receptor_entry_only:2;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1;ligand_receptor_tf_annotation_missing_intracellular_and_output:1;ligand_receptor_tf_target_missing_intracellular:12	Workflow prioritization only; mSCS determines route plausibility and confidence.
35	290	Egf	Egfr	17	22	11	0	16	1	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:11	Workflow prioritization only; mSCS determines route plausibility and confidence.
36	283	IL12B/IL23A	IL12RB1:IL23R receptor complex	15	22	14	11	0	15	4	ligand_receptor_entry_only:1;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1;ligand_receptor_tf_target_missing_intracellular:11	Workflow prioritization only; mSCS determines route plausibility and confidence.
37	278	EpCAM/EpEX	EGFR/ERBB1	18	13	12	0	12	6	18	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:4;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
38	270	TNR/tenascin-R	MAG/myelin-associated glycoprotein	18	8	10	0	17	1	18	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:7;ligand_receptor_intracellular_output_missing_tf:10	Workflow prioritization only; mSCS determines route plausibility and confidence.
39	266	EFNA1/ephrin-A1	EPHA2	16	14	12	0	15	1	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:12	Workflow prioritization only; mSCS determines route plausibility and confidence.
40	260	DCN/Decorin	EGFR	17	11	11	0	12	5	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
41	260	EFEMP1	EGFR	17	11	11	0	12	5	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
42	258	COMP/TSP5	CD47	17	11	10	0	13	4	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
43	256	EPO	EPOR	16	17	9	0	13	3	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
44	256	IL-6	IL-6R-gp130 receptor complex	15	11	12	12	0	15	3	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:2;ligand_receptor_tf_target_missing_intracellular:12	Workflow prioritization only; mSCS determines route plausibility and confidence.
45	256	IL15	IL15RA:IL2RB:IL2RG receptor complex	14	16	12	10	3	11	4	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:1;ligand_receptor_intracellular_output_missing_tf:2;ligand_receptor_tf_target_missing_intracellular:10	Workflow prioritization only; mSCS determines route plausibility and confidence.
46	256	L1CAM/L1	EGFR/ERBB1	17	9	11	0	12	5	17	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
47	246	TNC/tenascin-C	EGFR/epidermal growth factor receptor	16	11	10	0	12	4	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
48	242	GAS6	MERTK	16	8	11	0	11	5	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:4;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:3;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
49	236	HSPG2/perlecan	ITGA5:ITGB1-PDGFRB complex	16	8	8	0	14	2	16	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:7;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
50	230	COL1A1/COL1A2 native collagen I	CD36	16	5	8	0	14	2	16	ligand_receptor_entry_only:2;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:8	Workflow prioritization only; mSCS determines route plausibility and confidence.
51	230	Decorin/DCN	EGFR	15	10	9	0	12	3	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
52	230	EREG/epiregulin	EGFR receptor	15	10	9	0	12	3	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
53	230	HBEGF/HB-EGF	EGFR receptor	15	10	9	0	12	3	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
54	230	PROS1	MERTK	15	9	10	0	11	4	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:4;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
55	230	SFTPD/surfactant protein D	EGFR	15	10	9	0	12	3	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
56	228	AREG/amphiregulin	EGFR receptor	15	9	9	0	12	3	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
57	228	BTC/betacellulin	EGFR receptor	15	9	9	0	12	3	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
58	222	CD47	SIRPA/SIRPalpha	13	19	8	0	11	2	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:4;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
59	220	LGALS3/galectin-3	TLR4 and PDGFRB+ fibroblast scar system	15	9	6	0	14	1	15	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:8;ligand_receptor_intracellular_output_missing_tf:6	Workflow prioritization only; mSCS determines route plausibility and confidence.
60	216	EmCRT/Echinococcus multilocularis calreticulin	MBL/mannan-binding lectin	14	11	8	0	11	3	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:6;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
61	216	Galectin-3/LGALS3	MERTK	14	9	9	0	11	3	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:4;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
62	212	EFNA1	EPHA2	14	4	10	0	12	2	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:9;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
63	208	COMP	CD47	14	7	7	0	13	1	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:7	Workflow prioritization only; mSCS determines route plausibility and confidence.
64	208	Comp	Cd47	14	7	7	0	13	1	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:7	Workflow prioritization only; mSCS determines route plausibility and confidence.
65	208	THBS1	CD47	14	7	7	0	13	1	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:7	Workflow prioritization only; mSCS determines route plausibility and confidence.
66	208	THBS1 C-terminal domain	CD47	14	7	7	0	13	1	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:7	Workflow prioritization only; mSCS determines route plausibility and confidence.
67	208	Thbs1	Cd47	14	7	7	0	13	1	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:7	Workflow prioritization only; mSCS determines route plausibility and confidence.
68	208	Thbs2	Cd47	14	7	7	0	13	1	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:7	Workflow prioritization only; mSCS determines route plausibility and confidence.
69	208	Thbs4	Cd47	14	7	7	0	13	1	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:7	Workflow prioritization only; mSCS determines route plausibility and confidence.
70	206	PDGFB	LRP1-PDGFRB endosomal complex	14	7	7	0	12	2	14	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:6;ligand_receptor_intracellular_output_missing_tf:6;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
71	206	SEMA3E	PLXND1/PlexinD1:NRP1/Neuropilin-1:VEGFR2/KDR receptor complex	13	11	9	0	9	4	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:6;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
72	204	EPGN/epigen	EGFR receptor	14	6	7	0	12	2	14	ligand_receptor_downstream_claim_unresolved:1;ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:5;ligand_receptor_intracellular_output_missing_tf:7	Workflow prioritization only; mSCS determines route plausibility and confidence.
73	204	Lpd/Pseudomonas aeruginosa dihydrolipoamide dehydrogenase	CLU/Clusterin (ApoJ)	13	9	9	0	10	3	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:7;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
74	202	BDNF	NTRK2/TrkB receptor	12	16	8	0	9	3	12	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:6;ligand_receptor_output_annotation_missing_intracellular_and_tf:1;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
75	201	IL26	IL20RA:IL10RB receptor complex	11	14	9	9	0	11	2	ligand_receptor_entry_only:1;ligand_receptor_output_missing_intracellular_and_tf:1;ligand_receptor_tf_annotation_missing_intracellular_and_output:1;ligand_receptor_tf_output_annotation_missing_intracellular:2;ligand_receptor_tf_target_missing_intracellular:6	Workflow prioritization only; mSCS determines route plausibility and confidence.
76	200	EFNA2	EPHA2	13	5	9	0	12	1	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
77	200	GREM1/gremlin	KDR/VEGFR2	13	8	9	0	9	4	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:6;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
78	200	VEGFC/VEGF-C	KDR/VEGFR2	13	8	9	0	9	4	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:6;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
79	200	VEGFD/VEGF-D	KDR/VEGFR2	13	8	9	0	9	4	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:6;ligand_receptor_output_annotation_missing_intracellular_and_tf:2;ligand_receptor_output_missing_intracellular_and_tf:1	Workflow prioritization only; mSCS determines route plausibility and confidence.
80	198	EFNA3/ephrin-A3	EPHA2	13	4	9	0	12	1	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
81	198	EFNA5/ephrin-A5	EPHA2	13	4	9	0	12	1	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
82	198	Efna1	Epha2	13	4	9	0	12	1	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
83	198	Efna4	Epha2	13	4	9	0	12	1	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
84	198	Efna5	Epha2	13	4	9	0	12	1	13	ligand_receptor_entry_only:1;ligand_receptor_intracellular_claim_unresolved:3;ligand_receptor_intracellular_output_missing_tf:9	Workflow prioritization only; mSCS determines route plausibility and confidence.
