pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
apob gm5506	Apob Gm5506	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=apob%20AND%20gm5506;EuropePMC:https://europepmc.org/search?query=apob%20AND%20gm5506	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=0; PubMed_hits=0; composite_component_search=no
apob mttp	Apob Mttp	reject_pair	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=apob%20AND%20mttp;EuropePMC:https://europepmc.org/search?query=apob%20AND%20mttp;PMID:34006356 (PubMed/Europe PMC);PMID:36823355 (PubMed/Europe PMC);PMID:20301317 (PubMed/Europe PMC);PMID:29552625 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=1669; PubMed_hits=163; composite_component_search=no
apob olr1	Apob Olr1	hold_low	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=apob%20AND%20olr1;EuropePMC:https://europepmc.org/search?query=apob%20AND%20olr1;PMID:40740135 (PubMed/Europe PMC);PMID:35390434 (PubMed/Europe PMC);PMID:26892964 (PubMed/Europe PMC);PMID:23935243 (PubMed/Europe PMC)	mixed or unresolved; exact submitted species/pair not fully established	fragment_specific_or_complex_context_or_indirect_primary	Concrete alias-expanded co-occurrence or indirect receptor-function evidence was found, but exact pair binding/activation was not established.	Family/database/expression evidence was not treated as exact-pair proof; fragment, co-receptor, precursor, or heteromeric identity remains material.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=223; PubMed_hits=2; composite_component_search=no
apob tlr4	Apob Tlr4	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=apob%20AND%20tlr4;EuropePMC:https://europepmc.org/search?query=apob%20AND%20tlr4;PMID:20920329 (PubMed/Europe PMC);PMID:42284645 (PubMed/Europe PMC);PMID:38295984 (PubMed/Europe PMC);PMID:31858317 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=1804; PubMed_hits=12; composite_component_search=no
apob tlr6	Apob Tlr6	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=apob%20AND%20tlr6;EuropePMC:https://europepmc.org/search?query=apob%20AND%20tlr6;PMID:20846396 (PubMed/Europe PMC);PMID:26106858 (PubMed/Europe PMC);PMID:21529710 (PubMed/Europe PMC);PMID:23995626 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=149; PubMed_hits=1; composite_component_search=no
apoe chrna4	Apoe Chrna4	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=apoe%20AND%20chrna4;EuropePMC:https://europepmc.org/search?query=apoe%20AND%20chrna4;PMID:27629369 (PubMed/Europe PMC);PMID:20331911 (PubMed/Europe PMC);PMID:18591481 (PubMed/Europe PMC);PMID:23701948 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=153; PubMed_hits=14; composite_component_search=no
apoe lrp1	Apoe Lrp1	promote_candidate	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=apoe%20AND%20lrp1;EuropePMC:https://europepmc.org/search?query=apoe%20AND%20lrp1;PMID:41315858 (PubMed/Europe PMC);PMID:39577706 (PubMed/Europe PMC);PMID:40882623 (PubMed/Europe PMC);PMID:35257044 (PubMed/Europe PMC)	human and mouse/mixed primary literature where reported	direct_primary_binding_activation_or_adhesion	Primary lipoprotein-uptake literature supports APOE as an LRP1 ligand.	Species, receptor stoichiometry, and signaling outcome vary; composite rows denote receptor complexes and are not independent simple receptor edges.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=3621; PubMed_hits=199; composite_component_search=no
apoo il1rapl2	Apoo Il1rapl2	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=apoo%20AND%20il1rapl2;EuropePMC:https://europepmc.org/search?query=apoo%20AND%20il1rapl2;PMID:39265576 (PubMed/Europe PMC);PMID:38254386 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=2; PubMed_hits=0; composite_component_search=no
app adra2a	App Adra2a	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=app%20AND%20adra2a;EuropePMC:https://europepmc.org/search?query=app%20AND%20adra2a;PMID:38767632 (PubMed/Europe PMC);PMID:29195078 (PubMed/Europe PMC);PMID:35017199 (PubMed/Europe PMC);PMID:16481219 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=194; PubMed_hits=1; composite_component_search=no
app ager	App Ager	hold_low	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=app%20AND%20ager;EuropePMC:https://europepmc.org/search?query=app%20AND%20ager;PMID:32872134 (PubMed/Europe PMC);PMID:36782138 (PubMed/Europe PMC);PMID:30108454 (PubMed/Europe PMC);PMID:42255438 (PubMed/Europe PMC)	mixed or unresolved; exact submitted species/pair not fully established	fragment_specific_or_complex_context_or_indirect_primary	Processed APP product Aβ has RAGE/LRP1 literature, but this does not establish full-length APP as the submitted ligand.	Family/database/expression evidence was not treated as exact-pair proof; fragment, co-receptor, precursor, or heteromeric identity remains material.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=2259; PubMed_hits=4; composite_component_search=no
app aplp1	App Aplp1	reject_pair	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=app%20AND%20aplp1;EuropePMC:https://europepmc.org/search?query=app%20AND%20aplp1;PMID:26801522 (PubMed/Europe PMC);PMID:26840089 (PubMed/Europe PMC);PMID:17050537 (PubMed/Europe PMC);PMID:41324805 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=1069; PubMed_hits=153; composite_component_search=no
app aplp2	App Aplp2	reject_pair	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=app%20AND%20aplp2;EuropePMC:https://europepmc.org/search?query=app%20AND%20aplp2;PMID:26840089 (PubMed/Europe PMC);PMID:34066808 (PubMed/Europe PMC);PMID:17908044 (PubMed/Europe PMC);PMID:24898256 (PubMed/Europe PMC)	not applicable for exact pair	noncognate_or_non_ligand_receptor_relationship	Searches support a protein complex, intracellular regulator, adhesion partner, antagonist, or noncognate family relationship rather than the submitted extracellular ligand-receptor edge.	The relation may be biologically associated, but it is not the submitted ligand-receptor relationship.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=1277; PubMed_hits=217; composite_component_search=no
app cd74	App Cd74	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=app%20AND%20cd74;EuropePMC:https://europepmc.org/search?query=app%20AND%20cd74;PMID:39351084 (PubMed/Europe PMC);PMID:36333281 (PubMed/Europe PMC);PMID:40548932 (PubMed/Europe PMC);PMID:38319150 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=1445; PubMed_hits=71; composite_component_search=no
app dcc	App Dcc	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=app%20AND%20dcc;EuropePMC:https://europepmc.org/search?query=app%20AND%20dcc;PMID:35491409 (PubMed/Europe PMC);PMID:22782894 (PubMed/Europe PMC);PMID:12840034 (PubMed/Europe PMC);PMID:35246267 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=1029; PubMed_hits=13; composite_component_search=no
app fpr2	App Fpr2	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=app%20AND%20fpr2;EuropePMC:https://europepmc.org/search?query=app%20AND%20fpr2;PMID:33315264 (PubMed/Europe PMC);PMID:24263098 (PubMed/Europe PMC);PMID:34468933 (PubMed/Europe PMC);PMID:40077816 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=274; PubMed_hits=8; composite_component_search=no
app gpc1	App Gpc1	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=app%20AND%20gpc1;EuropePMC:https://europepmc.org/search?query=app%20AND%20gpc1;PMID:34887515 (PubMed/Europe PMC);PMID:41230834 (PubMed/Europe PMC);PMID:38992568 (PubMed/Europe PMC);PMID:36790131 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=237; PubMed_hits=13; composite_component_search=no
app grm7	App Grm7	no_evidence	PubMed:https://pubmed.ncbi.nlm.nih.gov/?term=app%20AND%20grm7;EuropePMC:https://europepmc.org/search?query=app%20AND%20grm7;PMID:41826372 (PubMed/Europe PMC);PMID:37325194 (PubMed/Europe PMC);PMID:25022540 (PubMed/Europe PMC);PMID:22852084 (PubMed/Europe PMC)	none established for exact pair	no_exact_pair_primary_evidence	No pair-specific primary binding, activation, adhesion, or receptor-dependent function was recovered after expanded searches.	Hits, when present, were broad co-occurrence, family, pathway, expression, or database leads without exact-pair primary validation.	PubMed and Europe PMC searched; exact symbols plus official/historical aliases and protein names; mature/processed/cleaved ligand forms; receptor subunits, heterodimers, holoreceptors, and co-receptors; structure, binding, activation, adhesion, receptor-dependent function, and citation-trail leads screened; family/database/expression/pathway evidence not transferred to exact pair; EuropePMC_hits=162; PubMed_hits=1; composite_component_search=no
