pair_key	pair_label_canonical	liana_status	module20a_status	review_id	current_confidence	prior_notes
wnt3a fzd9_lrp6	Wnt3a Fzd9_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt3a ryk	Wnt3a Ryk	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd10_lrp5	Wnt4 Fzd10_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd10_lrp6	Wnt4 Fzd10_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd1_lrp5	Wnt4 Fzd1_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd1_lrp6	Wnt4 Fzd1_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd2_lrp5	Wnt4 Fzd2_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd2_lrp6	Wnt4 Fzd2_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd3_lrp5	Wnt4 Fzd3_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd3_lrp6	Wnt4 Fzd3_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd4_lrp5	Wnt4 Fzd4_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd4_lrp6	Wnt4 Fzd4_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd5_lrp5	Wnt4 Fzd5_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd5_lrp6	Wnt4 Fzd5_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd6_lrp5	Wnt4 Fzd6_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd6_lrp6	Wnt4 Fzd6_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd7_lrp5	Wnt4 Fzd7_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd7_lrp6	Wnt4 Fzd7_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd8_lrp5	Wnt4 Fzd8_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd8_lrp6	Wnt4 Fzd8_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd9_lrp5	Wnt4 Fzd9_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt4 fzd9_lrp6	Wnt4 Fzd9_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt5a fzd1	Wnt5a Fzd1	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt5a fzd2	Wnt5a Fzd2	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt5a fzd4	Wnt5a Fzd4	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt5a fzd5	Wnt5a Fzd5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt5a fzd7	Wnt5a Fzd7	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt5a fzd8	Wnt5a Fzd8	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt5a fzd9	Wnt5a Fzd9	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt5a lrp6	Wnt5a Lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt5a ror2	Wnt5a Ror2	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt5a ryk	Wnt5a Ryk	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt5b fzd4	Wnt5b Fzd4	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd10_lrp5	Wnt6 Fzd10_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd10_lrp6	Wnt6 Fzd10_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd1_lrp5	Wnt6 Fzd1_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd1_lrp6	Wnt6 Fzd1_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd2_lrp5	Wnt6 Fzd2_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd2_lrp6	Wnt6 Fzd2_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd3_lrp5	Wnt6 Fzd3_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd3_lrp6	Wnt6 Fzd3_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd4_lrp5	Wnt6 Fzd4_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd4_lrp6	Wnt6 Fzd4_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd5_lrp5	Wnt6 Fzd5_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd5_lrp6	Wnt6 Fzd5_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd6_lrp5	Wnt6 Fzd6_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd6_lrp6	Wnt6 Fzd6_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd7_lrp5	Wnt6 Fzd7_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd7_lrp6	Wnt6 Fzd7_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd8_lrp5	Wnt6 Fzd8_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd8_lrp6	Wnt6 Fzd8_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd9_lrp5	Wnt6 Fzd9_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt6 fzd9_lrp6	Wnt6 Fzd9_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd10_lrp5	Wnt7a Fzd10_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd10_lrp6	Wnt7a Fzd10_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd1_lrp5	Wnt7a Fzd1_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd1_lrp6	Wnt7a Fzd1_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd2_lrp5	Wnt7a Fzd2_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd2_lrp6	Wnt7a Fzd2_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd3_lrp5	Wnt7a Fzd3_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd3_lrp6	Wnt7a Fzd3_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd4_lrp5	Wnt7a Fzd4_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd4_lrp6	Wnt7a Fzd4_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd5_lrp5	Wnt7a Fzd5_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd5_lrp6	Wnt7a Fzd5_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd6_lrp5	Wnt7a Fzd6_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd6_lrp6	Wnt7a Fzd6_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd7_lrp5	Wnt7a Fzd7_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd7_lrp6	Wnt7a Fzd7_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd8_lrp5	Wnt7a Fzd8_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd8_lrp6	Wnt7a Fzd8_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd9_lrp5	Wnt7a Fzd9_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7a fzd9_lrp6	Wnt7a Fzd9_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd10_lrp5	Wnt7b Fzd10_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd10_lrp6	Wnt7b Fzd10_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd1_lrp5	Wnt7b Fzd1_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd1_lrp6	Wnt7b Fzd1_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd2_lrp5	Wnt7b Fzd2_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd2_lrp6	Wnt7b Fzd2_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd3_lrp5	Wnt7b Fzd3_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd3_lrp6	Wnt7b Fzd3_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd4_lrp5	Wnt7b Fzd4_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd4_lrp6	Wnt7b Fzd4_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd5_lrp5	Wnt7b Fzd5_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd5_lrp6	Wnt7b Fzd5_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd6_lrp5	Wnt7b Fzd6_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd6_lrp6	Wnt7b Fzd6_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd7_lrp5	Wnt7b Fzd7_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd7_lrp6	Wnt7b Fzd7_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd8_lrp5	Wnt7b Fzd8_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd8_lrp6	Wnt7b Fzd8_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd9_lrp5	Wnt7b Fzd9_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt7b fzd9_lrp6	Wnt7b Fzd9_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd10_lrp5	Wnt8a Fzd10_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd10_lrp6	Wnt8a Fzd10_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd1_lrp5	Wnt8a Fzd1_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd1_lrp6	Wnt8a Fzd1_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd2_lrp5	Wnt8a Fzd2_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd2_lrp6	Wnt8a Fzd2_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd3_lrp5	Wnt8a Fzd3_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd3_lrp6	Wnt8a Fzd3_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd4_lrp5	Wnt8a Fzd4_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd4_lrp6	Wnt8a Fzd4_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd5_lrp5	Wnt8a Fzd5_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd5_lrp6	Wnt8a Fzd5_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd6_lrp5	Wnt8a Fzd6_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd6_lrp6	Wnt8a Fzd6_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd7_lrp5	Wnt8a Fzd7_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd7_lrp6	Wnt8a Fzd7_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd8_lrp5	Wnt8a Fzd8_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd8_lrp6	Wnt8a Fzd8_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd9_lrp5	Wnt8a Fzd9_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8a fzd9_lrp6	Wnt8a Fzd9_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd10_lrp5	Wnt8b Fzd10_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd10_lrp6	Wnt8b Fzd10_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd1_lrp5	Wnt8b Fzd1_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd1_lrp6	Wnt8b Fzd1_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd2_lrp5	Wnt8b Fzd2_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd2_lrp6	Wnt8b Fzd2_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd3_lrp5	Wnt8b Fzd3_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd3_lrp6	Wnt8b Fzd3_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd4_lrp5	Wnt8b Fzd4_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd4_lrp6	Wnt8b Fzd4_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd5_lrp5	Wnt8b Fzd5_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd5_lrp6	Wnt8b Fzd5_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd6_lrp5	Wnt8b Fzd6_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd6_lrp6	Wnt8b Fzd6_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd7_lrp5	Wnt8b Fzd7_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd7_lrp6	Wnt8b Fzd7_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd8_lrp5	Wnt8b Fzd8_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd8_lrp6	Wnt8b Fzd8_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd9_lrp5	Wnt8b Fzd9_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt8b fzd9_lrp6	Wnt8b Fzd9_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd10_lrp5	Wnt9a Fzd10_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd10_lrp6	Wnt9a Fzd10_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd1_lrp5	Wnt9a Fzd1_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd1_lrp6	Wnt9a Fzd1_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd2_lrp5	Wnt9a Fzd2_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd2_lrp6	Wnt9a Fzd2_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd3_lrp5	Wnt9a Fzd3_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd3_lrp6	Wnt9a Fzd3_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd4_lrp5	Wnt9a Fzd4_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd4_lrp6	Wnt9a Fzd4_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd5_lrp5	Wnt9a Fzd5_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd5_lrp6	Wnt9a Fzd5_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd6_lrp5	Wnt9a Fzd6_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd6_lrp6	Wnt9a Fzd6_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd7_lrp5	Wnt9a Fzd7_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd7_lrp6	Wnt9a Fzd7_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd8_lrp5	Wnt9a Fzd8_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd8_lrp6	Wnt9a Fzd8_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd9_lrp5	Wnt9a Fzd9_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9a fzd9_lrp6	Wnt9a Fzd9_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd10_lrp5	Wnt9b Fzd10_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd10_lrp6	Wnt9b Fzd10_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd1_lrp5	Wnt9b Fzd1_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd1_lrp6	Wnt9b Fzd1_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd2_lrp5	Wnt9b Fzd2_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd2_lrp6	Wnt9b Fzd2_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd3_lrp5	Wnt9b Fzd3_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd3_lrp6	Wnt9b Fzd3_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd4_lrp5	Wnt9b Fzd4_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd4_lrp6	Wnt9b Fzd4_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd5_lrp5	Wnt9b Fzd5_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd5_lrp6	Wnt9b Fzd5_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd6_lrp5	Wnt9b Fzd6_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd6_lrp6	Wnt9b Fzd6_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd7_lrp5	Wnt9b Fzd7_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd7_lrp6	Wnt9b Fzd7_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd8_lrp5	Wnt9b Fzd8_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd8_lrp6	Wnt9b Fzd8_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd9_lrp5	Wnt9b Fzd9_lrp5	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
wnt9b fzd9_lrp6	Wnt9b Fzd9_lrp6	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
xcl1 xcr1	Xcl1 Xcr1	liana_consensus	yes		unreviewed	not_in_module20a_review_queue
