pair_key	pair_label_canonical	verdict	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes
cd40lg itgam_itgb2	Cd40lg Itgam_itgb2	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=cd40lg+itgam_itgb2;https://pubmed.ncbi.nlm.nih.gov/37482272/;https://pubmed.ncbi.nlm.nih.gov/36005389/;https://pubmed.ncbi.nlm.nih.gov/34813505/;https://europepmc.org/search?query=cd40lg+itgam_itgb2;https://europepmc.org/article/MED/37482272;https://europepmc.org/article/MED/36005389;https://europepmc.org/article/MED/34813505	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=cd40lg,CD40LG,CD154,CD40 ligand; receptor_aliases=itgam itgb2,ITGAM ITGB2,alpha beta,heterodimer,alpham beta2; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
cd70 cd27	Cd70 Cd27	promote_candidate	https://pubmed.ncbi.nlm.nih.gov/?term=cd70+cd27;https://pubmed.ncbi.nlm.nih.gov/42536728/;https://pubmed.ncbi.nlm.nih.gov/42485767/;https://pubmed.ncbi.nlm.nih.gov/42358982/;https://europepmc.org/search?query=cd70+cd27;https://europepmc.org/article/MED/42536728;https://europepmc.org/article/MED/42485767;https://europepmc.org/article/MED/42358982	mouse; human; source-dependent primary systems	primary direct binding, activation, adhesion, or receptor-dependent function	Expanded alias-, processed-form-, complex-, and citation-aware searches identified pair-specific primary literature consistent with the submitted ligand–receptor interaction; the cited PubMed/Europe PMC records require final species and assay-level curation.	Evidence is source- and assay-dependent; SCI relevance, exact isoform/complex composition, and species transfer were not assumed from expression, pathway, database, or family-level hits.	aliases=cd70,CD70,CD27 ligand; receptor_aliases=cd27,CD27; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a1 gp6	Col4a1 Gp6	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a1+gp6;https://europepmc.org/search?query=col4a1+gp6	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a1,COL4A1,alpha1 IV  collagen,collagen IV alpha 1; receptor_aliases=gp6,GP6; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a1 itga9_itgb1	Col4a1 ITGA9_ITGB1	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a1+itga9_itgb1;https://europepmc.org/search?query=col4a1+itga9_itgb1	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a1,COL4A1,alpha1 IV  collagen,collagen IV alpha 1; receptor_aliases=itga9 itgb1,ITGA9 ITGB1,alpha beta,heterodimer,alpha9 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a2 cd44	Col4a2 Cd44	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a2+cd44;https://pubmed.ncbi.nlm.nih.gov/42056631/;https://pubmed.ncbi.nlm.nih.gov/40762540/;https://pubmed.ncbi.nlm.nih.gov/39984108/;https://europepmc.org/search?query=col4a2+cd44;https://europepmc.org/article/MED/42056631;https://europepmc.org/article/MED/40762540;https://europepmc.org/article/MED/39984108	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a2,COL4A2,alpha2 IV  collagen,collagen IV alpha 2; receptor_aliases=cd44,CD44; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a2 gp6	Col4a2 Gp6	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a2+gp6;https://pubmed.ncbi.nlm.nih.gov/33217625/;https://europepmc.org/search?query=col4a2+gp6;https://europepmc.org/article/MED/33217625	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a2,COL4A2,alpha2 IV  collagen,collagen IV alpha 2; receptor_aliases=gp6,GP6; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a2 itga3_itgb1	Col4a2 ITGA3_ITGB1	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a2+itga3_itgb1;https://europepmc.org/search?query=col4a2+itga3_itgb1	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a2,COL4A2,alpha2 IV  collagen,collagen IV alpha 2; receptor_aliases=itga3 itgb1,ITGA3 ITGB1,alpha beta,heterodimer,alpha3 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a2 itga9_itgb1	Col4a2 ITGA9_ITGB1	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a2+itga9_itgb1;https://europepmc.org/search?query=col4a2+itga9_itgb1	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a2,COL4A2,alpha2 IV  collagen,collagen IV alpha 2; receptor_aliases=itga9 itgb1,ITGA9 ITGB1,alpha beta,heterodimer,alpha9 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a3 cd44	Col4a3 Cd44	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+cd44;https://pubmed.ncbi.nlm.nih.gov/42531730/;https://pubmed.ncbi.nlm.nih.gov/26260910/;https://europepmc.org/search?query=col4a3+cd44;https://europepmc.org/article/MED/42531730;https://europepmc.org/article/MED/26260910	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=cd44,CD44; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a3 gp6	Col4a3 Gp6	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+gp6;https://europepmc.org/search?query=col4a3+gp6	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=gp6,GP6; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a3 itga1_itgb1	Col4a3 ITGA1_ITGB1	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+itga1_itgb1;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://pubmed.ncbi.nlm.nih.gov/33769915/;https://europepmc.org/search?query=col4a3+itga1_itgb1;https://europepmc.org/article/MED/35806283;https://europepmc.org/article/MED/33769915	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=itga1 itgb1,ITGA1 ITGB1,alpha beta,heterodimer,alpha1 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a3 itga2_itgb1	Col4a3 ITGA2_ITGB1	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+itga2_itgb1;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://pubmed.ncbi.nlm.nih.gov/33769915/;https://europepmc.org/search?query=col4a3+itga2_itgb1;https://europepmc.org/article/MED/35806283;https://europepmc.org/article/MED/33769915	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=itga2 itgb1,ITGA2 ITGB1,alpha beta,heterodimer,alpha2 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a3 itga9_itgb1	Col4a3 ITGA9_ITGB1	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+itga9_itgb1;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://pubmed.ncbi.nlm.nih.gov/33769915/;https://europepmc.org/search?query=col4a3+itga9_itgb1;https://europepmc.org/article/MED/35806283;https://europepmc.org/article/MED/33769915	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=itga9 itgb1,ITGA9 ITGB1,alpha beta,heterodimer,alpha9 beta1; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
col4a3 itgav_itgb8	Col4a3 ITGAV_ITGB8	needs_manual_review	https://pubmed.ncbi.nlm.nih.gov/?term=col4a3+itgav_itgb8;https://pubmed.ncbi.nlm.nih.gov/35806283/;https://pubmed.ncbi.nlm.nih.gov/33769915/;https://europepmc.org/search?query=col4a3+itgav_itgb8;https://europepmc.org/article/MED/35806283;https://europepmc.org/article/MED/33769915	source-dependent; exact species/construct unresolved	complex, subunit, indirect, or unresolved primary evidence	Expanded PubMed and Europe PMC searches found related pair, family, complex, adhesion, or functional literature, but no clean primary assay unambiguously resolves the exact submitted notation.	Composite receptor notation, isolated-subunit decomposition, processed ligand form, species/isoform, co-receptor dependence, or indirect/database-only evidence prevents promotion without manual source-level adjudication.	aliases=col4a3,COL4A3,alpha3 IV  collagen,collagen IV alpha 3; receptor_aliases=itgav itgb8,ITGAV ITGB8,alpha beta,heterodimer,alphav beta8; processed_forms=mature/cleaved/fragment/precursor terms; complexes=subunits/heterodimers/holoreceptors/co-receptors; structures=binding/activation/adhesion/reconstitution/PDB terms; citation_trails=followed relevant primary/review leads; PubMed=queried; EuropePMC=queried; negative=expression/pathway/database/family-only hits not promoted.
