review_id	pair_key	pair_label_canonical	source_locators	species_support	support_kind	evidence_summary	limitations	search_notes	manual_reason
M20A-CELLCHAT-REMAINING-0261	ccl6 ccr1l1	Ccl6 Ccr1l1	https://pubmed.ncbi.nlm.nih.gov/?term=ccl6%20ccr1l1;https://europepmc.org/search?query=ccl6%20ccr1l1;https://pmc.ncbi.nlm.nih.gov/articles/PMC6120486/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4448619/	mouse/teleost or source-dependent	related exact-pair, complex, subunit, or indirect primary evidence; assay/construct unresolved	Expanded PubMed, Europe PMC, and targeted web searches found plausible related or pair-level leads for Ccl6 Ccr1l1, but source-level assay, receptor-complex composition, processed ligand form, or species context remains unresolved.	The submitted notation may represent a composite receptor or indirect/adhesion relationship; exact binding versus activation, mature ligand form, species/isoform, and receptor-complex scope require manual review.	aliases=ccl6 ccr1l1;processed_forms=precursor, mature, cleaved, fragment, peptide/protein or glycoform terms where applicable;receptor_context=individual subunits, heterodimers, holoreceptors, co-receptors, scavenger/decoy receptors, and composite notation screened;assays=primary binding, adhesion, receptor reconstitution, activation, receptor-dependent function, structural/biophysical, and species-context studies screened;citation_trails=backward/forward trails from primary papers and reviews screened;PubMed=queried;EuropePMC=queried;targeted_web=https://pmc.ncbi.nlm.nih.gov/articles/PMC6120486/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4448619/;negative=expression, pathway, computational, review, database, family-only, processed-form-only, and noncognate hits were not transferred unless the exact submitted pair was demonstrated Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-CELLCHAT-REMAINING-0333	clcf1 cntfr_lifr	Clcf1 CNTFR_LIFR	https://pmc.ncbi.nlm.nih.gov/articles/PMC10022904/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2607196/	human and source-dependent gp130-family systems	direct complex assembly but incomplete submitted receptor notation	CLCF1 uses CNTFRalpha and a gp130/IL6ST-LIFR signaling complex; structural work supports the relationship but not the submitted CNTFR_LIFR-only notation.	IL6ST/gp130 is an obligatory receptor-chain component omitted from the submitted composite.	Real relationship, but receptor complex/chain notation requires manual normalization. Candidate citation audit verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-CELLCHAT-REMAINING-0368	cntf cntfr_lifr	Cntf CNTFR_LIFR	https://pmc.ncbi.nlm.nih.gov/articles/PMC10022904/;https://pmc.ncbi.nlm.nih.gov/articles/PMC2607196/	human and source-dependent gp130-family systems	direct complex assembly but incomplete submitted receptor notation	CNTF signaling requires CNTFRalpha, gp130/IL6ST, and LIFR; structural work directly supports the full complex.	The submitted CNTFR_LIFR notation omits the required IL6ST/gp130 chain.	Real relationship, but receptor complex/chain notation requires manual normalization. Candidate citation audit verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-CELLCHAT-REMAINING-0370	cntn2 cntn2_cntnap2	Cntn2 CNTN2_CNTNAP2	https://pmc.ncbi.nlm.nih.gov/articles/PMC5104938/	human recombinant ectodomains	direct binding with cis/trans complex ambiguity	CNTNAP2 and CNTN2 ectodomains bound directly with nanomolar affinity in solid-phase and SPR assays.	The submitted receptor composite includes CNTN2 itself and does not specify whether the intended interaction is cis complex formation or trans bridging.	Pair is real, but composite receptor notation and topology need manual resolution. Candidate citation audit verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-EXT-0219	col4a4 itga9_itgb1	Col4a4 ITGA9_ITGB1	https://pubmed.ncbi.nlm.nih.gov/?term=Col4a4%20ITGA9_ITGB1; https://europepmc.org/search?query=Col4a4%20ITGA9_ITGB1; PMID:35806283 https://pubmed.ncbi.nlm.nih.gov/35806283/	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	Expanded searches for COL4A4/collagen IV alpha4 with the submitted integrin or syndecan receptor found ECM-family and adhesion leads but no unambiguous exact-pair assay.	Composite integrin subunits, collagen-chain specificity, processed collagen fragments, and species/construct dependence remain unresolved; related COL4A4 evidence was not promoted.	aliases=Col4a4 ITGA9_ITGB1; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-EXT-0220	col4a4 itgav_itgb8	Col4a4 ITGAV_ITGB8	https://pubmed.ncbi.nlm.nih.gov/?term=Col4a4%20ITGAV_ITGB8; https://europepmc.org/search?query=Col4a4%20ITGAV_ITGB8; PMID:35806283 https://pubmed.ncbi.nlm.nih.gov/35806283/	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	Expanded searches for COL4A4/collagen IV alpha4 with the submitted integrin or syndecan receptor found ECM-family and adhesion leads but no unambiguous exact-pair assay.	Composite integrin subunits, collagen-chain specificity, processed collagen fragments, and species/construct dependence remain unresolved; related COL4A4 evidence was not promoted.	aliases=Col4a4 ITGAV_ITGB8; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-EXT-0221	col4a4 sdc1	Col4a4 Sdc1	https://pubmed.ncbi.nlm.nih.gov/?term=Col4a4%20Sdc1; https://europepmc.org/search?query=Col4a4%20Sdc1; PMID:35806283 https://pubmed.ncbi.nlm.nih.gov/35806283/	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	Expanded searches for COL4A4/collagen IV alpha4 with the submitted integrin or syndecan receptor found ECM-family and adhesion leads but no unambiguous exact-pair assay.	Composite integrin subunits, collagen-chain specificity, processed collagen fragments, and species/construct dependence remain unresolved; related COL4A4 evidence was not promoted.	aliases=Col4a4 Sdc1; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-CELLCHAT-REMAINING-0377	col4a5 adgrg6	Col4a5 Adgrg6	https://pubmed.ncbi.nlm.nih.gov/?term=Col4a5%20Adgrg6; https://europepmc.org/search?query=Col4a5%20Adgrg6; PMID:32219165 https://pubmed.ncbi.nlm.nih.gov/32219165/	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	Type IV collagen is reported as an activating ligand of ADGRG6/GPR126, but the cited primary evidence does not resolve COL4A5 or COL4A6 as the exact submitted alpha chain.	Type-IV-collagen family evidence and ADGRG6 activation were found; exact alpha-chain identity, mature collagen context, and species-specific construct require manual review.	aliases=Col4a5 Adgrg6; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-CELLCHAT-REMAINING-0378	col4a6 adgrg6	Col4a6 Adgrg6	https://pubmed.ncbi.nlm.nih.gov/?term=Col4a6%20Adgrg6; https://europepmc.org/search?query=Col4a6%20Adgrg6; PMID:32219165 https://pubmed.ncbi.nlm.nih.gov/32219165/	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	Type IV collagen is reported as an activating ligand of ADGRG6/GPR126, but the cited primary evidence does not resolve COL4A5 or COL4A6 as the exact submitted alpha chain.	Type-IV-collagen family evidence and ADGRG6 activation were found; exact alpha-chain identity, mature collagen context, and species-specific construct require manual review.	aliases=Col4a6 Adgrg6; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-LIANA-REMAINING-0053	cx3cl1 cx3cr1	Cx3cl1 Cx3cr1	https://pubmed.ncbi.nlm.nih.gov/?term=Cx3cl1%20Cx3cr1; https://europepmc.org/search?query=Cx3cl1%20Cx3cr1; PMID:42575419 https://pubmed.ncbi.nlm.nih.gov/42575419/; PMID:42570240 https://pubmed.ncbi.nlm.nih.gov/42570240/; PMID:42556863 https://pubmed.ncbi.nlm.nih.gov/42556863/	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	CX3CL1/fractalkine–CX3CR1 is a canonical membrane/soluble chemokine axis and recent exact-pair records were found, but those records require source-level assay and species verification.	Membrane versus cleaved soluble CX3CL1, species, and exact assay modality were not inferred from the canonical relationship or unverified recent citations.	aliases=Cx3cl1 Cx3cr1; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-CELLCHAT-REMAINING-0389	cxcl1 ackr1	Cxcl1 Ackr1	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl1%20Ackr1; https://europepmc.org/search?query=Cxcl1%20Ackr1	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	ACKR1/DARC is an atypical chemokine receptor that binds a broad CXC chemokine set; exact ligand-specific binding and scavenging evidence is plausible but was not consistently resolved in a pair-specific primary assay.	ACKR1 binding/scavenging is atypical and promiscuous; exact ligand, processing state, erythrocyte/endothelial context, and species require manual verification.	aliases=Cxcl1 Ackr1; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-CELLCHAT-REMAINING-0390	cxcl10 ackr1	Cxcl10 Ackr1	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl10%20Ackr1; https://europepmc.org/search?query=Cxcl10%20Ackr1	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	ACKR1/DARC is an atypical chemokine receptor that binds a broad CXC chemokine set; exact ligand-specific binding and scavenging evidence is plausible but was not consistently resolved in a pair-specific primary assay.	ACKR1 binding/scavenging is atypical and promiscuous; exact ligand, processing state, erythrocyte/endothelial context, and species require manual verification.	aliases=Cxcl10 Ackr1; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-CELLCHAT-REMAINING-0391	cxcl11 ackr1	Cxcl11 Ackr1	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl11%20Ackr1; https://europepmc.org/search?query=Cxcl11%20Ackr1	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	ACKR1/DARC is an atypical chemokine receptor that binds a broad CXC chemokine set; exact ligand-specific binding and scavenging evidence is plausible but was not consistently resolved in a pair-specific primary assay.	ACKR1 binding/scavenging is atypical and promiscuous; exact ligand, processing state, erythrocyte/endothelial context, and species require manual verification.	aliases=Cxcl11 Ackr1; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-CELLCHAT-REMAINING-0394	cxcl13 ackr1	Cxcl13 Ackr1	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl13%20Ackr1; https://europepmc.org/search?query=Cxcl13%20Ackr1	mouse; human; exact construct/species dependent	exact-pair search with unresolved assay, isoform, or complex context	ACKR1/DARC is an atypical chemokine receptor that binds a broad CXC chemokine set; exact ligand-specific binding and scavenging evidence is plausible but was not consistently resolved in a pair-specific primary assay.	ACKR1 binding/scavenging is atypical and promiscuous; exact ligand, processing state, erythrocyte/endothelial context, and species require manual verification.	aliases=Cxcl13 Ackr1; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
M20A-LIANA-REMAINING-0062	cxcl16 cxcr6	Cxcl16 Cxcr6	https://pubmed.ncbi.nlm.nih.gov/?term=Cxcl16%20Cxcr6; https://europepmc.org/search?query=Cxcl16%20Cxcr6	mouse; human; exact construct/species dependent	direct chemokine-receptor relationship with source verification pending	Targeted exact-pair searches support CXCL16/CXCR6 as the cognate chemokine axis with receptor-dependent chemotaxis and adhesion biology.	Membrane-bound versus soluble CXCL16 and species/assay details require manual source confirmation; family-only hits were not treated as exact evidence.	aliases=Cxcl16 Cxcr6; processed_forms=mature/cleaved/fragment/precursor forms searched; complexes=heterodimer/holoreceptor/co-receptor terms searched; structures=binding/activation/adhesion/reconstitution terms searched; PubMed=queried; EuropePMC=queried; targeted_web=queried Expanded CellChat search verdict=needs_manual_review.	Evidence remains unresolved after CellChat search or citation audit; curator review is required before ledger classification.
