pair_key	pair_label_canonical	final_verdict	source_locators	species_support	support_kind	evidence_summary	limitations	audit_notes
pcdhga2 pcdhga2	Pcdhga2 Pcdhga2	retain_low	https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse cPcdh ectodomains; human orthology only	family-level homophilic adhesion; exact isoform not directly tested	The cited cPcdh studies show strict homophilic trans binding for selected Pcdh-alpha isoforms, but not Pcdhga2 specifically.	Family-level inference cannot confirm the exact submitted isoform; alpha constructs may require carrier/co-expression for cell-surface delivery.	35253643 tested alpha4/alpha7/alpha12; PMC4183217 tested selected alpha constructs, not alpha2.
pcdhga3 pcdhga3	Pcdhga3 Pcdhga3	retain_low	https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse cPcdh ectodomains; human orthology only	family-level homophilic adhesion; exact isoform not directly tested	The cited cPcdh studies show strict homophilic trans binding for selected Pcdh-alpha isoforms, but not Pcdhga3 specifically.	Family-level inference cannot confirm the exact submitted isoform; alpha constructs may require carrier/co-expression for cell-surface delivery.	35253643 tested alpha4/alpha7/alpha12; PMC4183217 tested selected alpha constructs, not alpha3.
pcdhga4 pcdhga4	Pcdhga4 Pcdhga4	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthology not directly assayed	exact homophilic binding and adhesion	SPR directly included mouse Pcdh-alpha4 and showed strict homophilic trans binding; cell aggregation studies also use alpha4 constructs with a carrier for surface delivery.	Alpha4 surface display can depend on carrier/co-expression; evidence is mouse construct-level adhesion, not soluble signaling.	Exact alpha4 is listed in 35253643 and tested in PMC4183217; adhesion is EC1-4 trans binding.
pcdhga5 pcdhga5	Pcdhga5 Pcdhga5	retain_low	https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse cPcdh ectodomains; human orthology only	family-level homophilic adhesion; exact isoform not directly tested	The cited cPcdh studies show strict homophilic trans binding for selected Pcdh-alpha isoforms, but not Pcdhga5 specifically.	Family-level inference cannot confirm the exact submitted isoform; alpha constructs may require carrier/co-expression for cell-surface delivery.	35253643 tested alpha4/alpha7/alpha12; PMC4183217 tested selected alpha constructs, not alpha5.
pcdhga6 pcdhga6	Pcdhga6 Pcdhga6	retain_low	https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse cPcdh ectodomains; human orthology only	family-level homophilic adhesion; exact isoform not directly tested	The cited cPcdh studies show strict homophilic trans binding for selected Pcdh-alpha isoforms, but not Pcdhga6 specifically.	Family-level inference cannot confirm the exact submitted isoform; alpha constructs may require carrier/co-expression for cell-surface delivery.	35253643 tested alpha4/alpha7/alpha12; PMC4183217 tested selected alpha constructs, not alpha6.
pcdhga7 pcdhga7	Pcdhga7 Pcdhga7	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthology not directly assayed	exact homophilic binding and adhesion	SPR directly included mouse Pcdh-alpha7 and showed strict homophilic trans binding; alpha7 homophilic cell aggregation was also observed when surface delivery was supported.	Alpha7 surface display can depend on carrier/co-expression; no soluble signaling or human/mouse cross-species binding was shown.	Exact alpha7 is listed in 35253643 and PMC4183217; direct evidence is trans adhesion.
pcdhga8 pcdhga8	Pcdhga8 Pcdhga8	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse; human orthology not directly assayed	exact homophilic binding and adhesion	PMC4183217 directly tested same-isoform alpha8 cell aggregation; the cPcdh biophysical literature supports strict homophilic trans recognition.	Cell-surface delivery of alternate alpha isoforms can require a carrier; evidence is mouse construct-level adhesion, not signaling.	Alpha8 same-versus-different isoform aggregation is reported in PMC4183217; 35253643 provides family-wide SPR context.
pcdhga9 pcdhga9	Pcdhga9 Pcdhga9	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	exact homophilic binding and adhesion	SPR directly included mouse Pcdh-gammaA9 and showed strict homophilic EC1-4 trans binding.	Ectodomain construct evidence is mouse and does not establish soluble signaling or human/mouse cross-species interaction.	Exact gammaA9 surface/analyte is listed in 35253643; binding is homophilic trans adhesion.
pcdhgb1 pcdhgb1	Pcdhgb1 Pcdhgb1	retain_low	https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse cPcdh ectodomains; human orthology only	family-level homophilic adhesion; exact isoform not directly tested	The cited cPcdh studies show strict homophilic trans binding for selected gammaB isoforms, but not Pcdhgb1 specifically.	Family-level inference cannot confirm the exact submitted isoform or human cross-species binding; no soluble signaling evidence.	35253643 tested gammaB2/gammaB4/gammaB5; PMC4183217 tested gammaB6, not gammaB1.
pcdhgb2 pcdhgb2	Pcdhgb2 Pcdhgb2	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	exact homophilic binding and adhesion	SPR directly included mouse Pcdh-gammaB2 and showed strict homophilic EC1-4 trans binding.	Ectodomain construct evidence is mouse and does not establish soluble signaling or human/mouse cross-species interaction.	Exact gammaB2 surface/analyte is listed in 35253643; binding is homophilic trans adhesion.
pcdhgb4 pcdhgb4	Pcdhgb4 Pcdhgb4	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	exact homophilic binding and adhesion	SPR directly included mouse Pcdh-gammaB4 and showed strict homophilic EC1-4 trans binding.	Ectodomain construct evidence is mouse and does not establish soluble signaling or human/mouse cross-species interaction.	Exact gammaB4 surface/analyte is listed in 35253643; binding is homophilic trans adhesion.
pcdhgb5 pcdhgb5	Pcdhgb5 Pcdhgb5	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	exact homophilic binding and adhesion	SPR directly included mouse Pcdh-gammaB5 and showed strict homophilic EC1-4 trans binding.	Ectodomain construct evidence is mouse and does not establish soluble signaling or human/mouse cross-species interaction.	Exact gammaB5 surface/analyte is listed in 35253643; binding is homophilic trans adhesion.
pcdhgb6 pcdhgb6	Pcdhgb6 Pcdhgb6	approve_candidate	https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/;https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	exact homophilic adhesion; cell aggregation	PMC4183217 directly tested gammaB6 in cell aggregation and found homophilic interactions; the cited cPcdh biophysical work independently supports strict homophilic trans recognition.	GammaB6 surface presentation uses carrier/co-expression context; evidence is mouse cell adhesion, not soluble signaling or human/mouse cross-species binding.	Exact gammaB6 is directly represented in PMC4183217; cell aggregation is an exact adhesion assay even though 35253643 did not include gammaB6 in its SPR panel.
pcdhgb7 pcdhgb7	Pcdhgb7 Pcdhgb7	retain_low	https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse cPcdh ectodomains; human orthology only	family-level homophilic adhesion; exact isoform not directly tested	The cited cPcdh studies show strict homophilic trans binding for selected gammaB isoforms, but not Pcdhgb7 specifically.	Family-level inference cannot confirm the exact submitted isoform or human cross-species binding; no soluble signaling evidence.	35253643 tested gammaB2/gammaB4/gammaB5; PMC4183217 tested gammaB6, not gammaB7.
pcdhgb8 pcdhgb8	Pcdhgb8 Pcdhgb8	retain_low	https://pubmed.ncbi.nlm.nih.gov/35253643/;https://pmc.ncbi.nlm.nih.gov/articles/PMC4183217/	mouse cPcdh ectodomains; human orthology only	family-level homophilic adhesion; exact isoform not directly tested	The cited cPcdh studies show strict homophilic trans binding for selected gammaB isoforms, but not Pcdhgb8 specifically.	Family-level inference cannot confirm the exact submitted isoform or human cross-species binding; no soluble signaling evidence.	35253643 tested gammaB2/gammaB4/gammaB5; PMC4183217 tested gammaB6, not gammaB8.
pcdhgc3 pcdhgc3	Pcdhgc3 Pcdhgc3	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	exact homophilic binding and adhesion	SPR directly included mouse gammaC3 and showed strict homophilic EC1-4 trans binding.	Ectodomain construct evidence is mouse and does not establish soluble signaling or human/mouse cross-species interaction.	Exact gammaC3 surface/analyte is listed in 35253643; binding is homophilic trans adhesion.
pcdhgc4 pcdhgc4	Pcdhgc4 Pcdhgc4	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	exact homophilic binding and adhesion	SPR directly included mouse gammaC4 and showed homophilic trans binding; the paper also addresses its structure and surface-delivery context.	GammaC4 can require a carrier cPcdh for plasma-membrane delivery; evidence is mouse construct-level adhesion, not soluble signaling.	Exact gammaC4 is listed in 35253643; homophilic binding is distinct from cis assembly.
pcdhgc5 pcdhgc5	Pcdhgc5 Pcdhgc5	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/35253643/	mouse; human orthology not directly assayed	exact homophilic binding and adhesion	SPR directly included mouse gammaC5 and showed strict homophilic EC1-4 trans binding.	Ectodomain construct evidence is mouse and does not establish soluble signaling or human/mouse cross-species interaction.	Exact gammaC5 surface/analyte is listed in 35253643; binding is homophilic trans adhesion.
pdgfb pdgfra	Pdgfb Pdgfra	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/7679113/;https://pubmed.ncbi.nlm.nih.gov/11331881/	human purified ligand and recombinant receptor ectodomains	 direct ligand-receptor binding; receptor dimerization	Radiolabeled PDGF-BB bound purified PDGFR-alpha with high affinity in solid-phase assays; PDGF receptor ligand binding is direct and receptor-dimerizing.	Assay uses purified/recombinant human constructs and does not specify every native alpha-containing holoreceptor context.	Exact PDGF-BB to PDGFR-alpha binding is shown; do not infer PDGF-AA or family-level PDGF evidence for this row.
pdgfb pdgfrb	Pdgfb Pdgfrb	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/7679113/;https://pubmed.ncbi.nlm.nih.gov/11331881/	human purified ligand and recombinant receptor ectodomains	 direct ligand-receptor binding; receptor activation	Radiolabeled PDGF-BB bound purified PDGFR-beta with high affinity; the studies establish the beta-receptor interaction and ligand-induced dimerization/activation model.	Purified/recombinant assay context; native receptor stoichiometry and processing are not fully resolved in these citations.	Exact PDGF-BB to PDGFR-beta is directly supported, including beta-chain specificity.
pdgfd pdgfrb	Pdgfd Pdgfrb	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/11331881/	human/mammalian PDGF-D and PDGFR-beta systems; mouse developmental context	 direct binding; receptor-dependent agonism	Protease-activated PDGF-DD was characterized as a specific agonistic ligand for PDGFR-beta, establishing exact receptor-chain specificity.	PDGF-D must be proteolytically processed to the active ligand; receptor-complex stoichiometry and species-specific affinity are not fully interchangeable.	The cited paper explicitly distinguishes activated PDGF-DD from other PDGF family members and identifies PDGFR-beta as its specific receptor.
pecam1 cd177	Pecam1 Cd177	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/17580308/	human neutrophils and human PECAM1/CD177 constructs	 direct heterophilic binding; adhesion; receptor-dependent transmigration	Flow cytometry/immunoprecipitation and SPR demonstrated Ca2+-dependent CD177 binding to PECAM1; blocking antibodies reduced U937 adhesion and neutrophil transendothelial migration.	Human-only evidence; CD177 is GPI-linked and the relevant PECAM1 domain/ glycosylation context matters.	Direction is functionally CD177 ligand to PECAM1 counter-receptor, although the submitted pair is written PECAM1 first.
pecam1 pecam1	Pecam1 Pecam1	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/26702061/;https://pubmed.ncbi.nlm.nih.gov/10982404/	human PECAM1 structure/cells; mouse-human cross-species incompatibility noted	 direct homophilic binding and adhesion	Crystal structure and cell-based studies identify the PECAM1 IgD1-IgD2 trans-homodimer interface; homophilic binding concentrates PECAM1 at endothelial junctions.	Human and mouse PECAM1 do not necessarily bind across species; splice form, glycosylation, and surface density affect adhesion.	Exact PECAM1-PECAM1 is supported by structural and cellular homophilic evidence, not by the CD177 paper alone.
pgd2-ptgds ptgdr	PGD2-PTGDS Ptgdr	reject_pair	https://pubmed.ncbi.nlm.nih.gov/12466225/;https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human recombinant prostanoid receptor pharmacology	mature-ligand pharmacology does not validate submitted enzyme-receptor pair	The cited pharmacology concerns mature PGD2 binding/activating PTGDR/DP1, not PTGDS protein binding to PTGDR.	PTGDS is a PGD2 biosynthetic enzyme/source annotation; no direct PTGDS-PTGDR binding or receptor activation was shown.	Correct biological interaction is PGD2 to PTGDR; enzyme-to-receptor notation is an exact-pair mismatch.
pgd2-ptgds ptgdr2	PGD2-PTGDS Ptgdr2	reject_pair	https://pubmed.ncbi.nlm.nih.gov/12466225/;https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human recombinant CRTH2/DP2 receptor system	mature-ligand binding and activation do not validate submitted enzyme-receptor pair	Recombinant human CRTH2/DP2 showed direct PGD2 radioligand binding and Gi/o-linked cAMP response, but PTGDS itself was not the ligand.	PTGDS makes PGD2; no direct PTGDS-PTGDR2 binding or receptor activation was shown.	Correct biological interaction is PGD2 to PTGDR2/CRTH2; enzyme-to-receptor notation is an exact-pair mismatch.
pge2-ptges ptger1	PGE2-PTGES Ptger1	reject_pair	https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human EP1 recombinant-cell assay; mammalian PGE2 context	mature-ligand binding and receptor activation do not validate submitted enzyme-receptor pair	PGE2 caused EP1 agonist-dependent Ca2+ signaling in engineered cells; the cited evidence supports PGE2 to PTGER1, not PTGES to PTGER1.	PTGES is a biosynthetic enzyme/source annotation; no direct PTGES-PTGER1 binding was shown.	Correct biological interaction is PGE2 to PTGER1/EP1.
pge2-ptges ptger2	PGE2-PTGES Ptger2	reject_pair	https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human EP2 recombinant-cell pharmacology	mature-ligand pharmacology does not validate submitted enzyme-receptor pair	The EP2/EP3 study tested PGE2 agonist binding and G-protein activation; the source does not demonstrate PTGES protein binding to PTGER2.	PTGES is a biosynthetic enzyme/source annotation; no direct PTGES-PTGER2 binding was shown.	Correct biological interaction is PGE2 to PTGER2/EP2; EP2 couples to Gs in the cited assay.
pge2-ptges ptger3	PGE2-PTGES Ptger3	reject_pair	https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human EP3 recombinant-cell pharmacology	mature-ligand pharmacology does not validate submitted enzyme-receptor pair	The EP3 study tested PGE2 binding and signaling-domain function; the source does not demonstrate PTGES protein binding to PTGER3.	PTGES is a biosynthetic enzyme/source annotation; no direct PTGES-PTGER3 binding was shown.	Correct biological interaction is PGE2 to PTGER3/EP3.
pge2-ptges ptger4	PGE2-PTGES Ptger4	reject_pair	https://pubmed.ncbi.nlm.nih.gov/25505603/;https://pubmed.ncbi.nlm.nih.gov/14607240/	human/mammalian EP4 recombinant-cell pharmacology	mature-ligand receptor-dependent signaling does not validate submitted enzyme-receptor pair	PGE2-dependent EP4 cAMP signaling was demonstrated in engineered cells; the cited evidence does not show PTGES protein binding to PTGER4.	PTGES is a biosynthetic enzyme/source annotation; no direct PTGES-PTGER4 binding was shown.	Correct biological interaction is PGE2 to PTGER4/EP4.
pge2-ptges2 ptger1	PGE2-PTGES2 Ptger1	reject_pair	https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human EP1 recombinant-cell assay	mature-ligand binding and receptor activation do not validate submitted enzyme-receptor pair	PGE2 caused EP1 agonist-dependent Ca2+ signaling in engineered cells; no assay tested PTGES2 as a receptor ligand.	PTGES2 is a biosynthetic enzyme/source annotation; no direct PTGES2-PTGER1 binding was shown.	Correct biological interaction is PGE2 to PTGER1/EP1.
pge2-ptges2 ptger2	PGE2-PTGES2 Ptger2	reject_pair	https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human EP2 recombinant-cell pharmacology	mature-ligand pharmacology does not validate submitted enzyme-receptor pair	PGE2 agonist binding and Gs-coupling were studied for EP2; no assay tested PTGES2 as a receptor ligand.	PTGES2 is a biosynthetic enzyme/source annotation; no direct PTGES2-PTGER2 binding was shown.	Correct biological interaction is PGE2 to PTGER2/EP2.
pge2-ptges2 ptger3	PGE2-PTGES2 Ptger3	reject_pair	https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human EP3 recombinant-cell pharmacology	mature-ligand pharmacology does not validate submitted enzyme-receptor pair	PGE2 binding and EP3 signaling-domain function were tested; no assay tested PTGES2 as a receptor ligand.	PTGES2 is a biosynthetic enzyme/source annotation; no direct PTGES2-PTGER3 binding was shown.	Correct biological interaction is PGE2 to PTGER3/EP3.
pge2-ptges2 ptger4	PGE2-PTGES2 Ptger4	reject_pair	https://pubmed.ncbi.nlm.nih.gov/25505603/;https://pubmed.ncbi.nlm.nih.gov/14607240/	human/mammalian EP4 recombinant-cell pharmacology	mature-ligand receptor-dependent signaling does not validate submitted enzyme-receptor pair	PGE2-dependent EP4 cAMP signaling was demonstrated in engineered cells; no assay tested PTGES2 as a receptor ligand.	PTGES2 is a biosynthetic enzyme/source annotation; no direct PTGES2-PTGER4 binding was shown.	Correct biological interaction is PGE2 to PTGER4/EP4.
pge2-ptges3 ptger1	PGE2-PTGES3 Ptger1	reject_pair	https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human EP1 recombinant-cell assay	mature-ligand binding and receptor activation do not validate submitted enzyme-receptor pair	PGE2 caused EP1 agonist-dependent Ca2+ signaling in engineered cells; no assay tested PTGES3 as a receptor ligand.	PTGES3 is a biosynthetic enzyme/source annotation; no direct PTGES3-PTGER1 binding was shown.	Correct biological interaction is PGE2 to PTGER1/EP1.
pge2-ptges3 ptger2	PGE2-PTGES3 Ptger2	reject_pair	https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human EP2 recombinant-cell pharmacology	mature-ligand pharmacology does not validate submitted enzyme-receptor pair	PGE2 agonist binding and Gs-coupling were studied for EP2; no assay tested PTGES3 as a receptor ligand.	PTGES3 is a biosynthetic enzyme/source annotation; no direct PTGES3-PTGER2 binding was shown.	Correct biological interaction is PGE2 to PTGER2/EP2.
pge2-ptges3 ptger3	PGE2-PTGES3 Ptger3	reject_pair	https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human EP3 recombinant-cell pharmacology	mature-ligand pharmacology does not validate submitted enzyme-receptor pair	PGE2 binding and EP3 signaling-domain function were tested; no assay tested PTGES3 as a receptor ligand.	PTGES3 is a biosynthetic enzyme/source annotation; no direct PTGES3-PTGER3 binding was shown.	Correct biological interaction is PGE2 to PTGER3/EP3.
pge2-ptges3 ptger4	PGE2-PTGES3 Ptger4	reject_pair	https://pubmed.ncbi.nlm.nih.gov/25505603/;https://pubmed.ncbi.nlm.nih.gov/14607240/	human/mammalian EP4 recombinant-cell pharmacology	mature-ligand receptor-dependent signaling does not validate submitted enzyme-receptor pair	PGE2-dependent EP4 cAMP signaling was demonstrated in engineered cells; no assay tested PTGES3 as a receptor ligand.	PTGES3 is a biosynthetic enzyme/source annotation; no direct PTGES3-PTGER4 binding was shown.	Correct biological interaction is PGE2 to PTGER4/EP4.
pgf flt1	Pgf Flt1	approve_candidate	https://pubmed.ncbi.nlm.nih.gov/7929268/;https://pubmed.ncbi.nlm.nih.gov/12796773/	human PGF/FLT1 binding; mouse in vivo context	 direct ligand-receptor binding; receptor activation	Placental growth factor/PlGF binds Flt1/VEGFR1 with high affinity and activates Flt1; studies include binding and Flt1 phosphorylation/crosstalk.	PGF isoform and soluble versus membrane FLT1 context matter; PGF does not generally bind FLT1-family receptors interchangeably.	Exact PGF to FLT1 is directly supported; 12796773 shows PGF-induced Flt1 activation and mouse angiogenesis context.
pgf2a-cbr1 ptgfr	PGF2a-CBR1 Ptgfr	reject_pair	https://pubmed.ncbi.nlm.nih.gov/12466225/;https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human prostanoid receptor pharmacology	mature PGF2alpha pharmacology does not validate submitted enzyme-receptor pair	The cited prostanoid studies support prostanoid-receptor pharmacology, but not CBR1 protein binding to PTGFR/FP.	CBR1 is a biosynthetic/metabolic source annotation and is not the PGF2alpha ligand; no direct CBR1-PTGFR binding was shown.	Correct biological interaction is PGF2alpha to PTGFR/FP.
pgi2-ptgis ptgir	PGI2-PTGIS Ptgir	reject_pair	https://pubmed.ncbi.nlm.nih.gov/12466225/;https://pubmed.ncbi.nlm.nih.gov/14607240/;https://pubmed.ncbi.nlm.nih.gov/25505603/	human prostanoid receptor pharmacology	mature PGI2 pharmacology does not validate submitted enzyme-receptor pair	The cited prostanoid studies support mature prostanoid receptor pharmacology, but not PTGIS protein binding to PTGIR/IP.	PTGIS is the prostacyclin synthase/source annotation and is not the PGI2 ligand; no direct PTGIS-PTGIR binding was shown.	Correct biological interaction is PGI2 to PTGIR/IP.
