species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
human	RELB	relb	RELB	17	17	2359	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	13087	true	22B		true	1304	new_candidate	
human	CTCF	ctcf	CTCF	656	180	238	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1300	new_candidate	
mouse	Nr1h4	nr1h4	Nr1h4	19	19	245	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	12802	true	22B		true	1299	new_candidate	
human	SP3	sp3	SP3	198	197	252	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1299	new_candidate	
human	CREB1	creb1	CREB1	181	177	1449	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1295	new_candidate	
mouse	Sp3	sp3	Sp3	182	181	267	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1295	new_candidate	
mouse	Ar	ar	Ar	178	173	763	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1294	new_candidate	
mouse	Ctcf	ctcf	Ctcf	551	137	232	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1294	new_candidate	
mouse	Nfe2l2	nfe2l2	Nfe2l2	75	74	3783	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B	20B	true	1293	new_candidate	module overlap is a routing flag, not cross-module evidence
mouse	Srebf1	srebf1	Srebf1	64	62	419	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B	23B	true	1291	new_candidate	module overlap is a routing flag, not cross-module evidence
human	SREBF1	srebf1	SREBF1	56	54	405	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B	23B	true	1289	new_candidate	module overlap is a routing flag, not cross-module evidence
mouse	Stat5a	stat5a	Stat5a	52	50	448	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B	20B	true	1288	new_candidate	module overlap is a routing flag, not cross-module evidence
human	STAT5A	stat5a	STAT5A	37	35	434	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B	20B	true	1284	new_candidate	module overlap is a routing flag, not cross-module evidence
human	NFE2L2	nfe2l2	NFE2L2	34	33	3762	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B	20B	true	1283	new_candidate	module overlap is a routing flag, not cross-module evidence
human	PPARG	pparg	PPARG	129	126	1218	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1282	new_candidate	
mouse	Creb1	creb1	Creb1	110	107	1386	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1277	new_candidate	
mouse	Foxo1	foxo1	Foxo1	102	98	483	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1275	new_candidate	
human	SMAD4	smad4	SMAD4	63	61	209	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	13250	true	22B		true	1274	new_candidate	
mouse	Ppara	ppara	Ppara	87	86	658	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1271	new_candidate	
human	PPARA	ppara	PPARA	76	75	644	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1269	new_candidate	
human	ATF4	atf4	ATF4	75	66	276	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1268	new_candidate	
human	FOXO1	foxo1	FOXO1	73	68	488	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1268	new_candidate	
human	EPAS1	epas1	EPAS1	60	38	316	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1265	new_candidate	
human	FOXO3	foxo3	FOXO3	57	55	547	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1264	new_candidate	
human	SRF	srf	SRF	57	46	281	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1264	new_candidate	
mouse	Srf	srf	Srf	49	39	284	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1262	new_candidate	
mouse	Foxo3	foxo3	Foxo3	47	45	551	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1261	new_candidate	
human	HSF1	hsf1	HSF1	45	41	338	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1261	new_candidate	
human	NR5A1	nr5a1	NR5A1	44	44	314	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1261	new_candidate	
mouse	Nr5a1	nr5a1	Nr5a1	44	44	323	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1261	new_candidate	
human	SREBF2	srebf2	SREBF2	44	40	276	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1261	new_candidate	
human	WT1	wt1	WT1	96	96	237	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1261	new_candidate	
mouse	Irf3	irf3	Irf3	36	34	519	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1259	new_candidate	
mouse	Snai1	snai1	Snai1	36	36	593	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1259	new_candidate	
human	AHR	ahr	AHR	35	32	1212	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1258	new_candidate	
mouse	Srebf2	srebf2	Srebf2	33	29	265	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1258	new_candidate	
human	NR1I2	nr1i2	NR1I2	29	29	593	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1257	new_candidate	
mouse	Zeb1	zeb1	Zeb1	29	24	252	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1257	new_candidate	
human	IRF3	irf3	IRF3	25	22	507	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1256	new_candidate	
mouse	Nr1h3	nr1h3	Nr1h3	23	23	462	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1255	new_candidate	
mouse	Nr1i2	nr1i2	Nr1i2	16	16	599	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1254	new_candidate	
human	POU1F1	pou1f1	POU1F1	18	18	298	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1254	new_candidate	
human	SNAI1	snai1	SNAI1	16	16	580	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1254	new_candidate	
human	SNAI2	snai2	SNAI2	19	19	252	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1254	new_candidate	
human	NR1H3	nr1h3	NR1H3	12	12	452	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1253	new_candidate	
mouse	Pdx1	pdx1	Pdx1	13	13	265	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1253	new_candidate	
mouse	Snai2	snai2	Snai2	15	15	251	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1253	new_candidate	
mouse	Hsf1	hsf1	Hsf1	10	8	321	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1252	new_candidate	
human	STAT6	stat6	STAT6	52	52	189	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	13290	true	22B		true	1252	new_candidate	
human	PDX1	pdx1	PDX1	6	6	278	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1251	new_candidate	
human	YY1	yy1	YY1	186	178	205	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1251	new_candidate	
human	ZEB1	zeb1	ZEB1	30	23	244	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1251	new_candidate	
mouse	Atf4	atf4	Atf4	44	35	238	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1249	new_candidate	
human	HNF1A	hnf1a	HNF1A	54	54	234	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1247	new_candidate	
human	FOXM1	foxm1	FOXM1	55	48	233	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1246	new_candidate	
mouse	Tbx21	tbx21	Tbx21	20	17	236	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1241	new_candidate	
mouse	Runx2	runx2	Runx2	77	77	221	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1240	new_candidate	
human	TBX21	tbx21	TBX21	23	20	233	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1238	new_candidate	
mouse	Epas1	epas1	Epas1	60	40	222	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1237	new_candidate	
human	USF1	usf1	USF1	138	137	200	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1234	new_candidate	
human	TWIST1	twist1	TWIST1	55	53	210	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1223	new_candidate	
mouse	Twist1	twist1	Twist1	46	44	210	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1221	new_candidate	
mouse	Usf1	usf1	Usf1	86	85	198	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1219	new_candidate	
human	STAT4	stat4	STAT4	21	20	136	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	13286	true	22B	20B	true	1216	new_candidate	module overlap is a routing flag, not cross-module evidence
human	REL	rel	REL	42	42	197	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1207	new_candidate	
human	GATA1	gata1	GATA1	85	84	183	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1204	new_candidate	
human	DDIT3	ddit3	DDIT3	28	28	186	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1193	new_candidate	
mouse	Yy1	yy1	Yy1	106	100	163	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1189	new_candidate	
human	RARA	rara	RARA	77	67	168	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1187	new_candidate	
mouse	Irf7	irf7	Irf7	23	23	177	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1182	new_candidate	
human	IRF7	irf7	IRF7	18	18	172	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1176	new_candidate	
mouse	Nfatc2	nfatc2	Nfatc2	33	33	168	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1176	new_candidate	
mouse	Pou1f1	pou1f1	Pou1f1	11	11	171	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1173	new_candidate	
human	ATF6	atf6	ATF6	25	25	166	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1172	new_candidate	
mouse	Bach1	bach1	Bach1	34	11	161	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1169	new_candidate	
mouse	Ddit3	ddit3	Ddit3	8	8	167	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1169	new_candidate	
human	BACH1	bach1	BACH1	32	9	159	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1167	new_candidate	
mouse	Rara	rara	Rara	55	47	154	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1167	new_candidate	
human	E2F4	e2f4	E2F4	540	268	104	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1166	new_candidate	
human	GLI1	gli1	GLI1	28	28	109	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	12023	true	22B		true	1166	new_candidate	
human	GATA2	gata2	GATA2	482	71	102	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1164	new_candidate	
human	MYB	myb	MYB	70	69	146	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1163	new_candidate	
mouse	Stat3	stat3	Stat3	91	91	91	TRRUST	normalized_exact	mapped_unique	13282	true	22B		true	1163	new_candidate	
human	NFATC2	nfatc2	NFATC2	17	17	158	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1162	new_candidate	
mouse	Gata2	gata2	Gata2	423	63	98	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1160	new_candidate	
human	FOXA1	foxa1	FOXA1	529	91	97	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1159	new_candidate	
mouse	Gli1	gli1	Gli1	14	14	106	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	12023	true	22B		true	1159	new_candidate	
human	SOX2	sox2	SOX2	294	45	97	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1159	new_candidate	
mouse	E2f4	e2f4	E2f4	488	243	96	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1158	new_candidate	
mouse	Foxa1	foxa1	Foxa1	473	89	94	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1156	new_candidate	
mouse	Pou5f1	pou5f1	Pou5f1	42	42	142	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1152	new_candidate	
mouse	Lef1	lef1	Lef1	55	54	137	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1150	new_candidate	
human	RUNX2	runx2	RUNX2	28	27	142	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1149	new_candidate	
human	LEF1	lef1	LEF1	55	54	134	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1147	new_candidate	
mouse	Atf6	atf6	Atf6	12	12	139	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1142	new_candidate	
human	TP73	tp73	TP73	24	22	135	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1141	new_candidate	
human	ZEB2	zeb2	ZEB2	9	9	134	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1136	new_candidate	
mouse	Ctnnb1	ctnnb1	Ctnnb1	68	68	68	TRRUST	normalized_exact	mapped_unique	11506	true	22B		true	1135	new_candidate	
human	POU5F1	pou5f1	POU5F1	31	31	128	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1135	new_candidate	
mouse	Esr2	esr2	Esr2	39	38	75	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	11808	true	22B		true	1134	new_candidate	
mouse	Zeb2	zeb2	Zeb2	6	6	133	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1134	new_candidate	
human	NR3C1	nr3c1	NR3C1	53	50	67	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	12805	true	22B		true	1130	new_candidate	
human	CDX2	cdx2	CDX2	54	52	116	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1129	new_candidate	
human	ESR2	esr2	ESR2	42	41	69	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	11808	true	22B		true	1129	new_candidate	
mouse	Gata1	gata1	Gata1	36	35	119	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1128	new_candidate	
human	POU2F1	pou2f1	POU2F1	80	78	108	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1128	new_candidate	
human	JUND	jund	JUND	59	57	60	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	12548	true	22B		true	1124	new_candidate	
mouse	Nr3c1	nr3c1	Nr3c1	34	31	66	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	12805	true	22B		true	1124	new_candidate	
mouse	Clock	clock	Clock	26	26	117	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1123	new_candidate	
human	TCF7L2	tcf7l2	TCF7L2	34	34	115	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1123	new_candidate	
human	BMAL1	bmal1	BMAL1	10	10	118	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1120	new_candidate	
mouse	Bmal1	bmal1	Bmal1	10	10	118	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1120	new_candidate	
human	CLOCK	clock	CLOCK	26	26	114	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1120	new_candidate	
mouse	Sox9	sox9	Sox9	47	47	108	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1119	new_candidate	
human	PGR	pgr	PGR	41	39	107	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1117	new_candidate	
human	RXRA	rxra	RXRA	38	36	104	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1113	new_candidate	
mouse	Rxra	rxra	Rxra	34	32	105	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1113	new_candidate	
human	KMT2A	kmt2a	KMT2A	12	8	108	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1111	new_candidate	
mouse	Kmt2a	kmt2a	Kmt2a	12	8	108	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1111	new_candidate	
mouse	Pax8	pax8	Pax8	16	15	107	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1111	new_candidate	
mouse	Stat5b	stat5b	Stat5b	25	20	105	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1111	new_candidate	
human	MYCN	mycn	MYCN	70	69	93	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1110	new_candidate	
mouse	Tfap2c	tfap2c	Tfap2c	455	37	48	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1110	new_candidate	
human	HES1	hes1	HES1	12	12	56	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	12188	false	22B		true	1109	new_candidate	
human	PAX8	pax8	PAX8	19	18	105	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1109	new_candidate	
human	STAT5B	stat5b	STAT5B	29	24	102	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1109	new_candidate	
human	TFAP2C	tfap2c	TFAP2C	495	28	47	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1109	new_candidate	
mouse	Ets2	ets2	Ets2	58	57	94	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1108	new_candidate	
mouse	Hes1	hes1	Hes1	11	11	56	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	12188	false	22B		true	1108	new_candidate	
mouse	Jund	jund	Jund	35	33	49	OmniPath_DoRothEA;TRRUST	normalized_exact	mapped_unique	12548	true	22B		true	1107	new_candidate	
human	SOX9	sox9	SOX9	42	42	97	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1107	new_candidate	
human	USF2	usf2	USF2	97	93	83	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1107	new_candidate	
mouse	Cdx2	cdx2	Cdx2	33	31	98	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1106	new_candidate	
mouse	Mafa	mafa	Mafa	12	12	103	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1106	new_candidate	
human	PAX5	pax5	PAX5	33	33	97	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1105	new_candidate	
mouse	Pgr	pgr	Pgr	40	38	95	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1105	new_candidate	
mouse	Pax5	pax5	Pax5	24	24	98	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1104	new_candidate	
mouse	Sox10	sox10	Sox10	30	29	96	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1103	new_candidate	
mouse	Tal1	tal1	Tal1	317	47	41	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1103	new_candidate	
mouse	Foxa2	foxa2	Foxa2	54	51	89	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1102	new_candidate	
human	HDAC1	hdac1	HDAC1	82	82	82	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1102	new_candidate	
human	ARNT	arnt	ARNT	30	29	94	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1101	new_candidate	
