species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
human	FOS	AOAH	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009622:3cb78cf49acd	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ARHGAP18	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009623:d6ead09c1c21	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ARHGAP24	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009624:5a1d33d54275	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ARHGAP26	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009625:0a67327d1f94	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ARHGAP42	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009626:02beff29a31e	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ARHGEF3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009627:e4fdcc844b2f	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ARID1B	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009628:28458abe2910	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ARID5B	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009629:3f3fb49bfd68	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ARNT	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003950:b521a6f9e670	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ASAP1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009630:a3be0dcde6db	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ATP6AP1L	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009631:1450796c3067	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ATP8B1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009632:f5fbc24a932f	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ATP8B4	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009633:5eac2107d003	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	ATXN1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009634:d4c9aa7384eb	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	B4GALT5	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009635:af9dddc53b50	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	BACH2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005756:12e24459e9c8	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	BATF3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004173:498decdd53ec;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002069	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target;unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	BBX	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009636:73e375c032a6	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	BCAR3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009637:e4887095a233	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	BCL2L1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004174:411c2c0ed319;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002070	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target;unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	BCL2L11	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005718:e82d76715e70	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	BHLHE40	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005578:8e6d3c528090	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	BMPR1B	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009638:5e3c87ffd95b	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CACNA1A	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009639:852a822be7c4	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CAMK2D	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005796:f597f9a62ffb	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CAPN2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009640:2a55bd78db87	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CASP9	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002071	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CAST	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009641:72e33584ecb5	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CBLB	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:006012:6165b18f98f6	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CCDC91	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009642:76587448d6be	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CCK	TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002072;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002073	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target;unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CCL2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001233:ab1c1e8b52e5	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CCL5	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002562:11f9b026943f	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CCND1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000759:b150eaff649d;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002074	hold_direction_conflict	22B	conflicting_database_direction_unverified	database_assertion;direction_conflict	activating_target;repressing_target			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			Conflicting source polarity; no adjudicating exact-pair primary evidence.	Hold: source records contain activating and repressing assertions without resolving exact-pair primary evidence. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CCNY	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009643:8bd21f9382bf	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
human	FOS	CD40LG	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003408:c7abc4fe0f9e;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002075	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target;unknown			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap			No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.
