species	tf_symbol	target_symbol	external_record_keys	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	shared_paper_status	cross_module_status	cell_type_context	stimulus_context	limitations	notes
human	RELA	CCL20	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000931:bf18f1e8b8df	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	15236187	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-000930; shared_existing_module_pmids=15236187; edge_ids=28; exact_evidence_scope=28 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	RELA	CCL3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002857:38d9ef3fc34f	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	22677557	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-002856; shared_existing_module_pmids=22677557; edge_ids=43; exact_evidence_scope=43 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	RELA	CXCL10	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002620:11200c2d1582	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	22677557	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-002619; shared_existing_module_pmids=22677557; edge_ids=42; exact_evidence_scope=42 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	RELA	IL6	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000301:9c58a411b7ce	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	22262690	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-000300; shared_existing_module_pmids=22262690; edge_ids=59; exact_evidence_scope=59 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	SMAD3	SERPINE1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000068:a18c4784dad4	hold_exact_pair	22B;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	10092624;11262418	\N	needs_corroboration;second_independent_paper_needed	22B_exact_pair_supported;retain_23B_scope_separately;second_independent_paper_needed	\N	\N	The 22B exact-pair scope is present, but reused shared-paper PMIDs are not independent corroboration; retain 23B scope separately and obtain a second independent paper.	Boundary audit; curation_ids=PUBTF-CUR-000067; shared_existing_module_pmids=10092624;11262418; edge_ids=10; exact_evidence_scope=10 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	SMAD3	SMAD7	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000319:991e3b793e09	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	11262418	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-000318; shared_existing_module_pmids=11262418; edge_ids=12; exact_evidence_scope=12 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	SMAD3	TGFB1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000411:776c26e3b803	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	unknown	11262418	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-000410; shared_existing_module_pmids=11262418; edge_ids=10; exact_evidence_scope=10 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	SREBF1	ACLY	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000473:bc8b0d339d6b	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	35227773	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-000472; shared_existing_module_pmids=35227773; edge_ids=9; exact_evidence_scope=9 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	STAT1	IFNA1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000191:af5bc69f6ea6	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	7796811	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-000190; shared_existing_module_pmids=7796811; edge_ids=13; exact_evidence_scope=13 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	STAT1	IFNG	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000088:e4fdc9ae7e3c	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	7796811	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-000087; shared_existing_module_pmids=7796811; edge_ids=25; exact_evidence_scope=25 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	STAT3	IL6	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002550:8d8198f423b2	hold_exact_pair	22B;24B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	17194701;26316358	\N	needs_corroboration;second_independent_paper_needed	22B_program_or_context_scope_only;retain_24B_scope_separately;second_independent_paper_needed	\N	\N	Evidence is scoped to 24B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-002549; shared_existing_module_pmids=17194701;26316358; edge_ids=35; exact_evidence_scope=35 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	STAT3	SOCS3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000156:d041c2f1f81a	hold_exact_pair	20B;22B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	10799542;16718380	\N	needs_corroboration;second_independent_paper_needed	22B_exact_pair_supported;retain_20B_scope_separately;second_independent_paper_needed	\N	\N	The 22B exact-pair scope is present, but reused shared-paper PMIDs are not independent corroboration; retain 20B scope separately and obtain a second independent paper.	Boundary audit; curation_ids=PUBTF-CUR-000155; shared_existing_module_pmids=10799542;16718380; edge_ids=17; exact_evidence_scope=17 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	STAT4	IFNG	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000074:5eba6bcf4bae	hold_exact_pair	20B;22B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	11801649;14734615;17575072;26413419	\N	needs_corroboration;second_independent_paper_needed	22B_program_or_context_scope_only;retain_20B_scope_separately;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-000073; shared_existing_module_pmids=11801649;14734615;17575072;26413419; edge_ids=12; exact_evidence_scope=12 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	STAT5A	CSN2	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000152:d67557a258f9	hold_exact_pair	20B;22B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	18653779;8943229;9343435;9845531	\N	needs_corroboration;second_independent_paper_needed	22B_exact_pair_supported;retain_20B_scope_separately;second_independent_paper_needed	\N	\N	The 22B exact-pair scope is present, but reused shared-paper PMIDs are not independent corroboration; retain 20B scope separately and obtain a second independent paper.	Boundary audit; curation_ids=PUBTF-CUR-000151; shared_existing_module_pmids=18653779;8943229;9343435;9845531; edge_ids=7; exact_evidence_scope=7 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	STAT5A	IFNG	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001649:6253a9690fa1	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	7796811	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-001648; shared_existing_module_pmids=7796811; edge_ids=12; exact_evidence_scope=12 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	TFAP2A	L1CAM	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004782:4ffd04b35519;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:008370	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target;unknown	12077189	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-004781;PUBTF-CUR-037712; shared_existing_module_pmids=12077189; edge_ids=1; exact_evidence_scope=1 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
human	TP53	DDR1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002773:0cfcc4664d91	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	21398698	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-002772; shared_existing_module_pmids=21398698; edge_ids=80; exact_evidence_scope=80 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	\N	Ifng	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000093:9650a209fbcc	hold_exact_pair	20B;22B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	11801649;14734615;17575072;26413419	\N	needs_corroboration;second_independent_paper_needed	22B_program_or_context_scope_only;retain_20B_scope_separately;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-015359; shared_existing_module_pmids=11801649;14734615;17575072;26413419; edge_ids=12; exact_evidence_scope=12 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	A0A087WSP5	Ifng	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000106:d61cfbf7d205	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	7796811	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-015372; shared_existing_module_pmids=7796811; edge_ids=25; exact_evidence_scope=25 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Cebpa	Fasn	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:005079:bdff4e1423ca	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	12538620	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-020345; shared_existing_module_pmids=12538620; edge_ids=8; exact_evidence_scope=8 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Jun	Fos	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000922:1c86ddb726a4	database_only_unverified	22B_candidate;24B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	36634215	\N	needs_corroboration;second_independent_paper_needed	external_24B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 24B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-016188; shared_existing_module_pmids=36634215; edge_ids=49; exact_evidence_scope=49 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Jun	Ifng	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001212:a94b87f4a2e1;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002298	hold_exact_pair	20B;22B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	11801649;14734615	\N	needs_corroboration;second_independent_paper_needed	22B_program_or_context_scope_only;retain_20B_scope_separately;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-016478;PUBTF-CUR-041036; shared_existing_module_pmids=11801649;14734615; edge_ids=14;5; exact_evidence_scope=14 scope not found || 5 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Nfe2l2	Nqo1	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000622:c12157744de0	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	33610678	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-015888; shared_existing_module_pmids=33610678; edge_ids=20; exact_evidence_scope=20 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Nfkb1	Birc3	TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:003322	database_only_unverified	21B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	11517251	\N	needs_corroboration;second_independent_paper_needed	external_21B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 21B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-042060; shared_existing_module_pmids=11517251; edge_ids=33; exact_evidence_scope=33 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Nfkb1	Ccl3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:004294:09d29e92e13c	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	22677557	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-019560; shared_existing_module_pmids=22677557; edge_ids=43; exact_evidence_scope=43 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Nfkb1	Cxcl10	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002587:9ac5b0d24530	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	22677557	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-017853; shared_existing_module_pmids=22677557; edge_ids=42; exact_evidence_scope=42 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Nfkb1	Mmp9	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000631:2ed712f667c6	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	33021341	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-015897; shared_existing_module_pmids=33021341; edge_ids=56; exact_evidence_scope=56 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Rela	Ccl20	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:000929:f3ad05dd640d	database_only_unverified	20B;22B_candidate	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	15236187	\N	needs_corroboration;second_independent_paper_needed	external_20B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 20B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-016195; shared_existing_module_pmids=15236187; edge_ids=28; exact_evidence_scope=28 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
mouse	Rela	Ccl3	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:002820:2cacd3ec4078	database_only_unverified	22B_candidate;23B	needs_corroboration;existing_module_scope_reviewed;unverified_public_record	\N	activating_target	22677557	\N	needs_corroboration;second_independent_paper_needed	external_23B_scope_only;22B_exact_pair_not_supported;second_independent_paper_needed	\N	\N	Evidence is scoped to 23B (\N), not an exact public 22B TF→target claim; obtain a second independent exact-pair paper.	Boundary audit; curation_ids=PUBTF-CUR-018086; shared_existing_module_pmids=22677557; edge_ids=43; exact_evidence_scope=43 scope not found; source_status=unverified_public_record; reused PMIDs are not independent corroboration.
