curation_id	pair_key	module	species	tf_symbol	target_symbol	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	external_record_keys	source_registries	public_reference_pmids	public_effect_polarities	public_verification_statuses	tf_entity_ids	target_entity_ids	tf_frozen_match_status	target_frozen_match_status	tf_role_present	target_role_present	cell_type_context	stimulus_context	shared_paper_status	cross_module_status	limitations	notes	graph_materialization_status
PUBTF-AGENT-02135	mouse|Jun|Ifng	22B	mouse	Jun	Ifng	promote_to_22B	22B;20B	primary_reference_verified	complex_cooperative_promoter	activating_target	11801649	14734615	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|mouse|omnipath_dorothea:mouse:001212:a94b87f4a2e1;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002296;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002298;TRRUST|TRRUST_v2_snapshot_2026-08-25|mouse|trrust:mouse:002299	OmniPath_DoRothEA;TRRUST	10700460;11801649;11943142;12594853;12626576;12836278;12842891;1314139;14734615;15187132;15522880;15699140;16302211;16713974;17105733;17324400;17556653;18409047;18541274;18641343;18656454;19265145;20006311;20304822;22123848;22351517;22413812;24200694;26387951;29438524;30083167;33144667;34724561;7759501;8756632;8900159;8923461;9174598;9558063;9857002;8982782	activating_target;unknown	unverified_public_record		12444	absent_from_frozen_graph	mapped_unique	false	false	mouse T-cell clone; activated lymph node T cells	IL-12+IL-18 and/or TCR stimulation	reused_across_items;corroborated_for_pair	20B_functional_IFNG_AP1_layer_supported;not_receptor_proximal_edge	STAT4/AP-1 cofactor and stimulation dependent; downstream functional context, not receptor-proximal ligand-TF binding.	Exact mouse Jun-Ifng support: PMID 11801649 shows c-Jun/STAT4 interaction with IFNG promoter; independent corroboration PMID 14734615.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-03517	human|ETS1|NDRG1	22B	human	ETS1	NDRG1	promote_to_22B	22B	primary_reference_verified	perturbation_response	repressing_target	18381358	36718855	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004149:5c4dfa52b6ad;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:001879	OmniPath_DoRothEA;TRRUST	18381358;36718855	repressing_target	primary_reference_verified			absent_from_frozen_graph	absent_from_frozen_graph	false	false	human lung epithelial cells	high cell density and hypoxia-related gene induction	shared_paper_18381358_reused_across_ETS1_items;exact_support_reviewed		The study supports ETS1 involvement in selected CA9/NDRG1 responses and shows cooperation with HIF-1; it does not make ETS1 a universal hypoxia regulator.	Exact, context-dependent ETS1 evidence supports NDRG1 regulation in PMID 18381358, including promoter reporter and ETS1 perturbation evidence. Independent human OSCC study reports ETS1 positively regulates NDRG1 expression.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-03754	human|HIF1A|ALDOA	22B	human	HIF1A	ALDOA	promote_to_22B	22B	primary_reference_verified	direct_binding	activating_target	8955077	33813748	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003248:df38da1a8a7e;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002846	OmniPath_DoRothEA;TRRUST	18813785;19689405;19828020;29641463;32530543;33813748;8089148;8955077;9748288	activating_target	primary_reference_verified			absent_from_frozen_graph	absent_from_frozen_graph	false	false	mammalian cultured cells and promoter constructs	hypoxia	shared_paper_8955077_reused_across_HIF1A_glycolytic_items;exact_support_reviewed		The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Exact HIF-1 promoter/HRE binding and functional promoter evidence supports HIF1A-to-ALDOA in PMID 8955077; the paper is reused only for the specifically assayed glycolytic targets. Independent HIF1A/ALDOA hypoxia study with HIF1A perturbation and ALDOA promoter reporter evidence added.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-03813	human|HIF1A|ENO1	22B	human	HIF1A	ENO1	promote_to_22B	22B	primary_reference_verified	direct_binding	activating_target	8955077	26882120	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004234:6ca12ba645d6;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002871	OmniPath_DoRothEA;TRRUST	15459207;15794924;18329003;18332861;18813785;19828020;20039079;20043814;20942926;22186035;24755992;26882120;31055616;33060856;33968941;35504868;35935045;8955077;9027737;9748288	activating_target	primary_reference_verified			absent_from_frozen_graph	absent_from_frozen_graph	false	false	mammalian cultured cells and promoter constructs	hypoxia	shared_paper_8955077_reused_across_HIF1A_glycolytic_items;exact_support_reviewed		The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Exact HIF-1 promoter/HRE binding and functional promoter evidence supports HIF1A-to-ENO1 in PMID 8955077; the paper is reused only for the specifically assayed glycolytic targets. Independent human RPE study with HIF1A siRNA and ENO1 response under hypoxia added.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-03859	human|HIF1A|LDHA	22B	human	HIF1A	LDHA	promote_to_22B	22B	primary_reference_verified	direct_binding	activating_target	8955077	28193910	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:001743:1fd4891f81cd;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002883	OmniPath_DoRothEA;TRRUST	12149506;15794924;16319523;16884534;19276158;19689405;19828020;19998342;20039079;20133848;20368990;21984181;21984395;22664478;23127310;23129632;23457597;23523103;23920275;24344305;24366912;24486526;24518567;24561986;25218350;25656992;26059435;26576476;26768367;26920131;26951491;27197253;27261617;27264671;27458252;27773696;27803454;27916196;27982118;28066187;28069585;28162281;28193910;28345605;28371597;28401064;28485159;28495754;28502301;28590414;28689265;28781622;28822229;29725006;29746779;29901113;29946188;30355156;30448556;30548595;30824325;31003211;31078780;31201418;31241439;31481238;31791701;31849679;32513983;33332639;33350980;33359671;33401572;33520443;33732648;33920906;33928666;34076777;34168560;34298763;34439084;34479492;34873490;35090526;35998001;36157928;36241702;36273674;36348389;36577992;36655171;36678382;36847822;37228120;37337901;37354982;37533344;37781511;37798121;37819952;8089148;8955077;9027737;9387095;9454748;9632793;9746763;9748288	activating_target	primary_reference_verified			absent_from_frozen_graph	absent_from_frozen_graph	false	false	mammalian cultured cells and promoter constructs	hypoxia	shared_paper_8955077_reused_across_HIF1A_glycolytic_items;exact_support_reviewed		The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Exact HIF-1 promoter/HRE binding and functional promoter evidence supports HIF1A-to-LDHA in PMID 8955077; the paper is reused only for the specifically assayed glycolytic targets. Independent human pancreatic-cancer study with HIF1A/HIF2A LDHA-promoter binding, HIF1A perturbation, and promoter reporter evidence added.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-03951	human|HIF1A|VEGFA	22B	human	HIF1A	VEGFA	promote_to_22B	22B	primary_reference_verified;unverified_public_record	direct_binding	activating_target;repressing_target;unknown	8756616	15735682	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000200:3b1542455374;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002927;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002928;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002929	OmniPath_DoRothEA;TRRUST	10328919;10415537;10463582;10477681;10531360;10551817;10582706;10603309;10605934;10607702;10611972;10640274;10699162;10702253;10702412;10837481;10865838;10873592;10882714;10882716;10886548;10926858;10945599;10945611;10961998;10987301;11001829;11007955;11056102;11056166;11071882;11084652;11085544;11089639;11101729;11112413;11156418;11159870;11191064;11301389;11320410;11328942;11350893;11359907;11396794;11431362;11440977;11443623;11447766;11457733;11479208;11486006;11528470;11549290;11581158;11641398;11673836;11678207;11691837;11698256;11707426;11739718;11749701;11758829;11772947;11782462;11795593;11796494;11804750;11818497;11834720;11852072;11865053;11866451;11868612;11886167;11901189;11919510;11943784;11971180;11978547;11980636;12011461;12016145;12023962;12031703;12032158;12052835;12060345;12062197;12070140;12149254;12149478;12154035;12171890;12200144;12205045;12209691;12242509;12296651;12355175;12368217;12393646;12395327;12401798;12433987;12456339;12475611;12482858;12499918;12509854;12525860;12529984;12536123;12538497;12542982;12559948;12570801;12612059;12626124;12628185;12646199;12657718;12665562;12671019;12673346;12673675;12682018;12697836;12709416;12726862;12727858;12761823;12792726;12820439;12823854;12853836;12855613;12855680;12865631;12883692;12885785;12928580;12947338;12957288;12957289;12958144;12958148;12963476;14512791;14555985;14562758;14575563;14602779;14604298;14627339;14632313;14633603;14648091;14675669;14678768;14680803;14681237;14692041;14699103;14707731;14712484;14713119;14715242;14749128;14960485;14971644;14982927;14996738;15014526;15026543;15039660;15050414;15050899;15059515;15063179;15063765;15068831;15073147;15075239;15086970;15089098;15095341;15111179;15113858;15124924;15130328;15132953;15135139;15140752;15141023;15144945;15156561;15161688;15166614;15169887;15191555;15191799;15192023;15198927;15199114;15207747;15212621;15213310;15245814;15256117;15265376;15277220;15280364;15299044;15300796;15315159;15315937;15331549;15337760;15342781;15358633;15382039;15388333;15452028;15465485;15472017;15472113;15474452;15475194;15496478;15498380;15498848;15542432;15586242;15592500;15598682;15620252;15623602;15623651;15634505;15655539;15662525;15663958;15665520;15669079;15695372;15695405;15703702;15705785;15705901;15713437;15714461;15733485;15735682;15746177;15746182;15749199;15774498;15776016;15786555;15798202;15806152;15811877;15838297;15838334;15845570;15854389;15864753;15878343;15880652;15885310;15890092;15897780;15919761;15925437;15926081;15930297;15947208;15956714;15957953;15967416;15970466;15978176;15983061;15987743;15994919;15998873;16007214;16010420;16011198;16024619;16025159;16041620;16044166;16046581;16046617;16050135;16052307;16053697;16103046;16109571;16115033;16127434;16144942;16149050;16168127;16170370;16179928;16187552;16188124;16199896;16201995;16204079;16236264;16251428;16257644;16258288;16289155;16290133;16301840;16309584;16311927;16318581;16322259;16357173;16373853;16385372;16389942;16432534;16461351;16468311;16489029;16491827;16506055;16515634;16516853;16540671;16543242;16543245;16557436;16563610;16596228;16598437;16612574;16618748;16652107;16682012;16682453;16685395;16718928;16731755;16740688;16750526;16754348;16769575;16772336;16774940;16775835;16778202;16779917;16785763;16800944;16815840;16818499;16819166;16826426;16827160;16842206;16847340;16849522;16849681;16854277;16865543;16883594;16884534;16900513;16904108;16909104;16920734;16951052;16951224;16964427;16969516;16971129;16973622;16982770;17015745;17045920;17053163;17065555;17083805;17085645;17089387;17094412;17100286;17108010;17120745;17121229;17121895;17122148;17122584;17132220;17142033;17145808;17156434;17167225;17215402;17229797;17234751;17237281;17268888;17272396;17280792;17297464;17310851;17312464;17322369;17339407;17363505;17377063;17382029;17390008;17413038;17426247;17431122;17438103;17442277;17448139;17461470;17470361;17473185;17478585;17481912;17486380;17487356;17488804;17498666;17498737;17513385;17519536;17525282;17536272;17536453;17541946;17545484;17557905;17562297;17562539;17567660;17576198;17595539;17606258;17614845;17626077;17639040;17671719;17676480;17684492;17693481;17698391;17699846;17704802;17714861;17761615;17764071;17785433;17869204;17884495;17889387;17911356;17916562;17919812;17921733;17947829;17958397;17971009;17981124;17983496;17984117;17990921;17999410;18000826;18006432;18021292;18024476;18027712;18031944;18047741;18056035;18060642;18069627;18072084;18089723;18094421;18164813;18172819;18191183;18202195;18210138;18225594;18233956;18240292;18241842;18250065;18258606;18272284;18279341;18281021;18289162;18294451;18295594;18305118;18307947;18307948;18322419;18329003;18331222;18332861;18339855;18342368;18356691;18359762;18365547;18366008;18370914;18371555;18412861;18424552;18426857;18432192;18471962;18473772;18476562;18478952;18483308;18490575;18500250;18501194;18503779;18506761;18523795;18561315;18563715;18566226;18569458;18572865;18574502;18575319;18575320;18578647;18580478;18590436;18591213;18592007;18606065;18606657;18614764;18619649;18639543;18644387;18645007;18651980;18669818;18672216;18697450;18702304;18704312;18767037;18782574;18793875;18797463;18819999;18834862;18835464;18842422;18845636;18850011;18853324;18936210;18987249;18989978;19002496;19016766;19020709;19027244;19028566;19030186;19043209;19046997;19054610;19074414;19074827;19075673;19079293;19080330;19091749;19111391;19131542;19149741;19165496;19166937;19168635;19179443;19203226;19238077;19244104;19263519;19276384;19279559;19287200;19287962;19303878;19325130;19336759;19339510;19349367;19355887;19370348;19374849;19376091;19386789;19403854;19420388;19423615;19433063;19441100;19443196;19477908;19478549;19480606;19491109;19502554;19530445;19538463;19542490;19558170;19564336;19573336;19574782;19617630;19618119;19660777;19664474;19666581;19668442;19671742;19696166;19716283;19728613;19729006;19744167;19755960;19759417;19766100;19766642;19768695;19779281;19786048;19804771;19809162;19819950;19823031;19828020;19832843;19834107;19838928;19861227;19876923;19899108;19901273;19903792;19921787;19944015;19998342;20016290;20027628;20039079;20039880;20042655;20043814;20066420;20067761;20089932;20098341;20117293;20127031;20131403;20139176;20140681;20153296;20158574;20164304;20181925;20194889;20232316;20303950;20307196;20339541;20346928;20347817;20348876;20364117;20368990;20371567;20374513;20378243;20388348;20398289;20414936;20423107;20427666;20431729;20432243;20436213;20449875;20453883;20466060;20470445;20489156;20494919;20524035;20539755;20561442;20562294;20570889;20574527;20599538;20603618;20617373;20622986;20660740;20676049;20682710;20683019;20691219;20705587;20715173;20723262;20724477;20804812;20807755;20827786;20831794;20843508;20850667;20851289;20851811;20860536;20861185;20875806;20882121;20922054;20932347;20932758;20937289;20952691;20973793;20977930;21029239;21057546;21059928;21074540;21084864;21116837;21121979;21122355;21129412;21134392;21139705;21140472;21144820;21145972;21146939;21147209;21167179;21179202;21185840;21187066;21193031;21212189;21212839;21224066;21232289;21233846;21249310;21254169;21254648;21256111;21258151;21258402;21258414;21275821;21278237;21281236;21295294;21316383;21329651;21343542;21360191;21364630;21370375;21384270;21435239;21447827;21454809;21479433;21484514;21500193;21519196;21523559;21549115;21554956;21554977;21563276;21570450;21576240;21586227;21592963;21602890;21606594;21617872;21617913;21647633;21660559;21667015;21677035;21685944;21707863;21731766;21735168;21740086;21755341;21765015;21773947;21775820;21777345;21785662;21793044;21801965;21807419;21814878;21819554;21843314;21854848;21859818;21861815;21873682;21875114;21888894;21892751;21893035;21922517;21952239;21952510;21959987;21964931;21976486;21984395;21985601;22004076;22009181;22009797;22028672;22032149;22043993;22044301;22076197;22083267;22087807;22094019;22098296;22108053;22112782;22128293;22144946;22155252;22162090;22165914;22170854;22172336;22172637;22178269;22178822;22184869;22199311;22221855;22223045;22225988;22262153;22276220;22279137;22300081;22306343;22331677;22342160;22363814;22366374;22390300;22396073;22406864;22406979;22408261;22409847;22470546;22472348;22472890;22511848;22516064;22552321;22556263;22559939;22563687;22580939;22582814;22592457;22604887;22609851;22644784;22664478;22665973;22679733;22684860;22687485;22692279;22699060;22699808;22707412;22709000;22716951;22735262;22750006;22760073;22763339;22771629;22777959;22783431;22789427;22790884;22800355;22812626;22831549;22866899;22869907;22871270;22900063;22903062;22915031;22923450;22932708;22932900;22948410;22952803;22971798;22982376;22993609;23006058;23028984;23045974;23049945;23060442;23068100;23073704;23074224;23086815;23091063;23096096;23099493;23123638;23125209;23126204;23144690;23144758;23144866;23163139;23185615;23209838;23217559;23228632;23243443;23261967;23263745;23272609;23292117;23300831;23300882;23326384;23327692;23329331;23333658;23334331;23335846;23341823;23344526;23352645;23354733;23364970;23376369;23376718;23387829;23394201;23398900;23401656;23404377;23409769;23416007;23443317;23448368;23449391;23454269;23462604;23465832;23501055;23514846;23528211;23549264;23551342;23560444;23562168;23563563;23584483;23588859;23608228;23618863;23633457;23644172;23661177;23668629;23695013;23726275;23728336;23731014;23731702;23745588;23756865;23781133;23831623;23836663;23836782;23838996;23850688;23852087;23861918;23873332;23884892;23899963;23900639;23904909;23930677;23935964;23936001;23942196;23947803;23948151;23962064;23984430;24002459;24002598;24015654;24015760;24018047;24018850;24040331;24040961;24048733;24063008;24067457;24067973;24086736;24096035;24098549;24105925;24136229;24138815;24147016;24161739;24194905;24194964;24202050;24214898;24220190;24225655;24228093;24312355;24337450;24338158;24347168;24349900;24356884;24361888;24370180;24386901;24409307;24434214;24436242;24461075;24463065;24464787;24465898;24473118;24484593;24486526;24502509;24503951;24505137;24509158;24510870;24510998;24533641;24569076;24579781;24612214;24615084;24626461;24626950;24661914;24664750;24676944;24695462;24718784;24729302;24749126;24781730;24781871;24786562;24789343;24792245;24795051;24798801;24820910;24838576;24846908;24847382;24859482;24875598;24890366;24894716;24899149;24918449;24927770;24928198;24931163;24947526;24953041;24972565;24980036;24982421;24991092;25010983;25015807;25019987;25038418;25042562;25070654;25075254;25100165;25105148;25120692;25145356;25147179;25150213;25156689;25162518;25166211;25179820;25186293;25192050;25192544;25201604;25215095;25218350;25222223;25231285;25270619;25294801;25301555;25307345;25310734;25313822;25327972;25331755;25333920;25334080;25340332;25341039;25342300;25348671;25364263;25375852;25381014;25383959;25385044;25391298;25401104;25405167;25433027;25445537;25448415;25505323;25511669;25516021;25523098;25535647;25542265;25545169;25550463;25556370;25560668;25561311;25563987;25569379;25579062;25580468;25595970;25602156;25623352;25623525;25655308;25663870;25679992;25688362;25709476;25710281;25738890;25749442;25775553;25796790;25797536;25799543;25818442;25845666;25860662;25861162;25872592;25878490;25879623;25881609;25892408;25896712;25903640;25930027;25940685;25945035;25955241;25966182;25975603;25976766;25979359;26010068;26010887;26031702;26045756;26048285;26064442;26077139;26082309;26086098;26087180;26092770;26094625;26096936;26113661;26113875;26118773;26137164;26151308;26191192;26204490;26228644;26239613;26242172;26278717;26278816;26279032;26287601;26299356;26313562;26316946;26323652;26339356;26343694;26345811;26379394;26380143;26394152;26413422;26415222;26432868;26468982;26482209;26513738;26526390;26530725;26558437;26567773;26572705;26622706;26625311;26664137;26681021;26688571;26707495;26710873;26718749;26740176;26761211;26762407;26768367;26777714;26781283;26781327;26784107;26788968;26822586;26841847;26851019;26856989;26880454;26882120;26882567;26884975;26897933;26899267;26909598;26927342;26935971;26940670;26942921;26944605;26970014;26972697;26987588;26987747;26988756;26998598;27018294;27027353;27040637;27140429;27162359;27249651;27253180;27256980;27264671;27347130;27409056;27425892;27445976;27446390;27448695;27450023;27472259;27490118;27497816;27498749;27526687;27536856;27541369;27542820;27554679;27557492;27565331;27568384;27573201;27581728;27590684;27600173;27604859;27610652;27611801;27616748;27625023;27632778;27634881;27638772;27656047;27661459;27664769;27671648;27680676;27709157;27743086;27752923;27756181;27773696;27784431;27785755;27800505;27806334;27808477;27815672;27816790;27834687;27838496;27877208;27890558;27904676;27909871;27915020;27939762;27942852;27959445;27982118;27988334;27989771;27994464;27997905;28004401;28031693;28042316;28061458;28063005;28065785;28105105;28109704;28121621;28163173;28216154;28260147;28315493;28316125;28337373;28349987;28374767;28394264;28401064;28406476;28410215;28427869;28450910;28450935;28467517;28485159;28495754;28542352;28598679;28627341;28634450;28648975;28651835;28656256;28659004;28660411;28662055;28687891;28737660;28741069;28803935;28818871;28837676;28855859;28857294;28857429;28865600;28873177;28887194;28911625;28940930;28942242;28952293;28963126;28963769;28974006;28974122;28974455;29022192;29024813;29072683;29074377;29075038;29116023;29146180;29150606;29153923;29163807;29196053;29196658;29200966;29212263;29212519;29225432;29250065;29268703;29279301;29293036;29295567;29295858;29317302;29323057;29366758;29409830;29416668;29416751;29417848;29424319;29447940;29457787;29467552;29469945;29498688;29570992;29580991;29583066;29620150;29654110;29667230;29693741;29743594;29806273;29899167;29904944;29917189;29917203;29921553;29934049;29946188;29950791;29951709;30007476;30015895;30030103;30037719;30052311;30070704;30071127;30081903;30102510;30106145;30116337;30138627;30145667;30178824;30213959;30216369;30233326;30250985;30257392;30272364;30276199;30342949;30361814;30365934;30367150;30402867;30447343;30452596;30536725;30554580;30555801;30569127;30574749;30587686;30597662;30598338;30603674;30638859;30639360;30657557;30659163;30663158;30672184;30679486;30704311;30733705;30738071;30747216;30756254;30834693;30836371;30840308;30846730;30898982;30906512;30911540;30918303;30921506;30930461;30943919;30962832;30973576;30980943;30988710;31006674;31016362;31055616;31057657;31059086;31070451;31090961;31100311;31104403;31121197;31135072;31186706;31207090;31222402;31254605;31257798;31274018;31277414;31301290;31331111;31331247;31381895;31389949;31392931;31421589;31451620;31461385;31488552;31496820;31499711;31532923;31546898;31607301;31611596;31630885;31652374;31659886;31676796;31693298;31711427;31713115;31766610;31792649;31808715;31819647;31841190;31850806;31853217;31861914;31870768;31893407;31894333;31907137;31938060;31938425;31948750;31955159;32016463;32017264;32028956;32103959;32124230;32144747;32160704;32195022;32197838;32202355;32211322;32248837;32251993;32254385;32273826;32277050;32286485;32298011;32314833;32319617;32333582;32339669;32377733;32380365;32399898;32436127;32449039;32461003;32471123;32473006;32473223;32500353;32529267;32545307;32572904;32584521;32600097;32612993;32624920;32626732;32654099;32680978;32692750;32695299;32695675;32708896;32730833;32744328;32753832;32767899;32776826;32789575;32791151;32812634;32817424;32848728;32904641;32942159;32944844;32971395;33023593;33064240;33118489;33122920;33146980;33193827;33208240;33237516;33246056;33256280;33305856;33333756;33345265;33358677;33382742;33437370;33440041;33451366;33466636;33488290;33489901;33513852;33520293;33573690;33618724;33624593;33664707;33705787;33713575;33761375;33789142;33805152;33806179;33861415;33867843;33869184;33888767;33899119;33904146;33920906;33947569;33953789;34043589;34076777;34094717;34099651;34119825;34160138;34293021;34298763;34313997;34322687;34339019;34344474;34359722;34360981;34368116;34383201;34422800;34422823;34454298;34456191;34465468;34492592;34504569;34512895;34532126;34553427;34593427;34636157;34671022;34696659;34705054;34709119;34769482;34773469;34794354;34815366;34817776;34872812;34874324;34889901;34894585;34899317;34936240;34942165;34959539;34967955;34975472;34994923;35007563;35012910;35064700;35071652;35110549;35123491;35128892;35140333;35163668;35169254;35198061;35231032;35234220;35265143;35292769;35338935;35340325;35355718;35392912;35411640;35411936;35510332;35539479;35575996;35586052;35623350;35640712;35669101;35774047;35797865;35821400;35842683;35859119;35868447;35877436;35906309;35913258;35925784;35930015;35937460;35970343;35997665;36064604;36097495;36157928;36160709;36191632;36230633;36232501;36291255;36302534;36320108;36327483;36339559;36346049;36397226;36410688;36423389;36435833;36443270;36465008;36503493;36508076;36585185;36635484;36640422;36678795;36721211;36745547;36811957;36827356;36916405;36916939;36937028;36967655;36969894;37005305;37019300;37042832;37047205;37062469;37109664;37175690;37215862;37239383;37296633;37335500;37369865;37381118;37385335;37451396;37452291;37482199;37489462;37518985;37545017;37550790;37563788;37630994;37665239;37772971;37906252;37949939;37957027;37980977;38053655;38140129;8387214;8756616;8758908;8897823;8955077;9002952;9027737;9027739;9113979;9159130;9178256;9235919;9345014;9359410;9393757;9398602;9436976;9636155;9697772;9746763;9835861	activating_target;repressing_target;unknown	primary_reference_verified;unverified_public_record		13630	absent_from_frozen_graph	mapped_unique	false	true	cultured mammalian/human cancer comparator systems	hypoxia;CoCl2/Src-dependent hypoxia signaling	shared_paper_reuse_reviewed;module_claim_not_transferred	PMID:27834687 is used by Module 20B edge M20B-E004801 (SCUBE2-KDR coreceptor/relay); it supports that module claim only, not HIF1A-to-VEGFA. Independent exact-pair evidence is retained; do not transfer the citation.	The paper establishes HIF-1 binding sites and hypoxia-responsive promoter activity for selected glycolytic genes; it is not a global HIF1A regulon validation.	Independent exact-pair HIF1A/VEGFA promoter evidence is supported by PMID 8756616 and corroborated by PMID 15735682. The shared Module 20B SCUBE2-KDR citation is not reused.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-04028	human|STAT1|CCL3	22B	human	STAT1	CCL3	promote_to_22B	22B	primary_reference_verified	perturbation_response	activating_target	16628196	38730482	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004703:9b006d1155eb;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007819	OmniPath_DoRothEA;TRRUST	16628196;23431040;26003840;27258786;36630565	activating_target	primary_reference_verified		11564	absent_from_frozen_graph	mapped_unique	false	false	human keratinocytes	poly(I:C)/TLR3-induced innate immune response	shared_paper_16628196_reused_across_STAT1_items;exact_support_reviewed		Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	Exact STAT1-to-CCL3 response evidence is supported by PMID 16628196; independent corroboration PMID 38730482 is added. PMID 16628196 is reused across STAT1 CCL3/IRF7/TLR3 items, but its evidence is not transferred to CCR1.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-04261	human|STAT1|IRF7	22B	human	STAT1	IRF7	promote_to_22B	22B	primary_reference_verified	perturbation_response	activating_target	16628196	19994902	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:000984:eba6fbe25aae;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007869	OmniPath_DoRothEA;TRRUST	11877397;12077266;12429724;12768031;15664995;15767254;16628196;17374731;17508007;19404407;19994902;22252317;22305622;22951020;24105653;30574148;30886199;32373120;35298836;37503164;38065246	activating_target	primary_reference_verified			absent_from_frozen_graph	absent_from_frozen_graph	false	false	human keratinocytes	poly(I:C)/TLR3-induced innate immune response	shared_paper_16628196_reused_across_STAT1_items;exact_support_reviewed		Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	Exact STAT1 pathway/perturbation evidence supports the IRF7 item in PMID 16628196; the same paper is reused across the STAT1 innate-response items. Independent human airway-cell study supports STAT1-dependent IRF7 transactivation and STAT1-loss sensitivity.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-04559	human|STAT1|TLR3	22B	human	STAT1	TLR3	promote_to_22B	22B	primary_reference_verified	perturbation_response	activating_target	16628196	18508883	OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004721:bc6bc2425249;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:007906	OmniPath_DoRothEA;TRRUST	12672806;16628196;17390082;17508007;17523873;18508883;25822580;35044570;37649892	activating_target	primary_reference_verified			absent_from_frozen_graph	absent_from_frozen_graph	false	false	human keratinocytes	poly(I:C)/TLR3-induced innate immune response	shared_paper_16628196_reused_across_STAT1_items;exact_support_reviewed		Dominant-negative STAT1 and SOCS1 perturbations support pathway-dependent target induction; they do not prove direct STAT1 binding for every public target.	Exact STAT1 pathway/perturbation evidence supports the TLR3 item in PMID 16628196; this remains a TF-target candidate and is not transferred into the Module 20B receptor edge. Independent human macrophage study supports STAT1-mediated TLR3 promoter regulation and TLR3 expression.	staged_evidence_only;canonical_entity_role_gate_pending
PUBTF-AGENT-05682	human|GATA3|FOXC1	22B	human	GATA3	FOXC1	promote_to_22B	22B	primary_reference_verified	direct_binding	repressing_target	22120723		OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:002851:ba34b0d8eeef;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002449	OmniPath_DoRothEA;TRRUST	22120723;25303530	repressing_target	primary_reference_verified			absent_from_frozen_graph	absent_from_frozen_graph	false	false	human basal-like breast cancer cell lines	BRCA1/GATA3 corepressor context	shared_primary_reused; exact promoter evidence is FOXC1-specific; broader targets held		Basal-like breast-cancer context; 25303530 is not treated as independent GATA3-to-FOXC1 corroboration; no SCI-specific evidence	GATA3/BRCA1 promoter binding and repression support the human GATA3-to-FOXC1 pair; citation overlap does not transfer to CDH3, CXCL1, or FOXC2.	staged_evidence_only;canonical_entity_role_gate_pending
