curation_id	pair_key	module	species	tf_symbol	target_symbol	decision	module_assignment	evidence_status	support_kind	effect_polarity	primary_pmids	corroborating_pmids	external_record_keys	source_registries	public_reference_pmids	public_effect_polarities	public_verification_statuses	tf_entity_ids	target_entity_ids	tf_frozen_match_status	target_frozen_match_status	tf_role_present	target_role_present	cell_type_context	stimulus_context	shared_paper_status	cross_module_status	limitations	notes	graph_materialization_status
PUBTF-AGENT-00011	human|FOS|ADGRG6	22B	human	FOS	ADGRG6	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009605:8f6fa274420d	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00012	human|FOS|ADGRV1	22B	human	FOS	ADGRV1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009606:ea86a616984a	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00013	human|FOS|AFF1	22B	human	FOS	AFF1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009607:200c967bb437	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00014	human|FOS|AGAP1	22B	human	FOS	AGAP1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009608:92c26c7bf6ee	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00015	human|FOS|AHNAK	22B	human	FOS	AHNAK	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009609:99ffe1b24b8d	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00016	human|FOS|AKAP6	22B	human	FOS	AKAP6	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009610:862a551f3ef5	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00017	human|FOS|ALDH1A2	22B	human	FOS	ALDH1A2	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009611:0b844c16465e	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00018	human|FOS|AMPD3	22B	human	FOS	AMPD3	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009612:d09ce6bf4678	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00019	human|FOS|ANGPT1	22B	human	FOS	ANGPT1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009613:4fe5bd9caf78	OmniPath_DoRothEA		unknown	unverified_public_record		11272	absent_from_frozen_graph	mapped_unique	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00020	human|FOS|ANK1	22B	human	FOS	ANK1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009614:28ab77239f19	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00021	human|FOS|ANK3	22B	human	FOS	ANK3	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009615:14e08b42cccd	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00022	human|FOS|ANKS1B	22B	human	FOS	ANKS1B	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009616:29503da65658	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00023	human|FOS|ANO6	22B	human	FOS	ANO6	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009617:b8a39d918098	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00024	human|FOS|ANTXR2	22B	human	FOS	ANTXR2	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009618:6d4365ffe085	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00025	human|FOS|ANXA1	22B	human	FOS	ANXA1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009619:4ed39c148477	OmniPath_DoRothEA		unknown	unverified_public_record		11280	absent_from_frozen_graph	mapped_unique	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00026	human|FOS|ANXA2	22B	human	FOS	ANXA2	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009620:a1d47d3e3620	OmniPath_DoRothEA		unknown	unverified_public_record		11281	absent_from_frozen_graph	mapped_unique	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00027	human|FOS|ANXA3	22B	human	FOS	ANXA3	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009621:22ab8deb8f25	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00028	human|FOS|AOAH	22B	human	FOS	AOAH	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009622:3cb78cf49acd	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00029	human|FOS|ARHGAP18	22B	human	FOS	ARHGAP18	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009623:d6ead09c1c21	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00030	human|FOS|ARHGAP24	22B	human	FOS	ARHGAP24	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009624:5a1d33d54275	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00031	human|FOS|ARHGAP26	22B	human	FOS	ARHGAP26	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009625:0a67327d1f94	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00032	human|FOS|ARHGAP42	22B	human	FOS	ARHGAP42	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009626:02beff29a31e	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00033	human|FOS|ARHGEF3	22B	human	FOS	ARHGEF3	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009627:e4fdcc844b2f	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00034	human|FOS|ARID1B	22B	human	FOS	ARID1B	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009628:28458abe2910	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00035	human|FOS|ARID5B	22B	human	FOS	ARID5B	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009629:3f3fb49bfd68	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00036	human|FOS|ARNT	22B	human	FOS	ARNT	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:003950:b521a6f9e670	OmniPath_DoRothEA	9733792	unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00037	human|FOS|ASAP1	22B	human	FOS	ASAP1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009630:a3be0dcde6db	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00038	human|FOS|ATP6AP1L	22B	human	FOS	ATP6AP1L	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009631:1450796c3067	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00039	human|FOS|ATP8B1	22B	human	FOS	ATP8B1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009632:f5fbc24a932f	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00040	human|FOS|ATP8B4	22B	human	FOS	ATP8B4	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009633:5eac2107d003	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00041	human|FOS|ATXN1	22B	human	FOS	ATXN1	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009634:d4c9aa7384eb	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00042	human|FOS|B4GALT5	22B	human	FOS	B4GALT5	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:009635:af9dddc53b50	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00043	human|FOS|BACH2	22B	human	FOS	BACH2	database_only_unverified	22B	database_only_unverified	database_assertion	unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:005756:12e24459e9c8	OmniPath_DoRothEA		unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
PUBTF-AGENT-00044	human|FOS|BATF3	22B	human	FOS	BATF3	database_only_unverified	22B	database_only_unverified	database_assertion	activating_target;unknown			OmniPath_DoRothEA|OmniPath_DoRothEA_snapshot_2026-08-25|human|omnipath_dorothea:human:004173:498decdd53ec;TRRUST|TRRUST_v2_snapshot_2026-08-25|human|trrust:human:002069	OmniPath_DoRothEA;TRRUST	12087103	activating_target;unknown	unverified_public_record			absent_from_frozen_graph	absent_from_frozen_graph	false	false			reused_across_items;needs_corroboration	no_modules_20_21_23_24_overlap	No pair-level primary verification; database direction and references remain unverified.	Database-only public TF assertion; no exact-pair primary verification located. Shared-paper reuse flagged; citation overlap was not treated as pair evidence.	review_ledger_only
