staging_candidate_id	module	b_edge_id	source_a_edge_id	source_entity	relation_type	target_entity	pathway_name	evidence_layer	edge_status	context_scope	cell_type_context	compartment_context	species_context	injury_context	confidence_tier	export_priority	exportable	linked_b_evidence_ids	promotion_primary_pmids	promotion_corroborating_pmids	exact_evidence_status	module_fit	decision	evidence_summary	limitations	staging_status	canonical_entity_role_gate
23B-STAGE-0011	23B	M23B-E000195	M23A-E226	THY1	activates	FAK/PI3K/Rac1/RhoA relay	THY1 integrin cytoskeletal signaling	receptor_proximal_or_pathway	staged	primary neural comparator	astrocytes/neuron co-culture	membrane/cytosol	rat	neural comparator	high	P1	true	M23B-EVID-000279;M23B-EVID-PROMO-20260826-011	23481656	19723805;18346467	exact_adhesion_coreceptor_relay	23A_exact_adhesion_coreceptor_relay	PROMOTE_TO_HIGH	Thy-1 cell-cell contact through alphaVbeta3/SDC4 produces a resolved FAK/PI3K/Rac1/RhoA adhesion relay.	Relay is complex-dependent and not a terminal transcriptional readout.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0012	23B	M23B-E000204	M23A-E235	MAdCAM1	binds	ITGA4:ITGB7	MAdCAM1-alpha4beta7 adhesion	ligand_receptor_or_direct_molecular	staged	primary adhesion comparator	lymphocytes/endothelium	plasma membrane	mouse; human	non-SCI comparator	high	P1	true	M23B-EVID-000289;M23B-EVID-PROMO-20260826-012	7687523;23553626	17868448;9233649	exact_adhesion_receptor_binding	23A_exact_adhesion_receptor_binding	PROMOTE_TO_HIGH	MAdCAM1 is a direct ligand for the alpha4beta7 adhesion receptor, with independent homing/adhesion and receptor-specific evidence.	Complete alpha4beta7 heterodimer and endothelial addressin presentation are required.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0013	23B	M23B-E000205	M23A-E236	MAdCAM1	activates	FAK/paxillin homing relay	alpha4beta7 outside-in signaling	receptor_proximal_or_pathway	staged	primary comparator	lymphocytes	plasma membrane/cytosol	mouse; human	non-SCI comparator	high	P1	true	M23B-EVID-000290;M23B-EVID-PROMO-20260826-013	11947929;23553626	7687523	exact_adhesion_receptor_relay	23A_exact_adhesion_receptor_relay	PROMOTE_TO_HIGH	MAdCAM1-alpha4beta7 engagement produces paxillin/Cas-L and homing-associated adhesion signaling, anchored by direct receptor evidence.	Proximal adhesion relay; no terminal TF and no SCI-specific model.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0014	23B	M23B-E000216	M23A-E247	NCAM1	activates	Src/FAK neurite relay	NCAM1 homophilic signaling	receptor_proximal_or_pathway	staged	primary neural comparator	neurons	membrane/cytosol	human; mouse	neural comparator	high	P1	true	M23B-EVID-000301;M23B-EVID-PROMO-20260826-014	7961669	10704499	exact_cell_cell_adhesion_relay	23A_exact_cell_adhesion_relay	PROMOTE_TO_HIGH	NCAM1 homophilic engagement is supported by independent neurite/adhesion studies and resolves a Src/FAK neurite relay.	Homophilic NCAM1 presentation and neural context are required; not an ECM ligand.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0015	23B	M23B-E000220	M23A-E251	NPNT	activates	alpha8beta1 adhesion relay	NPNT integrin function	receptor_proximal_or_pathway	staged	shared primary comparator	neural/matrix cells	membrane/cytosol	mouse; human	non-SCI comparator	high	P1	true	M23B-EVID-000305;M23B-EVID-PROMO-20260826-015	19342381;17537792	21790180	exact_matrix_receptor_adhesion	23A_exact_matrix_to_integrin_adhesion	PROMOTE_TO_HIGH	Nephronectin/NPNT binds alpha8beta1 and drives defined adhesion through the RGD/FEI matrix interface.	Matrix domain and complete alpha8beta1 context must be retained.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0016	23B	M23B-E000221	M23A-E252	NTN1	binds	NEO1/neogenin	NTN1-neogenin recognition	ligand_receptor_or_direct_molecular	staged	primary neural comparator	neurons/growth cones	extracellular/membrane	human; mouse; Xenopus	neural comparator	high	P1	true	M23B-EVID-000306;M23B-EVID-PROMO-20260826-016	24876346	33740419	exact_matrix_receptor_binding	23A_exact_matrix_to_receptor_binding	PROMOTE_TO_HIGH	Netrin-1 directly binds neogenin in structural/biophysical work and is independently confirmed within a resolved NEO1 guidance-cue complex.	Netrin family and co-receptor context must not be conflated; this row is specifically NTN1-NEO1.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0017	23B	M23B-E000228	M23A-E259	PDPN	binds	CLEC1B/CLEC-2	PDPN-CLEC2 recognition	ligand_receptor_or_direct_molecular	staged	primary platelet comparator	platelets/megakaryocytes	plasma membrane	mouse; human	non-SCI platelet comparator	high	P1	true	M23B-EVID-000314;M23B-EVID-PROMO-20260826-017	17944973;20154219	38561690	exact_adhesion_receptor_binding	23A_exact_adhesion_receptor_binding	PROMOTE_TO_HIGH	Podoplanin engages CLEC-2 through defined glycan/protein contacts and receptor clustering, supported by direct structure and signaling studies.	Glycosylation and receptor clustering are required; this is a platelet/immune adhesion context.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0018	23B	M23B-E000229	M23A-E260	PDPN	activates	Src-Syk-LAT-PLCgamma2 relay	CLEC2 hemITAM signaling	receptor_proximal_or_pathway	staged	primary platelet comparator	platelets/megakaryocytes	membrane/cytosol	mouse; human	non-SCI platelet comparator	high	P1	true	M23B-EVID-000315;M23B-EVID-PROMO-20260826-018	20154219	17944973;38561690	exact_adhesion_receptor_relay	23A_exact_adhesion_receptor_relay	PROMOTE_TO_HIGH	Podoplanin-CLEC-2 engagement activates the resolved Src-Syk-LAT-PLCgamma2 hemITAM relay.	Relay depends on CLEC-2 clustering and cellular presentation; not a terminal TF.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0019	23B	M23B-E000247	M23A-E278	PTN	binds	ITGAV:ITGB3/PTPRZ1	PTN-integrin/PTPRZ1 adhesion branch	contextual_or_unresolved	reviewed_supported	Q0553; primary/comparator	neural/mesenchymal	extracellular matrix; membrane	human; mouse comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000340;M23B-EVID-000341;M23B-EVID-000342;M23B-EVID-PROMO-20260826-019	19141530	39409168	exact_matrix_receptor_coreceptor_branch	23A_exact_secreted_matrix_to_receptor_branch	PROMOTE_TO_HIGH	Pleiotrophin supports a resolved alphaVbeta3/PTPRZ1 adhesion branch, corroborated by independent PTN/PTPRZ1/alphaVbeta3 migration signaling.	PTN receptor branches are context-dependent; preserve the alphaVbeta3/PTPRZ1 co-receptor configuration.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0020	23B	M23B-E000248	M23A-E279	PTN	binds	PTPRZ1	PTN-PTPRZ1 phosphatase branch	contextual_or_unresolved	reviewed_supported	Q0554; primary/comparator	neural/mesenchymal	cell surface	human; mouse comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000343;M23B-EVID-000344;M23B-EVID-000345;M23B-EVID-PROMO-20260826-020	27445335	28569747	exact_matrix_receptor_binding_relay	23A_exact_secreted_matrix_to_receptor_relay	PROMOTE_TO_HIGH	PTN binds and inhibits PTPRZ1 phosphatase activity in independent primary studies, resolving the ligand-to-receptor branch.	PTN/PTPRZ1 is a phosphatase-receptor context rather than a classical integrin; downstream effects are cell-state dependent.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0021	23B	M23B-E000249	M23A-E280	PTN	binds	SDC3	PTN-SDC3 proteoglycan branch	contextual_or_unresolved	reviewed_supported	Q0555; primary/comparator	neural/mesenchymal	extracellular matrix; membrane	human; mouse comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000346;M23B-EVID-000347;M23B-EVID-000348;M23B-EVID-PROMO-20260826-021	8175719	9749725	exact_matrix_proteoglycan_binding	23A_exact_matrix_to_proteoglycan_binding	PROMOTE_TO_HIGH	PTN/HB-GAM binds syndecan-3 and supports Src/cortactin-associated adhesion signaling in independent neural/osteoblast systems.	Proteoglycan glycosaminoglycan/core-protein presentation is required; preserve SDC3 specificity.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0022	23B	M23B-E000251	M23A-E282	RELN	binds	LRP8	RELN-LRP8-DAB1 branch	contextual_or_unresolved	reviewed_supported	Q0557; primary/comparator	neuronal	cell surface	mouse; rat comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000352;M23B-EVID-000353;M23B-EVID-000354;M23B-EVID-001459;M23B-EVID-001461;M23B-EVID-PROMO-20260826-022	12670700;10571240	14729980;14578885	exact_matrix_receptor_binding	23A_exact_matrix_to_receptor_binding	PROMOTE_TO_HIGH	Reelin directly engages ApoER2/LRP8 in binding, clustering, and Dab1/Src/Akt studies.	Reelin is a large extracellular glycoprotein and receptor clustering/context are required.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0023	23B	M23B-E000252	M23A-E283	RELN	binds	VLDLR	RELN-VLDLR-DAB1 branch	contextual_or_unresolved	reviewed_supported	Q0558; primary/comparator	neuronal	cell surface	mouse; rat comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000355;M23B-EVID-000356;M23B-EVID-000357;M23B-EVID-001460;M23B-EVID-001462;M23B-EVID-PROMO-20260826-023	12670700;10571240	14729980;14578885	exact_matrix_receptor_binding	23A_exact_matrix_to_receptor_binding	PROMOTE_TO_HIGH	Reelin directly engages VLDLR in receptor-binding and clustering studies with independent downstream signaling support.	Reelin receptor clustering and extracellular presentation are required; do not merge with LRP8.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0024	23B	M23B-E000253	M23A-E284	RGMA	binds	NEO1	RGMA-NEO1-Unc5B/LARG-FAK-RhoA or BMP/Smad	contextual_or_unresolved	reviewed_supported	Q0559; primary/comparator	neural; chondrocyte; myoblast	cell surface; cytosol	mouse; human; Xenopus comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000358;M23B-EVID-000359;M23B-EVID-000360;M23B-EVID-PROMO-20260826-024	16836993;19273616;20643353	23744777;33748906	exact_matrix_receptor_binding	23A_exact_matrix_to_receptor_binding	PROMOTE_TO_HIGH	RGMA-NEO1 binding and receptor-proximal guidance branches are supported across multiple independent primary studies.	RGMA has parallel receptor/co-receptor branches; this row is specifically NEO1.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0025	23B	M23B-E000254	M23A-E285	SDC2	associates_with	PTPRJ	SDC2-PTPRJ-PI3K/Src-beta1 integrin	contextual_or_unresolved	reviewed_supported	Q0560; primary/comparator	mesenchymal; fibroblast	cell surface; focal adhesion	human; mouse comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000361;M23B-EVID-000362;M23B-EVID-000363;M23B-EVID-PROMO-20260826-025	21813734	33784491	exact_matrix_proteoglycan_receptor_association	23A_exact_matrix_to_proteoglycan_receptor_association	PROMOTE_TO_HIGH	Syndecan-2 association with PTPRJ/CD148 is supported by independent primary studies and linked to integrin/Src adhesion signaling.	Association is context-dependent and does not imply a freely soluble binary ligand.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0026	23B	M23B-E000255	M23A-E286	SELE	binds	GLG1	SELE-GLG1 leukocyte rolling	contextual_or_unresolved	reviewed_supported	Q0561; primary/comparator	neutrophil; myeloid	vascular luminal surface	human; mouse comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000364;M23B-EVID-000365;M23B-EVID-000366;M23B-EVID-PROMO-20260826-026	9099943	17442598	exact_adhesion_receptor_binding	23A_exact_adhesion_receptor_binding	PROMOTE_TO_HIGH	E-selectin recognizes the GLG1/ESL-1 glycan-bearing adhesion receptor in direct rolling/adhesion studies.	Glycan presentation and endothelial rolling context are required.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0027	23B	M23B-E000258	M23A-E289	SEMA3A	binds	NRP1:PLXNA1	SEMA3A-NRP1:PLXNA1-Rho/Rac/FAK/CRMP	contextual_or_unresolved	reviewed_supported	Q0564; primary/comparator	growth cone; lymphatic endothelium	cell surface; cytosol	mouse; human comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000369;M23B-EVID-000370;M23B-EVID-000371;M23B-EVID-PROMO-20260826-027	10520994	22723296	exact_guidance_receptor_complex	23A_exact_guidance_receptor_complex	PROMOTE_TO_HIGH	Sema3A forms the defined neuropilin-1/plexin-A1 receptor complex with receptor-proximal guidance signaling.	Preserve the NRP1:PLXNA1 complex; semaphorin receptor composition is not interchangeable across plexins.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0028	23B	M23B-E000259	M23A-E290	SEMA3G	binds	NRP2:PLXNA1	SEMA3G-NRP2:PLXNA1-YAP or Cdc42-WWP2	contextual_or_unresolved	reviewed_supported	Q0565; primary/comparator	VSMC; endothelial; glioblastoma stem cell	cell surface; nucleus	mouse; human comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000372;M23B-EVID-000373;M23B-EVID-000374;M23B-EVID-PROMO-20260826-028	36720439	40533501	exact_guidance_receptor_complex	23A_exact_guidance_receptor_complex	PROMOTE_TO_HIGH	Sema3G engages the defined NRP2:plexin-A1 complex in primary receptor/functional studies.	Complex composition is critical; related Sema3G/NRP2/Plexin-D1 evidence is not substituted for Plexin-A1.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0029	23B	M23B-E000260	M23A-E291	SEMA7A	binds	ITGA1:ITGB1	SEMA7A-alpha1beta1 integrin	contextual_or_unresolved	reviewed_supported	Q0566;Q0567 grouped duplicate	neural; immune	cell surface; matrix	mouse; rat; human comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000375;M23B-EVID-000376;M23B-EVID-000377;M23B-EVID-PROMO-20260826-029	17377534	12879062	exact_matrix_receptor_binding	23A_exact_matrix_to_integrin_binding	PROMOTE_TO_HIGH	Sema7A binds and signals through the alpha1beta1 integrin in direct/functional primary studies.	Complete alpha1beta1 and glycosylated membrane presentation are required.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0030	23B	M23B-E000261	M23A-E292	SPP1	binds	CD44v	SPP1-CD44v adhesion/Src branch	contextual_or_unresolved	reviewed_supported	Q0568; primary/comparator	epithelial; leukocyte; tumor	cell surface; matrix	human; mouse comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000378;M23B-EVID-000379;M23B-EVID-000380;M23B-EVID-PROMO-20260826-030	34070790	17332338	exact_matrix_receptor_binding	23A_exact_secreted_matrix_to_receptor_binding	PROMOTE_TO_HIGH	SPP1/osteopontin engages CD44 variant isoforms in direct adhesion/signaling studies.	CD44 variant and glycosylation context matter; do not generalize to all CD44 forms.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0031	23B	M23B-E000264	M23A-E295	TGM2	associates_with	SDC4	TGM2-SDC4-PKC/FAK-integrin	contextual_or_unresolved	reviewed_supported	Q0571; primary/comparator	osteoblast; fibroblast	matrix; focal adhesion	human; mouse comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000386;M23B-EVID-000387;M23B-EVID-000388;M23B-EVID-PROMO-20260826-031	19398782	22442151;20929862	exact_matrix_proteoglycan_binding_relay	23A_exact_matrix_to_proteoglycan_relay	PROMOTE_TO_HIGH	TGM2 associates with syndecan-4 and supports defined adhesion/FAK-linked signaling across independent studies.	Matrix crosslinking and SDC4 presentation are context-dependent; no purified binary affinity was required for this adhesion-complex promotion.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0032	23B	M23B-E000269	M23A-E300	VCAN-G3	binds	ITGB1-containing integrin	VCAN C-terminal G3-beta1 integrin	contextual_or_unresolved	reviewed_supported	Q0576; primary/comparator	glioma	matrix; focal adhesion	human; mammalian	SCI relevance unresolved	high	P1	true	M23B-EVID-000395;M23B-EVID-000396;M23B-EVID-000397;M23B-EVID-PROMO-20260826-032	11805102	25451625	exact_domain_receptor_binding	23A_exact_matrix_domain_to_integrin_binding	PROMOTE_TO_HIGH	The versican G3 domain supports a defined beta1-integrin interface and adhesion/FAK signaling, with independent rat ECM-interface evidence.	Promotion is domain/isoform-specific; do not generalize G3 evidence to all versican forms or infer a single alpha partner.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0033	23B	M23B-E000280	M23A-E311	EFNA1	binds	EPHA4	EFNA1-EPHA4 Rho/actin neuronal branch	contextual_or_unresolved	reviewed_supported	Q0588; neural comparator	striatal; hippocampal neurons	cell surface; cytosol	rat; mouse	SCI relevance unresolved	high	P1	true	M23B-EVID-000420;M23B-EVID-000421;M23B-EVID-000422;M23B-EVID-PROMO-20260826-033	10366629;17143272	23707953	exact_cell_cell_adhesion_receptor_relay	23A_exact_cell_adhesion_receptor_relay	PROMOTE_TO_HIGH	EFNA1-EPHA4 binding and EphA4-proximal cytoskeletal/adhesion signaling are supported by receptor-selectivity and independent monocyte/neural studies.	Ephrin ligand presentation and receptor clustering are required; no SCI-specific validation.	staged_high_confidence_pending_canonical_review	pending
23B-STAGE-0034	23B	M23B-E000288	M23A-E319	EFNA2	binds	EPHA7	EFNA2-EPHA7 neural branch	contextual_or_unresolved	reviewed_supported	Q0599; neural/comparator	mouse neural; heterologous	cell surface; cytosol	mouse; human comparator	SCI relevance unresolved	high	P1	true	M23B-EVID-000435;M23B-EVID-000436;M23B-EVID-000437;M23B-EVID-PROMO-20260826-034	15713841	18562299	exact_cell_cell_adhesion_receptor_binding	23A_exact_cell_adhesion_receptor_binding	PROMOTE_TO_HIGH	EFNA2 binds EPHA7 in direct receptor-selectivity work and independent neural signaling studies.	EphA7 isoform/processing and membrane presentation matter; no SCI-specific validation.	staged_high_confidence_pending_canonical_review	pending
