queue_id	module	edge_id	source_label	target_label	evidence_scope	curation_priority	disposition	output_class_observed	route_action	existing_output_route_count	existing_output_route_ids	review_basis	source_locator	source_evidence_ids	evidence_summary	limitations	next_action
M21B-DOWNSTREAM:02440	21B	M21B-E001233	HFE/beta2M	TFRC/TfR1	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:10556042	M21B-EVID-001176	Primary-supported claim: Soluble HFE and TfR assays support an HFE-beta2M/TfR homodimer complex that competes with diferric transferrin at overlapping receptor sites Primary model/assay: Soluble HFE-beta2M and TfR assays; receptor-complex association and competition with diferric transferrin	Represent HFE as a beta2M-dependent regulatory MHC-I-like partner/competitor, not a canonical ligand; preserve ternary-complex semantics and no CNS inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02454	21B	M21B-E001318	C9/complement C9	CD59	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:7523406	M21B-EVID-001261	Primary-supported claim: C9 fragments interact with CD59 during membrane-attack-complex assembly in affinity and antibody-blocking assays Primary model/assay: Recombinant C9 fragments/peptides; CD59 affinity and antibody-blocking assays during MAC assembly	Preserve nascent C9/MAC assembly and fragment-assay context; do not infer binding to soluble native C9 or intracellular signaling.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02578	21B	M21B-E002195	Collagen IV	ITGA1:ITGB1 integrin	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:8344274; PMID:1646206	M21B-EVID-002138	Primary-supported claim: The reviews identify alpha1beta1 as a collagen IV receptor and the cited primary directly measures isolated alpha1beta1 binding to triple-helical collagen IV CB3 fragments, with affinity chromatography independently isolating the alpha1beta1 complex from collagen IV-binding cell material. Primary model/assay: Purified alpha1beta1 integrin and triple-helical collagen IV CB3/tryptic fragments; solid-phase and inhibition assays with cation dependence and nanomolar affinity; collagen IV affinity chromatography from cell lysates	Preserve native/triple-helical collagen IV or CB3 fragment conformation, alpha1beta1 heterodimer and cation dependence; adhesion/receptor evidence is non-SCI and does not imply a universal collagen receptor mechanism.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02579	21B	M21B-E002196	Collagen IV	ITGA2:ITGB1 integrin	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:8344274; PMID:1646206	M21B-EVID-002139	Primary-supported claim: The reviews identify alpha2beta1 as a collagen IV receptor and the cited primary directly measures isolated alpha2beta1 binding to triple-helical collagen IV CB3 fragments, with affinity chromatography independently isolating the alpha2beta1 complex from collagen IV-binding cell material. Primary model/assay: Purified alpha2beta1 integrin and triple-helical collagen IV CB3/tryptic fragments; solid-phase and inhibition assays with cation dependence and nanomolar affinity; collagen IV affinity chromatography from cell lysates	Preserve native/triple-helical collagen IV or CB3 fragment conformation, alpha2beta1 heterodimer and cation dependence; adhesion/receptor evidence is non-SCI and does not imply a universal collagen receptor mechanism.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02580	21B	M21B-E002211	NPHS1/Nephrin	KIRREL1/NEPH1	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:12660326	M21B-EVID-002154	Primary-supported claim: The reviews identify nephrin and NEPH1 as heterophilic slit-diaphragm partners, and the cited primary demonstrates reciprocal nephrin/NEPH1 ectodomain pull-down and glycosylation-dependent heterodimerization. Primary model/assay: NEPH1-Ig and nephrin-Ig fusion proteins with full-length proteins in HEK293T cells; reciprocal co-immunoprecipitation, pull-down and Ig-domain truncation assays	Preserve glycosylation-dependent nephrin–NEPH1 heterodimerization and podocyte slit-diaphragm cis/trans ambiguity; no SCI, signaling-kinase or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02581	21B	M21B-E002363	NLGN2/neuroligin-2	NRXN1B/beta-neurexin-1 (SS4+)	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:18334217; PMID:8576240	M21B-EVID-002306	Primary-supported claim: The reviews describe splice-dependent neuroligin-neurexin recognition; the cited primaries support neuroligin-2 interaction with neurexin-1beta carrying the SS4 insert and beta-neurexin binding of neuroligin-2 in recombinant/native systems. Primary model/assay: Rat/bovine recombinant neurexin-1beta splice isoforms and neuroligin proteins; crystal structure of neurexin-1beta+SS4, binding/affinity and alternative-splice comparisons, with native brain-protein and recombinant binding assays	Preserve NLGN2 and neurexin-1beta SS4/splice context; binding affinity is splice-dependent and the evidence is synaptic/neurodevelopmental rather than SCI; no generalized neuroligin-neurexin equivalence is inferred.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02582	21B	M21B-E002364	NLGN3/neuroligin-3	NRXN1B/beta-neurexin-1 (SS4-)	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:8576240; PMID:17042500	M21B-EVID-002307	Primary-supported claim: The reviews summarize neuroligin-neurexin splice-code evidence; the cited primaries show neuroligin-3 binds beta-neurexins, with strong beta-neurexin-1 recognition in the no-SS4-insert context and defined 2:2 ectodomain-complex/affinity behavior across neuroligin isoforms. Primary model/assay: Rat recombinant neuroligin-3 and beta-neurexin-1 ectodomains plus native brain-protein comparator; recombinant binding, affinity chromatography/SPR and splice-isoform comparisons, including beta-neurexin-1 SS4 dependence	Preserve beta-neurexin-1 and SS4-negative splice context; neuroligin-3 affinity and synaptic function are isoform/context dependent, with no SCI or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02583	21B	M21B-E002365	LRRTM1	NRXN1alpha/beta (SS4-)	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:20519524; PMID:30262834	M21B-EVID-002308	Primary-supported claim: The reviews identify LRRTM1 as a neurexin ligand with splice-dependent binding; the cited primary demonstrates recombinant LRRTM1 binding to neurexin-1beta lacking SS4 and LRRTM1-dependent hemisynapse clustering, corroborated by the Nrx1beta-LRRTM2 structural/mutational study for the shared binding code. Primary model/assay: Mouse/rat hippocampal neuron coculture and COS7 heterologous cells; recombinant neurexin-1beta +/-SS4 and LRRTM1, surface binding, mutation, clustering and hemisynaptogenesis assays	Preserve LRRTM1 and neurexin splice/site-4-negative context; primary directly tests LRRTM1 binding and synaptogenic clustering but not SCI, terminal TFs, or a generic LRRTM-family edge.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02594	21B	M21B-E002405	GLRB/glycine receptor beta subunit	GPHN/gephyrin	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:7546736; DOI:10.1016/0896-6273(95)90145-0	M21B-EVID-002348	Primary-supported claim: The reviews identify the glycine-receptor beta subunit as the canonical gephyrin-binding subunit; the cited primary maps a beta-subunit cytoplasmic-loop binding motif, demonstrates recombinant gephyrin binding and shows loss/gain of binding in receptor-loop insertion assays. Primary model/assay: Rat glycine-receptor beta intracellular loop and recombinant gephyrin, overlay and transfected-mammalian-cell assays, beta-loop insertion into GABA-A beta1 and receptor alpha-subunit comparators	Preserve the GlyR beta TM3-TM4 intracellular loop and gephyrin E-domain anchoring mechanism; alpha-subunits did not bind in the cited primary, and no autonomous channel signaling, SCI transfer or terminal-TF inference is added.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02619	21B	M21B-E002458	PFN1/profilin I	GPHN/gephyrin	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:12967995; PMCID:PMC6740687	M21B-EVID-002401	Primary-supported claim: The reviews identify profilin I as a gephyrin-associated microfilament regulator; the cited primary demonstrates direct neuronal gephyrin interaction, tissue/cell co-precipitation and dependence on the gephyrin E-domain, with competition against G-actin/phospholipids at profilin. Primary model/assay: Neuronal gephyrin, profilin-I and purified/recombinant interaction systems; co-immunoprecipitation from neural tissue and cells, direct binding/microfilament-regulator assays and gephyrin-domain mapping	Preserve profilin-I versus profilin-IIa and the gephyrin E-domain/actin-competition mechanism; this is an intracellular cytoskeletal-scaffold interaction, not direct GABA-A receptor binding or SCI signaling.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02620	21B	M21B-E002459	PFN2/profilin IIa	GPHN/gephyrin	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:12967995; PMCID:PMC6740687	M21B-EVID-002402	Primary-supported claim: The reviews identify neuronal profilin IIa as a gephyrin-associated microfilament regulator; the cited primary demonstrates direct gephyrin interaction and tissue/cell co-precipitation through the gephyrin E-domain, with competition against G-actin/phospholipids at profilin. Primary model/assay: Neuronal gephyrin, neuronal profilin-IIa and purified/recombinant interaction systems; co-immunoprecipitation from neural tissue and cells, direct binding/microfilament-regulator assays and gephyrin-domain mapping	Preserve profilin-IIa as the neuronal profilin-2 isoform and the gephyrin E-domain/actin-competition mechanism; no generic profilin family claim, direct receptor binding or SCI inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02621	21B	M21B-E002460	ENAH/Mena	GPHN/gephyrin	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:12967995; PMCID:PMC6740687	M21B-EVID-002403	Primary-supported claim: The reviews identify Mena as a gephyrin-associated Ena/VASP-family microfilament adaptor; the cited primary demonstrates direct neuronal gephyrin interaction and Mena/VASP-family co-precipitation from tissue and cells, requiring the gephyrin E-domain. Primary model/assay: Neuronal gephyrin and Mena/VASP-family proteins in neural tissue and cell systems; co-immunoprecipitation, direct interaction assays and gephyrin-domain mapping	Use ENAH/Mena because neuronal Mena is the specifically named member in the primary; retain the Ena/VASP-family and gephyrin E-domain context, without expanding to all family members or inferring receptor signaling/SCI function.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02622	21B	M21B-E002461	VASP	GPHN/gephyrin	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:12967995; PMCID:PMC6740687	M21B-EVID-002404	Primary-supported claim: The reviews identify VASP-family adaptors as gephyrin-associated microfilament regulators; the cited primary reports direct gephyrin interaction with Mena/VASP-family proteins and co-precipitation from tissue and cells through the gephyrin E-domain. Primary model/assay: Neuronal gephyrin and Ena/VASP-family proteins in neural tissue and cell systems; co-immunoprecipitation, direct interaction assays and gephyrin-domain mapping	Retain the Ena/VASP-family context and avoid treating VASP as interchangeable with neuronal Mena where the primary emphasizes Mena; this is an intracellular cytoskeletal-scaffold interaction with no SCI or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02631	21B	M21B-E002491	P2RX2/P2X2 ATP-gated receptor	TUBB/tubulin beta I	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:17664027; DOI:10.1016/j.neuint.2007.06.032	M21B-EVID-002434	Primary-supported claim: The reviews identify beta-tubulin as a P2X2 C-terminal-associated cytoskeletal protein; the cited primary shows isoform-specific P2X2a C-terminal binding to beta-tubulin I in biochemical assays, direct interaction with purified brain tubulin and surface-receptor association in heterologous cells. Primary model/assay: Rat brain and bovine brain tubulin, purified P2X2/P2X2b C-terminal constructs and HEK293 cells; GST pull-down, co-sedimentation, co-immunoprecipitation, isoform deletion/mutant comparison and surface biotinylation assays	Represent the long P2X2a isoform-to-beta-tubulin-I interaction; preserve alternative-splice and cytoskeletal-context boundaries, without inferring a universal tubulin isoform, SCI effect or terminal-TF output.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02648	21B	M21B-E002567	S100A10/p11	CTSB/procathepsin B	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:10777578	M21B-EVID-002510	Primary-supported claim: The reviews identify procathepsin B as an annexin II tetramer partner; the cited primary demonstrates recombinant procathepsin B interaction with p11 and the annexin II tetramer, in-vivo co-immunoprecipitation and cell-surface colocalization in tumor cells. Primary model/assay: Human recombinant procathepsin B and p11/annexin II tetramer; yeast two-hybrid, recombinant in-vitro binding, tumor-cell co-immunoprecipitation and immunofluorescent surface colocalization in breast-carcinoma and glioma cells	Represent procathepsin B binding to p11 within the annexin II tetramer at the tumor-cell surface; preserve zymogen/protease and complex-context boundaries and do not infer a generic cathepsin-B activation relay.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02652	21B	M21B-E002585	P2Y4/P2RY4 purinergic receptor	P2Y6/P2RY6 purinergic receptor	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:17481575; DOI:10.1016/j.bbamem.2007.03.020	M21B-EVID-002528	Primary-supported claim: The reviews identify P2Y4/P2Y6 hetero-oligomerization in neuronal systems; the cited primary detects endogenous P2Y4/P2Y6 high-order complexes in native PC12 neuronal cells by native-gel and immunoprecipitation approaches, with UTP-dependent P2Y6 oligomerization and distinct membrane-microdomain partitioning. Primary model/assay: Rat PC12 neuronal cells and transfected receptor systems; blue-native electrophoresis, immunoprecipitation, receptor oligomerization, lipid-raft/synaptosome partitioning and UTP perturbation assays	Represent P2Y4/P2Y6 hetero-oligomeric receptor architecture with bounded neuronal membrane-partitioning evidence; preserve native PC12 versus transfected systems, no fixed stoichiometry and no universal agonist-response claim.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02677	21B	M21B-E002665	CASK/MAGUK scaffold	NRXN1/neurexin-1	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:8786425; PMCID:PMC6578772	M21B-EVID-002608	Primary-supported claim: The review identifies CASK as an intracellular neurexin scaffold; the cited primary uses yeast two-hybrid and C-terminal deletion mapping to show neurexin binding through its terminal residues. Primary model/assay: Rat and human neurexin/CASK constructs; yeast two-hybrid, deletion mapping and biochemical interaction assays	Preserve intracellular synaptic adhesion-scaffold association, neurexin isoform and Y2H limitations; no SCI or terminal-TF inference.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02688	21B	M21B-E002702	SLC6A3/DAT	RACK1/GNB2L1	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:15202772	M21B-EVID-002645	Primary-supported claim: The review cites DAT N-terminal interaction with RACK1/GNB2L1 in biochemical and heterologous validation assays. Primary model/assay: Human DAT N-terminal interaction screen and heterologous validation	Preserve scaffold-association and site-resolution limits; no universal DAT transport mechanism.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02730	21B	M21B-E002853	MUC16/cell-surface and shed sialylated glycoform	SIGLEC9	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:20497550; PMCID:PMC2890604; DOI:10.1186/1476-4598-9-118	M21B-EVID-002796	Primary-supported claim: The reviews cite primary immune-cell binding and sialic-acid-dependence studies identifying cell-surface and shed MUC16 as a Siglec-9 ligand. Primary model/assay: Human OVCAR-3-derived shed MUC16, ovarian-cancer cell-surface MUC16, primary human NK cells/B cells/monocytes and Siglec-9-transfected Jurkat cells; Siglec-9-Fc binding, neuraminidase controls, flow cytometry and tumor-cell binding assays	Glycoform-conditional immune-checkpoint edge; do not generalize to unglycosylated MUC16 or infer a universal downstream Siglec-9 program or SCI specificity.	full_text_primary_review_if_output_route_is_needed
M21B-DOWNSTREAM:02767	21B	M21B-E003000	MUC1-Tn glycoform	MGL/CLEC10A	direct_edge	P2	reviewed_no_explicit_downstream_output_in_curated_record	unknown	retain_entry_evidence_only	0		Manual audit of the stored primary-supported evidence_summary and assay_or_perturbation fields; no explicit downstream output/readout was retained in the curated record.	PMID:17195076	M21B-EVID-002943	Primary-supported claim: The review cites the primary study identifying MGL/CLEC10A as the receptor recognizing and binding the tumor-associated Tn glycoform of MUC1. Primary model/assay: Human MUC1-Fc carrying Tn antigen, fluorescent-bead binding to human monocyte-derived dendritic cells, MGL-Fc and MGL-transfected CHO binding assays, GalNAc/EGTA blockade, and primary colon-carcinoma tissue binding	Review-guided candidate traced to primary MUC1-Tn-MGL recognition evidence.	full_text_primary_review_if_output_route_is_needed
