candidate_key	species_scope	tf_symbol	tf_key	source_registries	source_versions	reported_contributor_labels	identity_source_count	regulon_record_count	records_with_reference	unique_reference_pmids	catalog_profile_count	tflink_target_count	evidence_kinds	independence_statuses	candidate_class	review_status	notes
human|ac025287.4	human	AC025287.4	ac025287.4	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ac067968.1	human	AC067968.1	ac067968.1	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ac073111.3	human	AC073111.3	ac073111.3	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ac073111.5	human	AC073111.5	ac073111.5	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ac073612.1	human	AC073612.1	ac073612.1	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ac092329.3	human	AC092329.3	ac092329.3	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ac092835.1	human	AC092835.1	ac092835.1	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	0	domain_curated_tf_identity;expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ac105001.2	human	AC105001.2	ac105001.2	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ac115220.1	human	AC115220.1	ac115220.1	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ac118549	human	AC118549	ac118549	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ac138696.1	human	AC138696.1	ac138696.1	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	0	domain_curated_tf_identity;expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ac187653.1	human	AC187653.1	ac187653.1	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ada2	human	ADA2	ada2	TFLink	TFLink_v1.0_snapshot		1	0	0	0	0	824	aggregated_tf_gateway_identity	integrated_aggregator_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|adcyap1	human	ADCYAP1	adcyap1	TFLink	TFLink_v1.0_snapshot		1	0	0	0	0	7	aggregated_tf_gateway_identity	integrated_aggregator_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|adnp	human	ADNP	adnp	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	0	958	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|adnp2	human	ADNP2	adnp2	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	0	domain_curated_tf_identity;expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|aebp1	human	AEBP1	aebp1	Lambert_HumanTFs	Lambert_v1.01		1	0	0	0	0	0	expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|aebp2	human	AEBP2	aebp2	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	0	1084	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|aes	human	AES	aes	TRRUST	TRRUST_v2_snapshot_2026-08-25	TRRUST	1	3	3	2	0	0	tf_regulon_record	primary_identity_catalog;repository_snapshot	regulon_tf	new_candidate	
human|aff1	human	AFF1	aff1	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot		2	0	0	0	0	11720	aggregated_tf_gateway_identity;domain_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|aff2	human	AFF2	aff2	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|aff3	human	AFF3	aff3	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|aff4	human	AFF4	aff4	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot		2	0	0	0	0	13870	aggregated_tf_gateway_identity;domain_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|ago1	human	AGO1	ago1	TFLink	TFLink_v1.0_snapshot		1	0	0	0	0	9777	aggregated_tf_gateway_identity	integrated_aggregator_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|ago2	human	AGO2	ago2	TFLink	TFLink_v1.0_snapshot		1	0	0	0	0	6467	aggregated_tf_gateway_identity	integrated_aggregator_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|ahctf1	human	AHCTF1	ahctf1	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	0	domain_curated_tf_identity;expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ahdc1	human	AHDC1	ahdc1	Lambert_HumanTFs	Lambert_v1.01		1	0	0	0	0	0	expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ahr	human	AHR	ahr	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;Pavlidis2021_CollecTRI;Pavlidis_CollecTRI2;ReMap_DoRothEA;SIGNOR;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA	5	35	32	1212	0	12741	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|ahrr	human	AHRR	ahrr	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	0	1136	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|aip	human	AIP	aip	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	5	5	2	0	5	aggregated_tf_gateway_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|aire	human	AIRE	aire	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	4	1	1	1	0	1	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|akap8	human	AKAP8	akap8	Lambert_HumanTFs	Lambert_v1.01		1	0	0	0	0	0	expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|akap8l	human	AKAP8L	akap8l	Lambert_HumanTFs	Lambert_v1.01		1	0	0	0	0	0	expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|akna	human	AKNA	akna	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	0	domain_curated_tf_identity;expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|al033529.1	human	AL033529.1	al033529.1	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|alkbh3	human	ALKBH3	alkbh3	TFLink	TFLink_v1.0_snapshot		1	0	0	0	0	389	aggregated_tf_gateway_identity	integrated_aggregator_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|alx1	human	ALX1	alx1	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	0	domain_curated_tf_identity;expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|alx3	human	ALX3	alx3	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	0	domain_curated_tf_identity;expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|alx4	human	ALX4	alx4	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	0	25	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|amh	human	AMH	amh	TFLink	TFLink_v1.0_snapshot		1	0	0	0	0	3953	aggregated_tf_gateway_identity	integrated_aggregator_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|anhx	human	ANHX	anhx	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	0	domain_curated_tf_identity;expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ankrd1	human	ANKRD1	ankrd1	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	1	1	1	0	1	aggregated_tf_gateway_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|ankrd30a	human	ANKRD30A	ankrd30a	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|ankzf1	human	ANKZF1	ankzf1	Lambert_HumanTFs	Lambert_v1.01		1	0	0	0	0	0	expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|apbb1	human	APBB1	apbb1	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	1	1	1	0	1	aggregated_tf_gateway_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|apc	human	APC	apc	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	13	13	14	0	3493	aggregated_tf_gateway_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|apex1	human	APEX1	apex1	TFLink;TRRUST	TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	2	7	7	5	0	7	aggregated_tf_gateway_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|apobec3b	human	APOBEC3B	apobec3b	TFLink	TFLink_v1.0_snapshot		1	0	0	0	0	4356	aggregated_tf_gateway_identity	integrated_aggregator_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|ar	human	AR	ar	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	ARACNe-GTEx_DoRothEA;CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;DoRothEA-reviews_DoRothEA;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;GOA_CollecTRI;GOA_CollecTRI2;HOCOMOCO_DoRothEA;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_DoRothEA;JASPAR_DoRothEA;KEGG-MEDICUS;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;PAZAR_DoRothEA;ReMap_DoRothEA;RegNetwork_DoRothEA;SIGNOR;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TFactS_CollecTRI;TFactS_DoRothEA;TRED_DoRothEA;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2	5	262	255	832	0	18156	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|argfx	human	ARGFX	argfx	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	0	domain_curated_tf_identity;expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|arhgap35	human	ARHGAP35	arhgap35	Lambert_HumanTFs;TFLink	Lambert_v1.01;TFLink_v1.0_snapshot		2	0	0	0	0	93	aggregated_tf_gateway_identity;expert_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arid1a	human	ARID1A	arid1a	AnimalTFDB3;TFLink;TRRUST	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	3	3	3	2	0	8578	aggregated_tf_gateway_identity;domain_curated_tf_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arid1b	human	ARID1B	arid1b	AnimalTFDB3;TFLink;TRRUST	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	3	1	1	1	0	5756	aggregated_tf_gateway_identity;domain_curated_tf_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arid2	human	ARID2	arid2	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	0	13776	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arid3a	human	ARID3A	arid3a	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI2;TFe_DoRothEA;TRRUST	5	8	6	3	0	8970	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arid3b	human	ARID3B	arid3b	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	0	126	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arid3c	human	ARID3C	arid3c	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	0	domain_curated_tf_identity;expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|arid4a	human	ARID4A	arid4a	AnimalTFDB3	AnimalTFDB3_git_snapshot		1	0	0	0	0	0	domain_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|arid4b	human	ARID4B	arid4b	AnimalTFDB3;TFLink	AnimalTFDB3_git_snapshot;TFLink_v1.0_snapshot		2	0	0	0	0	10175	aggregated_tf_gateway_identity;domain_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arid5a	human	ARID5A	arid5a	AnimalTFDB3;Lambert_HumanTFs	AnimalTFDB3_git_snapshot;Lambert_v1.01		2	0	0	0	0	0	domain_curated_tf_identity;expert_curated_tf_identity	primary_identity_catalog	tf_catalog	new_candidate	
human|arid5b	human	ARID5B	arid5b	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	0	810	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arnt	human	ARNT	arnt	AnimalTFDB3;Lambert_HumanTFs;OmniPath_DoRothEA;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;OmniPath_DoRothEA_snapshot_2026-08-25;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	CollecTRI;CollecTRI2;DoRothEA;DoRothEA-A_CollecTRI;DoRothEA-A_CollecTRI2;ExTRI2_CollecTRI2;ExTRI_CollecTRI;FANTOM4_DoRothEA;GEREDB_CollecTRI;GEREDB_CollecTRI2;HTRI_CollecTRI;HTRIdb;HTRIdb_CollecTRI2;HTRIdb_DoRothEA;IntAct_DoRothEA;KEGG-MEDICUS;NTNU.Curated_CollecTRI;NTNUcuration_CollecTRI2;PAZAR;ReMap_DoRothEA;SIGNOR_CollecTRI;SIGNOR_CollecTRI2;TRRUST;TRRUST_CollecTRI;TRRUST_CollecTRI2;TRRUST_DoRothEA;TfactS_CollecTRI2	5	30	29	94	0	14956	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arnt2	human	ARNT2	arnt2	AnimalTFDB3;Lambert_HumanTFs;TFLink	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot		3	0	0	0	0	601	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity	integrated_aggregator_snapshot;primary_identity_catalog	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arntl	human	ARNTL	arntl	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	4	10	10	5	0	4921	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arntl2	human	ARNTL2	arntl2	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	4	1	1	1	0	1	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arrb1	human	ARRB1	arrb1	TFLink	TFLink_v1.0_snapshot		1	0	0	0	0	7007	aggregated_tf_gateway_identity	integrated_aggregator_snapshot	regulon_tf	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
human|arx	human	ARX	arx	AnimalTFDB3;Lambert_HumanTFs;TFLink;TRRUST	AnimalTFDB3_git_snapshot;Lambert_v1.01;TFLink_v1.0_snapshot;TRRUST_v2_snapshot_2026-08-25	TRRUST	4	4	4	2	0	4	aggregated_tf_gateway_identity;domain_curated_tf_identity;expert_curated_tf_identity;tf_regulon_record	integrated_aggregator_snapshot;primary_identity_catalog;repository_snapshot	tf_identity_and_regulon	new_candidate	TFLink target count is from GMT summary; target-level source/assay/PMID provenance is not available in this file.
