species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
human	NEUROG3	neurog3	NEUROG3	3	3	21	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1021	new_candidate	
human	ESRRA	esrra	ESRRA	17	12	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1020	new_candidate	
human	GATA6	gata6	GATA6	14	12	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1019	new_candidate	
human	SF1	sf1	SF1	14	14	15	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1018	new_candidate	
mouse	Rfx1	rfx1	Rfx1	8	5	15	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1017	new_candidate	
human	EGR2	egr2	EGR2	11	11	14	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	PITX2	pitx2	PITX2	12	12	13	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Parp1	parp1	Parp1	12	12	11	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1014	new_candidate	
mouse	Mta1	mta1	Mta1	9	9	8	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1010	new_candidate	
mouse	Sp4	sp4	Sp4	8	8	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1008	new_candidate	
mouse	Hdac3	hdac3	Hdac3	7	7	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1007	new_candidate	
mouse	Atm	atm	Atm	4	4	4	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Irf9	irf9	Irf9	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Hdac4	hdac4	Hdac4	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
