species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
human	ARNT	arnt	ARNT	30	29	94	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1101	new_candidate	
mouse	Usf2	usf2	Usf2	58	54	86	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1100	new_candidate	
human	MAFA	mafa	MAFA	3	3	99	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1099	new_candidate	
human	SOX10	sox10	SOX10	32	31	91	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1099	new_candidate	
human	ETS2	ets2	ETS2	64	63	82	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1098	new_candidate	
human	TAL1	tal1	TAL1	355	50	36	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1098	new_candidate	
human	TCF4	tcf4	TCF4	36	33	89	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1098	new_candidate	
mouse	Neurod1	neurod1	Neurod1	14	13	90	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1093	new_candidate	
mouse	Rbpj	rbpj	Rbpj	29	27	86	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1093	new_candidate	
human	FOXA2	foxa2	FOXA2	29	26	76	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1083	new_candidate	
mouse	Mycn	mycn	Mycn	28	27	76	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1083	new_candidate	
human	RBPJ	rbpj	RBPJ	14	12	77	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1080	new_candidate	
human	NEUROD1	neurod1	NEUROD1	3	2	79	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1079	new_candidate	
mouse	Arnt	arnt	Arnt	15	14	42	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1045	new_candidate	
mouse	Hdac1	hdac1	Hdac1	28	28	25	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1032	new_candidate	
mouse	Tcf4	tcf4	Tcf4	20	20	20	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1025	new_candidate	
