species	tf_symbol	tf_key	source_labels	source_record_count	records_with_reference	unique_reference_pmids	source_registries	mapping_decision	frozen_entity_match_status	frozen_entity_ids	explicit_tf_role_present	default_module	existing_module_overlap_flags	both_species_present	priority_rank	review_status	notes
human	ZBTB17	zbtb17	ZBTB17	4	4	15	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
mouse	Zbtb17	zbtb17	Zbtb17	3	3	16	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1016	new_candidate	
human	CEBPE	cebpe	CEBPE	12	12	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
mouse	Dlx5	dlx5	Dlx5	10	10	13	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
human	ELF3	elf3	ELF3	11	11	13	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
mouse	Elf3	elf3	Elf3	15	15	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1015	new_candidate	
mouse	Cebpe	cebpe	Cebpe	6	6	12	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1013	new_candidate	
mouse	Hoxb7	hoxb7	Hoxb7	1	1	11	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1011	new_candidate	
human	NFIL3	nfil3	NFIL3	11	11	7	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
mouse	Pitx1	pitx1	Pitx1	7	7	8	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1009	new_candidate	
human	ARNTL	arntl	ARNTL	10	10	5	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1007	new_candidate	
human	BCL3	bcl3	BCL3	6	6	6	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1007	new_candidate	
human	DLX5	dlx5	DLX5	5	5	5	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1006	new_candidate	
human	GLI3	gli3	GLI3	4	4	5	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1006	new_candidate	
human	MTF1	mtf1	MTF1	7	7	5	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1006	new_candidate	
mouse	Twist2	twist2	Twist2	7	7	5	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1006	new_candidate	
human	SMAD5	smad5	SMAD5	1	1	5	OmniPath_DoRothEA	normalized_exact	absent_from_frozen_graph		false	22B		true	1005	new_candidate	
mouse	Pax4	pax4	Pax4	4	4	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1004	new_candidate	
mouse	Mbd2	mbd2	Mbd2	2	2	3	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Nf1	nf1	Nf1	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
mouse	Nfyc	nfyc	Nfyc	3	3	3	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1003	new_candidate	
human	MYOG	myog	MYOG	3	3	2	OmniPath_DoRothEA;TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1002	new_candidate	
human	BMI1	bmi1	BMI1	1	1	1	TRRUST	normalized_exact	absent_from_frozen_graph		false	22B		true	1001	new_candidate	
