pmid	local_path	retrieval_status	retrieval_method	retrieved_at_utc	sha256	title
10648835	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10648835_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	94d9f62e689c591d111224d4c8abdc8be48237f235550d9c2bc30f6d66e85c4d	Ephrin-B2 is a candidate ligand for the Eph receptor, EphB6.
10673366	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10673366_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	a858e9a52d7ef9789b448ba2275e0c4abb65d4181ca86cf67477bf19abc8658f	A regulated interaction between alpha5beta1 integrin and osteopontin.
10688643	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10688643_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	0cc60054b48f8e7b1306e27a09aac1e1ae1f541688a531a7862240dac94d6735	Rap1 is a potent activation signal for leukocyte function-associated antigen 1 distinct from protein kinase C and phosphatidylinositol-3-OH kinase.
10704499	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10704499_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	a17e7a105713d9c1a66f292528046f1abd5bd28f8a31cd422b4205c10d1401a2	Neural cell adhesion molecule-stimulated neurite outgrowth depends on activation of protein kinase C and the Ras-mitogen-activated protein kinase pathway.
10709848	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10709848_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	65761f75a82afb07e694c56a56862f49a2dc46130d80fdf55e48b98b1e40af6d	Induction of PYK-2 phosphorylation during LFA-1/ICAM-1-dependent homotypic adhesion of fresh human B-cells.
10727510	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10727510_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	4c69f116c1623542099991240ead36ac8d9f8860bb384a76990faf72973ac800	Regulation of the cellular localization and signaling properties of the alpha(1B)- and alpha(1D)-adrenoceptors by agonists and inverse agonists.
10766863	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10766863_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	492471995f7e8c9d783faa85622da83d4e8b09dccda83c48ce15d3e423ee5591	Epidermal growth factor receptor tyrosine kinase mediates Ras activation by gonadotropin-releasing hormone.
10770806	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10770806_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	ad2822fc0cb4a8fe1b52d0d0426313aa0fcb537c15ef540e6310ada73bc870e8	P-Selectin glycoprotein ligand 1 (PSGL-1) is expressed on platelets and can mediate platelet-endothelial interactions in vivo.
10781587	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10781587_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	4520e0f7b3ce4809db09f4127524ecabfb6f39ca6d9cb9638f6925073fd1718f	Identification of a novel chemokine (CCL28), which binds CCR10 (GPR2).
10785511	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10785511_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	3594fe0a521dd4614c22fb866e3438974f56169f7c2f33fc64caf91fa8976fac	Bone sialoprotein mediates human endothelial cell attachment and migration and promotes angiogenesis.
10828007	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10828007_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	86f680b230844b18cafc18ea2a83d9d1f410d48bd5e9d872c5d40f3eea8285c7	The chemokine SDF-1 activates the integrins LFA-1, VLA-4, and VLA-5 on immature human CD34(+) cells: role in transendothelial/stromal migration and engraftment of NOD/SCID mice.
10831617	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10831617_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	758e4cdcf71623faeaf81b1866d72da8aec55972819ae5194ec59ee3e79da204	The cysteine-rich domain of human ADAM 12 supports cell adhesion through syndecans and triggers signaling events that lead to beta1 integrin-dependent cell spreading.
10851024	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10851024_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	7c6acde99f02879e0602348436dec9bdeeb54a541405bfb65be057a9fa8078ec	Coordinate regulation of cadherin and integrin function by the chondroitin sulfate proteoglycan neurocan.
10852818	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10852818_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	bb5aeea180deba2ecd16fa67a3e35417d0225787f97007c413c34a6dc4c7cd4e	Galectin-8 binding to integrins inhibits cell adhesion and induces apoptosis.
10861844	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10861844_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	a0eebb50af1aca735b8cc9e3d5ca6f978f32320e8148bd6e2e24686261ee6c57	Osteopontin-induced, integrin-dependent migration of human mammary epithelial cells involves activation of the hepatocyte growth factor receptor (Met).
10880054	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10880054_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	7a2ab10f1e0aeb2e13c68b50ddc5ee6bd928001bad52185e77d504489108646a	Vasopressin-induced von Willebrand factor secretion from endothelial cells involves V2 receptors and cAMP.
10896785	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10896785_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	e87c42c16c9980ab52d5451041f323712c61ce251730ebf984c3a3e16194e835	Analysis of the alpha4beta1 integrin-osteopontin interaction.
10934203	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10934203_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	330127e4bf308d77fdcafd868b76e164e58cd2455eec7938e50b3300cd0e3421	The alpha 3(IV)185-206 peptide from noncollagenous domain 1 of type IV collagen interacts with a novel binding site on the beta 3 subunit of integrin alpha Vbeta 3 and stimulates focal adhesion kinase and phosphatidylinositol 3-kinase phosphorylation.
10939329	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10939329_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	d00bab91746497312086c28fde9f1290a9391d2055449a773be8fc29218c8d04	Reelin binds alpha3beta1 integrin and inhibits neuronal migration.
10982388	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10982388_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	6397f557732a53697754baa97c2e0920ae22f3d6685e961e247f03379a67b16b	Cell contact-dependent activation of alpha3beta1 integrin modulates endothelial cell responses to thrombospondin-1.
10985345	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10985345_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	ea38672b482bdc2badb2478b2f72baee22adcf421ab1df6d0e62057b976c6fb5	Analysis of the L1-deficient mouse phenotype reveals cross-talk between Sema3A and L1 signaling pathways in axonal guidance.
10986291	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_10986291_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	8637c4c2300d923010b96a4a17d3d525055f6e821345cfc2503c3a290df8c3a5	Multiple binding sites in collagen type I for the integrins alpha1beta1 and alpha2beta1.
11017100	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11017100_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	82b28c8ce768afee1a4ab510be763e723a38c66df8ad872939fa3103a6c79b9a	A transmembrane CXC chemokine is a ligand for HIV-coreceptor Bonzo.
11036078	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11036078_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	b6005f8a19e29d5d70fb09d5acb95548e93ff5a9a8f998c32f01745e76a0d124	Evidence for two distinct epitopes within collagen for activation of murine platelets.
11053419	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11053419_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	bbac119bed48edd5f9ad08a00d69625b5ba7705f9429fc0feecf744ece16cb20	An ephrin-A-dependent signaling pathway controls integrin function and is linked to the tyrosine phosphorylation of a 120-kDa protein.
11171386	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11171386_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	443faa346dcd26cfb9905a848b6a580fc23f8f6bfbdaeae5618233ecf6854c63	Keratinocyte migration requires alpha2beta1 integrin-mediated interaction with the laminin 5 gamma2 chain.
11182083	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11182083_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	e2908946f379d76d57a6f2c090fb8a64c39403987248216618224aaf80ab0cfd	Forward signaling mediated by ephrin-B3 prevents contralateral corticospinal axons from recrossing the spinal cord midline.
11239433	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11239433_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	391e59a4ec8bea800711beddf5a0772d83a63608763d116c62f85b0c95c59d6e	Plexina1 autoinhibition by the plexin sema domain.
11248808	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11248808_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	4b9486ea4d7a80b3e2302f14b82a2c88e4b33b198c4a2a05f7d97712dbcacd4c	CD91: a receptor for heat shock protein gp96.
11257118	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11257118_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	b5f5f7037001ebdd792090ab3f7030a83970219145874c6d905a70ed38e81986	A role for syndecan-1 in coupling fascin spike formation by thrombospondin-1.
11262418	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11262418_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	4f27a045bc6d8f537609932d97f99819551562ba40bb140f5ed685768a686e61	Functional characterization of transforming growth factor beta signaling in Smad2- and Smad3-deficient fibroblasts.
11278628	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11278628_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	97d35aa4936c8cadc72ff4c280c762111ceddf09508d4bf52ba2f9e3d3b443e1	Purification and characterization of human laminin-8. Laminin-8 stimulates cell adhesion and migration through alpha3beta1 and alpha6beta1 integrins.
11290339	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11290339_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	0377c9176abb40c59665489699db2fc4ad6a153e46b6add9344a8c6b50b76bab	CD91 is a common receptor for heat shock proteins gp96, hsp90, hsp70, and calreticulin.
11322762	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11322762_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	bd20f34367711c81881dbb5f47e6825eb902f44ade98eeba74b318b353d42547	Reduced adhesion of monocyte-derived macrophages from CD36-deficient patients to type I collagen.
11358957	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11358957_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	bc0a1cfa68fefbdf372f281a280b1685af98d9057609461d9355a2fdaf4f3cb0	Conformational regulation of the fibronectin binding and alpha 3beta 1 integrin-mediated adhesive activities of thrombospondin-1.
11369767	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11369767_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	eda910883ce085077bb44972b989f2c3acdfbb7b2817fc2ec732379819b6315d	beta-Adrenergic activation of p38 MAP kinase in adipocytes: cAMP induction of the uncoupling protein 1 (UCP1) gene requires p38 MAP kinase.
11395486	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11395486_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	7c70bc11b6623bfcaa5b56e986774fab54adb356ec13a69fa1386797b8ebe2a6	The LG3 module of laminin-5 harbors a binding site for integrin alpha3beta1 that promotes cell adhesion, spreading, and migration.
11402070	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11402070_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	dd72b7c8c0ca9399b34af6d6f1be00409d7043c1da1c411fef38aae806f268cc	CD44 is a major E-selectin ligand on human hematopoietic progenitor cells.
11423542	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11423542_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	e707092f63a6e0eeb6725e0f2f8edb5a239e8e3a3951532061d2a33aaf774ef3	Distinct ligand-binding modes for integrin alpha(v)beta(3)-mediated adhesion to fibronectin versus vitronectin.
11432847	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11432847_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	3f483fa32a738ae4dcb62962332e25b7feb0fb169e3fae5ea1589ea4d9f86c4e	Phosphatidylinositol 3-kinase-dependent extracellular calcium influx is essential for CX(3)CR1-mediated activation of the mitogen-activated protein kinase cascade.
11470832	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11470832_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	b6ccd71715ea47915cadc15d7ee9d4f4308e1f633cd052cd93d6b93a552b526b	Epidermal growth factor (EGF)-like repeats of human tenascin-C as ligands for EGF receptor.
11507091	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11507091_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	47a1fc818ba76445540a6a6ced7c1ef700d7c1f0e4714f923957bf1fae4d5fca	Recognition of alpha 2-macroglobulin by the low density lipoprotein receptor-related protein requires the cooperation of two ligand binding cluster regions.
11518510	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11518510_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	114461a85e66e9d0ceda61c71211028b34869b52091752269b4ff0b7c47385d3	alpha11beta1 integrin is a receptor for interstitial collagens involved in cell migration and collagen reorganization on mesenchymal nonmuscle cells.
11518717	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11518717_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	36550b25c705b6811ebdbe50576087ce26b5977988122389206b9eab6799baa0	IGF-I receptor-induced cell-cell adhesion of MCF-7 breast cancer cells requires the expression of junction protein ZO-1.
11564762	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11564762_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	a1724c8fcc2440c2d8cb4d0cac3c35df9862ab68d81cc76303cc24ec7d7637e3	Overlapping functions of the cell adhesion molecules Nr-CAM and L1 in cerebellar granule cell development.
11588042	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11588042_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	43047670903bb072ce2013f94346f8b9f1e24c30584d1c5065ae4e0c540a3ecb	The alternatively spliced alpha(E)C domain of human fibrinogen-420 is a novel ligand for leukocyte integrins alpha(M)beta(2) and alpha(X)beta(2).
11598185	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11598185_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	938d710ce4d887ec2c5d45733e996833a07f8ff3f6e644383bb0e84b17b361b5	Urokinase receptors promote beta1 integrin function through interactions with integrin alpha3beta1.
11700022	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11700022_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	c8ca7508473e033eb2d17660068fe2daaab1d3add44ad21a623eafd15e4bc186	Galphaq-dependent activation of mitogen-activated protein kinase kinase 4/c-Jun N-terminal kinase cascade.
11731446	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11731446_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	84e4f6d6d9a38d00eac154d7a08c17052cb40127bde283e60303a4d0193f6994	Interference of tenascin-C with syndecan-4 binding to fibronectin blocks cell adhesion and stimulates tumor cell proliferation.
11744701	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11744701_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	fdb9a604a938b06fdc949053eba7b26aad447c6a90fc926e42cdeff3452cc8d0	E-cadherin homophilic ligation directly signals through Rac and phosphatidylinositol 3-kinase to regulate adhesive contacts.
11751872	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11751872_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	1c24d3724f299972edad9a7137721cac47be6188d9969882dbe4393cb9988efa	Schwann cell adhesion to a novel heparan sulfate binding site in the N-terminal domain of alpha 4 type V collagen is mediated by syndecan-3.
11766883	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11766883_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	f086b5d5f8cd7dfa977dd6baf791ef3657820d221fe36e9351f099eb07490239	Neurocan: a brain chondroitin sulfate proteoglycan.
11773078	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11773078_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	1351c96fe909adcb6c57831cd898d5c7cb88e17e044f530b83be98e1670cf9a4	Kinetic analysis of the interaction between vitronectin and the urokinase receptor.
11780069	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11780069_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	5aef9816e8b363597a2b135fa609a11ec93689d003419c5f675d9f3352d615bf	Crystal structure of an Eph receptor-ephrin complex.
11805102	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11805102_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	306957faae612a136d9104aca3ca6d36e791daa0b6fd82e63ae7e6816e770d95	beta 1-Integrin-mediated glioma cell adhesion and free radical-induced apoptosis are regulated by binding to a C-terminal domain of PG-M/versican.
11812992	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11812992_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	f3e0b72afbc5d3c43196f4be73a453421b8e5888c315d47893d8bf656b279a23	JAM-1 is a ligand of the beta(2) integrin LFA-1 involved in transendothelial migration of leukocytes.
11850637	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11850637_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	e8272f66086ef3938fd09b6f3b6fd5b7a026e45d33c5c04af6dbcf205dee02c1	Crystal structure of the human TbetaR2 ectodomain--TGF-beta3 complex.
11854294	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11854294_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	c70111bd250f2d51ce9838f065493705a65ff2b3eb2d0677c77cb431984705ce	Platelet-derived growth factor (PDGF)-induced tyrosine phosphorylation of the low density lipoprotein receptor-related protein (LRP). Evidence for integrated co-receptor function betwenn LRP and the PDGF.
11854295	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11854295_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	fa526c0ff3b0373c239af8a739b824eb222044e1aa9ba94b30c85cd024b66693	Platelet-derived growth factor mediates tyrosine phosphorylation of the cytoplasmic domain of the low Density lipoprotein receptor-related protein in caveolae.
11877390	data/raw/evidence/module23_pubmed_abstracts_20260905/PMID_11877390_pubmed.xml	fetched	ncbi_pubmed_efetch_xml	2026-09-05T15:45:42.906638+00:00	8660d3f772557c5e40eda5ebd7e3252a80cf244d8c10ac1e888ce60b456fd583	ANGPTL3 stimulates endothelial cell adhesion and migration via integrin alpha vbeta 3 and induces blood vessel formation in vivo.
