edge_source_id	edge_id	paper_id	observation_id	claim_id	support_kind	species_support	source_scope	confidence_tier	citation_note	notes	module	evidence_id	source_kind	source_locator	source_locator_status	evidence_summary	limitations	evidence_layer	evidence_exportable	consolidation_note
SRC000025	M20B-E001780		REGISTER:M20B-EVID-005345-P2-FUNC		primary_experiment	both	contextual_support	medium	PMID:29176798	register_evidence_id=M20B-EVID-005345-P2-FUNC; original_source_kind=primary_recovery; original_support_kind=validated_primary_function_or_program_assay; source_locator_status=stable	20B	M20B-EVID-005345-P2-FUNC	primary_recovery	PMID:29176798; https://pubmed.ncbi.nlm.nih.gov/29176798/	stable	ACKR2 deletion increased mortality and aggravated lesion development after traumatic brain injury, consistent with chemokine-scavenging control of neuroinflammation.	The in vivo model is traumatic brain injury, not SCI; the functional study does not isolate CCL2 as the only ACKR2 ligand or assign a terminal TF.	downstream_or_functional	true	Batch 306 preserves ACKR scavenging versus canonical signaling and ROBO receptor-pathway versus functional outputs; no direct molecular edge is inferred from pathway-level records.
SRC000026	M20B-E001781		REGISTER:M20B-EVID-001781		database_curated	mouse	direct_edge	high	M20A-EXT1-EVID-009;M20A-EXT1-EVID-010	register_evidence_id=M20B-EVID-001781; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved	20B	M20B-EVID-001781	frozen_module20a_lr_release		local_only_or_unresolved	Promote as the canonical CCL2 receptor edge; keep CCL2-ACKR2 as a separate scavenger edge.	cross_source_secreted_simple	ligand_receptor_or_direct_molecular	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
SRC000027	M20B-E001782		REGISTER:M20B-EVID-001782		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-011;M20A-EXT1-EVID-012;M20A-EXT20-EVID-005	register_evidence_id=M20B-EVID-001782; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved	20B	M20B-EVID-001782	frozen_module20a_lr_release		local_only_or_unresolved	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cross_source_secreted_simple	ligand_receptor_or_direct_molecular	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
SRC000028	M20B-E001783		REGISTER:M20B-EVID-001783		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-007;M20A-EXT1-EVID-017;M20A-EXT20-EVID-006	register_evidence_id=M20B-EVID-001783; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved	20B	M20B-EVID-001783	frozen_module20a_lr_release		local_only_or_unresolved	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cross_source_secreted_simple	ligand_receptor_or_direct_molecular	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
SRC000029	M20B-E001785		REGISTER:M20B-EVID-001785		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-014;M20A-EXT1-EVID-015;M20A-EXT20-EVID-007	register_evidence_id=M20B-EVID-001785; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved	20B	M20B-EVID-001785	frozen_module20a_lr_release		local_only_or_unresolved	Quantitative human ACKR4 activity supports human high; mouse paralog resolution remains weaker.	cross_source_secreted_simple	ligand_receptor_or_direct_molecular	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
SRC000030	M20B-E001786		REGISTER:M20B-EVID-001786		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-016;M20A-EXT1-EVID-017;M20A-EXT20-EVID-008	register_evidence_id=M20B-EVID-001786; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved	20B	M20B-EVID-001786	frozen_module20a_lr_release		local_only_or_unresolved	Direct human CCL27-CCR10 binding supports human high; mouse Ccl27b paralog resolution remains limited.	cross_source_secreted_simple	ligand_receptor_or_direct_molecular	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
SRC000031	M20B-E001788		REGISTER:M20B-EVID-001788		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-008;M20A-EXT1-EVID-018;M20A-EXT20-EVID-009	register_evidence_id=M20B-EVID-001788; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved	20B	M20B-EVID-001788	frozen_module20a_lr_release		local_only_or_unresolved	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cross_source_secreted_simple	ligand_receptor_or_direct_molecular	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
SRC000032	M20B-E001789		REGISTER:M20B-EVID-001789		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-019;M20A-EXT1-EVID-020;M20A-EXT20-EVID-010	register_evidence_id=M20B-EVID-001789; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved	20B	M20B-EVID-001789	frozen_module20a_lr_release		local_only_or_unresolved	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cross_source_secreted_simple	ligand_receptor_or_direct_molecular	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
SRC000033	M20B-E001790		REGISTER:M20B-EVID-001790		database_curated	mouse	direct_edge	high	M20A-EXT1-EVID-021;M20A-EXT1-EVID-022	register_evidence_id=M20B-EVID-001790; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved	20B	M20B-EVID-001790	frozen_module20a_lr_release		local_only_or_unresolved	Promote as a high-confidence mouse Slit1-Robo1 guidance edge.	cross_source_secreted_simple	ligand_receptor_or_direct_molecular	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
SRC000034	M20B-E001791		REGISTER:M20B-EVID-001791		database_curated	mouse	direct_edge	high	M20A-EXT1-EVID-023	register_evidence_id=M20B-EVID-001791; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved	20B	M20B-EVID-001791	frozen_module20a_lr_release		local_only_or_unresolved	Reuse the existing audited packet and promote the external queue row into the canonical index.	cross_source_secreted_simple	ligand_receptor_or_direct_molecular	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
SRC000035	M20B-E001791		REGISTER:M20B-EVID-005346-P2-RELAY		primary_experiment	mouse	contextual_support	high	PMID:32807784; PMCID:PMC7463137	register_evidence_id=M20B-EVID-005346-P2-RELAY; original_source_kind=primary_recovery; original_support_kind=validated_primary_receptor_proximal_assay; source_locator_status=stable	20B	M20B-EVID-005346-P2-RELAY	primary_recovery	PMID:32807784; https://pubmed.ncbi.nlm.nih.gov/32807784/	stable	SLIT2 activated ROBO1-dependent cytoskeletal remodeling and inhibited macrophage macropinocytosis, with ROBO1 knockdown reducing the response.	The study uses macrophage and cancer-cell models and does not establish a terminal TF or SCI receiver-cell output.	receptor_proximal_relay	true	Batch 306 preserves ACKR scavenging versus canonical signaling and ROBO receptor-pathway versus functional outputs; no direct molecular edge is inferred from pathway-level records.
SRC000036	M20B-E001791		REGISTER:M20B-EVID-005347-P2-FUNC		primary_experiment	both	contextual_support	medium	PMID:31242633; PMID:32824848	register_evidence_id=M20B-EVID-005347-P2-FUNC; original_source_kind=primary_recovery; original_support_kind=validated_primary_function_or_program_assay; source_locator_status=stable	20B	M20B-EVID-005347-P2-FUNC	primary_recovery	PMID:31242633; PMID:32824848; https://pubmed.ncbi.nlm.nih.gov/32824848/	stable	SLIT2-ROBO1 blockade or activation altered TGF-beta/Smad-associated migration and metastasis outputs in colorectal carcinoma models.	Cancer-specific study; downstream TGF-beta/Smad association is pathway/function evidence and not a direct SLIT2-ROBO1-to-TF molecular edge.	downstream_or_functional	true	Batch 306 preserves ACKR scavenging versus canonical signaling and ROBO receptor-pathway versus functional outputs; no direct molecular edge is inferred from pathway-level records.
SRC000037	M20B-E001792		REGISTER:M20B-EVID-001792		database_curated	mouse	direct_edge	medium	M20A-EXT1-EVID-024;M20A-EXT20-EVID-011	register_evidence_id=M20B-EVID-001792; original_source_kind=frozen_module20a_lr_release; original_support_kind=database_curated; source_locator_status=local_only_or_unresolved	20B	M20B-EVID-001792	frozen_module20a_lr_release		local_only_or_unresolved	Four-worker medium-confidence review completed; no new pair-specific evidence justified an overall promotion, so the existing medium call is retained with its prior source packet and caveats.	cross_source_secreted_simple	ligand_receptor_or_direct_molecular	true	Frozen Module 20A classification: frozen_lr_supported; source LR manifest preserved.
SRC000038	M20B-E001792		REGISTER:M20B-EVID-005348-P2-RELAY		primary_experiment	mouse	contextual_support	high	PMID:27882344	register_evidence_id=M20B-EVID-005348-P2-RELAY; original_source_kind=primary_recovery; original_support_kind=validated_primary_receptor_proximal_assay; source_locator_status=stable	20B	M20B-EVID-005348-P2-RELAY	primary_recovery	PMID:27882344; https://pubmed.ncbi.nlm.nih.gov/27882344/	stable	SLIT2-ROBO2 signaling recruited SRGAP1 and nonmuscle myosin IIA, inhibited myosin activity, and reduced focal-adhesion signaling in podocytes.	The model is renal podocyte adhesion; the molecular relay is ROBO2/SRGAP1/NMIIA rather than a terminal TF.	receptor_proximal_relay	true	Batch 306 preserves ACKR scavenging versus canonical signaling and ROBO receptor-pathway versus functional outputs; no direct molecular edge is inferred from pathway-level records.
