node_id	role	role_source	role_evidence
NODE00023	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00024	ligand	register_ligand_receptor_layer	edge=M23B-E000094; evidence=M23B-EVID-000156
NODE00024	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00025	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00026	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00027	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00028	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00029	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00030	receptor	register_ligand_receptor_layer	edge=M20B-E002711; evidence=M20B-EVID-002711 || edge=M20B-E002742; evidence=M20B-EVID-002742 || edge=M20B-E003530; evidence=M20B-EVID-003530 || edge=M20B-E003541; evidence=M20B-EVID-003541
NODE00030	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00031	receptor	register_ligand_receptor_layer	edge=M20B-E002712; evidence=M20B-EVID-002712
NODE00031	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00032	receptor	register_ligand_receptor_layer	edge=M20B-E001818; evidence=M20B-EVID-001818 || edge=M20B-E001827; evidence=M20B-EVID-001827;M20B-EVID-005239-P2-FUNC;M20B-EVID-005239-P2-RELAY
NODE00032	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00033	receptor	register_ligand_receptor_layer	edge=M20B-E001819; evidence=M20B-EVID-001819 || edge=M20B-E001828; evidence=M20B-EVID-001828
NODE00033	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00034	receptor	register_ligand_receptor_layer	edge=M20B-E002544; evidence=M20B-EVID-002544
NODE00034	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00035	receptor	register_ligand_receptor_layer	edge=M20B-E001820; evidence=M20B-EVID-001820 || edge=M20B-E001829; evidence=M20B-EVID-001829;M20B-EVID-005242-P2-RELAY
NODE00035	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00036	receptor	register_ligand_receptor_layer	edge=M20B-E005041; evidence=M20B-EVID-005041
NODE00036	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00037	receptor	register_ligand_receptor_layer	edge=M20B-E003532; evidence=M20B-EVID-003532 || edge=M20B-E003542; evidence=M20B-EVID-003542 || edge=M20B-E003555; evidence=M20B-EVID-003555 || edge=M20B-E004331; evidence=M20B-EVID-004331;M20B-EVID-004331-P2-DIRECT;M20B-EVID-004331-P2-FUNC;M20B-EVID-004331-P2-RELAY
NODE00037	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00038	receptor	register_ligand_receptor_layer	edge=M20B-E003533; evidence=M20B-EVID-003533 || edge=M20B-E003556; evidence=M20B-EVID-003556 || edge=M20B-E004333; evidence=M20B-EVID-004333;M20B-EVID-004333-P2-DIRECT;M20B-EVID-004333-P2-FUNC;M20B-EVID-004333-P2-RELAY
NODE00038	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00039	receptor	register_ligand_receptor_layer	edge=M20B-E004335; evidence=M20B-EVID-004335;M20B-EVID-004335-P2-DIRECT;M20B-EVID-004335-P2-FUNC;M20B-EVID-004335-P2-RELAY
NODE00039	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00040	receptor	register_ligand_receptor_layer	edge=M20B-E003543; evidence=M20B-EVID-003543
NODE00040	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00041	receptor	register_ligand_receptor_layer	edge=M20B-E003534; evidence=M20B-EVID-003534 || edge=M20B-E003557; evidence=M20B-EVID-003557
NODE00041	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00042	receptor	register_ligand_receptor_layer	edge=M20B-E003535; evidence=M20B-EVID-003535 || edge=M20B-E003558; evidence=M20B-EVID-003558
NODE00042	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00043	receptor	register_ligand_receptor_layer	edge=M20B-E003552; evidence=M20B-EVID-003552
NODE00043	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00044	receptor	register_ligand_receptor_layer	edge=M20B-E003560; evidence=M20B-EVID-003560 || edge=M20B-E003564; evidence=M20B-EVID-003564 || edge=M20B-E003568; evidence=M20B-EVID-003568
NODE00044	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00045	receptor	register_ligand_receptor_layer	edge=M20B-E003561; evidence=M20B-EVID-003561 || edge=M20B-E003565; evidence=M20B-EVID-003565 || edge=M20B-E003569; evidence=M20B-EVID-003569
NODE00045	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00046	receptor	register_ligand_receptor_layer	edge=M20B-E003553; evidence=M20B-EVID-003553
NODE00046	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00047	receptor	register_ligand_receptor_layer	edge=M20B-E003562; evidence=M20B-EVID-003562 || edge=M20B-E003566; evidence=M20B-EVID-003566 || edge=M20B-E003570; evidence=M20B-EVID-003570
NODE00047	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00048	receptor	register_ligand_receptor_layer	edge=M20B-E003563; evidence=M20B-EVID-003563 || edge=M20B-E003567; evidence=M20B-EVID-003567 || edge=M20B-E003571; evidence=M20B-EVID-003571
NODE00048	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00049	receptor	register_ligand_receptor_layer	edge=M20B-E003545; evidence=M20B-EVID-003545
NODE00049	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00050	receptor	register_ligand_receptor_layer	edge=M20B-E005043; evidence=M20B-EVID-005043
NODE00050	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00051	receptor	register_ligand_receptor_layer	edge=M20B-E001803; evidence=M20B-EVID-001803
NODE00051	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00052	receptor	register_ligand_receptor_layer	edge=M20B-E001804; evidence=M20B-EVID-001804
NODE00052	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00053	ligand	register_ligand_receptor_layer	edge=M20B-E002407; evidence=M20B-EVID-002407
NODE00053	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00054	ligand	register_ligand_receptor_layer	edge=M23B-E000452; evidence=M23B-EVID-000632 || edge=M23B-E000454; evidence=M23B-EVID-000634 || edge=M23B-E000456; evidence=M23B-EVID-000636
NODE00054	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00055	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00056	ligand	register_ligand_receptor_layer	edge=M20B-E002428; evidence=M20B-EVID-002428 || edge=M23B-E000460; evidence=M23B-EVID-000640
NODE00056	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00057	ligand	register_ligand_receptor_layer	edge=M23B-E000462; evidence=M23B-EVID-000642
NODE00057	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00058	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00059	ligand	register_ligand_receptor_layer	edge=M20B-E002437; evidence=M20B-EVID-002437
NODE00059	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00060	ligand	register_ligand_receptor_layer	edge=M20B-E002441; evidence=M20B-EVID-002441 || edge=M20B-E002443; evidence=M20B-EVID-002443 || edge=M20B-E002445; evidence=M20B-EVID-002445
NODE00060	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00061	receptor	register_ligand_receptor_layer	edge=M20B-E004134; evidence=M20B-EVID-004134 || edge=M20B-E004143; evidence=M20B-EVID-004143;M20B-EVID-004143-P2-DIRECT;M20B-EVID-004143-P2-FUNC;M20B-EVID-004143-P2-RELAY || edge=M23B-E000970; evidence=M23B-EVID-001315
NODE00061	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00062	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00063	receptor	register_ligand_receptor_layer	edge=M20B-E004135; evidence=M20B-EVID-004135;M20B-EVID-004135-P2-DIRECT;M20B-EVID-004135-P2-FUNC;M20B-EVID-004135-P2-RELAY || edge=M20B-E004138; evidence=M20B-EVID-004138;M20B-EVID-004138-P2-DIRECT;M20B-EVID-004138-P2-FUNC;M20B-EVID-004138-P2-RELAY || edge=M20B-E004140; evidence=M20B-EVID-004140;M20B-EVID-004140-P2-DIRECT;M20B-EVID-004140-P2-FUNC;M20B-EVID-004140-P2-RELAY || edge=M20B-E004144; evidence=M20B-EVID-004144;M20B-EVID-004144-P2-DIRECT;M20B-EVID-004144-P2-FUNC;M20B-EVID-004144-P2-RELAY
NODE00063	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00064	ligand	register_ligand_receptor_layer	edge=M20B-E002453; evidence=M20B-EVID-002453 || edge=M20B-E002454; evidence=M20B-EVID-002454 || edge=M20B-E002455; evidence=M20B-EVID-002455 || edge=M20B-E002456; evidence=M20B-EVID-002456
NODE00064	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00065	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00066	ligand	register_ligand_receptor_layer	edge=M20B-E002459; evidence=M20B-EVID-002459 || edge=M20B-E002470; evidence=M20B-EVID-002470 || edge=M20B-E002471; evidence=M20B-EVID-002471
NODE00066	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00067	receptor	register_ligand_receptor_layer	edge=M20B-E002459; evidence=M20B-EVID-002459 || edge=M20B-E005220; evidence=M20B-EVID-005220
NODE00067	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00068	receptor	register_ligand_receptor_layer	edge=M23B-E000097; evidence=M23B-EVID-000159
NODE00068	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00069	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00070	receptor	register_ligand_receptor_layer	edge=M23B-E000844; evidence=M23B-EVID-001139
NODE00070	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00071	receptor	register_ligand_receptor_layer	edge=M20B-E002291; evidence=M20B-EVID-002291 || edge=M20B-E002292; evidence=M20B-EVID-002292 || edge=M20B-E002293; evidence=M20B-EVID-002293 || edge=M20B-E002294; evidence=M20B-EVID-002294
NODE00071	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00072	receptor	register_ligand_receptor_layer	edge=M23B-E000740; evidence=M23B-EVID-000995
NODE00072	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00073	ligand	register_ligand_receptor_layer	edge=M23B-E000576; evidence=M23B-EVID-000789
NODE00073	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00074	receptor	register_ligand_receptor_layer	edge=M23B-E000940; evidence=M23B-EVID-001285 || edge=M23B-E000994; evidence=M23B-EVID-001339
NODE00074	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00075	receptor	register_ligand_receptor_layer	edge=M23B-E000605; evidence=M23B-EVID-000828
NODE00075	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00076	receptor	register_ligand_receptor_layer	edge=M20B-E001461; evidence=M20B-EVID-001461 || edge=M20B-E001470; evidence=M20B-EVID-001470 || edge=M20B-E001479; evidence=M20B-EVID-001479 || edge=M23B-E000689; evidence=M23B-EVID-000920
NODE00076	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00077	receptor	register_ligand_receptor_layer	edge=M23B-E000818; evidence=M23B-EVID-001109 || edge=M23B-E000826; evidence=M23B-EVID-001117
NODE00077	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00078	receptor	register_ligand_receptor_layer	edge=M20B-E001724; evidence=M20B-EVID-001724 || edge=M23B-E000691; evidence=M23B-EVID-000923
NODE00078	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00079	receptor	register_ligand_receptor_layer	edge=M23B-E000989; evidence=M23B-EVID-001334
NODE00079	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00080	receptor	register_ligand_receptor_layer	edge=M20B-E000475; evidence=M20B-EVID-000475 || edge=M23B-E000529; evidence=M23B-EVID-000720 || edge=M23B-E000693; evidence=M23B-EVID-000926
NODE00080	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00081	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00082	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00083	ligand	register_ligand_receptor_layer	edge=M20B-E002472; evidence=M20B-EVID-002472 || edge=M20B-E002473; evidence=M20B-EVID-002473
NODE00083	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00084	receptor	register_ligand_receptor_layer	edge=M20B-E002472; evidence=M20B-EVID-002472
NODE00084	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00085	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00086	receptor	register_ligand_receptor_layer	edge=M20B-E002473; evidence=M20B-EVID-002473
NODE00086	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00087	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00088	ligand	register_ligand_receptor_layer	edge=M20B-E002478; evidence=M20B-EVID-002478 || edge=M20B-E002483; evidence=M20B-EVID-002483 || edge=M20B-E002492; evidence=M20B-EVID-002492 || edge=M20B-E002493; evidence=M20B-EVID-002493
NODE00088	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00089	ligand	register_ligand_receptor_layer	edge=M20B-E002500; evidence=M20B-EVID-002500 || edge=M20B-E002505; evidence=M20B-EVID-002505 || edge=M20B-E002506; evidence=M20B-EVID-002506 || edge=M20B-E002507; evidence=M20B-EVID-002507
NODE00089	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00090	ligand	register_ligand_receptor_layer	edge=M20B-E002510; evidence=M20B-EVID-002510;M20B-EVID-005283-P2-DIRECT;M20B-EVID-005284-P2-RELAY || edge=M20B-E002511; evidence=M20B-EVID-002511 || edge=M20B-E002512; evidence=M20B-EVID-002512 || edge=M20B-E002513; evidence=M20B-EVID-002513;M20B-EVID-005285-P2-DIRECT;M20B-EVID-005286-P2-RELAY
NODE00090	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00091	receptor	register_ligand_receptor_layer	edge=M20B-E002510; evidence=M20B-EVID-002510;M20B-EVID-005283-P2-DIRECT;M20B-EVID-005284-P2-RELAY
NODE00091	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00092	receptor	register_ligand_receptor_layer	edge=M20B-E002511; evidence=M20B-EVID-002511
NODE00092	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00093	receptor	register_ligand_receptor_layer	edge=M20B-E002512; evidence=M20B-EVID-002512
NODE00093	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00094	receptor	register_ligand_receptor_layer	edge=M20B-E002513; evidence=M20B-EVID-002513;M20B-EVID-005285-P2-DIRECT;M20B-EVID-005286-P2-RELAY
NODE00094	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00095	receptor	register_ligand_receptor_layer	edge=M24B-E000101; evidence=M24B-EVID-000143
NODE00095	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00096	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00097	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00098	ligand	register_ligand_receptor_layer	edge=M20B-E001922; evidence=M20B-EVID-001922 || edge=M20B-E002514; evidence=M20B-EVID-002514 || edge=M20B-E002518; evidence=M20B-EVID-002518;M20B-EVID-005277-P2-DIRECT;M20B-EVID-005278-P2-RELAY;M20B-EVID-005279-P2-FUNC || edge=M20B-E002519; evidence=M20B-EVID-002519;M20B-EVID-005280-P2-DIRECT;M20B-EVID-005281-P2-RELAY;M20B-EVID-005282-P2-FUNC || edge=M23B-E000021; evidence=M23B-EVID-000022 || edge=M23B-E000467; evidence=M23B-EVID-000647
NODE00098	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00099	ligand	register_ligand_receptor_layer	edge=M23B-E000917; evidence=M23B-EVID-001262
NODE00099	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00100	ligand	register_ligand_receptor_layer	edge=M20B-E002521; evidence=M20B-EVID-002521 || edge=M20B-E002522; evidence=M20B-EVID-002522
NODE00100	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00101	ligand	register_ligand_receptor_layer	edge=M23B-E000105; evidence=M23B-EVID-000173
NODE00101	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00102	receptor	register_ligand_receptor_layer	edge=M23B-E000105; evidence=M23B-EVID-000173
NODE00102	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00103	receptor	register_ligand_receptor_layer	edge=M20B-E005079; evidence=M20B-EVID-005079;M20B-EVID-005079-P2-DIRECT;M20B-EVID-005079-P2-FUNC
NODE00103	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00104	ligand	register_ligand_receptor_layer	edge=M20B-E002534; evidence=M20B-EVID-002534
NODE00104	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00105	ligand	register_ligand_receptor_layer	edge=M20B-E002536; evidence=M20B-EVID-002536 || edge=M20B-E002537; evidence=M20B-EVID-002537;M20B-EVID-002537-P2-FUNC
NODE00105	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00106	ligand	register_ligand_receptor_layer	edge=M20B-E002538; evidence=M20B-EVID-002538;M20B-EVID-002538-P2-DIRECT;M20B-EVID-002538-P2-FUNC;M20B-EVID-002538-P2-RELAY || edge=M20B-E002539; evidence=M20B-EVID-002539 || edge=M23B-E000469; evidence=M23B-EVID-000649
NODE00106	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00107	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00108	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00109	receptor	register_ligand_receptor_layer	edge=M20B-E004218; evidence=M20B-EVID-004218;M20B-EVID-004218-P2-DIRECT;M20B-EVID-004218-P2-FUNC;M20B-EVID-004218-P2-RELAY || edge=M20B-E004659; evidence=M20B-EVID-004659;M20B-EVID-004659-P2-DIRECT;M20B-EVID-004659-P2-FUNC;M20B-EVID-004659-P2-RELAY || edge=M23B-E000975; evidence=M23B-EVID-001320
NODE00109	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00110	receptor	register_ligand_receptor_layer	edge=M23B-E000031; evidence=M23B-EVID-000055
NODE00110	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00111	receptor	register_ligand_receptor_layer	edge=M23B-E000034; evidence=M23B-EVID-000058
NODE00111	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00112	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00113	receptor	register_ligand_receptor_layer	edge=M23B-E000035; evidence=M23B-EVID-000059
NODE00113	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00114	receptor	register_ligand_receptor_layer	edge=M23B-E000026; evidence=M23B-EVID-000027 || edge=M23B-E000033; evidence=M23B-EVID-000057
NODE00114	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00115	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00116	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00117	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00118	receptor	register_ligand_receptor_layer	edge=M23B-E000023; evidence=M23B-EVID-000024 || edge=M23B-E000036; evidence=M23B-EVID-000060
NODE00118	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00119	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00120	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00121	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00122	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00123	receptor	register_ligand_receptor_layer	edge=M23B-E000012; evidence=M23B-EVID-000013;M23B-EVID-000113
NODE00123	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00124	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00125	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00126	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00127	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00128	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00129	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00130	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00131	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00132	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00133	receptor	register_ligand_receptor_layer	edge=M23B-E000058; evidence=M23B-EVID-000083
NODE00133	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00134	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00135	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
NODE00136	receptor	register_ligand_receptor_layer	edge=M23B-E000015; evidence=M23B-EVID-000016
NODE00136	signaling_cascade	module20_24_export	Node participates in at least one evidence-gated exported mechanism edge.
