route_evidence_id	route_status	route_tier	path_expression	known_layers	missing_layers	intracellular_status	ligand_node_id	ligand_label	ligand_receptor_edge_id	receptor_node_id	receptor_label	receptor_intracellular_edge_id	intracellular_continuation_node_id	intracellular_continuation_label	intracellular_tf_edge_id	transcription_factor_node_id	transcription_factor_label	tf_target_edge_id	target_gene_node_id	target_gene_label	target_output_form_id	output_node_id	output_label	output_form_id	bridge_id	pathway_name	input_evidence_type	output_evidence_type	evidence_ids	source_queue_id	source_evidence_record_id	route_linkage_status	causal_status	traversal_status	source_chain_id
ROUTE:00028	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				FLT3-pY969-GRB2	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001005	M21B-DOWNSTREAM:02412	M21B-DOWNSTREAM-EVID:003787	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02412
ROUTE:00029	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				KIT-pY568-CBL	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001038	M21B-DOWNSTREAM:02416	M21B-DOWNSTREAM-EVID:003791	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02416
ROUTE:00030	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				KIT-pY568-SOCS6	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001040	M21B-DOWNSTREAM:02417	M21B-DOWNSTREAM-EVID:003792	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02417
ROUTE:00031	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				RET-pY1096-GRB2	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001050	M21B-DOWNSTREAM:02420	M21B-DOWNSTREAM-EVID:003795	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02420
ROUTE:00032	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				MET-pY1356-SHIP1-negative-morphogenesis	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001126	M21B-DOWNSTREAM:02424	M21B-DOWNSTREAM-EVID:003799	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02424
ROUTE:00033	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				MET-pY1356-SHIP2-morphogenesis	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001127	M21B-DOWNSTREAM:02425	M21B-DOWNSTREAM-EVID:003800	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02425
ROUTE:00034	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL4R-pY713-SHP1-inhibitory	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001129	M21B-DOWNSTREAM:02426	M21B-DOWNSTREAM-EVID:003801	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02426
ROUTE:00035	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CSF2RB-pY577-SHC1	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001135	M21B-DOWNSTREAM:02427	M21B-DOWNSTREAM-EVID:003802	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02427
ROUTE:00036	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD72-pY7-SHP1-BCR-inhibition	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001148	M21B-DOWNSTREAM:02428	M21B-DOWNSTREAM-EVID:003803	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02428
ROUTE:00037	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD72-pY39-GRB2-BCR-modulation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001149	M21B-DOWNSTREAM:02429	M21B-DOWNSTREAM-EVID:003804	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02429
ROUTE:00038	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				HFE-TFRC-competitive-regulation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001176	M21B-DOWNSTREAM:02432	M21B-DOWNSTREAM-EVID:003807	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02432
ROUTE:00039	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				STAB1-GGA-sorting	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001208	M21B-DOWNSTREAM:02433	M21B-DOWNSTREAM-EVID:003808	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02433
ROUTE:00040	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				Dectin1-pY15-SHIP1-negative-relay	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001224	M21B-DOWNSTREAM:02436	M21B-DOWNSTREAM-EVID:003811	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02436
ROUTE:00041	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CASPR1-4.1B-paranodal-adaptor	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001231	M21B-DOWNSTREAM:02437	M21B-DOWNSTREAM-EVID:003812	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02437
ROUTE:00042	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD46-Cyt1-GOPC-autophagy	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001238	M21B-DOWNSTREAM:02440	M21B-DOWNSTREAM-EVID:003815	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02440
ROUTE:00043	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				C5a-C5AR2-arrestin-GPCR	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001263	M21B-DOWNSTREAM:02447	M21B-DOWNSTREAM-EVID:003822	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02447
ROUTE:00044	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				BMP7-ACVR1-BMPR2-complex	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001663	M21B-DOWNSTREAM:02541	M21B-DOWNSTREAM-EVID:003916	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02541
ROUTE:00045	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL36Ra-IL36R-antagonist	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001682	M21B-DOWNSTREAM:02542	M21B-DOWNSTREAM-EVID:003917	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02542
ROUTE:00046	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL18-IL18R1-IL18RAP-activation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001695	M21B-DOWNSTREAM:02543	M21B-DOWNSTREAM-EVID:003918	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02543
ROUTE:00047	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL6-gp130-receptor-complex-activation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001703	M21B-DOWNSTREAM:02544	M21B-DOWNSTREAM-EVID:003919	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02544
ROUTE:00048	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IFN-type-I-IFNAR-activation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001705	M21B-DOWNSTREAM:02545	M21B-DOWNSTREAM-EVID:003920	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02545
ROUTE:00049	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IFN-type-II-IFNGR-activation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001706	M21B-DOWNSTREAM:02546	M21B-DOWNSTREAM-EVID:003921	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02546
ROUTE:00050	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				IL1B-IL1R1-IL1RAP-activation	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001709	M21B-DOWNSTREAM:02547	M21B-DOWNSTREAM-EVID:003922	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02547
ROUTE:00051	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD300E-dual-DAP12-myeloid-adaptor-assembly	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001880	M21B-DOWNSTREAM:02549	M21B-DOWNSTREAM-EVID:003924	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02549
ROUTE:00052	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD300E-dual-FcRgamma-myeloid-adaptor-assembly	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001881	M21B-DOWNSTREAM:02550	M21B-DOWNSTREAM-EVID:003925	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02550
ROUTE:00053	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD200R3-DAP12-mast-cell-adaptor-assembly	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001886	M21B-DOWNSTREAM:02551	M21B-DOWNSTREAM-EVID:003926	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02551
ROUTE:00054	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				NKR-P1C-FcRgamma-activating-receptor-assembly	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-001887	M21B-DOWNSTREAM:02552	M21B-DOWNSTREAM-EVID:003927	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02552
ROUTE:00055	retained_evidence_route	downstream_claim_unresolved_topology	????>????>????>????>????	downstream_claim	ligand_receptor_pair|receptor|intracellular_continuation|transcription_factor|target_gene_expression_or_output	not_mapped																				CD229-Y470EKL-AP2-endocytosis	module21b_downstream_claim	unresolved_downstream_claim	M21B-EVID-002049	M21B-DOWNSTREAM:02553	M21B-DOWNSTREAM-EVID:003928	topology_unresolved_pending_manual_curation	not_asserted	evidence_route_not_causal	M21B-DOWNSTREAM:02553
